PeakID (cmd=annotatePeaks.pl AkaaF3Heat_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Heat_REP1.mLb.clN_peak_12320	chrX	11760184	11760375	+	13	NA	intron (FBgn0002577, intron 2 of 7)	-intron (FBgn0002577, intron 2 of 7)	4311	FBgn0030332	FBgn0030332	FBtr0073613						NA
AkaaF3Heat_REP1.mLb.clN_peak_2552	chr2R	6023641	6023806	+	13	NA	promoter-TSS (FBgn0033051)	-promoter-TSS (FBgn0033051)	-579	FBgn0033051	FBgn0033051	FBtr0335289						NA
AkaaF3Heat_REP1.mLb.clN_peak_9841	chr3R	22828140	22828265	+	13	NA	promoter-TSS (FBgn0265450)	-promoter-TSS (FBgn0265450)	-942	FBgn0265450	FBgn0265450	FBtr0339806						NA
AkaaF3Heat_REP1.mLb.clN_peak_1851	chr2L	18747847	18747991	+	13	NA	Intergenic	Intergenic	7561	FBgn0032709	FBgn0032709	FBtr0081101						NA
AkaaF3Heat_REP1.mLb.clN_peak_3968	chr2R	17462133	17462329	+	13	NA	exon (FBgn0028953, exon 2 of 2)	-exon (FBgn0028953, exon 2 of 2)	4568	FBgn0028953	FBgn0028953	FBtr0345418						NA
AkaaF3Heat_REP1.mLb.clN_peak_3388	chr2R	12378016	12378354	+	13	NA	promoter-TSS (FBgn0050042)	-promoter-TSS (FBgn0050042)	-255	FBgn0050042	FBgn0050042	FBtr0087914						NA
AkaaF3Heat_REP1.mLb.clN_peak_3957	chr2R	17403075	17403372	+	13	NA	intron (FBgn0010620, intron 1 of 1)	-intron (FBgn0010620, intron 1 of 1)	3927	FBgn0034210	FBgn0034210	FBtr0086964						NA
AkaaF3Heat_REP1.mLb.clN_peak_7000	chr3L	18542758	18542964	+	13	NA	Intergenic	Intergenic	15885	FBgn0052198	FBgn0052198	FBtr0075099						NA
AkaaF3Heat_REP1.mLb.clN_peak_8025	chr3R	6119635	6120081	+	13	NA	Intergenic	Intergenic	-2734	FBgn0037402	FBgn0037402	FBtr0309512						NA
AkaaF3Heat_REP1.mLb.clN_peak_11181	chrX	1293833	1293957	+	13	NA	exon (FBgn0025641, exon 5 of 12)	-exon (FBgn0025641, exon 5 of 12)	4492	FBgn0052811	FBgn0052811	FBtr0302877						NA
AkaaF3Heat_REP1.mLb.clN_peak_11296	chrX	2184703	2184917	+	13	NA	promoter-TSS (FBgn0040899)	-promoter-TSS (FBgn0040899)	85	FBgn0040899	FBgn0040899	FBtr0345607						NA
AkaaF3Heat_REP1.mLb.clN_peak_11114	chrX	867713	868626	+	13	NA	intron (FBgn0264449, intron 3 of 12)	-intron (FBgn0264449, intron 3 of 11)	5561	FBgn0040892	FBgn0040892	FBtr0110804						NA
AkaaF3Heat_REP1.mLb.clN_peak_8627	chr3R	11176623	11177062	+	13	NA	exon (FBgn0040252, exon 2 of 2)	-exon (FBgn0040252, exon 2 of 2)	1313	FBgn0040252	FBgn0040252	FBtr0335217						NA
AkaaF3Heat_REP1.mLb.clN_peak_13271	chrX	20154107	20154429	+	13	NA	exon (FBgn0031089, exon 5 of 6)	-exon (FBgn0031089, exon 5 of 6)	5604	FBgn0031090	FBgn0031090	FBtr0333549						NA
AkaaF3Heat_REP1.mLb.clN_peak_7186	chr3L	20205093	20205247	+	13	NA	exon (FBgn0036949, exon 2 of 2)	-exon (FBgn0036949, exon 2 of 2)	876	FBgn0036949	FBgn0036949	FBtr0332696						NA
AkaaF3Heat_REP1.mLb.clN_peak_1031	chr2L	10543885	10544086	+	13	NA	promoter-TSS (FBgn0051721)	-promoter-TSS (FBgn0051721)	-463	FBgn0265829	FBgn0265829	FBtr0342714						NA
AkaaF3Heat_REP1.mLb.clN_peak_12012	chrX	8533186	8533319	+	13	NA	intron (FBgn0264975, intron 3 of 7)	-intron (FBgn0264975, intron 3 of 7)	-3554	FBgn0024943	FBgn0024943	FBtr0071235						NA
AkaaF3Heat_REP1.mLb.clN_peak_4827	chr2R	24499012	24499216	+	13	NA	TTS (FBgn0015300)	-TTS (FBgn0015300)	1031	FBgn0061188	FBgn0061188	FBtr0302365						NA
AkaaF3Heat_REP1.mLb.clN_peak_2560	chr2R	6065889	6066407	+	13	NA	intron (FBgn0033058, intron 5 of 6)	-intron (FBgn0033058, intron 5 of 7)	-2647	FBgn0264980	FBgn0264980	FBtr0335287						NA
AkaaF3Heat_REP1.mLb.clN_peak_13448	chrX	21469697	21469820	+	13	NA	Intergenic	Intergenic	-1279	FBgn0267064	FBgn0267064	FBtr0346049						NA
AkaaF3Heat_REP1.mLb.clN_peak_4036	chr2R	18063371	18063533	+	13	NA	intron (FBgn0085415, intron 1 of 4)	-intron (FBgn0085415, intron 1 of 4)	1037	FBgn0085415	FBgn0085415	FBtr0345644						NA
AkaaF3Heat_REP1.mLb.clN_peak_11561	chrX	4254240	4254376	+	13	NA	Intergenic	Intergenic	-1518	FBgn0029700	FBgn0029700	FBtr0070661						NA
AkaaF3Heat_REP1.mLb.clN_peak_5599	chr3L	5713527	5713838	+	13	NA	exon (FBgn0265714, exon 1 of 1)	-exon (FBgn0265714, exon 1 of 1)	351	FBgn0265714	FBgn0265714	FBtr0340657						NA
AkaaF3Heat_REP1.mLb.clN_peak_1590	chr2L	16147986	16148604	+	13	NA	Intergenic	Intergenic	-12091	FBgn0266165	FBgn0266165	FBtr0343729						NA
AkaaF3Heat_REP1.mLb.clN_peak_8189	chr3R	7242967	7243244	+	13	NA	exon (FBgn0037488, exon 3 of 3)	-exon (FBgn0037488, exon 3 of 3)	1345	FBgn0037488	FBgn0037488	FBtr0303218						NA
AkaaF3Heat_REP1.mLb.clN_peak_13009	chrX	18241480	18241765	+	13	NA	exon (FBgn0030904, exon 4 of 4)	-exon (FBgn0030904, exon 4 of 4)	1662	FBgn0030904	FBgn0030904	FBtr0473620						NA
AkaaF3Heat_REP1.mLb.clN_peak_4024	chr2R	17998883	17999162	+	13	NA	intron (FBgn0034286, intron 1 of 6)	-intron (FBgn0034286, intron 1 of 6)	-6373	FBgn0265592	FBgn0265592	FBtr0340285						NA
AkaaF3Heat_REP1.mLb.clN_peak_1758	chr2L	17988992	17989140	+	13	NA	TTS (FBgn0032658)	-TTS (FBgn0032658)	-1352	FBgn0051742	FBgn0051742	FBtr0340183						NA
AkaaF3Heat_REP1.mLb.clN_peak_11882	chrX	7359202	7359593	+	13	NA	exon (FBgn0029947, exon 2 of 2)	-exon (FBgn0029947, exon 2 of 2)	601	FBgn0029947	FBgn0029947	FBtr0071054						NA
AkaaF3Heat_REP1.mLb.clN_peak_1980	chr2L	19884230	19884376	+	13	NA	intron (FBgn0263873, intron 1 of 13)	-intron (FBgn0263873, intron 3 of 15)	8247	FBgn0032827	FBgn0032827	FBtr0081312						NA
AkaaF3Heat_REP1.mLb.clN_peak_2783	chr2R	7561014	7561219	+	13	NA	exon (FBgn0033192, exon 14 of 14)	-exon (FBgn0033192, exon 14 of 14)	4466	FBgn0050499	FBgn0050499	FBtr0088954						NA
AkaaF3Heat_REP1.mLb.clN_peak_4146	chr2R	19030357	19030523	+	13	NA	TTS (FBgn0263083)	-TTS (FBgn0263083)	431	FBgn0263083	FBgn0263083	FBtr0307099						NA
AkaaF3Heat_REP1.mLb.clN_peak_12760	chrX	15802878	15803037	+	13	NA	promoter-TSS (FBgn0030695)	-promoter-TSS (FBgn0030695)	923	FBgn0030695	FBgn0030695	FBtr0307978						NA
AkaaF3Heat_REP1.mLb.clN_peak_10452	chr3R	28877390	28877540	+	13	NA	TTS (FBgn0039612)	-TTS (FBgn0039612)	1844	FBgn0039611	FBgn0039611	FBtr0085329						NA
AkaaF3Heat_REP1.mLb.clN_peak_9668	chr3R	21156323	21156545	+	13	NA	promoter-TSS (FBgn0264357)	-promoter-TSS (FBgn0264357)	72	FBgn0264357	FBgn0264357	FBtr0301588						NA
AkaaF3Heat_REP1.mLb.clN_peak_9826	chr3R	22698298	22698476	+	13	NA	promoter-TSS (FBgn0039006)	-promoter-TSS (FBgn0039006)	68	FBgn0039006	FBgn0039006	FBtr0084304						NA
AkaaF3Heat_REP1.mLb.clN_peak_1532	chr2L	15555750	15556012	+	13	NA	intron (FBgn0028370, intron 2 of 3)	-intron (FBgn0028370, intron 2 of 3)	3158	FBgn0028370	FBgn0028370	FBtr0300848						NA
AkaaF3Heat_REP1.mLb.clN_peak_4496	chr2R	21837810	21838286	+	13	NA	exon (FBgn0034665, exon 1 of 1)	-exon (FBgn0034665, exon 1 of 1)	750	FBgn0034665	FBgn0034665	FBtr0071738						NA
AkaaF3Heat_REP1.mLb.clN_peak_11594	chrX	4523496	4523637	+	13	NA	intron (FBgn0052773, intron 2 of 4)	-intron (FBgn0052773, intron 2 of 4)	-6665	FBgn0029708	FBgn0029708	FBtr0308916						NA
AkaaF3Heat_REP1.mLb.clN_peak_504	chr2L	5164038	5164300	+	13	NA	exon (FBgn0261836, exon 6 of 6)	-exon (FBgn0261836, exon 6 of 6)	12420	FBgn0261836	FBgn0261836	FBtr0332405						NA
AkaaF3Heat_REP1.mLb.clN_peak_10443	chr3R	28750797	28751065	+	13	NA	intron (FBgn0039596, intron 3 of 6)	-intron (FBgn0039596, intron 3 of 6)	730	FBgn0039596	FBgn0039596	FBtr0085315						NA
AkaaF3Heat_REP1.mLb.clN_peak_8005	chr3R	5973120	5973314	+	13	NA	exon (FBgn0011281, exon 2 of 5)	-exon (FBgn0011281, exon 2 of 5)	2012	FBgn0011281	FBgn0011281	FBtr0078656						NA
AkaaF3Heat_REP1.mLb.clN_peak_11930	chrX	7735490	7735656	+	13	NA	promoter-TSS (FBgn0029958)	-promoter-TSS (FBgn0029958)	650	FBgn0029959	FBgn0029959	FBtr0307272						NA
AkaaF3Heat_REP1.mLb.clN_peak_11757	chrX	6060798	6061204	+	13	NA	exon (FBgn0029835, exon 4 of 7)	-exon (FBgn0029835, exon 4 of 7)	5415	FBgn0262575	FBgn0262575	FBtr0304946						NA
AkaaF3Heat_REP1.mLb.clN_peak_13624	chrX	23047685	23048318	+	13	NA	TTS (FBgn0040031)	-TTS (FBgn0040031)	11935	FBgn0040031	FBgn0040031	FBtr0333740						NA
AkaaF3Heat_REP1.mLb.clN_peak_696	chr2L	6939851	6939993	+	13	NA	intron (FBgn0031869, intron 3 of 15)	-intron (FBgn0031869, intron 3 of 15)	2892	FBgn0031869	FBgn0031869	FBtr0332327						NA
AkaaF3Heat_REP1.mLb.clN_peak_11547	chrX	4165768	4166966	+	13	NA	intron (FBgn0000635, intron 2 of 8)	-intron (FBgn0000635, intron 2 of 9)	35156	FBgn0066114	FBgn0066114	FBtr0070644						NA
AkaaF3Heat_REP1.mLb.clN_peak_3661	chr2R	14624696	14624896	+	13	NA	TTS (FBgn0082930)	-TTS (FBgn0082930)	543	FBgn0082919	FBgn0082919	FBtr0113511						NA
AkaaF3Heat_REP1.mLb.clN_peak_2042	chr2L	20499722	20500031	+	13	NA	Intergenic	Intergenic	4846	FBgn0054007	FBgn0054007	FBtr0339235						NA
AkaaF3Heat_REP1.mLb.clN_peak_7066	chr3L	19100161	19100373	+	13	NA	promoter-TSS (FBgn0036850)	-promoter-TSS (FBgn0036850)	96	FBgn0036850	FBgn0036850	FBtr0330093						NA
AkaaF3Heat_REP1.mLb.clN_peak_8073	chr3R	6358310	6358767	+	13	NA	exon (FBgn0267698, exon 6 of 8)	-exon (FBgn0267698, exon 6 of 8)	7642	FBgn0267698	FBgn0267698	FBtr0334544						NA
AkaaF3Heat_REP1.mLb.clN_peak_2876	chr2R	8266034	8266896	+	13	NA	exon (FBgn0050375, exon 3 of 4)	-exon (FBgn0050375, exon 3 of 4)	830	FBgn0050375	FBgn0050375	FBtr0088799						NA
AkaaF3Heat_REP1.mLb.clN_peak_8590	chr3R	10788219	10788530	+	13	NA	promoter-TSS (FBgn0017577)	-promoter-TSS (FBgn0017577)	-148	FBgn0037834	FBgn0037834	FBtr0082304						NA
AkaaF3Heat_REP1.mLb.clN_peak_10238	chr3R	26886694	26887340	+	13	NA	intron (FBgn0004359, intron 2 of 2)	-intron (FBgn0004359, intron 2 of 2)	5283	FBgn0004359	FBgn0004359	FBtr0336724						NA
AkaaF3Heat_REP1.mLb.clN_peak_5536	chr3L	5021816	5022885	+	13	NA	intron (FBgn0005775, intron 3 of 7)	-intron (FBgn0005775, intron 3 of 7)	-10217	FBgn0035585	FBgn0035585	FBtr0073372						NA
AkaaF3Heat_REP1.mLb.clN_peak_8358	chr3R	8561738	8561985	+	13	NA	promoter-TSS (FBgn0051460)	-promoter-TSS (FBgn0051460)	-97	FBgn0051453	FBgn0051453	FBtr0339330						NA
AkaaF3Heat_REP1.mLb.clN_peak_12707	chrX	15261829	15261953	+	13	NA	Intergenic	Intergenic	10514	FBgn0030624	FBgn0030624	FBtr0074022						NA
AkaaF3Heat_REP1.mLb.clN_peak_9912	chr3R	23455776	23456317	+	13	NA	intron (FBgn0039078, intron 1 of 3)	-intron (FBgn0039078, intron 1 of 3)	23177	FBgn0288809	FBgn0288809	FBtr0481705						NA
AkaaF3Heat_REP1.mLb.clN_peak_9386	chr3R	18481750	18481892	+	13	NA	intron (FBgn0004652, intron 2 of 8)	-intron (FBgn0004652, intron 2 of 7)	63765	FBgn0004652	FBgn0004652	FBtr0330040						NA
AkaaF3Heat_REP1.mLb.clN_peak_13518	chrX	22575283	22575598	+	13	NA	Intergenic	Intergenic	28343	FBgn0031197	FBgn0031197	FBtr0077361						NA
AkaaF3Heat_REP1.mLb.clN_peak_9033	chr3R	15137965	15138365	+	13	NA	exon (FBgn0038291, exon 2 of 3)	-exon (FBgn0038291, exon 2 of 3)	1017	FBgn0038291	FBgn0038291	FBtr0083025						NA
AkaaF3Heat_REP1.mLb.clN_peak_4445	chr2R	21347735	21348172	+	13	NA	promoter-TSS (FBgn0034623)	-promoter-TSS (FBgn0034623)	-70	FBgn0034623	FBgn0034623	FBtr0071612						NA
AkaaF3Heat_REP1.mLb.clN_peak_9568	chr3R	20141652	20141986	+	13	NA	Intergenic	Intergenic	-1898	FBgn0262025	FBgn0262025	FBtr0303855						NA
AkaaF3Heat_REP1.mLb.clN_peak_844	chr2L	8495441	8495919	+	13	NA	exon (FBgn0032049, exon 1 of 1)	-exon (FBgn0032049, exon 1 of 1)	627	FBgn0032049	FBgn0032049	FBtr0343427						NA
AkaaF3Heat_REP1.mLb.clN_peak_5085	chr3L	1140064	1140529	+	13	NA	TTS (FBgn0025525)	-TTS (FBgn0025525)	36980	FBgn0025525	FBgn0025525	FBtr0333271						NA
AkaaF3Heat_REP1.mLb.clN_peak_2935	chr2R	8691593	8692230	+	13	NA	TTS (FBgn0033320)	-TTS (FBgn0033320)	463	FBgn0001285	FBgn0001285	FBtr0345661						NA
AkaaF3Heat_REP1.mLb.clN_peak_11632	chrX	4826041	4826698	+	13	NA	exon (FBgn0029729, exon 1 of 1)	-exon (FBgn0029729, exon 1 of 1)	395	FBgn0029729	FBgn0029729	FBtr0070716						NA
AkaaF3Heat_REP1.mLb.clN_peak_3931	chr2R	17192865	17193002	+	13	NA	Intergenic	Intergenic	-2270	FBgn0034205	FBgn0034205	FBtr0086990						NA
AkaaF3Heat_REP1.mLb.clN_peak_1666	chr2L	16800714	16800861	+	13	NA	exon (FBgn0040260, exon 3 of 3)	-exon (FBgn0040260, exon 3 of 3)	1019	FBgn0040260	FBgn0040260	FBtr0344850						NA
AkaaF3Heat_REP1.mLb.clN_peak_4673	chr2R	23224299	23225260	+	13	NA	Intergenic	Intergenic	-7847	FBgn0034835	FBgn0034835	FBtr0071999						NA
AkaaF3Heat_REP1.mLb.clN_peak_12034	chrX	8785891	8786016	+	13	NA	promoter-TSS (FBgn0026411)	-promoter-TSS (FBgn0026411)	-600	FBgn0026411	FBgn0026411	FBtr0071279						NA
AkaaF3Heat_REP1.mLb.clN_peak_3317	chr2R	11746107	11746497	+	13	NA	Intergenic	Intergenic	-10515	FBgn0033652	FBgn0033652	FBtr0304622						NA
AkaaF3Heat_REP1.mLb.clN_peak_9397	chr3R	18642496	18642700	+	13	NA	intron (FBgn0263974, intron 3 of 9)	-intron (FBgn0263974, intron 3 of 9)	-1141	FBgn0038632	FBgn0038632	FBtr0290199						NA
AkaaF3Heat_REP1.mLb.clN_peak_2634	chr2R	6564940	6565068	+	13	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-31409	FBgn0264506	FBgn0264506	FBtr0332951						NA
AkaaF3Heat_REP1.mLb.clN_peak_2643	chr2R	6605979	6606106	+	13	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-4445	FBgn0086655	FBgn0086655	FBtr0332950						NA
AkaaF3Heat_REP1.mLb.clN_peak_11106	chrX	820893	821060	+	13	NA	exon (FBgn0264449, exon 5 of 12)	-exon (FBgn0264449, exon 5 of 12)	14900	FBgn0260855	FBgn0260855	FBtr0310162						NA
AkaaF3Heat_REP1.mLb.clN_peak_4972	chr3L	301527	302271	+	13	NA	exon (FBgn0264707, exon 4 of 7)	-exon (FBgn0264707, exon 4 of 7)	1858	FBgn0264707	FBgn0264707	FBtr0333962						NA
AkaaF3Heat_REP1.mLb.clN_peak_9941	chr3R	23658752	23659094	+	13	NA	intron (FBgn0051145, intron 2 of 13)	-intron (FBgn0051145, intron 2 of 13)	10736	FBgn0051145	FBgn0051145	FBtr0474143						NA
AkaaF3Heat_REP1.mLb.clN_peak_1723	chr2L	17512704	17513196	+	13	NA	exon (FBgn0013810, exon 15 of 23)	-exon (FBgn0013810, exon 15 of 23)	11549	FBgn0013810	FBgn0013810	FBtr0479836						NA
AkaaF3Heat_REP1.mLb.clN_peak_1302	chr2L	13635781	13636106	+	13	NA	exon (FBgn0259984, exon 11 of 13)	-exon (FBgn0259984, exon 11 of 13)	-2777	FBgn0263329	FBgn0263329	FBtr0308752						NA
AkaaF3Heat_REP1.mLb.clN_peak_7096	chr3L	19325638	19325844	+	13	NA	intron (FBgn0003089, intron 1 of 5)	-intron (FBgn0003089, intron 1 of 5)	11868	FBgn0003089	FBgn0003089	FBtr0333897						NA
AkaaF3Heat_REP1.mLb.clN_peak_6075	chr3L	10354788	10354913	+	13	NA	intron (FBgn0267668, intron 2 of 2)	-intron (FBgn0267668, intron 2 of 2)	-9169	FBgn0267668	FBgn0267668	FBtr0347140						NA
AkaaF3Heat_REP1.mLb.clN_peak_8319	chr3R	8220098	8220445	+	13	NA	TTS (FBgn0037552)	-TTS (FBgn0037552)	125	FBgn0037553	FBgn0037553	FBtr0300896						NA
AkaaF3Heat_REP1.mLb.clN_peak_10861	chr4	277748	277901	+	13	NA	TTS (FBgn0039900)	-TTS (FBgn0039900)	1301	FBgn0264793	FBgn0264793	FBtr0334476						NA
AkaaF3Heat_REP1.mLb.clN_peak_10957	chr4	907114	907976	+	13	NA	exon (FBgn0263093, exon 2 of 2)	-exon (FBgn0263093, exon 2 of 2)	2366	FBgn0263093	FBgn0263093	FBtr0334486						NA
AkaaF3Heat_REP1.mLb.clN_peak_11068	chrX	541695	541923	+	13	NA	intron (FBgn0000108, intron 2 of 10)	-intron (FBgn0000108, intron 2 of 11)	11308	FBgn0000108	FBgn0000108	FBtr0307294						NA
AkaaF3Heat_REP1.mLb.clN_peak_3214	chr2R	10942338	10942643	+	13	NA	promoter-TSS (FBgn0033574)	-promoter-TSS (FBgn0033574)	-752	FBgn0033574	FBgn0033574	FBtr0345584						NA
AkaaF3Heat_REP1.mLb.clN_peak_10759	chr3R	31503693	31505059	+	13	NA	exon (FBgn0039851, exon 5 of 7)	-exon (FBgn0039851, exon 5 of 7)	4985	FBgn0039851	FBgn0039851	FBtr0346230						NA
AkaaF3Heat_REP1.mLb.clN_peak_2369	chr2R	3897376	3897541	+	13	NA	Intergenic	Intergenic	50257	FBgn0262124	FBgn0262124	FBtr0302227						NA
AkaaF3Heat_REP1.mLb.clN_peak_3697	chr2R	14979191	14979301	+	13	NA	exon (FBgn0033987, exon 6 of 6)	-exon (FBgn0033987, exon 6 of 6)	-2017	FBgn0033988	FBgn0033988	FBtr0301507						NA
AkaaF3Heat_REP1.mLb.clN_peak_448	chr2L	4570386	4570682	+	13	NA	exon (FBgn0053196, exon 5 of 47)	-exon (FBgn0053196, exon 5 of 47)	7684	FBgn0031613	FBgn0031613	FBtr0077444						NA
AkaaF3Heat_REP1.mLb.clN_peak_10049	chr3R	25038849	25039415	+	13	NA	promoter-TSS (FBgn0045866)	-promoter-TSS (FBgn0045866)	117	FBgn0039261	FBgn0039261	FBtr0334507						NA
AkaaF3Heat_REP1.mLb.clN_peak_13238	chrX	19966150	19966501	+	13	NA	exon (FBgn0031081, exon 7 of 9)	-exon (FBgn0031081, exon 7 of 9)	5028	FBgn0031081	FBgn0031081	FBtr0307555						NA
AkaaF3Heat_REP1.mLb.clN_peak_12054	chrX	9085923	9086085	+	13	NA	promoter-TSS (FBgn0052708)	-promoter-TSS (FBgn0052708)	72	FBgn0052708	FBgn0052708	FBtr0071286						NA
AkaaF3Heat_REP1.mLb.clN_peak_10316	chr3R	27621861	27621983	+	13	NA	intron (FBgn0039530, intron 2 of 10)	-intron (FBgn0039530, intron 2 of 10)	4089	FBgn0039529	FBgn0039529	FBtr0085200						NA
AkaaF3Heat_REP1.mLb.clN_peak_8031	chr3R	6150700	6151180	+	13	NA	exon (FBgn0051559, exon 2 of 2)	-exon (FBgn0051559, exon 2 of 2)	6295	FBgn0051559	FBgn0051559	FBtr0078616						NA
AkaaF3Heat_REP1.mLb.clN_peak_8314	chr3R	8187825	8188001	+	13	NA	Intergenic	Intergenic	-6469	FBgn0001138	FBgn0001138	FBtr0330188						NA
AkaaF3Heat_REP1.mLb.clN_peak_9372	chr3R	18369461	18370315	+	13	NA	exon (FBgn0004618, exon 4 of 5)	-exon (FBgn0004618, exon 4 of 5)	2850	FBgn0004618	FBgn0004618	FBtr0330042						NA
AkaaF3Heat_REP1.mLb.clN_peak_10123	chr3R	25762246	25762353	+	13	NA	promoter-TSS (FBgn0066101)	-promoter-TSS (FBgn0066101)	-9304	FBgn0066101	FBgn0066101	FBtr0335237						NA
AkaaF3Heat_REP1.mLb.clN_peak_13461	chrX	21566883	21567429	+	13	NA	Intergenic	Intergenic	-16646	FBgn0265922	FBgn0265922	FBtr0342860						NA
AkaaF3Heat_REP1.mLb.clN_peak_13552	chrX	22749604	22750166	+	13	NA	intron (FBgn0266348, intron 3 of 3)	-intron (FBgn0266348, intron 3 of 3)	16778	FBgn0264940	FBgn0264940	FBtr0335051						NA
AkaaF3Heat_REP1.mLb.clN_peak_7249	chr3L	20720295	20720405	+	13	NA	Intergenic	Intergenic	-1150	FBgn0037015	FBgn0037015	FBtr0113183						NA
AkaaF3Heat_REP1.mLb.clN_peak_1374	chr2L	14338613	14339097	+	13	NA	exon (FBgn0028531, exon 1 of 1)	-exon (FBgn0028531, exon 1 of 1)	615	FBgn0028531	FBgn0028531	FBtr0080625						NA
AkaaF3Heat_REP1.mLb.clN_peak_13101	chrX	18840247	18841103	+	13	NA	exon (FBgn0030964, exon 5 of 6)	-exon (FBgn0030964, exon 5 of 6)	-2988	FBgn0085451	FBgn0085451	FBtr0310440						NA
AkaaF3Heat_REP1.mLb.clN_peak_5538	chr3L	5072878	5073016	+	13	NA	intron (FBgn0005775, intron 1 of 7)	-intron (FBgn0005775, intron 1 of 7)	6086	FBgn0005775	FBgn0005775	FBtr0309972						NA
AkaaF3Heat_REP1.mLb.clN_peak_4447	chr2R	21358549	21358715	+	13	NA	intron (FBgn0000395, intron 5 of 6)	-intron (FBgn0000395, intron 5 of 6)	-8054	FBgn0034624	FBgn0034624	FBtr0071611						NA
AkaaF3Heat_REP1.mLb.clN_peak_1013	chr2L	10291710	10292402	+	13	NA	TTS (FBgn0032209)	-TTS (FBgn0032209)	309	FBgn0032208	FBgn0032208	FBtr0080074						NA
AkaaF3Heat_REP1.mLb.clN_peak_11752	chrX	6018520	6018703	+	13	NA	Intergenic	Intergenic	4903	FBgn0265692	FBgn0265692	FBtr0340604						NA
AkaaF3Heat_REP1.mLb.clN_peak_5197	chr3L	2082260	2082456	+	13	NA	exon (FBgn0086906, exon 15 of 41)	-exon (FBgn0086906, exon 15 of 41)	-5808	FBgn0262107	FBgn0262107	FBtr0304032						NA
AkaaF3Heat_REP1.mLb.clN_peak_8881	chr3R	13603839	13603993	+	13	NA	Intergenic	Intergenic	5330	FBgn0038160	FBgn0038160	FBtr0344643						NA
AkaaF3Heat_REP1.mLb.clN_peak_12719	chrX	15390027	15390756	+	13	NA	exon (FBgn0263257, exon 18 of 18)	-exon (FBgn0263257, exon 18 of 18)	-4950	FBgn0030634	FBgn0030634	FBtr0074012						NA
AkaaF3Heat_REP1.mLb.clN_peak_3201	chr2R	10828594	10828744	+	13	NA	exon (FBgn0033558, exon 10 of 10)	-exon (FBgn0033558, exon 10 of 10)	5264	FBgn0033557	FBgn0033557	FBtr0345930						NA
AkaaF3Heat_REP1.mLb.clN_peak_4121	chr2R	18860717	18860989	+	13	NA	exon (FBgn0034406, exon 3 of 3)	-exon (FBgn0034406, exon 3 of 3)	1225	FBgn0034406	FBgn0034406	FBtr0086622						NA
AkaaF3Heat_REP1.mLb.clN_peak_9610	chr3R	20555860	20556038	+	13	NA	intron (FBgn0067783, intron 1 of 5)	-intron (FBgn0067783, intron 1 of 5)	-1549	FBgn0067782	FBgn0067782	FBtr0090034						NA
AkaaF3Heat_REP1.mLb.clN_peak_1979	chr2L	19877384	19877899	+	13	NA	intron (FBgn0263873, intron 1 of 13)	-intron (FBgn0263873, intron 3 of 15)	14909	FBgn0032827	FBgn0032827	FBtr0081312						NA
AkaaF3Heat_REP1.mLb.clN_peak_3750	chr2R	15421988	15422161	+	13	NA	exon (FBgn0263980, exon 8 of 15)	-exon (FBgn0263980, exon 8 of 15)	2065	FBgn0050472	FBgn0050472	FBtr0332396						NA
AkaaF3Heat_REP1.mLb.clN_peak_12375	chrX	12375057	12375259	+	13	NA	TTS (FBgn0030384)	-TTS (FBgn0030384)	2040	FBgn0030384	FBgn0030384	FBtr0073643						NA
AkaaF3Heat_REP1.mLb.clN_peak_3016	chr2R	9373288	9373424	+	13	NA	exon (FBgn0033405, exon 2 of 8)	-exon (FBgn0033405, exon 2 of 8)	-10450	FBgn0040775	FBgn0040775	FBtr0088557						NA
AkaaF3Heat_REP1.mLb.clN_peak_13123	chrX	19043862	19043993	+	13	NA	Intergenic	Intergenic	-6515	FBgn0085358	FBgn0085358	FBtr0344305						NA
AkaaF3Heat_REP1.mLb.clN_peak_13477	chrX	21737728	21738049	+	13	NA	intron (FBgn0267704, intron 1 of 1)	-intron (FBgn0267704, intron 1 of 1)	104452	FBgn0267704	FBgn0267704	FBtr0347227						NA
AkaaF3Heat_REP1.mLb.clN_peak_849	chr2L	8540929	8541035	+	13	NA	promoter-TSS (FBgn0051603)	-promoter-TSS (FBgn0051603)	641	FBgn0051604	FBgn0051604	FBtr0079694						NA
AkaaF3Heat_REP1.mLb.clN_peak_6230	chr3L	11532018	11532381	+	13	NA	intron (FBgn0259481, intron 1 of 4)	-intron (FBgn0259481, intron 1 of 3)	2279	FBgn0259481	FBgn0259481	FBtr0089330						NA
AkaaF3Heat_REP1.mLb.clN_peak_11264	chrX	1965001	1965231	+	13	NA	intron (FBgn0264562, intron 3 of 11)	-intron (FBgn0264562, intron 3 of 11)	-10636	FBgn0287217	FBgn0287217	FBtr0475315						NA
