PeakID (cmd=annotatePeaks.pl ManzF3Heat_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Heat_REP2.mLb.clN_peak_6298	chr3L	22654396	22655447	+	11	NA	Intergenic	Intergenic	-2396	FBgn0053772	FBgn0053772	FBtr0303714						NA
ManzF3Heat_REP2.mLb.clN_peak_142	chr2L	1603312	1603505	+	11	NA	exon (FBgn0261509, exon 6 of 10)	-exon (FBgn0261509, exon 6 of 10)	7749	FBgn0051935	FBgn0051935	FBtr0077916						NA
ManzF3Heat_REP2.mLb.clN_peak_3953	chr2R	23300737	23300924	+	11	NA	Intergenic	Intergenic	8986	FBgn0034842	FBgn0034842	FBtr0072045						NA
ManzF3Heat_REP2.mLb.clN_peak_6764	chr3R	6237499	6237904	+	11	NA	TTS (FBgn0027527)	-TTS (FBgn0027527)	2993	FBgn0027527	FBgn0027527	FBtr0346344						NA
ManzF3Heat_REP2.mLb.clN_peak_7220	chr3R	10779983	10780184	+	11	NA	TTS (FBgn0261356)	-TTS (FBgn0261356)	514	FBgn0037832	FBgn0037832	FBtr0082274						NA
ManzF3Heat_REP2.mLb.clN_peak_5315	chr3L	12537928	12538366	+	11	NA	promoter-TSS (FBgn0036301)	-promoter-TSS (FBgn0036301)	-832	FBgn0036301	FBgn0036301	FBtr0075965						NA
ManzF3Heat_REP2.mLb.clN_peak_10411	chrX	12329056	12330085	+	11	NA	exon (FBgn0267001, exon 15 of 15)	-exon (FBgn0267001, exon 15 of 15)	-43548	FBgn0030384	FBgn0030384	FBtr0073643						NA
ManzF3Heat_REP2.mLb.clN_peak_6600	chr3R	4906591	4906865	+	11	NA	intron (FBgn0004913, intron 1 of 3)	-intron (FBgn0004913, intron 1 of 3)	106	FBgn0004913	FBgn0004913	FBtr0100159						NA
ManzF3Heat_REP2.mLb.clN_peak_11455	chrX	23043930	23044201	+	11	NA	exon (FBgn0040031, exon 3 of 6)	-exon (FBgn0040031, exon 3 of 6)	7999	FBgn0040031	FBgn0040031	FBtr0333740						NA
ManzF3Heat_REP2.mLb.clN_peak_744	chr2L	8888530	8889032	+	11	NA	promoter-TSS (FBgn0265588)	-promoter-TSS (FBgn0265588)	-753	FBgn0265588	FBgn0265588	FBtr0340264						NA
ManzF3Heat_REP2.mLb.clN_peak_10592	chrX	14313205	14313430	+	11	NA	Intergenic	Intergenic	2266	FBgn0030563	FBgn0030563	FBtr0073919						NA
ManzF3Heat_REP2.mLb.clN_peak_8199	chr3R	22175216	22175598	+	11	NA	TTS (FBgn0051163)	-TTS (FBgn0051163)	34070	FBgn0266751	FBgn0266751	FBtr0345327						NA
ManzF3Heat_REP2.mLb.clN_peak_8417	chr3R	24988282	24988592	+	11	NA	intron (FBgn0039257, intron 2 of 7)	-intron (FBgn0039257, intron 1 of 6)	4053	FBgn0039257	FBgn0039257	FBtr0305668						NA
ManzF3Heat_REP2.mLb.clN_peak_1124	chr2L	13847327	13847640	+	11	NA	promoter-TSS (FBgn0028533)	-promoter-TSS (FBgn0028533)	-442	FBgn0028533	FBgn0028533	FBtr0343666						NA
ManzF3Heat_REP2.mLb.clN_peak_7694	chr3R	16376078	16376352	+	11	NA	exon (FBgn0003513, exon 8 of 8)	-exon (FBgn0003513, exon 8 of 8)	-3437	FBgn0266703	FBgn0266703	FBtr0345155						NA
ManzF3Heat_REP2.mLb.clN_peak_6492	chr3R	4267704	4267838	+	11	NA	exon (FBgn0037228, exon 2 of 2)	-exon (FBgn0037228, exon 2 of 2)	819	FBgn0037228	FBgn0037228	FBtr0336481						NA
ManzF3Heat_REP2.mLb.clN_peak_4925	chr3L	7955020	7955181	+	11	NA	Intergenic	Intergenic	6914	FBgn0041156	FBgn0041156	FBtr0076751						NA
ManzF3Heat_REP2.mLb.clN_peak_6410	chr3L	26222954	26223303	+	11	NA	intron (FBgn0058160, intron 1 of 1)	-intron (FBgn0058160, intron 1 of 1)	7313	FBgn0058160	FBgn0058160	FBtr0333380						NA
ManzF3Heat_REP2.mLb.clN_peak_4391	chr3L	2350359	2350874	+	11	NA	Intergenic	Intergenic	-9941	FBgn0035332	FBgn0035332	FBtr0072888						NA
ManzF3Heat_REP2.mLb.clN_peak_2701	chr2R	11089936	11090168	+	11	NA	intron (FBgn0040765, intron 2 of 4)	-intron (FBgn0040765, intron 2 of 4)	3758	FBgn0286890	FBgn0286890	FBtr0475066						NA
ManzF3Heat_REP2.mLb.clN_peak_3222	chr2R	16168297	16168583	+	11	NA	exon (FBgn0034083, exon 9 of 9)	-exon (FBgn0034083, exon 9 of 9)	2421	FBgn0034084	FBgn0034084	FBtr0087249						NA
ManzF3Heat_REP2.mLb.clN_peak_8798	chr3R	29296044	29296430	+	11	NA	exon (FBgn0039659, exon 2 of 3)	-exon (FBgn0039659, exon 2 of 3)	943	FBgn0039659	FBgn0039659	FBtr0334875						NA
ManzF3Heat_REP2.mLb.clN_peak_11187	chrX	20440017	20440317	+	11	NA	intron (FBgn0031116, intron 2 of 6)	-intron (FBgn0031116, intron 2 of 6)	-6204	FBgn0260868	FBgn0260868	FBtr0301566						NA
ManzF3Heat_REP2.mLb.clN_peak_4731	chr3L	5988356	5989057	+	11	NA	Intergenic	Intergenic	-4366	FBgn0266989	FBgn0266989	FBtr0345905						NA
ManzF3Heat_REP2.mLb.clN_peak_9871	chrX	5829108	5829329	+	11	NA	intron (FBgn0029814, intron 1 of 5)	-intron (FBgn0029814, intron 2 of 6)	2997	FBgn0262945	FBgn0262945	FBtr0306548						NA
ManzF3Heat_REP2.mLb.clN_peak_6584	chr3R	4791277	4791394	+	11	NA	exon (FBgn0260794, exon 8 of 12)	-exon (FBgn0260794, exon 8 of 12)	-6613	FBgn0037276	FBgn0037276	FBtr0078880						NA
ManzF3Heat_REP2.mLb.clN_peak_306	chr2L	3592327	3592731	+	11	NA	Intergenic	Intergenic	-2228	FBgn0264371	FBgn0264371	FBtr0332223						NA
ManzF3Heat_REP2.mLb.clN_peak_7270	chr3R	11491066	11491330	+	11	NA	Intergenic	Intergenic	4410	FBgn0267141	FBgn0267141	FBtr0346253						NA
ManzF3Heat_REP2.mLb.clN_peak_11004	chrX	18725629	18725944	+	11	NA	promoter-TSS (FBgn0259198)	-promoter-TSS (FBgn0259198)	-114	FBgn0259198	FBgn0259198	FBtr0299682						NA
ManzF3Heat_REP2.mLb.clN_peak_8250	chr3R	22843477	22843944	+	11	NA	TTS (FBgn0039029)	-TTS (FBgn0039029)	2592	FBgn0039029	FBgn0039029	FBtr0339138						NA
ManzF3Heat_REP2.mLb.clN_peak_3919	chr2R	23023956	23024204	+	11	NA	intron (FBgn0261705, intron 3 of 4)	-intron (FBgn0261705, intron 3 of 4)	18863	FBgn0261705	FBgn0261705	FBtr0303203						NA
ManzF3Heat_REP2.mLb.clN_peak_10552	chrX	13927525	13927672	+	11	NA	intron (FBgn0267033, intron 1 of 7)	-intron (FBgn0267033, intron 3 of 10)	-27638	FBgn0030536	FBgn0030536	FBtr0073854						NA
ManzF3Heat_REP2.mLb.clN_peak_4156	chr3L	109183	109317	+	11	NA	Intergenic	Intergenic	-10875	FBgn0040688	FBgn0040688	FBtr0072540						NA
ManzF3Heat_REP2.mLb.clN_peak_3929	chr2R	23129515	23129841	+	11	NA	exon (FBgn0034825, exon 2 of 7)	-exon (FBgn0034825, exon 2 of 7)	511	FBgn0034825	FBgn0034825	FBtr0071974						NA
ManzF3Heat_REP2.mLb.clN_peak_8671	chr3R	27757668	27757796	+	11	NA	Intergenic	Intergenic	14552	FBgn0005659	FBgn0005659	FBtr0085224						NA
ManzF3Heat_REP2.mLb.clN_peak_811	chr2L	9626925	9627063	+	11	NA	Intergenic	Intergenic	-1709	FBgn0051882	FBgn0051882	FBtr0079853						NA
ManzF3Heat_REP2.mLb.clN_peak_8843	chr3R	29696315	29696440	+	11	NA	exon (FBgn0039683, exon 4 of 4)	-exon (FBgn0039683, exon 4 of 4)	3786	FBgn0039683	FBgn0039683	FBtr0085454						NA
ManzF3Heat_REP2.mLb.clN_peak_6218	chr3L	22109434	22109657	+	11	NA	Intergenic	Intergenic	-12387	FBgn0266771	FBgn0266771	FBtr0445724						NA
ManzF3Heat_REP2.mLb.clN_peak_8861	chr3R	29956971	29957102	+	11	NA	intron (FBgn0004622, intron 3 of 9)	-intron (FBgn0004622, intron 3 of 9)	12411	FBgn0004622	FBgn0004622	FBtr0330298						NA
ManzF3Heat_REP2.mLb.clN_peak_1718	chr2L	20571403	20571534	+	11	NA	intron (FBgn0266886, intron 1 of 1)	-intron (FBgn0266886, intron 1 of 1)	9221	FBgn0266886	FBgn0266886	FBtr0345743						NA
ManzF3Heat_REP2.mLb.clN_peak_9258	chrX	196344	196681	+	11	NA	exon (FBgn0284435, exon 3 of 8)	-exon (FBgn0284435, exon 3 of 8)	-44233	FBgn0264445	FBgn0264445	FBtr0332568						NA
ManzF3Heat_REP2.mLb.clN_peak_3380	chr2R	17827401	17827578	+	11	NA	exon (FBgn0259211, exon 5 of 15)	-exon (FBgn0259211, exon 5 of 15)	-19210	FBgn0015522	FBgn0015522	FBtr0086799						NA
ManzF3Heat_REP2.mLb.clN_peak_7972	chr3R	19677313	19677449	+	11	NA	intron (FBgn0051216, intron 1 of 6)	-intron (FBgn0051216, intron 1 of 6)	-5032	FBgn0012003	FBgn0012003	FBtr0083799						NA
ManzF3Heat_REP2.mLb.clN_peak_5455	chr3L	14332359	14332629	+	11	NA	intron (FBgn0001085, intron 4 of 4)	-intron (FBgn0001085, intron 4 of 4)	3148	FBgn0036419	FBgn0036419	FBtr0075744						NA
ManzF3Heat_REP2.mLb.clN_peak_8457	chr3R	25432166	25432330	+	11	NA	intron (FBgn0004509, intron 1 of 12)	-intron (FBgn0004509, intron 1 of 11)	-31603	FBgn0051439	FBgn0051439	FBtr0084845						NA
ManzF3Heat_REP2.mLb.clN_peak_2714	chr2R	11187309	11187439	+	11	NA	intron (FBgn0003396, intron 1 of 7)	-intron (FBgn0003396, intron 1 of 7)	13571	FBgn0003396	FBgn0003396	FBtr0330620						NA
ManzF3Heat_REP2.mLb.clN_peak_6910	chr3R	7241864	7241996	+	11	NA	TTS (FBgn0037487)	-TTS (FBgn0037487)	170	FBgn0037488	FBgn0037488	FBtr0303218						NA
ManzF3Heat_REP2.mLb.clN_peak_8812	chr3R	29445656	29445898	+	11	NA	intron (FBgn0004369, intron 8 of 18)	-intron (FBgn0004369, intron 8 of 18)	13501	FBgn0264792	FBgn0264792	FBtr0334340						NA
ManzF3Heat_REP2.mLb.clN_peak_4483	chr3L	3393288	3393706	+	11	NA	promoter-TSS (FBgn0267301)	-promoter-TSS (FBgn0267301)	-591	FBgn0267301	FBgn0267301	FBtr0346556						NA
ManzF3Heat_REP2.mLb.clN_peak_3914	chr2R	22968262	22968628	+	11	NA	Intergenic	Intergenic	-11068	FBgn0266007	FBgn0266007	FBtr0343187						NA
ManzF3Heat_REP2.mLb.clN_peak_4644	chr3L	4868934	4869054	+	11	NA	exon (FBgn0035581, exon 15 of 52)	-exon (FBgn0035581, exon 15 of 52)	7690	FBgn0035581	FBgn0035581	FBtr0289982						NA
ManzF3Heat_REP2.mLb.clN_peak_11275	chrX	21257330	21257476	+	11	NA	intron (FBgn0052521, intron 1 of 4)	-intron (FBgn0052521, intron 2 of 4)	-6255	FBgn0031168	FBgn0031168	FBtr0077237						NA
ManzF3Heat_REP2.mLb.clN_peak_9252	chrX	154097	154284	+	11	NA	intron (FBgn0284435, intron 2 of 7)	-intron (FBgn0284435, intron 1 of 6)	-1911	FBgn0264445	FBgn0264445	FBtr0332568						NA
ManzF3Heat_REP2.mLb.clN_peak_2688	chr2R	10929384	10929619	+	11	NA	Intergenic	Intergenic	12237	FBgn0033574	FBgn0033574	FBtr0345584						NA
ManzF3Heat_REP2.mLb.clN_peak_495	chr2L	6062723	6062903	+	11	NA	promoter-TSS (FBgn0031772)	-promoter-TSS (FBgn0031772)	-93	FBgn0031771	FBgn0031771	FBtr0079216						NA
ManzF3Heat_REP2.mLb.clN_peak_4509	chr3L	3610734	3611087	+	11	NA	TTS (FBgn0005640)	-TTS (FBgn0005640)	-1282	FBgn0035452	FBgn0035452	FBtr0290290						NA
ManzF3Heat_REP2.mLb.clN_peak_9970	chrX	6905544	6906028	+	11	NA	Intergenic	Intergenic	-2491	FBgn0029922	FBgn0029922	FBtr0345906						NA
ManzF3Heat_REP2.mLb.clN_peak_9188	chr4	754666	755231	+	11	NA	exon (FBgn0005666, exon 30 of 41)	-exon (FBgn0005666, exon 30 of 41)	22198	FBgn0266727	FBgn0266727	FBtr0345200						NA
ManzF3Heat_REP2.mLb.clN_peak_10705	chrX	15582895	15583134	+	11	NA	promoter-TSS (FBgn0030660)	-promoter-TSS (FBgn0030660)	-140	FBgn0030659	FBgn0030659	FBtr0074066						NA
ManzF3Heat_REP2.mLb.clN_peak_5847	chr3L	18280729	18281124	+	11	NA	Intergenic	Intergenic	13336	FBgn0036784	FBgn0036784	FBtr0075132						NA
ManzF3Heat_REP2.mLb.clN_peak_125	chr2L	1385813	1386176	+	11	NA	intron (FBgn0002543, intron 12 of 13)	-intron (FBgn0002543, intron 12 of 13)	-4668	FBgn0266203	FBgn0266203	FBtr0343843						NA
ManzF3Heat_REP2.mLb.clN_peak_8452	chr3R	25379945	25380246	+	11	NA	TTS (FBgn0039332)	-TTS (FBgn0039332)	2686	FBgn0039332	FBgn0039332	FBtr0084846						NA
ManzF3Heat_REP2.mLb.clN_peak_4087	chr2R	24790268	24790674	+	11	NA	intron (FBgn0015801, intron 1 of 1)	-intron (FBgn0015801, intron 1 of 2)	2939	FBgn0015801	FBgn0015801	FBtr0072427						NA
ManzF3Heat_REP2.mLb.clN_peak_1188	chr2L	14464387	14464766	+	11	NA	Intergenic	Intergenic	7463	FBgn0265943	FBgn0265943	FBtr0342911						NA
ManzF3Heat_REP2.mLb.clN_peak_4372	chr3L	2107430	2107607	+	11	NA	intron (FBgn0086906, intron 2 of 14)	-intron (FBgn0086906, intron 2 of 13)	8093	FBgn0086906	FBgn0086906	FBtr0332684						NA
ManzF3Heat_REP2.mLb.clN_peak_1544	chr2L	18771691	18772990	+	11	NA	promoter-TSS (FBgn0045852)	-promoter-TSS (FBgn0045852)	1497	FBgn0264348	FBgn0264348	FBtr0332018						NA
ManzF3Heat_REP2.mLb.clN_peak_8436	chr3R	25205366	25205484	+	11	NA	intron (FBgn0022800, intron 2 of 10)	-intron (FBgn0039290, intron 1 of 5)	2858	FBgn0022800	FBgn0022800	FBtr0084874						NA
ManzF3Heat_REP2.mLb.clN_peak_6207	chr3L	21988341	21988585	+	11	NA	Intergenic	Intergenic	3253	FBgn0000045	FBgn0000045	FBtr0334090						NA
ManzF3Heat_REP2.mLb.clN_peak_2789	chr2R	11833917	11834257	+	11	NA	intron (FBgn0033654, intron 2 of 3)	-intron (FBgn0033654, intron 2 of 3)	5457	FBgn0033654	FBgn0033654	FBtr0088064						NA
ManzF3Heat_REP2.mLb.clN_peak_3992	chr2R	23752287	23752753	+	11	NA	promoter-TSS (FBgn0034902)	-promoter-TSS (FBgn0034902)	-234	FBgn0034902	FBgn0034902	FBtr0345535						NA
ManzF3Heat_REP2.mLb.clN_peak_4040	chr2R	24318006	24318192	+	11	NA	Intergenic	Intergenic	-11631	FBgn0266045	FBgn0266045	FBtr0343308						NA
ManzF3Heat_REP2.mLb.clN_peak_8431	chr3R	25134098	25134264	+	11	NA	exon (FBgn0039282, exon 6 of 12)	-exon (FBgn0039282, exon 6 of 12)	2568	FBgn0039282	FBgn0039282	FBtr0345299						NA
ManzF3Heat_REP2.mLb.clN_peak_8661	chr3R	27624320	27624452	+	11	NA	exon (FBgn0039529, exon 2 of 4)	-exon (FBgn0039529, exon 2 of 4)	1625	FBgn0039529	FBgn0039529	FBtr0085200						NA
ManzF3Heat_REP2.mLb.clN_peak_5601	chr3L	15709686	15709805	+	11	NA	Intergenic	Intergenic	-6708	FBgn0260777	FBgn0260777	FBtr0331799						NA
ManzF3Heat_REP2.mLb.clN_peak_10414	chrX	12402252	12402427	+	11	NA	Intergenic	Intergenic	6138	FBgn0052651	FBgn0052651	FBtr0073672						NA
ManzF3Heat_REP2.mLb.clN_peak_1039	chr2L	12844394	12844678	+	11	NA	Intergenic	Intergenic	3019	FBgn0266306	FBgn0266306	FBtr0344035						NA
ManzF3Heat_REP2.mLb.clN_peak_8919	chr3R	30545239	30545388	+	11	NA	intron (FBgn0082582, intron 1 of 6)	-intron (FBgn0082582, intron 2 of 7)	12706	FBgn0082582	FBgn0082582	FBtr0306686						NA
ManzF3Heat_REP2.mLb.clN_peak_8859	chr3R	29891419	29891534	+	11	NA	intron (FBgn0051038, intron 2 of 3)	-intron (FBgn0051038, intron 2 of 3)	12349	FBgn0039718	FBgn0039718	FBtr0085515						NA
ManzF3Heat_REP2.mLb.clN_peak_9591	chrX	3087406	3087527	+	11	NA	intron (FBgn0028369, intron 5 of 10)	-intron (FBgn0028369, intron 7 of 12)	-19984	FBgn0029649	FBgn0029649	FBtr0070561						NA
ManzF3Heat_REP2.mLb.clN_peak_5252	chr3L	11857831	11857963	+	11	NA	intron (FBgn0266100, intron 2 of 3)	-intron (FBgn0266100, intron 2 of 3)	5550	FBgn0266100	FBgn0266100	FBtr0343552						NA
ManzF3Heat_REP2.mLb.clN_peak_7866	chr3R	18560390	18560523	+	11	NA	exon (FBgn0038626, exon 3 of 4)	-exon (FBgn0038626, exon 3 of 4)	587	FBgn0038626	FBgn0038626	FBtr0083631						NA
ManzF3Heat_REP2.mLb.clN_peak_1158	chr2L	14185876	14186510	+	11	NA	exon (FBgn0016930, exon 10 of 10)	-exon (FBgn0016930, exon 10 of 10)	-5507	FBgn0263038	FBgn0263038	FBtr0306927						NA
ManzF3Heat_REP2.mLb.clN_peak_7790	chr3R	17670482	17670888	+	11	NA	promoter-TSS (FBgn0000063)	-promoter-TSS (FBgn0000063)	210	FBgn0038533	FBgn0038533	FBtr0083490						NA
ManzF3Heat_REP2.mLb.clN_peak_9381	chrX	1111156	1111563	+	11	NA	intron (FBgn0040397, intron 1 of 4)	-intron (FBgn0040397, intron 1 of 4)	23537	FBgn0040397	FBgn0040397	FBtr0331340						NA
ManzF3Heat_REP2.mLb.clN_peak_7378	chr3R	12585910	12586218	+	11	NA	intron (FBgn0038063, intron 1 of 6)	-intron (FBgn0038063, intron 1 of 6)	9040	FBgn0038063	FBgn0038063	FBtr0304845						NA
ManzF3Heat_REP2.mLb.clN_peak_18	chr2L	250067	250227	+	11	NA	TTS (FBgn0265149)	-TTS (FBgn0265149)	676	FBgn0266557	FBgn0266557	FBtr0308255						NA
ManzF3Heat_REP2.mLb.clN_peak_11435	chrX	22933246	22933650	+	11	NA	Intergenic	Intergenic	-11873	FBgn0069938	FBgn0069938	FBtr0111194						NA
ManzF3Heat_REP2.mLb.clN_peak_6806	chr3R	6491102	6491342	+	11	NA	exon (FBgn0037448, exon 5 of 7)	-exon (FBgn0037448, exon 5 of 7)	4889	FBgn0011919	FBgn0011919	FBtr0081706						NA
ManzF3Heat_REP2.mLb.clN_peak_10068	chrX	8020362	8020503	+	11	NA	exon (FBgn0029989, exon 1 of 1)	-exon (FBgn0029989, exon 1 of 1)	913	FBgn0029989	FBgn0029989	FBtr0071124						NA
ManzF3Heat_REP2.mLb.clN_peak_1552	chr2L	18876086	18876316	+	11	NA	intron (FBgn0003896, intron 1 of 8)	-intron (FBgn0003896, intron 1 of 8)	5060	FBgn0003896	FBgn0003896	FBtr0342921						NA
ManzF3Heat_REP2.mLb.clN_peak_8001	chr3R	19904863	19904990	+	11	NA	promoter-TSS (FBgn0038747)	-promoter-TSS (FBgn0038747)	-58	FBgn0038746	FBgn0038746	FBtr0083854						NA
ManzF3Heat_REP2.mLb.clN_peak_9073	chr3R	31886589	31886986	+	11	NA	intron (FBgn0011224, intron 4 of 13)	-intron (FBgn0011224, intron 4 of 13)	74178	FBgn0039883	FBgn0039883	FBtr0343538						NA
ManzF3Heat_REP2.mLb.clN_peak_3950	chr2R	23288645	23288794	+	11	NA	Intergenic	Intergenic	2658	FBgn0266010	FBgn0266010	FBtr0343200						NA
ManzF3Heat_REP2.mLb.clN_peak_9903	chrX	6230392	6230515	+	11	NA	exon (FBgn0262730, exon 11 of 13)	-exon (FBgn0262730, exon 11 of 13)	4517	FBgn0262730	FBgn0262730	FBtr0339697						NA
ManzF3Heat_REP2.mLb.clN_peak_5574	chr3L	15437392	15437554	+	11	NA	exon (FBgn0263616, exon 1 of 1)	-exon (FBgn0263616, exon 1 of 1)	272	FBgn0263616	FBgn0263616	FBtr0309981						NA
ManzF3Heat_REP2.mLb.clN_peak_1864	chr2L	21859687	21859842	+	11	NA	intron (FBgn0266222, intron 1 of 3)	-intron (FBgn0266222, intron 1 of 3)	4670	FBgn0266222	FBgn0266222	FBtr0343879						NA
ManzF3Heat_REP2.mLb.clN_peak_161	chr2L	1868985	1869319	+	11	NA	promoter-TSS (FBgn0031372)	-promoter-TSS (FBgn0031372)	-651	FBgn0031372	FBgn0031372	FBtr0334824						NA
ManzF3Heat_REP2.mLb.clN_peak_1654	chr2L	19849637	19849786	+	11	NA	promoter-TSS (FBgn0263873)	-promoter-TSS (FBgn0263873)	23237	FBgn0263873	FBgn0263873	FBtr0344856						NA
ManzF3Heat_REP2.mLb.clN_peak_10410	chrX	12328392	12328582	+	11	NA	exon (FBgn0267001, exon 15 of 15)	-exon (FBgn0267001, exon 15 of 15)	-44631	FBgn0030384	FBgn0030384	FBtr0073643						NA
ManzF3Heat_REP2.mLb.clN_peak_2683	chr2R	10872167	10872737	+	11	NA	intron (FBgn0050015, intron 1 of 7)	-intron (FBgn0050015, intron 1 of 7)	2940	FBgn0050016	FBgn0050016	FBtr0088241						NA
ManzF3Heat_REP2.mLb.clN_peak_8160	chr3R	21740868	21741150	+	11	NA	intron (FBgn0038897, intron 1 of 5)	-intron (FBgn0038897, intron 1 of 5)	904	FBgn0038897	FBgn0038897	FBtr0084125						NA
ManzF3Heat_REP2.mLb.clN_peak_8831	chr3R	29630358	29630517	+	11	NA	exon (FBgn0266137, exon 5 of 5)	-exon (FBgn0266137, exon 5 of 5)	11372	FBgn0039674	FBgn0039674	FBtr0085447						NA
ManzF3Heat_REP2.mLb.clN_peak_10650	chrX	14900438	14900722	+	11	NA	intron (FBgn0264078, intron 2 of 6)	-intron (FBgn0264078, intron 2 of 7)	-3689	FBgn0030592	FBgn0030592	FBtr0073980						NA
ManzF3Heat_REP2.mLb.clN_peak_522	chr2L	6376566	6376830	+	11	NA	exon (FBgn0043854, exon 3 of 3)	-exon (FBgn0043854, exon 3 of 3)	3183	FBgn0043854	FBgn0043854	FBtr0344864						NA
ManzF3Heat_REP2.mLb.clN_peak_5628	chr3L	16061367	16061528	+	11	NA	intron (FBgn0005536, intron 2 of 16)	-intron (FBgn0005536, intron 2 of 15)	9488	FBgn0005536	FBgn0005536	FBtr0475269						NA
ManzF3Heat_REP2.mLb.clN_peak_9362	chrX	1002979	1003294	+	11	NA	Intergenic	Intergenic	8507	FBgn0040338	FBgn0040338	FBtr0070184						NA
ManzF3Heat_REP2.mLb.clN_peak_1551	chr2L	18875246	18875484	+	11	NA	intron (FBgn0003896, intron 1 of 8)	-intron (FBgn0003896, intron 1 of 8)	5896	FBgn0003896	FBgn0003896	FBtr0342921						NA
ManzF3Heat_REP2.mLb.clN_peak_4638	chr3L	4798815	4799170	+	11	NA	promoter-TSS (FBgn0267304)	-promoter-TSS (FBgn0267304)	-997	FBgn0267304	FBgn0267304	FBtr0346559						NA
ManzF3Heat_REP2.mLb.clN_peak_9921	chrX	6372720	6372912	+	11	NA	promoter-TSS (FBgn0003139)	-promoter-TSS (FBgn0003139)	99	FBgn0003139	FBgn0003139	FBtr0331432						NA
ManzF3Heat_REP2.mLb.clN_peak_515	chr2L	6292481	6292607	+	11	NA	TTS (FBgn0053531)	-TTS (FBgn0053531)	16207	FBgn0264543	FBgn0264543	FBtr0333243						NA
ManzF3Heat_REP2.mLb.clN_peak_5930	chr3L	19283225	19283461	+	11	NA	exon (FBgn0036862, exon 3 of 3)	-exon (FBgn0036862, exon 3 of 3)	-2543	FBgn0036861	FBgn0036861	FBtr0075015						NA
ManzF3Heat_REP2.mLb.clN_peak_10934	chrX	18047134	18047284	+	11	NA	exon (FBgn0030889, exon 9 of 12)	-exon (FBgn0030889, exon 9 of 12)	3218	FBgn0030889	FBgn0030889	FBtr0479777						NA
ManzF3Heat_REP2.mLb.clN_peak_10134	chrX	8870702	8871561	+	11	NA	exon (FBgn0030065, exon 5 of 5)	-exon (FBgn0030065, exon 5 of 5)	17514	FBgn0030065	FBgn0030065	FBtr0335035						NA
ManzF3Heat_REP2.mLb.clN_peak_10717	chrX	15687873	15688033	+	11	NA	exon (FBgn0030667, exon 2 of 4)	-exon (FBgn0030667, exon 2 of 4)	904	FBgn0030667	FBgn0030667	FBtr0347265						NA
ManzF3Heat_REP2.mLb.clN_peak_4488	chr3L	3447268	3447620	+	11	NA	intron (FBgn0026259, intron 6 of 9)	-intron (FBgn0026259, intron 5 of 8)	13533	FBgn0026259	FBgn0026259	FBtr0309839						NA
ManzF3Heat_REP2.mLb.clN_peak_10404	chrX	12066951	12067410	+	11	NA	TTS (FBgn0264676)	-TTS (FBgn0264676)	2959	FBgn0264676	FBgn0264676	FBtr0344562						NA
ManzF3Heat_REP2.mLb.clN_peak_2032	chr2R	5139318	5139481	+	11	NA	Intergenic	Intergenic	-5334	FBgn0033010	FBgn0033010	FBtr0086080						NA
ManzF3Heat_REP2.mLb.clN_peak_228	chr2L	2711342	2711531	+	11	NA	exon (FBgn0051690, exon 4 of 8)	-exon (FBgn0051690, exon 4 of 8)	-14238	FBgn0031449	FBgn0031449	FBtr0334161						NA
ManzF3Heat_REP2.mLb.clN_peak_1732	chr2L	20700902	20701037	+	11	NA	intron (FBgn0014859, intron 2 of 5)	-intron (FBgn0014859, intron 1 of 4)	-9127	FBgn0265076	FBgn0265076	FBtr0336826						NA
ManzF3Heat_REP2.mLb.clN_peak_8935	chr3R	30734053	30734421	+	11	NA	Intergenic	Intergenic	-3072	FBgn0039798	FBgn0039798	FBtr0335452						NA
ManzF3Heat_REP2.mLb.clN_peak_215	chr2L	2505636	2506061	+	11	NA	Intergenic	Intergenic	1748	FBgn0265818	FBgn0265818	FBtr0342650						NA
ManzF3Heat_REP2.mLb.clN_peak_7521	chr3R	14354155	14354411	+	11	NA	intron (FBgn0024321, intron 2 of 5)	-intron (FBgn0024321, intron 1 of 3)	7503	FBgn0051320	FBgn0051320	FBtr0082943						NA
ManzF3Heat_REP2.mLb.clN_peak_9313	chrX	590425	590819	+	11	NA	promoter-TSS (FBgn0261930)	-promoter-TSS (FBgn0261930)	8501	FBgn0261930	FBgn0261930	FBtr0110929						NA
ManzF3Heat_REP2.mLb.clN_peak_5113	chr3L	10440251	10440394	+	11	NA	Intergenic	Intergenic	-6217	FBgn0052058	FBgn0052058	FBtr0076293						NA
ManzF3Heat_REP2.mLb.clN_peak_3255	chr2R	16471830	16471983	+	11	NA	Intergenic	Intergenic	3697	FBgn0261293	FBgn0261293	FBtr0091479						NA
ManzF3Heat_REP2.mLb.clN_peak_5680	chr3L	16682535	16682865	+	11	NA	intron (FBgn0264605, intron 2 of 6)	-intron (FBgn0063485, intron 2 of 6)	-6568	FBgn0266689	FBgn0266689	FBtr0345057						NA
