PeakID (cmd=annotatePeaks.pl AkaaF6HSan_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6HSan_REP3.mLb.clN_peak_1467	chr2L	12495890	12496032	+	15	NA	TTS (FBgn0051858)	-TTS (FBgn0051858)	1372	FBgn0051858	FBgn0051858	FBtr0080381						NA
AkaaF6HSan_REP3.mLb.clN_peak_971	chr2L	8037563	8037709	+	15	NA	exon (FBgn0044323, exon 5 of 5)	-exon (FBgn0044323, exon 5 of 5)	2152	FBgn0031976	FBgn0031976	FBtr0306002						NA
AkaaF6HSan_REP3.mLb.clN_peak_9715	chr3R	5832791	5833110	+	15	NA	intron (FBgn0037386, intron 1 of 5)	-intron (FBgn0037386, intron 1 of 5)	-2079	FBgn0037386	FBgn0037386	FBtr0113197						NA
AkaaF6HSan_REP3.mLb.clN_peak_11179	chr3R	16638196	16638918	+	15	NA	TTS (FBgn0285925)	-TTS (FBgn0285925)	-1648	FBgn0015520	FBgn0015520	FBtr0333727						NA
AkaaF6HSan_REP3.mLb.clN_peak_11758	chr3R	21861394	21861885	+	15	NA	promoter-TSS (FBgn0267204)	-promoter-TSS (FBgn0267204)	441	FBgn0267205	FBgn0267205	FBtr0346360						NA
AkaaF6HSan_REP3.mLb.clN_peak_5394	chr2R	19780453	19780873	+	15	NA	Intergenic	Intergenic	3380	FBgn0034474	FBgn0034474	FBtr0086343						NA
AkaaF6HSan_REP3.mLb.clN_peak_1511	chr2L	12979762	12980054	+	15	NA	exon (FBgn0032464, exon 1 of 2)	-exon (FBgn0032464, exon 1 of 2)	1122	FBgn0032464	FBgn0032464	FBtr0080421						NA
AkaaF6HSan_REP3.mLb.clN_peak_7925	chr3L	13276766	13277861	+	15	NA	exon (FBgn0023095, exon 5 of 5)	-exon (FBgn0023095, exon 5 of 5)	-5080	FBgn0262622	FBgn0262622	FBtr0344572						NA
AkaaF6HSan_REP3.mLb.clN_peak_13450	chrX	468557	469492	+	15	NA	exon (FBgn0010019, exon 1 of 1)	-exon (FBgn0010019, exon 1 of 1)	311	FBgn0010019	FBgn0010019	FBtr0070099						NA
AkaaF6HSan_REP3.mLb.clN_peak_1443	chr2L	12277749	12277967	+	15	NA	intron (FBgn0000114, intron 2 of 8)	-intron (FBgn0000114, intron 3 of 11)	38264	FBgn0266820	FBgn0266820	FBtr0345546						NA
AkaaF6HSan_REP3.mLb.clN_peak_13039	chr3R	31851791	31852749	+	15	NA	intron (FBgn0011224, intron 12 of 13)	-intron (FBgn0011224, intron 12 of 13)	39661	FBgn0039883	FBgn0039883	FBtr0343538						NA
AkaaF6HSan_REP3.mLb.clN_peak_15474	chrX	14855810	14856168	+	15	NA	exon (FBgn0030589, exon 1 of 1)	-exon (FBgn0030589, exon 1 of 1)	372	FBgn0030589	FBgn0030589	FBtr0073984						NA
AkaaF6HSan_REP3.mLb.clN_peak_6251	chr3L	106314	107020	+	15	NA	Intergenic	Intergenic	-8292	FBgn0040688	FBgn0040688	FBtr0072540						NA
AkaaF6HSan_REP3.mLb.clN_peak_506	chr2L	4402985	4403628	+	15	NA	promoter-TSS (FBgn0031601)	-promoter-TSS (FBgn0031601)	55	FBgn0031601	FBgn0031601	FBtr0077435						NA
AkaaF6HSan_REP3.mLb.clN_peak_388	chr2L	3316834	3317049	+	15	NA	TTS (FBgn0031519)	-TTS (FBgn0031519)	2931	FBgn0031519	FBgn0031519	FBtr0331372						NA
AkaaF6HSan_REP3.mLb.clN_peak_791	chr2L	6635868	6636510	+	15	NA	exon (FBgn0051635, exon 7 of 7)	-exon (FBgn0051635, exon 7 of 7)	-3782	FBgn0051634	FBgn0051634	FBtr0079327						NA
AkaaF6HSan_REP3.mLb.clN_peak_4428	chr2R	13701753	13701895	+	15	NA	intron (FBgn0000633, intron 2 of 11)	-intron (FBgn0000633, intron 3 of 12)	-8455	FBgn0033865	FBgn0033865	FBtr0087650						NA
AkaaF6HSan_REP3.mLb.clN_peak_12656	chr3R	29247350	29248865	+	15	NA	exon (FBgn0263236, exon 2 of 7)	-exon (FBgn0263236, exon 2 of 7)	797	FBgn0263236	FBgn0263236	FBtr0085399						NA
AkaaF6HSan_REP3.mLb.clN_peak_14036	chrX	3828758	3829838	+	15	NA	intron (FBgn0029679, intron 2 of 4)	-intron (FBgn0029679, intron 2 of 4)	1101	FBgn0029679	FBgn0029679	FBtr0070605						NA
AkaaF6HSan_REP3.mLb.clN_peak_11178	chr3R	16632087	16632948	+	15	NA	exon (FBgn0285925, exon 6 of 13)	-exon (FBgn0285925, exon 6 of 13)	7279	FBgn0285925	FBgn0285925	FBtr0300037						NA
AkaaF6HSan_REP3.mLb.clN_peak_9480	chr3R	4699467	4700195	+	15	NA	exon (FBgn0263346, exon 7 of 9)	-exon (FBgn0263346, exon 7 of 9)	-9223	FBgn0053927	FBgn0053927	FBtr0091931						NA
AkaaF6HSan_REP3.mLb.clN_peak_14327	chrX	5810719	5810985	+	15	NA	TTS (FBgn0029812)	-TTS (FBgn0029812)	360	FBgn0267085	FBgn0267085	FBtr0346081						NA
AkaaF6HSan_REP3.mLb.clN_peak_12079	chr3R	24616338	24616644	+	15	NA	exon (FBgn0263490, exon 3 of 6)	-exon (FBgn0263490, exon 3 of 6)	9071	FBgn0039212	FBgn0039212	FBtr0084670						NA
AkaaF6HSan_REP3.mLb.clN_peak_1127	chr2L	9373224	9373606	+	15	NA	exon (FBgn0085395, exon 12 of 12)	-exon (FBgn0085395, exon 12 of 12)	1313	FBgn0264447	FBgn0264447	FBtr0332596						NA
AkaaF6HSan_REP3.mLb.clN_peak_6846	chr3L	4201314	4201517	+	15	NA	exon (FBgn0035508, exon 2 of 2)	-exon (FBgn0035508, exon 2 of 2)	2924	FBgn0035508	FBgn0035508	FBtr0073255						NA
AkaaF6HSan_REP3.mLb.clN_peak_14389	chrX	6195196	6195454	+	15	NA	exon (FBgn0052750, exon 2 of 2)	-exon (FBgn0052750, exon 2 of 2)	1114	FBgn0052750	FBgn0052750	FBtr0070881						NA
AkaaF6HSan_REP3.mLb.clN_peak_6652	chr3L	2756659	2756881	+	15	NA	intron (FBgn0052296, intron 1 of 4)	-intron (FBgn0052296, intron 1 of 4)	5400	FBgn0052296	FBgn0052296	FBtr0306331						NA
AkaaF6HSan_REP3.mLb.clN_peak_6613	chr3L	2491500	2491976	+	15	NA	exon (FBgn0035346, exon 2 of 2)	-exon (FBgn0035346, exon 2 of 2)	1138	FBgn0035346	FBgn0035346	FBtr0344219						NA
AkaaF6HSan_REP3.mLb.clN_peak_5494	chr2R	20752928	20753304	+	15	NA	TTS (FBgn0085230)	-TTS (FBgn0085230)	530	FBgn0085231	FBgn0085231	FBtr0112395						NA
AkaaF6HSan_REP3.mLb.clN_peak_683	chr2L	5860527	5861081	+	15	NA	exon (FBgn0031745, exon 4 of 4)	-exon (FBgn0031745, exon 4 of 4)	18694	FBgn0031745	FBgn0031745	FBtr0342620						NA
AkaaF6HSan_REP3.mLb.clN_peak_7034	chr3L	6070175	6070339	+	15	NA	exon (FBgn0259164, exon 3 of 3)	-exon (FBgn0259164, exon 3 of 3)	-1882	FBgn0035673	FBgn0035673	FBtr0077047						NA
AkaaF6HSan_REP3.mLb.clN_peak_8600	chr3L	19491350	19491605	+	15	NA	TTS (FBgn0036875)	-TTS (FBgn0036875)	-3038	FBgn0062928	FBgn0062928	FBtr0472923						NA
AkaaF6HSan_REP3.mLb.clN_peak_16242	chrX	20495480	20495798	+	15	NA	intron (FBgn0031118, intron 2 of 14)	-intron (FBgn0031118, intron 2 of 13)	-4452	FBgn0031118	FBgn0031118	FBtr0340405						NA
AkaaF6HSan_REP3.mLb.clN_peak_5326	chr2R	19278287	19279662	+	15	NA	exon (FBgn0003254, exon 2 of 2)	-exon (FBgn0003254, exon 2 of 2)	3242	FBgn0003254	FBgn0003254	FBtr0330058						NA
AkaaF6HSan_REP3.mLb.clN_peak_1155	chr2L	9535187	9536189	+	15	NA	exon (FBgn0032123, exon 4 of 9)	-exon (FBgn0032123, exon 4 of 9)	940	FBgn0032123	FBgn0032123	FBtr0079828						NA
AkaaF6HSan_REP3.mLb.clN_peak_8432	chr3L	17980894	17981035	+	15	NA	TTS (FBgn0267581)	-TTS (FBgn0267581)	877	FBgn0267581	FBgn0267581	FBtr0346997						NA
AkaaF6HSan_REP3.mLb.clN_peak_2495	chr2L	21919830	21920049	+	15	NA	exon (FBgn0032968, exon 2 of 2)	-exon (FBgn0032968, exon 2 of 2)	3639	FBgn0032968	FBgn0032968	FBtr0343880						NA
AkaaF6HSan_REP3.mLb.clN_peak_10246	chr3R	9667054	9667426	+	15	NA	exon (FBgn0287844, exon 14 of 35)	-exon (FBgn0287844, exon 14 of 35)	7403	FBgn0287844	FBgn0287844	FBtr0344344						NA
AkaaF6HSan_REP3.mLb.clN_peak_12378	chr3R	26737982	26738186	+	15	NA	exon (FBgn0039454, exon 1 of 1)	-exon (FBgn0039454, exon 1 of 1)	474	FBgn0039454	FBgn0039454	FBtr0085043						NA
AkaaF6HSan_REP3.mLb.clN_peak_10776	chr3R	13827949	13828287	+	15	NA	promoter-TSS (FBgn0002862)	-promoter-TSS (FBgn0002862)	-110	FBgn0002862	FBgn0002862	FBtr0346062						NA
AkaaF6HSan_REP3.mLb.clN_peak_3705	chr2R	10076362	10076556	+	15	NA	promoter-TSS (FBgn0033482)	-promoter-TSS (FBgn0033482)	-814	FBgn0033482	FBgn0033482	FBtr0088428						NA
AkaaF6HSan_REP3.mLb.clN_peak_3268	chr2R	7911345	7911670	+	15	NA	intron (FBgn0050377, intron 3 of 3)	-intron (FBgn0050377, intron 4 of 4)	4971	FBgn0033232	FBgn0033232	FBtr0088889						NA
AkaaF6HSan_REP3.mLb.clN_peak_2788	chr2R	5642174	5643145	+	15	NA	exon (FBgn0033028, exon 5 of 5)	-exon (FBgn0033028, exon 5 of 5)	10156	FBgn0033028	FBgn0033028	FBtr0345359						NA
AkaaF6HSan_REP3.mLb.clN_peak_3954	chr2R	11264046	11264639	+	15	NA	promoter-TSS (FBgn0033602)	-promoter-TSS (FBgn0033602)	-784	FBgn0033602	FBgn0033602	FBtr0088114						NA
AkaaF6HSan_REP3.mLb.clN_peak_15185	chrX	12447383	12447704	+	15	NA	exon (FBgn0287828, exon 2 of 9)	-exon (FBgn0287828, exon 2 of 9)	6059	FBgn0287828	FBgn0287828	FBtr0340086						NA
AkaaF6HSan_REP3.mLb.clN_peak_14230	chrX	4958738	4960607	+	15	NA	TTS (FBgn0061196)	-TTS (FBgn0061196)	1456	FBgn0061196	FBgn0061196	FBtr0479779						NA
AkaaF6HSan_REP3.mLb.clN_peak_14227	chrX	4946677	4946876	+	15	NA	intron (FBgn0004368, intron 2 of 11)	-intron (FBgn0004368, intron 2 of 11)	7648	FBgn0004368	FBgn0004368	FBtr0343528						NA
AkaaF6HSan_REP3.mLb.clN_peak_5128	chr2R	17839124	17839355	+	15	NA	exon (FBgn0259211, exon 10 of 13)	-exon (FBgn0259211, exon 10 of 13)	-7460	FBgn0015522	FBgn0015522	FBtr0086799						NA
AkaaF6HSan_REP3.mLb.clN_peak_12225	chr3R	25619901	25620279	+	15	NA	exon (FBgn0039347, exon 1 of 1)	-exon (FBgn0039347, exon 1 of 1)	1676	FBgn0039347	FBgn0039347	FBtr0392910						NA
AkaaF6HSan_REP3.mLb.clN_peak_11869	chr3R	22775716	22776741	+	15	NA	exon (FBgn0039025, exon 3 of 3)	-exon (FBgn0039025, exon 3 of 3)	3506	FBgn0263663	FBgn0263663	FBtr0310108						NA
AkaaF6HSan_REP3.mLb.clN_peak_5139	chr2R	17989533	17989771	+	15	NA	exon (FBgn0034286, exon 2 of 7)	-exon (FBgn0034286, exon 2 of 7)	-15743	FBgn0265592	FBgn0265592	FBtr0340285						NA
AkaaF6HSan_REP3.mLb.clN_peak_9753	chr3R	6124031	6124538	+	15	NA	TTS (FBgn0037402)	-TTS (FBgn0037402)	1692	FBgn0037402	FBgn0037402	FBtr0309512						NA
AkaaF6HSan_REP3.mLb.clN_peak_12742	chr3R	29947218	29947847	+	15	NA	exon (FBgn0039727, exon 13 of 14)	-exon (FBgn0039727, exon 13 of 14)	11554	FBgn0039727	FBgn0039727	FBtr0085505						NA
AkaaF6HSan_REP3.mLb.clN_peak_9402	chr3R	4298995	4300564	+	15	NA	exon (FBgn0041605, exon 7 of 7)	-exon (FBgn0041605, exon 7 of 7)	-4939	FBgn0037230	FBgn0037230	FBtr0078959						NA
AkaaF6HSan_REP3.mLb.clN_peak_2322	chr2L	20983818	20984090	+	15	NA	intron (FBgn0250867, intron 4 of 5)	-intron (FBgn0250867, intron 1 of 1)	-35784	FBgn0265817	FBgn0265817	FBtr0342649						NA
AkaaF6HSan_REP3.mLb.clN_peak_4381	chr2R	13466288	13466896	+	15	NA	intron (FBgn0000119, intron 2 of 6)	-intron (FBgn0000119, intron 2 of 6)	-10750	FBgn0262821	FBgn0262821	FBtr0306064						NA
AkaaF6HSan_REP3.mLb.clN_peak_10788	chr3R	13891889	13892045	+	15	NA	Intergenic	Intergenic	-9886	FBgn0000576	FBgn0000576	FBtr0082863						NA
AkaaF6HSan_REP3.mLb.clN_peak_14393	chrX	6238873	6239228	+	15	NA	exon (FBgn0029851, exon 3 of 5)	-exon (FBgn0029851, exon 3 of 5)	1735	FBgn0029851	FBgn0029851	FBtr0339496						NA
AkaaF6HSan_REP3.mLb.clN_peak_12169	chr3R	25212441	25213529	+	15	NA	exon (FBgn0039290, exon 6 of 6)	-exon (FBgn0039290, exon 6 of 6)	2203	FBgn0039291	FBgn0039291	FBtr0084873						NA
AkaaF6HSan_REP3.mLb.clN_peak_1698	chr2L	14546806	14547451	+	15	NA	TTS (FBgn0250844)	-TTS (FBgn0250844)	1981	FBgn0250844	FBgn0250844	FBtr0344772						NA
AkaaF6HSan_REP3.mLb.clN_peak_9883	chr3R	6941546	6941902	+	15	NA	intron (FBgn0260642, intron 2 of 6)	-intron (FBgn0260642, intron 2 of 6)	16646	FBgn0260642	FBgn0260642	FBtr0081654						NA
AkaaF6HSan_REP3.mLb.clN_peak_10613	chr3R	12386590	12386888	+	15	NA	promoter-TSS (FBgn0053098)	-promoter-TSS (FBgn0053098)	-449	FBgn0053098	FBgn0053098	FBtr0332162						NA
AkaaF6HSan_REP3.mLb.clN_peak_1223	chr2L	10055128	10055585	+	15	NA	exon (FBgn0053302, exon 2 of 2)	-exon (FBgn0053302, exon 2 of 2)	1143	FBgn0053302	FBgn0053302	FBtr0079936						NA
AkaaF6HSan_REP3.mLb.clN_peak_13975	chrX	3442775	3442927	+	15	NA	intron (FBgn0029657, intron 3 of 6)	-intron (FBgn0029657, intron 1 of 3)	6092	FBgn0029657	FBgn0029657	FBtr0344078						NA
AkaaF6HSan_REP3.mLb.clN_peak_8606	chr3L	19519752	19520189	+	15	NA	promoter-TSS (FBgn0036880)	-promoter-TSS (FBgn0036880)	321	FBgn0036879	FBgn0036879	FBtr0074933						NA
AkaaF6HSan_REP3.mLb.clN_peak_14695	chrX	8533185	8534023	+	15	NA	intron (FBgn0264975, intron 3 of 7)	-intron (FBgn0264975, intron 3 of 7)	-3906	FBgn0024943	FBgn0024943	FBtr0071235						NA
AkaaF6HSan_REP3.mLb.clN_peak_15344	chrX	13678456	13679069	+	15	NA	TTS (FBgn0030509)	-TTS (FBgn0030509)	1738	FBgn0030510	FBgn0030510	FBtr0346119						NA
AkaaF6HSan_REP3.mLb.clN_peak_10308	chr3R	10034080	10034414	+	15	NA	intron (FBgn0053208, intron 2 of 22)	-intron (FBgn0053208, intron 3 of 7)	8648	FBgn0053208	FBgn0053208	FBtr0347214						NA
AkaaF6HSan_REP3.mLb.clN_peak_4856	chr2R	16074618	16074781	+	15	NA	Intergenic	Intergenic	4120	FBgn0263334	FBgn0263334	FBtr0308762						NA
AkaaF6HSan_REP3.mLb.clN_peak_4827	chr2R	15923402	15923556	+	15	NA	exon (FBgn0034049, exon 8 of 8)	-exon (FBgn0034049, exon 8 of 8)	-1361	FBgn0264089	FBgn0264089	FBtr0330734						NA
AkaaF6HSan_REP3.mLb.clN_peak_875	chr2L	7256974	7257134	+	15	NA	promoter-TSS (FBgn0051909)	-promoter-TSS (FBgn0051909)	-458	FBgn0051909	FBgn0051909	FBtr0300460						NA
AkaaF6HSan_REP3.mLb.clN_peak_3603	chr2R	9528359	9528799	+	15	NA	exon (FBgn0259246, exon 11 of 22)	-exon (FBgn0259246, exon 11 of 22)	19556	FBgn0033421	FBgn0033421	FBtr0310031						NA
AkaaF6HSan_REP3.mLb.clN_peak_3356	chr2R	8294849	8295008	+	15	NA	Intergenic	Intergenic	-9567	FBgn0265640	FBgn0265640	FBtr0340506						NA
AkaaF6HSan_REP3.mLb.clN_peak_9101	chr3L	22363172	22363609	+	15	NA	intron (FBgn0267624, intron 1 of 1)	-intron (FBgn0004449, intron 1 of 8)	-2522	FBgn0267627	FBgn0267627	FBtr0347078						NA
AkaaF6HSan_REP3.mLb.clN_peak_8211	chr3L	16302680	16303322	+	15	NA	TTS (FBgn0036598)	-TTS (FBgn0036598)	177	FBgn0036599	FBgn0036599	FBtr0075470						NA
AkaaF6HSan_REP3.mLb.clN_peak_13458	chrX	505589	506626	+	15	NA	exon (FBgn0004648, exon 7 of 9)	-exon (FBgn0004648, exon 7 of 9)	-3328	FBgn0023535	FBgn0023535	FBtr0070088						NA
AkaaF6HSan_REP3.mLb.clN_peak_2689	chr2R	4133153	4133362	+	15	NA	TTS (FBgn0262115)	-TTS (FBgn0262115)	2283	FBgn0262115	FBgn0262115	FBtr0111300						NA
AkaaF6HSan_REP3.mLb.clN_peak_14074	chrX	4089977	4090723	+	15	NA	exon (FBgn0263772, exon 11 of 11)	-exon (FBgn0263772, exon 11 of 11)	10681	FBgn0029693	FBgn0029693	FBtr0343297						NA
AkaaF6HSan_REP3.mLb.clN_peak_3887	chr2R	10923353	10924170	+	15	NA	Intergenic	Intergenic	13838	FBgn0033573	FBgn0033573	FBtr0088200						NA
AkaaF6HSan_REP3.mLb.clN_peak_13680	chrX	1488462	1489058	+	15	NA	exon (FBgn0053513, exon 10 of 10)	-exon (FBgn0053513, exon 10 of 10)	5281	FBgn0025394	FBgn0025394	FBtr0339591						NA
AkaaF6HSan_REP3.mLb.clN_peak_5257	chr2R	18774951	18775801	+	15	NA	promoter-TSS (FBgn0264679)	-promoter-TSS (FBgn0264679)	-35	FBgn0264679	FBgn0264679	FBtr0333776						NA
AkaaF6HSan_REP3.mLb.clN_peak_12379	chr3R	26773821	26773967	+	15	NA	Intergenic	Intergenic	4816	FBgn0267123	FBgn0267123	FBtr0346218						NA
AkaaF6HSan_REP3.mLb.clN_peak_16351	chrX	21506939	21507903	+	15	NA	intron (FBgn0266457, intron 1 of 1)	-intron (FBgn0266457, intron 1 of 1)	11797	FBgn0031182	FBgn0031182	FBtr0077212						NA
AkaaF6HSan_REP3.mLb.clN_peak_2996	chr2R	6604599	6605006	+	15	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-3824	FBgn0033076	FBgn0033076	FBtr0305958						NA
AkaaF6HSan_REP3.mLb.clN_peak_477	chr2L	4199636	4200083	+	15	NA	exon (FBgn0001075, exon 9 of 9)	-exon (FBgn0001075, exon 9 of 9)	-2479	FBgn0031589	FBgn0031589	FBtr0334791						NA
AkaaF6HSan_REP3.mLb.clN_peak_3388	chr2R	8451379	8451822	+	15	NA	exon (FBgn0002570, exon 1 of 3)	-exon (FBgn0002570, exon 1 of 3)	304	FBgn0002570	FBgn0002570	FBtr0088759						NA
AkaaF6HSan_REP3.mLb.clN_peak_10306	chr3R	10028847	10029151	+	15	NA	intron (FBgn0053208, intron 2 of 22)	-intron (FBgn0053208, intron 3 of 7)	-3849	FBgn0051407	FBgn0051407	FBtr0344336						NA
AkaaF6HSan_REP3.mLb.clN_peak_4839	chr2R	15984533	15985021	+	15	NA	intron (FBgn0265045, intron 4 of 25)	-intron (FBgn0265045, intron 4 of 26)	-2669	FBgn0266379	FBgn0266379	FBtr0344193						NA
AkaaF6HSan_REP3.mLb.clN_peak_8679	chr3L	20075703	20076577	+	15	NA	intron (FBgn0036934, intron 1 of 2)	-intron (FBgn0036934, intron 1 of 2)	12867	FBgn0036934	FBgn0036934	FBtr0332667						NA
AkaaF6HSan_REP3.mLb.clN_peak_6706	chr3L	3208747	3209397	+	15	NA	promoter-TSS (FBgn0052270)	-promoter-TSS (FBgn0052270)	-87	FBgn0052270	FBgn0052270	FBtr0100421						NA
AkaaF6HSan_REP3.mLb.clN_peak_6368	chr3L	733402	733569	+	15	NA	Intergenic	Intergenic	3994	FBgn0264310	FBgn0264310	FBtr0331772						NA
AkaaF6HSan_REP3.mLb.clN_peak_11975	chr3R	23802430	23802764	+	15	NA	TTS (FBgn0015513)	-TTS (FBgn0015513)	16640	FBgn0053111	FBgn0053111	FBtr0100312						NA
AkaaF6HSan_REP3.mLb.clN_peak_13449	chrX	467385	467909	+	15	NA	exon (FBgn0010019, exon 1 of 1)	-exon (FBgn0010019, exon 1 of 1)	1688	FBgn0010019	FBgn0010019	FBtr0070099						NA
AkaaF6HSan_REP3.mLb.clN_peak_13554	chrX	949770	949967	+	15	NA	exon (FBgn0040350, exon 6 of 8)	-exon (FBgn0040350, exon 6 of 8)	2032	FBgn0040350	FBgn0040350	FBtr0342734						NA
AkaaF6HSan_REP3.mLb.clN_peak_7848	chr3L	12617046	12617385	+	15	NA	exon (FBgn0015919, exon 2 of 5)	-exon (FBgn0015919, exon 2 of 5)	7584	FBgn0015919	FBgn0015919	FBtr0075909						NA
AkaaF6HSan_REP3.mLb.clN_peak_3850	chr2R	10748618	10748873	+	15	NA	intron (FBgn0053144, intron 5 of 8)	-intron (FBgn0053144, intron 4 of 7)	-8916	FBgn0024956	FBgn0024956	FBtr0088255						NA
AkaaF6HSan_REP3.mLb.clN_peak_1446	chr2L	12309325	12309642	+	15	NA	intron (FBgn0000114, intron 8 of 10)	-intron (FBgn0000114, intron 9 of 11)	6639	FBgn0266820	FBgn0266820	FBtr0345546						NA
AkaaF6HSan_REP3.mLb.clN_peak_8567	chr3L	19181879	19182111	+	15	NA	intron (FBgn0016797, intron 4 of 5)	-intron (FBgn0016797, intron 5 of 6)	2731	FBgn0267603	FBgn0267603	FBtr0347049						NA
AkaaF6HSan_REP3.mLb.clN_peak_5094	chr2R	17647718	17647903	+	15	NA	intron (FBgn0050106, intron 8 of 8)	-intron (FBgn0050106, intron 8 of 8)	-8672	FBgn0034253	FBgn0034253	FBtr0086895						NA
AkaaF6HSan_REP3.mLb.clN_peak_10089	chr3R	8575192	8575415	+	15	NA	Intergenic	Intergenic	-2902	FBgn0261929	FBgn0261929	FBtr0330144						NA
AkaaF6HSan_REP3.mLb.clN_peak_4894	chr2R	16314703	16316139	+	15	NA	TTS (FBgn0034113)	-TTS (FBgn0034113)	5311	FBgn0034113	FBgn0034113	FBtr0087178						NA
AkaaF6HSan_REP3.mLb.clN_peak_183	chr2L	1192089	1192539	+	15	NA	exon (FBgn0031322, exon 5 of 6)	-exon (FBgn0031322, exon 5 of 6)	6419	FBgn0031322	FBgn0031322	FBtr0335379						NA
AkaaF6HSan_REP3.mLb.clN_peak_5302	chr2R	19123630	19123785	+	15	NA	exon (FBgn0034417, exon 4 of 9)	-exon (FBgn0034417, exon 4 of 9)	2562	FBgn0034417	FBgn0034417	FBtr0086593						NA
AkaaF6HSan_REP3.mLb.clN_peak_6091	chr2R	24471204	24471684	+	15	NA	intron (FBgn0035010, intron 1 of 8)	-intron (FBgn0035010, intron 1 of 8)	-1268	FBgn0035007	FBgn0035007	FBtr0072294						NA
AkaaF6HSan_REP3.mLb.clN_peak_14242	chrX	5045784	5045927	+	15	NA	intron (FBgn0266096, intron 2 of 3)	-intron (FBgn0266096, intron 2 of 3)	-2418	FBgn0003028	FBgn0003028	FBtr0301914						NA
AkaaF6HSan_REP3.mLb.clN_peak_13888	chrX	2648303	2648554	+	15	NA	intron (FBgn0003371, intron 1 of 10)	-intron (FBgn0003371, intron 2 of 9)	-19382	FBgn0003371	FBgn0003371	FBtr0331753						NA
AkaaF6HSan_REP3.mLb.clN_peak_14645	chrX	8209070	8209728	+	15	NA	exon (FBgn0261873, exon 6 of 17)	-exon (FBgn0261873, exon 6 of 17)	30850	FBgn0261873	FBgn0261873	FBtr0340142						NA
AkaaF6HSan_REP3.mLb.clN_peak_7708	chr3L	11603830	11604293	+	15	NA	exon (FBgn0036179, exon 4 of 4)	-exon (FBgn0036179, exon 4 of 4)	2630	FBgn0036179	FBgn0036179	FBtr0307115						NA
AkaaF6HSan_REP3.mLb.clN_peak_1765	chr2L	15246182	15246323	+	15	NA	promoter-TSS (FBgn0028516)	-promoter-TSS (FBgn0028516)	-292	FBgn0028516	FBgn0028516	FBtr0080714						NA
AkaaF6HSan_REP3.mLb.clN_peak_10477	chr3R	11527726	11528383	+	15	NA	Intergenic	Intergenic	-7441	FBgn0266416	FBgn0266416	FBtr0344397						NA
AkaaF6HSan_REP3.mLb.clN_peak_9150	chr3L	22583114	22583552	+	15	NA	exon (FBgn0037171, exon 4 of 5)	-exon (FBgn0037171, exon 4 of 5)	-11300	FBgn0286028	FBgn0286028	FBtr0473374						NA
AkaaF6HSan_REP3.mLb.clN_peak_467	chr2L	4098213	4100211	+	15	NA	exon (FBgn0000547, exon 6 of 9)	-exon (FBgn0000547, exon 6 of 9)	13322	FBgn0086032	FBgn0086032	FBtr0114308						NA
AkaaF6HSan_REP3.mLb.clN_peak_12814	chr3R	30476611	30476947	+	15	NA	promoter-TSS (FBgn0260440)	-promoter-TSS (FBgn0260440)	95	FBgn0260440	FBgn0260440	FBtr0085651						NA
AkaaF6HSan_REP3.mLb.clN_peak_12324	chr3R	26375082	26375367	+	15	NA	Intergenic	Intergenic	28432	FBgn0039424	FBgn0039424	FBtr0113295						NA
AkaaF6HSan_REP3.mLb.clN_peak_9735	chr3R	5997850	5998702	+	15	NA	Intergenic	Intergenic	-2459	FBgn0266233	FBgn0266233	FBtr0343896						NA
AkaaF6HSan_REP3.mLb.clN_peak_12166	chr3R	25191912	25192222	+	15	NA	exon (FBgn0039286, exon 2 of 2)	-exon (FBgn0039286, exon 2 of 2)	1709	FBgn0083946	FBgn0083946	FBtr0110797						NA
AkaaF6HSan_REP3.mLb.clN_peak_3774	chr2R	10400113	10400464	+	15	NA	intron (FBgn0261698, intron 2 of 27)	-intron (FBgn0261698, intron 2 of 27)	7157	FBgn0033516	FBgn0033516	FBtr0088321						NA
AkaaF6HSan_REP3.mLb.clN_peak_11023	chr3R	15636087	15636223	+	15	NA	exon (FBgn0263040, exon 4 of 4)	-exon (FBgn0263040, exon 4 of 4)	687	FBgn0263040	FBgn0263040	FBtr0306929						NA
AkaaF6HSan_REP3.mLb.clN_peak_14404	chrX	6308888	6309176	+	15	NA	promoter-TSS (FBgn0029864)	-promoter-TSS (FBgn0029864)	5057	FBgn0029863	FBgn0029863	FBtr0070900						NA
AkaaF6HSan_REP3.mLb.clN_peak_6618	chr3L	2524994	2525629	+	15	NA	TTS (FBgn0260480)	-TTS (FBgn0260480)	1662	FBgn0260480	FBgn0260480	FBtr0072962						NA
AkaaF6HSan_REP3.mLb.clN_peak_365	chr2L	3047838	3047979	+	15	NA	promoter-TSS (FBgn0003934)	-promoter-TSS (FBgn0003934)	-793	FBgn0003934	FBgn0003934	FBtr0077658						NA
