PeakID (cmd=annotatePeaks.pl ManzF3Heat_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Heat_REP3.mLb.clN_peak_8265	chrX	10918232	10918424	+	11	NA	exon (FBgn0264502, exon 7 of 8)	-exon (FBgn0264502, exon 7 of 8)	-5644	FBgn0003965	FBgn0003965	FBtr0073386						NA
ManzF3Heat_REP3.mLb.clN_peak_4831	chr3L	20162711	20163012	+	11	NA	exon (FBgn0261556, exon 4 of 15)	-exon (FBgn0261556, exon 4 of 15)	2871	FBgn0267604	FBgn0267604	FBtr0347050						NA
ManzF3Heat_REP3.mLb.clN_peak_3305	chr2R	24427416	24427589	+	11	NA	intron (FBgn0259210, intron 1 of 17)	-intron (FBgn0259210, intron 1 of 15)	885	FBgn0259210	FBgn0259210	FBtr0343482						NA
ManzF3Heat_REP3.mLb.clN_peak_5051	chr3L	22429482	22429764	+	11	NA	Intergenic	Intergenic	-4714	FBgn0267628	FBgn0267628	FBtr0347079						NA
ManzF3Heat_REP3.mLb.clN_peak_2062	chr2R	9899714	9900366	+	11	NA	exon (FBgn0033464, exon 5 of 6)	-exon (FBgn0033464, exon 5 of 6)	3247	FBgn0033464	FBgn0033464	FBtr0088449						NA
ManzF3Heat_REP3.mLb.clN_peak_7953	chrX	6993552	6993807	+	11	NA	promoter-TSS (FBgn0027106)	-promoter-TSS (FBgn0027106)	-67	FBgn0027106	FBgn0027106	FBtr0071035						NA
ManzF3Heat_REP3.mLb.clN_peak_1913	chr2R	8351076	8351511	+	11	NA	intron (FBgn0261588, intron 2 of 10)	-intron (FBgn0261588, intron 2 of 10)	-7245	FBgn0033283	FBgn0033283	FBtr0088739						NA
ManzF3Heat_REP3.mLb.clN_peak_280	chr2L	4253269	4253506	+	11	NA	Intergenic	Intergenic	2698	FBgn0266832	FBgn0266832	FBtr0345562						NA
ManzF3Heat_REP3.mLb.clN_peak_7038	chr3R	30058774	30058935	+	11	NA	TTS (FBgn0260468)	-TTS (FBgn0260468)	1995	FBgn0260468	FBgn0260468	FBtr0085564						NA
ManzF3Heat_REP3.mLb.clN_peak_4973	chr3L	21695549	21695735	+	11	NA	intron (FBgn0052447, intron 1 of 2)	-intron (FBgn0052447, intron 1 of 2)	10723	FBgn0052447	FBgn0052447	FBtr0333970						NA
ManzF3Heat_REP3.mLb.clN_peak_2009	chr2R	9389718	9390057	+	11	NA	promoter-TSS (FBgn0010549)	-promoter-TSS (FBgn0010549)	-278	FBgn0010549	FBgn0010549	FBtr0332999						NA
ManzF3Heat_REP3.mLb.clN_peak_3272	chr2R	24023178	24023623	+	11	NA	promoter-TSS (FBgn0283494)	-promoter-TSS (FBgn0283494)	-807	FBgn0283494	FBgn0283494	FBtr0072163						NA
ManzF3Heat_REP3.mLb.clN_peak_7596	chrX	2492557	2492926	+	11	NA	exon (FBgn0284408, exon 19 of 42)	-exon (FBgn0284408, exon 19 of 42)	-22698	FBgn0040388	FBgn0040388	FBtr0334883						NA
ManzF3Heat_REP3.mLb.clN_peak_4086	chr3L	9639601	9639960	+	11	NA	TTS (FBgn0036022)	-TTS (FBgn0036022)	509	FBgn0036023	FBgn0036023	FBtr0076388						NA
ManzF3Heat_REP3.mLb.clN_peak_3559	chr3L	2080903	2081257	+	11	NA	exon (FBgn0086906, exon 16 of 41)	-exon (FBgn0086906, exon 16 of 41)	-7086	FBgn0262107	FBgn0262107	FBtr0304032						NA
ManzF3Heat_REP3.mLb.clN_peak_1973	chr2R	8952311	8952742	+	11	NA	TTS (FBgn0033357)	-TTS (FBgn0033357)	187	FBgn0011300	FBgn0011300	FBtr0300599						NA
ManzF3Heat_REP3.mLb.clN_peak_1043	chr2L	16329002	16329160	+	11	NA	promoter-TSS (FBgn0040984)	-promoter-TSS (FBgn0040984)	51	FBgn0001995	FBgn0001995	FBtr0080843						NA
ManzF3Heat_REP3.mLb.clN_peak_2074	chr2R	9990718	9990860	+	11	NA	exon (FBgn0286784, exon 3 of 5)	-exon (FBgn0286784, exon 3 of 5)	586	FBgn0286784	FBgn0286784	FBtr0343852						NA
ManzF3Heat_REP3.mLb.clN_peak_8386	chrX	12754081	12754321	+	11	NA	exon (FBgn0265830, exon 2 of 2)	-exon (FBgn0265830, exon 2 of 2)	2334	FBgn0265830	FBgn0265830	FBtr0480001						NA
ManzF3Heat_REP3.mLb.clN_peak_6230	chr3R	17890953	17891208	+	11	NA	exon (FBgn0053547, exon 11 of 24)	-exon (FBgn0053547, exon 11 of 24)	-15384	FBgn0038558	FBgn0038558	FBtr0308497						NA
ManzF3Heat_REP3.mLb.clN_peak_2038	chr2R	9669651	9669828	+	11	NA	intron (FBgn0033438, intron 1 of 7)	-intron (FBgn0033438, intron 1 of 7)	8514	FBgn0011921	FBgn0011921	FBtr0088465						NA
ManzF3Heat_REP3.mLb.clN_peak_279	chr2L	4226913	4227024	+	11	NA	promoter-TSS (FBgn0003941)	-promoter-TSS (FBgn0003941)	12	FBgn0031590	FBgn0031590	FBtr0077477						NA
ManzF3Heat_REP3.mLb.clN_peak_7030	chr3R	29947536	29947695	+	11	NA	exon (FBgn0039727, exon 13 of 14)	-exon (FBgn0039727, exon 13 of 14)	11637	FBgn0039727	FBgn0039727	FBtr0085505						NA
ManzF3Heat_REP3.mLb.clN_peak_6524	chr3R	22481024	22481129	+	11	NA	exon (FBgn0038975, exon 13 of 14)	-exon (FBgn0038975, exon 13 of 14)	-5963	FBgn0038976	FBgn0038976	FBtr0301486						NA
ManzF3Heat_REP3.mLb.clN_peak_7541	chrX	1970604	1970739	+	11	NA	intron (FBgn0264562, intron 4 of 11)	-intron (FBgn0264562, intron 4 of 11)	-16191	FBgn0287217	FBgn0287217	FBtr0475315						NA
ManzF3Heat_REP3.mLb.clN_peak_1581	chr2R	5303953	5304300	+	11	NA	Intergenic	Intergenic	-3162	FBgn0261403	FBgn0261403	FBtr0086086						NA
ManzF3Heat_REP3.mLb.clN_peak_4926	chr3L	21196787	21196923	+	11	NA	promoter-TSS (FBgn0041100)	-promoter-TSS (FBgn0041100)	24	FBgn0085290	FBgn0085290	FBtr0112456						NA
ManzF3Heat_REP3.mLb.clN_peak_745	chr2L	11530709	11530948	+	11	NA	promoter-TSS (FBgn0085191)	-promoter-TSS (FBgn0085191)	224	FBgn0051706	FBgn0051706	FBtr0336629						NA
ManzF3Heat_REP3.mLb.clN_peak_3825	chr3L	5678563	5678931	+	11	NA	exon (FBgn0085447, exon 1 of 22)	-exon (FBgn0085447, exon 1 of 22)	207	FBgn0085447	FBgn0085447	FBtr0481660						NA
ManzF3Heat_REP3.mLb.clN_peak_1217	chr2L	19276239	19276435	+	11	NA	Intergenic	Intergenic	-3476	FBgn0265079	FBgn0265079	FBtr0336821						NA
ManzF3Heat_REP3.mLb.clN_peak_8042	chrX	8156916	8157575	+	11	NA	promoter-TSS (FBgn0030013)	-promoter-TSS (FBgn0030013)	141	FBgn0265464	FBgn0265464	FBtr0071188						NA
ManzF3Heat_REP3.mLb.clN_peak_4812	chr3L	19920211	19920434	+	11	NA	exon (FBgn0020887, exon 5 of 7)	-exon (FBgn0020887, exon 5 of 7)	3140	FBgn0020887	FBgn0020887	FBtr0074917						NA
ManzF3Heat_REP3.mLb.clN_peak_8995	chrX	20006135	20006591	+	11	NA	exon (FBgn0053517, exon 9 of 9)	-exon (FBgn0053517, exon 9 of 9)	-4267	FBgn0031082	FBgn0031082	FBtr0070035						NA
ManzF3Heat_REP3.mLb.clN_peak_1430	chr2L	21870149	21870324	+	11	NA	TTS (FBgn0266222)	-TTS (FBgn0266222)	416	FBgn0266225	FBgn0266225	FBtr0343885						NA
ManzF3Heat_REP3.mLb.clN_peak_897	chr2L	14166766	14167653	+	11	NA	exon (FBgn0263038, exon 2 of 6)	-exon (FBgn0263038, exon 2 of 6)	-3987	FBgn0263037	FBgn0263037	FBtr0306928						NA
ManzF3Heat_REP3.mLb.clN_peak_8676	chrX	16410631	16410853	+	11	NA	exon (FBgn0030747, exon 4 of 10)	-exon (FBgn0030747, exon 4 of 10)	-4304	FBgn0030748	FBgn0030748	FBtr0334037						NA
ManzF3Heat_REP3.mLb.clN_peak_3477	chr3L	1211207	1211390	+	11	NA	promoter-TSS (FBgn0004427)	-promoter-TSS (FBgn0004427)	-102	FBgn0004427	FBgn0004427	FBtr0072634						NA
ManzF3Heat_REP3.mLb.clN_peak_5945	chr3R	13271148	13271467	+	11	NA	exon (FBgn0038129, exon 1 of 6)	-exon (FBgn0038129, exon 1 of 6)	704	FBgn0038129	FBgn0038129	FBtr0082778						NA
ManzF3Heat_REP3.mLb.clN_peak_7818	chrX	4937848	4938108	+	11	NA	exon (FBgn0266000, exon 1 of 4)	-exon (FBgn0266000, exon 1 of 4)	-1150	FBgn0004368	FBgn0004368	FBtr0343528						NA
ManzF3Heat_REP3.mLb.clN_peak_7194	chr3R	31833699	31833846	+	11	NA	exon (FBgn0039883, exon 3 of 8)	-exon (FBgn0039883, exon 3 of 8)	21163	FBgn0039883	FBgn0039883	FBtr0343538						NA
ManzF3Heat_REP3.mLb.clN_peak_2376	chr2R	13204391	13204937	+	11	NA	exon (FBgn0005654, exon 7 of 9)	-exon (FBgn0005654, exon 7 of 9)	673	FBgn0005654	FBgn0005654	FBtr0087768						NA
ManzF3Heat_REP3.mLb.clN_peak_6860	chr3R	27253177	27253858	+	11	NA	promoter-TSS (FBgn0011289)	-promoter-TSS (FBgn0011289)	87	FBgn0011289	FBgn0011289	FBtr0085156						NA
ManzF3Heat_REP3.mLb.clN_peak_2306	chr2R	12404197	12404586	+	11	NA	exon (FBgn0033728, exon 3 of 3)	-exon (FBgn0033728, exon 3 of 3)	-1541	FBgn0033729	FBgn0033729	FBtr0345652						NA
ManzF3Heat_REP3.mLb.clN_peak_2089	chr2R	10163035	10163251	+	11	NA	intron (FBgn0033494, intron 1 of 16)	-intron (FBgn0033494, intron 1 of 16)	-4559	FBgn0265512	FBgn0265512	FBtr0088369						NA
ManzF3Heat_REP3.mLb.clN_peak_829	chr2L	13132945	13133083	+	11	NA	exon (FBgn0032471, exon 2 of 4)	-exon (FBgn0032471, exon 2 of 4)	2423	FBgn0032471	FBgn0032471	FBtr0080431						NA
ManzF3Heat_REP3.mLb.clN_peak_7455	chrX	1115997	1116166	+	11	NA	intron (FBgn0040397, intron 1 of 4)	-intron (FBgn0040397, intron 1 of 4)	18815	FBgn0040397	FBgn0040397	FBtr0331340						NA
ManzF3Heat_REP3.mLb.clN_peak_2995	chr2R	20730045	20730281	+	11	NA	exon (FBgn0034546, exon 2 of 6)	-exon (FBgn0034546, exon 2 of 6)	447	FBgn0034546	FBgn0034546	FBtr0086240						NA
ManzF3Heat_REP3.mLb.clN_peak_7838	chrX	5184827	5184949	+	11	NA	intron (FBgn0029746, intron 4 of 31)	-intron (FBgn0029746, intron 2 of 28)	-2519	FBgn0029747	FBgn0029747	FBtr0070759						NA
ManzF3Heat_REP3.mLb.clN_peak_5967	chr3R	13632762	13633225	+	11	NA	exon (FBgn0038163, exon 5 of 9)	-exon (FBgn0038163, exon 5 of 9)	1051	FBgn0038163	FBgn0038163	FBtr0309093						NA
ManzF3Heat_REP3.mLb.clN_peak_9107	chrX	21335861	21336267	+	11	NA	exon (FBgn0015558, exon 3 of 8)	-exon (FBgn0015558, exon 3 of 8)	2956	FBgn0015558	FBgn0015558	FBtr0329902						NA
ManzF3Heat_REP3.mLb.clN_peak_6841	chr3R	27020625	27021059	+	11	NA	exon (FBgn0039474, exon 2 of 2)	-exon (FBgn0039474, exon 2 of 2)	536	FBgn0039474	FBgn0039474	FBtr0085151						NA
ManzF3Heat_REP3.mLb.clN_peak_3257	chr2R	23833830	23834190	+	11	NA	intron (FBgn0034911, intron 4 of 8)	-intron (FBgn0034911, intron 4 of 8)	6054	FBgn0086659	FBgn0086659	FBtr0091917						NA
ManzF3Heat_REP3.mLb.clN_peak_5936	chr3R	13161363	13161537	+	11	NA	intron (FBgn0038118, intron 15 of 17)	-intron (FBgn0038118, intron 15 of 17)	-5763	FBgn0266578	FBgn0266578	FBtr0344731						NA
ManzF3Heat_REP3.mLb.clN_peak_6937	chr3R	28727543	28727741	+	11	NA	exon (FBgn0027655, exon 26 of 29)	-exon (FBgn0027655, exon 26 of 29)	17140	FBgn0039595	FBgn0039595	FBtr0336790						NA
ManzF3Heat_REP3.mLb.clN_peak_3510	chr3L	1558152	1558369	+	11	NA	promoter-TSS (FBgn0035233)	-promoter-TSS (FBgn0035233)	224	FBgn0035232	FBgn0035232	FBtr0072829						NA
ManzF3Heat_REP3.mLb.clN_peak_2596	chr2R	15787032	15787170	+	11	NA	intron (FBgn0265991, intron 2 of 5)	-intron (FBgn0265991, intron 2 of 15)	-6899	FBgn0034046	FBgn0034046	FBtr0308814						NA
ManzF3Heat_REP3.mLb.clN_peak_9033	chrX	20486980	20487432	+	11	NA	TTS (FBgn0040649)	-TTS (FBgn0040649)	1026	FBgn0040649	FBgn0040649	FBtr0077311						NA
ManzF3Heat_REP3.mLb.clN_peak_2750	chr2R	17779325	17779639	+	11	NA	exon (FBgn0028741, exon 4 of 9)	-exon (FBgn0028741, exon 4 of 9)	2448	FBgn0028741	FBgn0028741	FBtr0089555						NA
ManzF3Heat_REP3.mLb.clN_peak_7432	chrX	868576	868728	+	11	NA	intron (FBgn0264449, intron 3 of 12)	-intron (FBgn0264449, intron 3 of 11)	6044	FBgn0040892	FBgn0040892	FBtr0110804						NA
ManzF3Heat_REP3.mLb.clN_peak_972	chr2L	15041291	15041425	+	11	NA	exon (FBgn0004837, exon 2 of 4)	-exon (FBgn0004837, exon 2 of 4)	1870	FBgn0004837	FBgn0004837	FBtr0080700						NA
ManzF3Heat_REP3.mLb.clN_peak_8865	chrX	18734649	18734952	+	11	NA	Intergenic	Intergenic	1987	FBgn0267069	FBgn0267069	FBtr0346066						NA
ManzF3Heat_REP3.mLb.clN_peak_3558	chr3L	2075223	2075360	+	11	NA	exon (FBgn0086906, exon 25 of 41)	-exon (FBgn0086906, exon 25 of 41)	-12875	FBgn0262107	FBgn0262107	FBtr0304032						NA
ManzF3Heat_REP3.mLb.clN_peak_123	chr2L	1501312	1501503	+	11	NA	promoter-TSS (FBgn0031343)	-promoter-TSS (FBgn0031343)	577	FBgn0264873	FBgn0264873	FBtr0334819						NA
ManzF3Heat_REP3.mLb.clN_peak_5757	chr3R	10166575	10166681	+	11	NA	intron (FBgn0040238, intron 2 of 7)	-intron (FBgn0040238, intron 2 of 6)	3859	FBgn0040238	FBgn0040238	FBtr0337020						NA
ManzF3Heat_REP3.mLb.clN_peak_2922	chr2R	19877679	19877819	+	11	NA	Intergenic	Intergenic	3171	FBgn0034477	FBgn0034477	FBtr0086341						NA
ManzF3Heat_REP3.mLb.clN_peak_8231	chrX	10625702	10626066	+	11	NA	exon (FBgn0030222, exon 3 of 6)	-exon (FBgn0030222, exon 3 of 6)	1228	FBgn0030222	FBgn0030222	FBtr0071506						NA
ManzF3Heat_REP3.mLb.clN_peak_2545	chr2R	15076460	15076792	+	11	NA	Intergenic	Intergenic	-15319	FBgn0265650	FBgn0265650	FBtr0340517						NA
ManzF3Heat_REP3.mLb.clN_peak_1810	chr2R	7360146	7360336	+	11	NA	intron (FBgn0033159, intron 5 of 23)	-intron (FBgn0033159, intron 5 of 23)	16896	FBgn0264880	FBgn0264880	FBtr0334802						NA
ManzF3Heat_REP3.mLb.clN_peak_4970	chr3L	21673239	21673467	+	11	NA	exon (FBgn0037115, exon 2 of 2)	-exon (FBgn0037115, exon 2 of 2)	1214	FBgn0037115	FBgn0037115	FBtr0078429						NA
ManzF3Heat_REP3.mLb.clN_peak_4202	chr3L	11320334	11320491	+	11	NA	TTS (FBgn0036154)	-TTS (FBgn0036154)	1307	FBgn0036154	FBgn0036154	FBtr0345692						NA
ManzF3Heat_REP3.mLb.clN_peak_1954	chr2R	8746216	8746400	+	11	NA	intron (FBgn0027585, intron 2 of 8)	-intron (FBgn0027585, intron 1 of 7)	-1932	FBgn0265304	FBgn0265304	FBtr0339340						NA
ManzF3Heat_REP3.mLb.clN_peak_6833	chr3R	26940518	26940638	+	11	NA	intron (FBgn0285963, intron 5 of 11)	-intron (FBgn0285963, intron 5 of 11)	-4956	FBgn0039462	FBgn0039462	FBtr0085067						NA
ManzF3Heat_REP3.mLb.clN_peak_1959	chr2R	8817498	8817624	+	11	NA	intron (FBgn0024189, intron 2 of 20)	-intron (FBgn0024189, intron 2 of 20)	-8830	FBgn0050350	FBgn0050350	FBtr0088636						NA
ManzF3Heat_REP3.mLb.clN_peak_8864	chrX	18725319	18725762	+	11	NA	exon (FBgn0259198, exon 1 of 1)	-exon (FBgn0259198, exon 1 of 1)	132	FBgn0259198	FBgn0259198	FBtr0299682						NA
ManzF3Heat_REP3.mLb.clN_peak_6530	chr3R	22621269	22621578	+	11	NA	exon (FBgn0020278, exon 4 of 5)	-exon (FBgn0020278, exon 4 of 5)	2931	FBgn0263863	FBgn0263863	FBtr0084272						NA
ManzF3Heat_REP3.mLb.clN_peak_403	chr2L	5986302	5986456	+	11	NA	promoter-TSS (FBgn0001941)	-promoter-TSS (FBgn0001941)	-699	FBgn0001941	FBgn0001941	FBtr0332599						NA
ManzF3Heat_REP3.mLb.clN_peak_2364	chr2R	13086272	13086626	+	11	NA	Intergenic	Intergenic	-6910	FBgn0033791	FBgn0033791	FBtr0339747						NA
ManzF3Heat_REP3.mLb.clN_peak_5364	chr3R	5483719	5483970	+	11	NA	promoter-TSS (FBgn0015402)	-promoter-TSS (FBgn0015402)	62	FBgn0015402	FBgn0015402	FBtr0344274						NA
ManzF3Heat_REP3.mLb.clN_peak_2542	chr2R	15038892	15039105	+	11	NA	exon (FBgn0287864, exon 9 of 12)	-exon (FBgn0287864, exon 9 of 12)	11357	FBgn0263613	FBgn0263613	FBtr0309977						NA
ManzF3Heat_REP3.mLb.clN_peak_4965	chr3L	21599380	21599784	+	11	NA	intron (FBgn0261953, intron 1 of 7)	-intron (FBgn0261953, intron 1 of 7)	4985	FBgn0264568	FBgn0264568	FBtr0333469						NA
ManzF3Heat_REP3.mLb.clN_peak_5428	chr3R	6215293	6215580	+	11	NA	promoter-TSS (FBgn0037411)	-promoter-TSS (FBgn0037411)	-396	FBgn0037411	FBgn0037411	FBtr0310414						NA
ManzF3Heat_REP3.mLb.clN_peak_9209	chrX	22897260	22897394	+	11	NA	Intergenic	Intergenic	-19778	FBgn0083994	FBgn0083994	FBtr0332615						NA
ManzF3Heat_REP3.mLb.clN_peak_6956	chr3R	28996684	28996911	+	11	NA	intron (FBgn0039620, intron 2 of 9)	-intron (FBgn0039620, intron 2 of 9)	23609	FBgn0039620	FBgn0039620	FBtr0085345						NA
ManzF3Heat_REP3.mLb.clN_peak_8818	chrX	18231183	18231659	+	11	NA	Intergenic	Intergenic	-2972	FBgn0267182	FBgn0267182	FBtr0346312						NA
ManzF3Heat_REP3.mLb.clN_peak_5741	chr3R	9963932	9964504	+	11	NA	intron (FBgn0287598, intron 4 of 6)	-intron (FBgn0267336, intron 4 of 6)	21842	FBgn0037770	FBgn0037770	FBtr0333687						NA
ManzF3Heat_REP3.mLb.clN_peak_724	chr2L	11247213	11247500	+	11	NA	intron (FBgn0264442, intron 5 of 6)	-intron (FBgn0264442, intron 7 of 8)	12505	FBgn0264442	FBgn0264442	FBtr0332558						NA
ManzF3Heat_REP3.mLb.clN_peak_3027	chr2R	21146945	21147260	+	11	NA	TTS (FBgn0034595)	-TTS (FBgn0034595)	899	FBgn0026582	FBgn0026582	FBtr0071573						NA
ManzF3Heat_REP3.mLb.clN_peak_6147	chr3R	16360935	16361174	+	11	NA	promoter-TSS (FBgn0259917)	-promoter-TSS (FBgn0259917)	-946	FBgn0259917	FBgn0259917	FBtr0300198						NA
ManzF3Heat_REP3.mLb.clN_peak_5023	chr3L	22114268	22114452	+	11	NA	Intergenic	Intergenic	-7572	FBgn0266771	FBgn0266771	FBtr0445724						NA
ManzF3Heat_REP3.mLb.clN_peak_7165	chr3R	31509338	31509614	+	11	NA	Intergenic	Intergenic	10085	FBgn0039851	FBgn0039851	FBtr0346230						NA
ManzF3Heat_REP3.mLb.clN_peak_4602	chr3L	17350248	17350452	+	11	NA	promoter-TSS (FBgn0036713)	-promoter-TSS (FBgn0036713)	-684	FBgn0036713	FBgn0036713	FBtr0075241						NA
ManzF3Heat_REP3.mLb.clN_peak_1227	chr2L	19360070	19360197	+	11	NA	intron (FBgn0024245, intron 1 of 3)	-intron (FBgn0024245, intron 1 of 3)	3094	FBgn0024245	FBgn0024245	FBtr0336820						NA
ManzF3Heat_REP3.mLb.clN_peak_5006	chr3L	21967346	21967891	+	11	NA	exon (FBgn0029091, exon 9 of 10)	-exon (FBgn0029091, exon 9 of 10)	-4384	FBgn0037146	FBgn0037146	FBtr0309869						NA
ManzF3Heat_REP3.mLb.clN_peak_1679	chr2R	6230362	6230485	+	11	NA	intron (FBgn0263144, intron 1 of 6)	-intron (FBgn0263144, intron 1 of 6)	4789	FBgn0033074	FBgn0033074	FBtr0085994						NA
ManzF3Heat_REP3.mLb.clN_peak_8640	chrX	15918959	15919090	+	11	NA	exon (FBgn0030706, exon 12 of 14)	-exon (FBgn0030706, exon 12 of 14)	-2931	FBgn0030707	FBgn0030707	FBtr0301233						NA
ManzF3Heat_REP3.mLb.clN_peak_6935	chr3R	28716338	28716583	+	11	NA	exon (FBgn0027655, exon 15 of 29)	-exon (FBgn0027655, exon 15 of 29)	20218	FBgn0027655	FBgn0027655	FBtr0336788						NA
ManzF3Heat_REP3.mLb.clN_peak_1189	chr2L	18899691	18899890	+	11	NA	exon (FBgn0265952, exon 1 of 1)	-exon (FBgn0265952, exon 1 of 1)	704	FBgn0265952	FBgn0265952	FBtr0342930						NA
ManzF3Heat_REP3.mLb.clN_peak_477	chr2L	7315059	7315218	+	11	NA	exon (FBgn0284084, exon 5 of 5)	-exon (FBgn0284084, exon 5 of 5)	7979	FBgn0284084	FBgn0284084	FBtr0079432						NA
ManzF3Heat_REP3.mLb.clN_peak_2175	chr2R	11040593	11040942	+	11	NA	intron (FBgn0040765, intron 2 of 4)	-intron (FBgn0040765, intron 2 of 4)	-44819	FBgn0262817	FBgn0262817	FBtr0306049						NA
ManzF3Heat_REP3.mLb.clN_peak_7175	chr3R	31644406	31644541	+	11	NA	intron (FBgn0039862, intron 2 of 3)	-intron (FBgn0039862, intron 2 of 3)	22337	FBgn0039862	FBgn0039862	FBtr0330107						NA
ManzF3Heat_REP3.mLb.clN_peak_828	chr2L	13128933	13129268	+	11	NA	Intergenic	Intergenic	-1491	FBgn0032471	FBgn0032471	FBtr0080431						NA
ManzF3Heat_REP3.mLb.clN_peak_1127	chr2L	17977097	17977322	+	11	NA	exon (FBgn0023096, exon 11 of 25)	-exon (FBgn0023096, exon 11 of 25)	5263	FBgn0023096	FBgn0023096	FBtr0273418						NA
ManzF3Heat_REP3.mLb.clN_peak_2313	chr2R	12489277	12489487	+	11	NA	exon (FBgn0045063, exon 4 of 6)	-exon (FBgn0045063, exon 4 of 6)	-1991	FBgn0085263	FBgn0085263	FBtr0473609						NA
ManzF3Heat_REP3.mLb.clN_peak_4730	chr3L	18996602	18996774	+	11	NA	promoter-TSS (FBgn0036837)	-promoter-TSS (FBgn0036837)	-3872	FBgn0036837	FBgn0036837	FBtr0075043						NA
ManzF3Heat_REP3.mLb.clN_peak_3062	chr2R	21669875	21670162	+	11	NA	promoter-TSS (FBgn0034650)	-promoter-TSS (FBgn0034650)	-102	FBgn0034649	FBgn0034649	FBtr0071680						NA
ManzF3Heat_REP3.mLb.clN_peak_6589	chr3R	23400547	23400701	+	11	NA	promoter-TSS (FBgn0265382)	-promoter-TSS (FBgn0265382)	-846	FBgn0265382	FBgn0265382	FBtr0339615						NA
ManzF3Heat_REP3.mLb.clN_peak_5061	chr3L	22509671	22509779	+	11	NA	promoter-TSS (FBgn0266978)	-promoter-TSS (FBgn0266978)	-541	FBgn0266978	FBgn0266978	FBtr0345879						NA
ManzF3Heat_REP3.mLb.clN_peak_1940	chr2R	8607518	8608118	+	11	NA	intron (FBgn0267792, intron 1 of 4)	-intron (FBgn0267792, intron 1 of 4)	6337	FBgn0033312	FBgn0033312	FBtr0310502						NA
ManzF3Heat_REP3.mLb.clN_peak_3664	chr3L	3391501	3391648	+	11	NA	Intergenic	Intergenic	-2514	FBgn0267301	FBgn0267301	FBtr0346556						NA
ManzF3Heat_REP3.mLb.clN_peak_3342	chr2R	24867379	24867643	+	11	NA	Intergenic	Intergenic	-2597	FBgn0265193	FBgn0265193	FBtr0339096						NA
ManzF3Heat_REP3.mLb.clN_peak_4824	chr3L	20075658	20076129	+	11	NA	exon (FBgn0036934, exon 2 of 3)	-exon (FBgn0036934, exon 2 of 3)	13114	FBgn0036934	FBgn0036934	FBtr0332667						NA
ManzF3Heat_REP3.mLb.clN_peak_3460	chr3L	902986	903211	+	11	NA	TTS (FBgn0267919)	-TTS (FBgn0267919)	200	FBgn0035176	FBgn0035176	FBtr0289973						NA
ManzF3Heat_REP3.mLb.clN_peak_143	chr2L	1880438	1880593	+	11	NA	exon (FBgn0051663, exon 1 of 12)	-exon (FBgn0051663, exon 1 of 12)	965	FBgn0051663	FBgn0051663	FBtr0334826						NA
ManzF3Heat_REP3.mLb.clN_peak_4918	chr3L	21077262	21077658	+	11	NA	exon (FBgn0020294, exon 8 of 8)	-exon (FBgn0020294, exon 8 of 8)	11529	FBgn0053285	FBgn0053285	FBtr0078325						NA
ManzF3Heat_REP3.mLb.clN_peak_687	chr2L	10612181	10612289	+	11	NA	intron (FBgn0051721, intron 1 of 9)	-intron (FBgn0051721, intron 1 of 8)	26236	FBgn0032271	FBgn0032271	FBtr0331373						NA
ManzF3Heat_REP3.mLb.clN_peak_1905	chr2R	8266361	8266478	+	11	NA	exon (FBgn0050375, exon 3 of 4)	-exon (FBgn0050375, exon 3 of 4)	876	FBgn0050375	FBgn0050375	FBtr0088799						NA
ManzF3Heat_REP3.mLb.clN_peak_5396	chr3R	5947923	5948370	+	11	NA	intron (FBgn0083949, intron 1 of 17)	-intron (FBgn0083949, intron 1 of 17)	11409	FBgn0083949	FBgn0083949	FBtr0110806						NA
ManzF3Heat_REP3.mLb.clN_peak_8278	chrX	11124424	11124714	+	11	NA	promoter-TSS (FBgn0028686)	-promoter-TSS (FBgn0028686)	157	FBgn0030266	FBgn0030266	FBtr0073481						NA
ManzF3Heat_REP3.mLb.clN_peak_7594	chrX	2469976	2470210	+	11	NA	promoter-TSS (FBgn0040388)	-promoter-TSS (FBgn0040388)	-50	FBgn0040388	FBgn0040388	FBtr0334883						NA
ManzF3Heat_REP3.mLb.clN_peak_7459	chrX	1142040	1142444	+	11	NA	Intergenic	Intergenic	-3402	FBgn0040365	FBgn0040365	FBtr0070180						NA
ManzF3Heat_REP3.mLb.clN_peak_5976	chr3R	13749604	13749798	+	11	NA	exon (FBgn0085412, exon 5 of 13)	-exon (FBgn0085412, exon 5 of 13)	14232	FBgn0085412	FBgn0085412	FBtr0112624						NA
ManzF3Heat_REP3.mLb.clN_peak_8806	chrX	18064967	18065253	+	11	NA	exon (FBgn0283476, exon 1 of 27)	-exon (FBgn0283476, exon 1 of 27)	627	FBgn0283476	FBgn0283476	FBtr0074509						NA
