PeakID (cmd=annotatePeaks.pl ManzF6HSan_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6HSan_REP3.mLb.clN_peak_13178	chr3R	31291919	31292610	+	14	NA	Intergenic	Intergenic	13120	FBgn0039840	FBgn0039840	FBtr0347502						NA
ManzF6HSan_REP3.mLb.clN_peak_9093	chr3L	20258621	20259035	+	14	NA	intron (FBgn0265959, intron 2 of 12)	-intron (FBgn0265959, intron 2 of 12)	-1158	FBgn0265959	FBgn0265959	FBtr0473730						NA
ManzF6HSan_REP3.mLb.clN_peak_16723	chrX	19232423	19233215	+	14	NA	exon (FBgn0031001, exon 2 of 3)	-exon (FBgn0031001, exon 2 of 3)	9021	FBgn0031002	FBgn0031002	FBtr0074691						NA
ManzF6HSan_REP3.mLb.clN_peak_4273	chr2R	11835101	11835259	+	14	NA	intron (FBgn0033654, intron 2 of 3)	-intron (FBgn0033654, intron 2 of 3)	4364	FBgn0033654	FBgn0033654	FBtr0088064						NA
ManzF6HSan_REP3.mLb.clN_peak_4546	chr2R	13182696	13183009	+	14	NA	exon (FBgn0028991, exon 3 of 4)	-exon (FBgn0028991, exon 3 of 4)	7234	FBgn0053182	FBgn0053182	FBtr0302054						NA
ManzF6HSan_REP3.mLb.clN_peak_13697	chrX	368584	368988	+	14	NA	intron (FBgn0052816, intron 2 of 2)	-intron (FBgn0052816, intron 2 of 2)	-1245	FBgn0000022	FBgn0000022	FBtr0070072						NA
ManzF6HSan_REP3.mLb.clN_peak_1956	chr2L	18554171	18554306	+	14	NA	intron (FBgn0085370, intron 1 of 17)	-intron (FBgn0085370, intron 1 of 16)	-30297	FBgn0266208	FBgn0266208	FBtr0343832						NA
ManzF6HSan_REP3.mLb.clN_peak_2455	chr2L	21945071	21945265	+	14	NA	Intergenic	Intergenic	5353	FBgn0267268	FBgn0267268	FBtr0346484						NA
ManzF6HSan_REP3.mLb.clN_peak_3883	chr2R	10132874	10133191	+	14	NA	exon (FBgn0050011, exon 7 of 12)	-exon (FBgn0050011, exon 7 of 12)	-4624	FBgn0033490	FBgn0033490	FBtr0290287						NA
ManzF6HSan_REP3.mLb.clN_peak_15384	chrX	10373975	10374407	+	14	NA	exon (FBgn0052686, exon 2 of 2)	-exon (FBgn0052686, exon 2 of 2)	1125	FBgn0052686	FBgn0052686	FBtr0071468						NA
ManzF6HSan_REP3.mLb.clN_peak_13411	chr4	439753	440097	+	14	NA	exon (FBgn0039907, exon 4 of 6)	-exon (FBgn0039907, exon 4 of 6)	3986	FBgn0039907	FBgn0039907	FBtr0089111						NA
ManzF6HSan_REP3.mLb.clN_peak_15300	chrX	9884499	9884823	+	14	NA	TTS (FBgn0030159)	-TTS (FBgn0030159)	219	FBgn0030160	FBgn0030160	FBtr0071391						NA
ManzF6HSan_REP3.mLb.clN_peak_11694	chr3R	19312227	19312506	+	14	NA	intron (FBgn0000463, intron 3 of 5)	-intron (FBgn0000463, intron 3 of 5)	13851	FBgn0000463	FBgn0000463	FBtr0304658						NA
ManzF6HSan_REP3.mLb.clN_peak_3181	chr2R	7121132	7121548	+	14	NA	intron (FBgn0263934, intron 5 of 6)	-intron (FBgn0263934, intron 5 of 6)	8468	FBgn0015038	FBgn0015038	FBtr0089056						NA
ManzF6HSan_REP3.mLb.clN_peak_14283	chrX	3423474	3423624	+	14	NA	intron (FBgn0029657, intron 2 of 3)	-intron (FBgn0029657, intron 2 of 3)	3974	FBgn0052493	FBgn0052493	FBtr0070533						NA
ManzF6HSan_REP3.mLb.clN_peak_6985	chr3L	2434015	2434160	+	14	NA	intron (FBgn0266696, intron 1 of 16)	-intron (FBgn0266696, intron 2 of 9)	41527	FBgn0035343	FBgn0035343	FBtr0072968						NA
ManzF6HSan_REP3.mLb.clN_peak_2481	chr2L	22117763	22118392	+	14	NA	intron (FBgn0287611, intron 1 of 1)	-intron (FBgn0287611, intron 1 of 1)	3071	FBgn0287611	FBgn0287611	FBtr0479960						NA
ManzF6HSan_REP3.mLb.clN_peak_13628	chr4	1270791	1270980	+	14	NA	intron (FBgn0053653, intron 22 of 22)	-intron (FBgn0053653, intron 23 of 23)	40048	FBgn0053653	FBgn0053653	FBtr0333702						NA
ManzF6HSan_REP3.mLb.clN_peak_16485	chrX	17774717	17775035	+	14	NA	intron (FBgn0024184, intron 1 of 3)	-intron (FBgn0024184, intron 1 of 3)	6307	FBgn0024184	FBgn0024184	FBtr0340627						NA
ManzF6HSan_REP3.mLb.clN_peak_3624	chr2R	9027282	9027450	+	14	NA	intron (FBgn0033365, intron 2 of 7)	-intron (FBgn0033365, intron 2 of 8)	3679	FBgn0033365	FBgn0033365	FBtr0088665						NA
ManzF6HSan_REP3.mLb.clN_peak_7228	chr3L	4208956	4209598	+	14	NA	promoter-TSS (FBgn0035510)	-promoter-TSS (FBgn0035510)	-99	FBgn0035510	FBgn0035510	FBtr0073254						NA
ManzF6HSan_REP3.mLb.clN_peak_4329	chr2R	12054859	12055010	+	14	NA	promoter-TSS (FBgn0028407)	-promoter-TSS (FBgn0028407)	-155	FBgn0028407	FBgn0028407	FBtr0087980						NA
ManzF6HSan_REP3.mLb.clN_peak_14139	chrX	2356733	2356960	+	14	NA	intron (FBgn0003159, intron 1 of 3)	-intron (FBgn0003159, intron 1 of 3)	9510	FBgn0003159	FBgn0003159	FBtr0343597						NA
ManzF6HSan_REP3.mLb.clN_peak_12668	chr3R	26640518	26640829	+	14	NA	exon (FBgn0039444, exon 2 of 2)	-exon (FBgn0039444, exon 2 of 2)	648	FBgn0039444	FBgn0039444	FBtr0085035						NA
ManzF6HSan_REP3.mLb.clN_peak_9268	chr3L	21400882	21401345	+	14	NA	intron (FBgn0261258, intron 1 of 5)	-intron (FBgn0261258, intron 1 of 6)	2796	FBgn0267615	FBgn0267615	FBtr0347056						NA
ManzF6HSan_REP3.mLb.clN_peak_14251	chrX	3129558	3129819	+	14	NA	exon (FBgn0028369, exon 9 of 13)	-exon (FBgn0028369, exon 9 of 13)	-5182	FBgn0004647	FBgn0004647	FBtr0070507						NA
ManzF6HSan_REP3.mLb.clN_peak_8304	chr3L	13900429	13900855	+	14	NA	intron (FBgn0264006, intron 1 of 15)	-intron (FBgn0264006, intron 1 of 16)	2594	FBgn0264006	FBgn0264006	FBtr0333021						NA
ManzF6HSan_REP3.mLb.clN_peak_13139	chr3R	30905387	30905764	+	14	NA	promoter-TSS (FBgn0267940)	-promoter-TSS (FBgn0267940)	-43	FBgn0267940	FBgn0267940	FBtr0347515						NA
ManzF6HSan_REP3.mLb.clN_peak_12702	chr3R	26985385	26985978	+	14	NA	TTS (FBgn0039467)	-TTS (FBgn0039467)	1970	FBgn0051075	FBgn0051075	FBtr0085080						NA
ManzF6HSan_REP3.mLb.clN_peak_14626	chrX	5337331	5337588	+	14	NA	Intergenic	Intergenic	-2777	FBgn0029761	FBgn0029761	FBtr0331604						NA
ManzF6HSan_REP3.mLb.clN_peak_2705	chr2R	4338837	4339054	+	14	NA	intron (FBgn0260798, intron 12 of 14)	-intron (FBgn0260798, intron 12 of 14)	-96011	FBgn0262117	FBgn0262117	FBtr0111268						NA
ManzF6HSan_REP3.mLb.clN_peak_13131	chr3R	30840778	30841242	+	14	NA	exon (FBgn0039804, exon 4 of 4)	-exon (FBgn0039804, exon 4 of 4)	-11305	FBgn0003720	FBgn0003720	FBtr0085709						NA
ManzF6HSan_REP3.mLb.clN_peak_6530	chr2R	24852313	24853045	+	14	NA	Intergenic	Intergenic	3685	FBgn0035070	FBgn0035070	FBtr0072380						NA
ManzF6HSan_REP3.mLb.clN_peak_1872	chr2L	16852400	16852777	+	14	NA	promoter-TSS (FBgn0051810)	-promoter-TSS (FBgn0051810)	-220	FBgn0051810	FBgn0051810	FBtr0080925						NA
ManzF6HSan_REP3.mLb.clN_peak_2733	chr2R	4621967	4622354	+	14	NA	exon (FBgn0267585, exon 1 of 1)	-exon (FBgn0267585, exon 1 of 1)	321	FBgn0267585	FBgn0267585	FBtr0347016						NA
ManzF6HSan_REP3.mLb.clN_peak_2359	chr2L	21268825	21269482	+	14	NA	intron (FBgn0032938, intron 2 of 10)	-intron (FBgn0032938, intron 2 of 10)	6197	FBgn0032938	FBgn0032938	FBtr0346464						NA
ManzF6HSan_REP3.mLb.clN_peak_16202	chrX	16102567	16102695	+	14	NA	intron (FBgn0259699, intron 1 of 4)	-intron (FBgn0259700, intron 1 of 4)	2315	FBgn0259699	FBgn0259699	FBtr0299953						NA
ManzF6HSan_REP3.mLb.clN_peak_16636	chrX	18795155	18796004	+	14	NA	exon (FBgn0001090, exon 2 of 2)	-exon (FBgn0001090, exon 2 of 2)	1001	FBgn0001090	FBgn0001090	FBtr0074657						NA
ManzF6HSan_REP3.mLb.clN_peak_3332	chr2R	7799615	7800205	+	14	NA	TTS (FBgn0033224)	-TTS (FBgn0033224)	5656	FBgn0033224	FBgn0033224	FBtr0088900						NA
ManzF6HSan_REP3.mLb.clN_peak_6218	chr2R	23184870	23185031	+	14	NA	exon (FBgn0034833, exon 1 of 1)	-exon (FBgn0034833, exon 1 of 1)	973	FBgn0034833	FBgn0034833	FBtr0343195						NA
ManzF6HSan_REP3.mLb.clN_peak_10265	chr3R	7252906	7253172	+	14	NA	exon (FBgn0001112, exon 4 of 4)	-exon (FBgn0001112, exon 4 of 4)	-1082	FBgn0011282	FBgn0011282	FBtr0300016						NA
ManzF6HSan_REP3.mLb.clN_peak_13577	chr4	1038917	1039724	+	14	NA	intron (FBgn0264607, intron 11 of 14)	-intron (FBgn0264607, intron 10 of 13)	7456	FBgn0010217	FBgn0010217	FBtr0344754						NA
ManzF6HSan_REP3.mLb.clN_peak_6335	chr2R	23815903	23816068	+	14	NA	intron (FBgn0034909, intron 1 of 4)	-intron (FBgn0034909, intron 1 of 4)	2342	FBgn0034909	FBgn0034909	FBtr0072239						NA
ManzF6HSan_REP3.mLb.clN_peak_700	chr2L	5854738	5855369	+	14	NA	intron (FBgn0085410, intron 7 of 8)	-intron (FBgn0085410, intron 8 of 9)	24445	FBgn0031745	FBgn0031745	FBtr0342620						NA
ManzF6HSan_REP3.mLb.clN_peak_14894	chrX	7044828	7045094	+	14	NA	intron (FBgn0029930, intron 1 of 5)	-intron (FBgn0029930, intron 1 of 5)	4358	FBgn0029931	FBgn0029931	FBtr0071010						NA
ManzF6HSan_REP3.mLb.clN_peak_13999	chrX	1682943	1684671	+	14	NA	intron (FBgn0029587, intron 2 of 3)	-intron (FBgn0023531, intron 8 of 15)	2241	FBgn0029587	FBgn0029587	FBtr0308320						NA
ManzF6HSan_REP3.mLb.clN_peak_6461	chr2R	24501536	24502118	+	14	NA	exon (FBgn0017556, exon 2 of 3)	-exon (FBgn0017556, exon 2 of 3)	450	FBgn0017556	FBgn0017556	FBtr0343481						NA
ManzF6HSan_REP3.mLb.clN_peak_9982	chr3R	5226135	5226778	+	14	NA	TTS (FBgn0040208)	-TTS (FBgn0040208)	298	FBgn0037299	FBgn0037299	FBtr0305001						NA
ManzF6HSan_REP3.mLb.clN_peak_397	chr2L	3318050	3318268	+	14	NA	TTS (FBgn0031518)	-TTS (FBgn0031518)	1713	FBgn0031519	FBgn0031519	FBtr0331372						NA
ManzF6HSan_REP3.mLb.clN_peak_3287	chr2R	7580909	7581748	+	14	NA	TTS (FBgn0033194)	-TTS (FBgn0033194)	-1399	FBgn0266623	FBgn0266623	FBtr0344907						NA
ManzF6HSan_REP3.mLb.clN_peak_11837	chr3R	20585095	20585841	+	14	NA	TTS (FBgn0014029)	-TTS (FBgn0014029)	365	FBgn0038809	FBgn0038809	FBtr0300803						NA
ManzF6HSan_REP3.mLb.clN_peak_6234	chr2R	23284523	23284720	+	14	NA	promoter-TSS (FBgn0034840)	-promoter-TSS (FBgn0034840)	394	FBgn0034841	FBgn0034841	FBtr0343197						NA
ManzF6HSan_REP3.mLb.clN_peak_16951	chrX	21258557	21258977	+	14	NA	intron (FBgn0052521, intron 1 of 4)	-intron (FBgn0052521, intron 2 of 4)	-7619	FBgn0031168	FBgn0031168	FBtr0077237						NA
ManzF6HSan_REP3.mLb.clN_peak_11262	chr3R	15437761	15438190	+	14	NA	Intergenic	Intergenic	-1994	FBgn0000047	FBgn0000047	FBtr0083143						NA
ManzF6HSan_REP3.mLb.clN_peak_10643	chr3R	9934344	9934858	+	14	NA	intron (FBgn0287598, intron 2 of 6)	-intron (FBgn0267336, intron 2 of 6)	51459	FBgn0037770	FBgn0037770	FBtr0333687						NA
ManzF6HSan_REP3.mLb.clN_peak_3530	chr2R	8631256	8631936	+	14	NA	intron (FBgn0033317, intron 1 of 2)	-intron (FBgn0033317, intron 1 of 2)	241	FBgn0033317	FBgn0033317	FBtr0088727						NA
ManzF6HSan_REP3.mLb.clN_peak_14515	chrX	4632290	4632896	+	14	NA	exon (FBgn0025388, exon 3 of 5)	-exon (FBgn0025388, exon 3 of 5)	-2073	FBgn0025387	FBgn0025387	FBtr0335037						NA
ManzF6HSan_REP3.mLb.clN_peak_15032	chrX	8084551	8085045	+	14	NA	exon (FBgn0267091, exon 1 of 2)	-exon (FBgn0267091, exon 1 of 2)	542	FBgn0267091	FBgn0267091	FBtr0346106						NA
ManzF6HSan_REP3.mLb.clN_peak_11100	chr3R	14177657	14177880	+	14	NA	exon (FBgn0011582, exon 6 of 6)	-exon (FBgn0011582, exon 6 of 6)	15059	FBgn0038210	FBgn0038210	FBtr0082894						NA
ManzF6HSan_REP3.mLb.clN_peak_6995	chr3L	2478321	2478543	+	14	NA	promoter-TSS (FBgn0035344)	-promoter-TSS (FBgn0035344)	16	FBgn0035344	FBgn0035344	FBtr0072967						NA
ManzF6HSan_REP3.mLb.clN_peak_16860	chrX	20154349	20155264	+	14	NA	TTS (FBgn0031090)	-TTS (FBgn0031090)	5066	FBgn0031090	FBgn0031090	FBtr0333549						NA
ManzF6HSan_REP3.mLb.clN_peak_2728	chr2R	4610254	4610421	+	14	NA	TTS (FBgn0260799)	-TTS (FBgn0260799)	-8693	FBgn0032997	FBgn0032997	FBtr0299924						NA
ManzF6HSan_REP3.mLb.clN_peak_4565	chr2R	13249901	13250395	+	14	NA	exon (FBgn0033818, exon 1 of 3)	-exon (FBgn0033818, exon 1 of 3)	1576	FBgn0033818	FBgn0033818	FBtr0087757						NA
ManzF6HSan_REP3.mLb.clN_peak_3934	chr2R	10364586	10364799	+	14	NA	exon (FBgn0261698, exon 1 of 28)	-exon (FBgn0261698, exon 1 of 28)	2507	FBgn0041242	FBgn0041242	FBtr0303149						NA
ManzF6HSan_REP3.mLb.clN_peak_6239	chr2R	23318748	23319831	+	14	NA	promoter-TSS (FBgn0050412)	-promoter-TSS (FBgn0050412)	59	FBgn0050412	FBgn0050412	FBtr0343206						NA
ManzF6HSan_REP3.mLb.clN_peak_8663	chr3L	16745566	16745780	+	14	NA	Intergenic	Intergenic	-9816	FBgn0262099	FBgn0262099	FBtr0304017						NA
ManzF6HSan_REP3.mLb.clN_peak_6829	chr3L	1249249	1250006	+	14	NA	exon (FBgn0283500, exon 2 of 2)	-exon (FBgn0283500, exon 2 of 2)	-1069	FBgn0035196	FBgn0035196	FBtr0072653						NA
ManzF6HSan_REP3.mLb.clN_peak_7230	chr3L	4218834	4219563	+	14	NA	exon (FBgn0263110, exon 24 of 26)	-exon (FBgn0263110, exon 24 of 26)	3536	FBgn0052252	FBgn0052252	FBtr0307363						NA
ManzF6HSan_REP3.mLb.clN_peak_10810	chr3R	11478923	11479092	+	14	NA	Intergenic	Intergenic	-7781	FBgn0267141	FBgn0267141	FBtr0346253						NA
ManzF6HSan_REP3.mLb.clN_peak_15684	chrX	12274036	12274229	+	14	NA	promoter-TSS (FBgn0267163)	-promoter-TSS (FBgn0267163)	-503	FBgn0267163	FBgn0267163	FBtr0346284						NA
ManzF6HSan_REP3.mLb.clN_peak_2548	chr2L	23077474	23077609	+	14	NA	Intergenic	Intergenic	8536	FBgn0262887	FBgn0262887	FBtr0306299						NA
ManzF6HSan_REP3.mLb.clN_peak_10376	chr3R	8165768	8166348	+	14	NA	intron (FBgn0001138, intron 4 of 8)	-intron (FBgn0001138, intron 4 of 8)	15386	FBgn0001138	FBgn0001138	FBtr0330188						NA
ManzF6HSan_REP3.mLb.clN_peak_2504	chr2L	22276561	22276879	+	14	NA	Intergenic	Intergenic	26844	FBgn0032988	FBgn0032988	FBtr0085955						NA
ManzF6HSan_REP3.mLb.clN_peak_6861	chr3L	1455283	1455479	+	14	NA	intron (FBgn0267487, intron 3 of 7)	-intron (FBgn0267487, intron 3 of 7)	7420	FBgn0266116	FBgn0266116	FBtr0343630						NA
ManzF6HSan_REP3.mLb.clN_peak_7558	chr3L	7684455	7684761	+	14	NA	exon (FBgn0261788, exon 16 of 21)	-exon (FBgn0261788, exon 16 of 21)	11046	FBgn0265084	FBgn0265084	FBtr0336853						NA
ManzF6HSan_REP3.mLb.clN_peak_13753	chrX	591630	591770	+	14	NA	exon (FBgn0261930, exon 1 of 3)	-exon (FBgn0261930, exon 1 of 3)	9579	FBgn0261930	FBgn0261930	FBtr0110929						NA
ManzF6HSan_REP3.mLb.clN_peak_10134	chr3R	6124074	6124549	+	14	NA	TTS (FBgn0037402)	-TTS (FBgn0037402)	1719	FBgn0037402	FBgn0037402	FBtr0309512						NA
ManzF6HSan_REP3.mLb.clN_peak_16405	chrX	17288421	17288680	+	14	NA	exon (FBgn0024238, exon 2 of 5)	-exon (FBgn0024238, exon 2 of 5)	3119	FBgn0024238	FBgn0024238	FBtr0074441						NA
ManzF6HSan_REP3.mLb.clN_peak_2609	chr2R	1577504	1577929	+	14	NA	Intergenic	Intergenic	-12854	FBgn0039993	FBgn0039993	FBtr0302409						NA
ManzF6HSan_REP3.mLb.clN_peak_9222	chr3L	21089964	21090205	+	14	NA	intron (FBgn0020294, intron 1 of 6)	-intron (FBgn0020294, intron 2 of 7)	-1095	FBgn0053285	FBgn0053285	FBtr0078325						NA
ManzF6HSan_REP3.mLb.clN_peak_10027	chr3R	5445085	5445401	+	14	NA	intron (FBgn0037326, intron 4 of 7)	-intron (FBgn0037326, intron 4 of 7)	17877	FBgn0037327	FBgn0037327	FBtr0078770						NA
ManzF6HSan_REP3.mLb.clN_peak_5411	chr2R	17967058	17967441	+	14	NA	Intergenic	Intergenic	-10679	FBgn0003140	FBgn0003140	FBtr0344898						NA
ManzF6HSan_REP3.mLb.clN_peak_15605	chrX	11707892	11708575	+	14	NA	intron (FBgn0030327, intron 2 of 3)	-intron (FBgn0030327, intron 2 of 3)	1718	FBgn0030327	FBgn0030327	FBtr0073620						NA
ManzF6HSan_REP3.mLb.clN_peak_4723	chr2R	14119636	14120195	+	14	NA	intron (FBgn0040752, intron 1 of 9)	-intron (FBgn0040752, intron 1 of 11)	20987	FBgn0040752	FBgn0040752	FBtr0339765						NA
ManzF6HSan_REP3.mLb.clN_peak_7079	chr3L	3197225	3197667	+	14	NA	TTS (FBgn0001233)	-TTS (FBgn0001233)	185	FBgn0035415	FBgn0035415	FBtr0073108						NA
ManzF6HSan_REP3.mLb.clN_peak_15369	chrX	10288788	10289035	+	14	NA	intron (FBgn0259170, intron 1 of 6)	-intron (FBgn0259170, intron 2 of 6)	1163	FBgn0259170	FBgn0259170	FBtr0300513						NA
ManzF6HSan_REP3.mLb.clN_peak_9880	chr3R	4778159	4778718	+	14	NA	TTS (FBgn0010750)	-TTS (FBgn0010750)	1864	FBgn0037275	FBgn0037275	FBtr0078881						NA
ManzF6HSan_REP3.mLb.clN_peak_7088	chr3L	3257948	3258222	+	14	NA	promoter-TSS (FBgn0035427)	-promoter-TSS (FBgn0035427)	207	FBgn0035427	FBgn0035427	FBtr0331457						NA
ManzF6HSan_REP3.mLb.clN_peak_10024	chr3R	5433567	5433759	+	14	NA	intron (FBgn0037326, intron 2 of 7)	-intron (FBgn0037326, intron 2 of 7)	-6406	FBgn0037325	FBgn0037325	FBtr0078793						NA
ManzF6HSan_REP3.mLb.clN_peak_14804	chrX	6561662	6561989	+	14	NA	exon (FBgn0085446, exon 7 of 15)	-exon (FBgn0085446, exon 7 of 15)	15706	FBgn0085446	FBgn0085446	FBtr0345070						NA
ManzF6HSan_REP3.mLb.clN_peak_11559	chr3R	18290234	18291274	+	14	NA	exon (FBgn0010877, exon 2 of 4)	-exon (FBgn0010877, exon 2 of 4)	-1977	FBgn0038598	FBgn0038598	FBtr0083597						NA
ManzF6HSan_REP3.mLb.clN_peak_6970	chr3L	2343060	2343369	+	14	NA	exon (FBgn0035331, exon 4 of 5)	-exon (FBgn0035331, exon 4 of 5)	-17343	FBgn0035332	FBgn0035332	FBtr0072888						NA
ManzF6HSan_REP3.mLb.clN_peak_7152	chr3L	3663600	3663835	+	14	NA	Intergenic	Intergenic	4649	FBgn0262544	FBgn0262544	FBtr0304986						NA
ManzF6HSan_REP3.mLb.clN_peak_5805	chr2R	20607669	20609132	+	14	NA	exon (FBgn0050147, exon 6 of 9)	-exon (FBgn0050147, exon 6 of 9)	9817	FBgn0050147	FBgn0050147	FBtr0086256						NA
ManzF6HSan_REP3.mLb.clN_peak_5682	chr2R	19564934	19565335	+	14	NA	promoter-TSS (FBgn0053535)	-promoter-TSS (FBgn0053535)	-190	FBgn0053535	FBgn0053535	FBtr0100843						NA
ManzF6HSan_REP3.mLb.clN_peak_2300	chr2L	21004941	21006471	+	14	NA	intron (FBgn0250867, intron 3 of 5)	-intron (FBgn0250867, intron 1 of 1)	-29069	FBgn0286733	FBgn0286733	FBtr0474087						NA
ManzF6HSan_REP3.mLb.clN_peak_12058	chr3R	21866978	21867258	+	14	NA	promoter-TSS (FBgn0067317)	-promoter-TSS (FBgn0067317)	801	FBgn0038909	FBgn0038909	FBtr0334880						NA
ManzF6HSan_REP3.mLb.clN_peak_6	chr2L	19696	19886	+	14	NA	intron (FBgn0002121, intron 1 of 8)	-intron (FBgn0002121, intron 2 of 8)	1585	FBgn0002121	FBgn0002121	FBtr0078169						NA
ManzF6HSan_REP3.mLb.clN_peak_4531	chr2R	13128257	13128617	+	14	NA	exon (FBgn0033793, exon 3 of 3)	-exon (FBgn0033793, exon 3 of 3)	615	FBgn0033793	FBgn0033793	FBtr0087780						NA
ManzF6HSan_REP3.mLb.clN_peak_664	chr2L	5549922	5550220	+	14	NA	TTS (FBgn0031717)	-TTS (FBgn0031717)	764	FBgn0031718	FBgn0031718	FBtr0114511						NA
ManzF6HSan_REP3.mLb.clN_peak_4038	chr2R	10801288	10801601	+	14	NA	exon (FBgn0027499, exon 4 of 5)	-exon (FBgn0027499, exon 4 of 5)	-2735	FBgn0053144	FBgn0053144	FBtr0302517						NA
ManzF6HSan_REP3.mLb.clN_peak_1680	chr2L	14220325	14220563	+	14	NA	intron (FBgn0016930, intron 3 of 10)	-intron (FBgn0016930, intron 2 of 9)	-14310	FBgn0265940	FBgn0265940	FBtr0342907						NA
ManzF6HSan_REP3.mLb.clN_peak_12538	chr3R	25396358	25396924	+	14	NA	intron (FBgn0004509, intron 5 of 5)	-intron (FBgn0004509, intron 4 of 11)	4004	FBgn0051439	FBgn0051439	FBtr0084845						NA
ManzF6HSan_REP3.mLb.clN_peak_465	chr2L	3864714	3864847	+	14	NA	exon (FBgn0031574, exon 3 of 8)	-exon (FBgn0031574, exon 3 of 8)	1650	FBgn0031574	FBgn0031574	FBtr0334832						NA
ManzF6HSan_REP3.mLb.clN_peak_15547	chrX	11412298	11412810	+	14	NA	TTS (FBgn0030296)	-TTS (FBgn0030296)	636	FBgn0030297	FBgn0030297	FBtr0073550						NA
ManzF6HSan_REP3.mLb.clN_peak_15352	chrX	10204747	10204889	+	14	NA	TTS (FBgn0030183)	-TTS (FBgn0030183)	418	FBgn0052690	FBgn0052690	FBtr0303456						NA
ManzF6HSan_REP3.mLb.clN_peak_4082	chr2R	10990450	10991603	+	14	NA	exon (FBgn0040765, exon 3 of 5)	-exon (FBgn0040765, exon 3 of 5)	44717	FBgn0266763	FBgn0266763	FBtr0345362						NA
ManzF6HSan_REP3.mLb.clN_peak_11197	chr3R	15067802	15068015	+	14	NA	intron (FBgn0038282, intron 3 of 7)	-intron (FBgn0038282, intron 3 of 7)	9298	FBgn0038282	FBgn0038282	FBtr0346114						NA
ManzF6HSan_REP3.mLb.clN_peak_1294	chr2L	10284092	10284357	+	14	NA	exon (FBgn0032208, exon 7 of 8)	-exon (FBgn0032208, exon 7 of 8)	-3352	FBgn0054043	FBgn0054043	FBtr0300408						NA
ManzF6HSan_REP3.mLb.clN_peak_7286	chr3L	4596575	4596744	+	14	NA	intron (FBgn0262733, intron 4 of 7)	-intron (FBgn0262733, intron 4 of 7)	-24560	FBgn0052246	FBgn0052246	FBtr0302941						NA
ManzF6HSan_REP3.mLb.clN_peak_10415	chr3R	8365435	8365987	+	14	NA	TTS (FBgn0266801)	-TTS (FBgn0266801)	2885	FBgn0037584	FBgn0037584	FBtr0301759						NA
ManzF6HSan_REP3.mLb.clN_peak_2191	chr2L	20313226	20313424	+	14	NA	intron (FBgn0003475, intron 1 of 16)	-intron (FBgn0003475, intron 1 of 16)	2106	FBgn0003475	FBgn0003475	FBtr0306556						NA
ManzF6HSan_REP3.mLb.clN_peak_3508	chr2R	8554087	8554434	+	14	NA	Intergenic	Intergenic	-1970	FBgn0033301	FBgn0033301	FBtr0088736						NA
ManzF6HSan_REP3.mLb.clN_peak_7900	chr3L	9846207	9846517	+	14	NA	intron (FBgn0004390, intron 1 of 4)	-intron (FBgn0004390, intron 1 of 4)	-7692	FBgn0015618	FBgn0015618	FBtr0076369						NA
ManzF6HSan_REP3.mLb.clN_peak_893	chr2L	7222630	7222864	+	14	NA	TTS (FBgn0259111)	-TTS (FBgn0259111)	334	FBgn0263133	FBgn0263133	FBtr0079413						NA
ManzF6HSan_REP3.mLb.clN_peak_10402	chr3R	8308238	8308558	+	14	NA	TTS (FBgn0037570)	-TTS (FBgn0037570)	247	FBgn0037569	FBgn0037569	FBtr0081861						NA
ManzF6HSan_REP3.mLb.clN_peak_15260	chrX	9569099	9569624	+	14	NA	exon (FBgn0052702, exon 5 of 15)	-exon (FBgn0052702, exon 5 of 15)	1947	FBgn0052702	FBgn0052702	FBtr0273437						NA
ManzF6HSan_REP3.mLb.clN_peak_1750	chr2L	15164767	15165326	+	14	NA	exon (FBgn0028888, exon 5 of 6)	-exon (FBgn0028888, exon 5 of 6)	4395	FBgn0265995	FBgn0265995	FBtr0343104						NA
ManzF6HSan_REP3.mLb.clN_peak_4048	chr2R	10835725	10836481	+	14	NA	promoter-TSS (FBgn0033558)	-promoter-TSS (FBgn0033558)	-394	FBgn0033558	FBgn0033558	FBtr0339478						NA
ManzF6HSan_REP3.mLb.clN_peak_4091	chr2R	11047625	11048014	+	14	NA	intron (FBgn0040765, intron 2 of 4)	-intron (FBgn0040765, intron 2 of 4)	-37767	FBgn0262817	FBgn0262817	FBtr0306049						NA
ManzF6HSan_REP3.mLb.clN_peak_539	chr2L	4790256	4790428	+	14	NA	intron (FBgn0031627, intron 1 of 6)	-intron (FBgn0031627, intron 1 of 6)	3702	FBgn0031627	FBgn0031627	FBtr0077418						NA
ManzF6HSan_REP3.mLb.clN_peak_1766	chr2L	15728996	15730615	+	14	NA	exon (FBgn0010382, exon 4 of 6)	-exon (FBgn0010382, exon 4 of 6)	-15446	FBgn0028863	FBgn0028863	FBtr0344778						NA
