PeakID (cmd=annotatePeaks.pl ManzF3Heat_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Heat_REP1.mLb.clN_peak_4072	chr2R	22812858	22813150	+	11	NA	exon (FBgn0086408, exon 5 of 10)	-exon (FBgn0086408, exon 5 of 10)	-3470	FBgn0050271	FBgn0050271	FBtr0346670						NA
ManzF3Heat_REP1.mLb.clN_peak_801	chr2L	8799262	8799431	+	11	NA	Intergenic	Intergenic	-16846	FBgn0261627	FBgn0261627	FBtr0302991						NA
ManzF3Heat_REP1.mLb.clN_peak_4358	chr2R	25167506	25167685	+	11	NA	promoter-TSS (FBgn0054038)	-promoter-TSS (FBgn0054038)	-64	FBgn0054038	FBgn0054038	FBtr0307197						NA
ManzF3Heat_REP1.mLb.clN_peak_3597	chr2R	18842190	18842793	+	11	NA	exon (FBgn0034400, exon 8 of 11)	-exon (FBgn0034400, exon 8 of 11)	4128	FBgn0034400	FBgn0034400	FBtr0330054						NA
ManzF3Heat_REP1.mLb.clN_peak_2259	chr2R	7033591	7033870	+	11	NA	TTS (FBgn0033128)	-TTS (FBgn0033128)	168	FBgn0033129	FBgn0033129	FBtr0089026						NA
ManzF3Heat_REP1.mLb.clN_peak_1434	chr2L	16769574	16769898	+	11	NA	intron (FBgn0264695, intron 3 of 18)	-intron (FBgn0264695, intron 3 of 17)	1959	FBgn0264695	FBgn0264695	FBtr0346712						NA
ManzF3Heat_REP1.mLb.clN_peak_596	chr2L	6750746	6751126	+	11	NA	intron (FBgn0031855, intron 1 of 1)	-intron (FBgn0031855, intron 1 of 1)	-3022	FBgn0265257	FBgn0265257	FBtr0339238						NA
ManzF3Heat_REP1.mLb.clN_peak_5678	chr3L	13078072	13078300	+	11	NA	Intergenic	Intergenic	4466	FBgn0263661	FBgn0263661	FBtr0310106						NA
ManzF3Heat_REP1.mLb.clN_peak_6610	chr3L	22251104	22251226	+	11	NA	Intergenic	Intergenic	11756	FBgn0028500	FBgn0028500	FBtr0334751						NA
ManzF3Heat_REP1.mLb.clN_peak_2351	chr2R	7681434	7681883	+	11	NA	promoter-TSS (FBgn0033212)	-promoter-TSS (FBgn0033212)	-5296	FBgn0033210	FBgn0033210	FBtr0088941						NA
ManzF3Heat_REP1.mLb.clN_peak_9673	chr4	1243101	1243266	+	11	NA	intron (FBgn0053653, intron 4 of 22)	-intron (FBgn0053653, intron 4 of 23)	12346	FBgn0053653	FBgn0053653	FBtr0333702						NA
ManzF3Heat_REP1.mLb.clN_peak_7003	chr3R	5156987	5157623	+	11	NA	intron (FBgn0037295, intron 2 of 6)	-intron (FBgn0037295, intron 2 of 6)	-2307	FBgn0037294	FBgn0037294	FBtr0078773						NA
ManzF3Heat_REP1.mLb.clN_peak_5161	chr3L	7665016	7665253	+	11	NA	exon (FBgn0265084, exon 2 of 5)	-exon (FBgn0265084, exon 2 of 5)	-10382	FBgn0035807	FBgn0035807	FBtr0076821						NA
ManzF3Heat_REP1.mLb.clN_peak_7329	chr3R	7866502	7866981	+	11	NA	TTS (FBgn0037525)	-TTS (FBgn0037525)	17700	FBgn0267802	FBgn0267802	FBtr0347371						NA
ManzF3Heat_REP1.mLb.clN_peak_5008	chr3L	6164160	6164588	+	11	NA	TTS (FBgn0035688)	-TTS (FBgn0035688)	1247	FBgn0035687	FBgn0035687	FBtr0076997						NA
ManzF3Heat_REP1.mLb.clN_peak_3527	chr2R	18103389	18103556	+	11	NA	exon (FBgn0034301, exon 4 of 5)	-exon (FBgn0034301, exon 4 of 5)	4917	FBgn0034301	FBgn0034301	FBtr0330001						NA
ManzF3Heat_REP1.mLb.clN_peak_9711	chrX	270822	271045	+	11	NA	exon (FBgn0005427, exon 7 of 7)	-exon (FBgn0005427, exon 7 of 7)	-3905	FBgn0029518	FBgn0029518	FBtr0332989						NA
ManzF3Heat_REP1.mLb.clN_peak_5045	chr3L	6439777	6440186	+	11	NA	intron (FBgn0261801, intron 1 of 6)	-intron (FBgn0261801, intron 1 of 6)	39391	FBgn0261801	FBgn0261801	FBtr0303270						NA
ManzF3Heat_REP1.mLb.clN_peak_3662	chr2R	19358224	19358527	+	11	NA	promoter-TSS (FBgn0034436)	-promoter-TSS (FBgn0034436)	59	FBgn0034436	FBgn0034436	FBtr0308495						NA
ManzF3Heat_REP1.mLb.clN_peak_9493	chr3R	31900372	31900522	+	11	NA	intron (FBgn0011224, intron 4 of 13)	-intron (FBgn0011224, intron 4 of 13)	-86402	FBgn0039886	FBgn0039886	FBtr0085871						NA
ManzF3Heat_REP1.mLb.clN_peak_374	chr2L	4228870	4229246	+	11	NA	TTS (FBgn0003941)	-TTS (FBgn0003941)	137	FBgn0265819	FBgn0265819	FBtr0342651						NA
ManzF3Heat_REP1.mLb.clN_peak_4458	chr3L	664326	664617	+	11	NA	Intergenic	Intergenic	10108	FBgn0035150	FBgn0035150	FBtr0072557						NA
ManzF3Heat_REP1.mLb.clN_peak_8357	chr3R	19374161	19374529	+	11	NA	TTS (FBgn0051404)	-TTS (FBgn0051404)	444	FBgn0038697	FBgn0038697	FBtr0083775						NA
ManzF3Heat_REP1.mLb.clN_peak_6766	chr3L	25966807	25967351	+	11	NA	intron (FBgn0287183, intron 6 of 12)	-intron (FBgn0287183, intron 4 of 10)	46642	FBgn0287183	FBgn0287183	FBtr0113818						NA
ManzF3Heat_REP1.mLb.clN_peak_2246	chr2R	6941415	6941567	+	11	NA	intron (FBgn0053558, intron 2 of 12)	-intron (FBgn0053558, intron 2 of 15)	2504	FBgn0066293	FBgn0066293	FBtr0086192						NA
ManzF3Heat_REP1.mLb.clN_peak_5792	chr3L	14331931	14332272	+	11	NA	intron (FBgn0001085, intron 4 of 4)	-intron (FBgn0001085, intron 4 of 4)	2755	FBgn0036419	FBgn0036419	FBtr0075744						NA
ManzF3Heat_REP1.mLb.clN_peak_6034	chr3L	16900071	16900248	+	11	NA	exon (FBgn0261565, exon 1 of 7)	-exon (FBgn0261565, exon 1 of 7)	13053	FBgn0261565	FBgn0261565	FBtr0479915						NA
ManzF3Heat_REP1.mLb.clN_peak_8187	chr3R	17440011	17440148	+	11	NA	exon (FBgn0038510, exon 3 of 5)	-exon (FBgn0038510, exon 3 of 5)	649	FBgn0038510	FBgn0038510	FBtr0113244						NA
ManzF3Heat_REP1.mLb.clN_peak_2619	chr2R	9836645	9836943	+	11	NA	promoter-TSS (FBgn0033449)	-promoter-TSS (FBgn0033449)	-191	FBgn0033449	FBgn0033449	FBtr0088477						NA
ManzF3Heat_REP1.mLb.clN_peak_8298	chr3R	18806058	18806210	+	11	NA	exon (FBgn0038653, exon 3 of 3)	-exon (FBgn0038653, exon 3 of 3)	-10965	FBgn0038652	FBgn0038652	FBtr0339167						NA
ManzF3Heat_REP1.mLb.clN_peak_7211	chr3R	6684549	6685135	+	11	NA	exon (FBgn0000552, exon 2 of 2)	-exon (FBgn0000552, exon 2 of 2)	397	FBgn0000552	FBgn0000552	FBtr0081688						NA
ManzF3Heat_REP1.mLb.clN_peak_1231	chr2L	14441334	14441619	+	11	NA	Intergenic	Intergenic	7533	FBgn0267290	FBgn0267290	FBtr0346575						NA
ManzF3Heat_REP1.mLb.clN_peak_5607	chr3L	12157868	12158190	+	11	NA	exon (FBgn0036259, exon 3 of 3)	-exon (FBgn0036259, exon 3 of 3)	5706	FBgn0036259	FBgn0036259	FBtr0330196						NA
ManzF3Heat_REP1.mLb.clN_peak_8624	chr3R	22614313	22614657	+	11	NA	promoter-TSS (FBgn0051156)	-promoter-TSS (FBgn0051156)	799	FBgn0051159	FBgn0051159	FBtr0084270						NA
ManzF3Heat_REP1.mLb.clN_peak_5797	chr3L	14354746	14355108	+	11	NA	intron (FBgn0001085, intron 4 of 4)	-intron (FBgn0001085, intron 4 of 4)	14780	FBgn0036421	FBgn0036421	FBtr0333022						NA
ManzF3Heat_REP1.mLb.clN_peak_7731	chr3R	12150455	12150778	+	11	NA	exon (FBgn0037993, exon 3 of 7)	-exon (FBgn0037993, exon 3 of 7)	7979	FBgn0037993	FBgn0037993	FBtr0339647						NA
ManzF3Heat_REP1.mLb.clN_peak_4053	chr2R	22668053	22668174	+	11	NA	exon (FBgn0050269, exon 1 of 2)	-exon (FBgn0050269, exon 1 of 2)	958	FBgn0050269	FBgn0050269	FBtr0346949						NA
ManzF3Heat_REP1.mLb.clN_peak_6191	chr3L	18612730	18612855	+	11	NA	TTS (FBgn0052201)	-TTS (FBgn0052201)	892	FBgn0052199	FBgn0052199	FBtr0331419						NA
ManzF3Heat_REP1.mLb.clN_peak_9415	chr3R	31286353	31286562	+	11	NA	Intergenic	Intergenic	18927	FBgn0039840	FBgn0039840	FBtr0347502						NA
ManzF3Heat_REP1.mLb.clN_peak_11719	chrX	19760857	19761153	+	11	NA	exon (FBgn0031070, exon 2 of 5)	-exon (FBgn0031070, exon 2 of 5)	3869	FBgn0031070	FBgn0031070	FBtr0346378						NA
ManzF3Heat_REP1.mLb.clN_peak_4542	chr3L	1400506	1400887	+	11	NA	promoter-TSS (FBgn0011854)	-promoter-TSS (FBgn0011854)	-744	FBgn0011854	FBgn0011854	FBtr0072690						NA
ManzF3Heat_REP1.mLb.clN_peak_7841	chr3R	13460158	13460306	+	11	NA	exon (FBgn0286034, exon 5 of 5)	-exon (FBgn0286034, exon 5 of 5)	5874	FBgn0286034	FBgn0286034	FBtr0473378						NA
ManzF3Heat_REP1.mLb.clN_peak_5190	chr3L	7876335	7876449	+	11	NA	intron (FBgn0052365, intron 1 of 3)	-intron (FBgn0052365, intron 2 of 4)	7350	FBgn0052365	FBgn0052365	FBtr0339897						NA
ManzF3Heat_REP1.mLb.clN_peak_11895	chrX	21445995	21446529	+	11	NA	intron (FBgn0259245, intron 1 of 9)	-intron (FBgn0259245, intron 1 of 9)	11476	FBgn0259245	FBgn0259245	FBtr0299901						NA
ManzF3Heat_REP1.mLb.clN_peak_8591	chr3R	22125613	22125934	+	11	NA	exon (FBgn0259736, exon 2 of 12)	-exon (FBgn0259736, exon 2 of 12)	5712	FBgn0259736	FBgn0259736	FBtr0479749						NA
ManzF3Heat_REP1.mLb.clN_peak_2611	chr2R	9739974	9740217	+	11	NA	intron (FBgn0259678, intron 1 of 8)	-intron (FBgn0259678, intron 1 of 7)	8026	FBgn0259678	FBgn0259678	FBtr0310326						NA
ManzF3Heat_REP1.mLb.clN_peak_11388	chrX	17110580	17111045	+	11	NA	intron (FBgn0260748, intron 1 of 10)	-intron (FBgn0260748, intron 1 of 10)	-4960	FBgn0065032	FBgn0065032	FBtr0074410						NA
ManzF3Heat_REP1.mLb.clN_peak_11469	chrX	17828810	17828968	+	11	NA	intron (FBgn0265902, intron 1 of 1)	-intron (FBgn0265902, intron 1 of 1)	-1325	FBgn0030869	FBgn0030869	FBtr0310310						NA
ManzF3Heat_REP1.mLb.clN_peak_2814	chr2R	11326815	11326990	+	11	NA	intron (FBgn0003382, intron 1 of 8)	-intron (FBgn0003382, intron 1 of 8)	1114	FBgn0003382	FBgn0003382	FBtr0332463						NA
ManzF3Heat_REP1.mLb.clN_peak_1945	chr2R	1232821	1233007	+	11	NA	Intergenic	Intergenic	21847	FBgn0085732	FBgn0085732	FBtr0334740						NA
ManzF3Heat_REP1.mLb.clN_peak_2007	chr2R	4656901	4657056	+	11	NA	Intergenic	Intergenic	-14875	FBgn0040005	FBgn0040005	FBtr0334996						NA
ManzF3Heat_REP1.mLb.clN_peak_10992	chrX	13046680	13046875	+	11	NA	intron (FBgn0265597, intron 1 of 14)	-intron (FBgn0265597, intron 5 of 18)	-7441	FBgn0266114	FBgn0266114	FBtr0343601						NA
ManzF3Heat_REP1.mLb.clN_peak_5000	chr3L	6057429	6057854	+	11	NA	TTS (FBgn0028980)	-TTS (FBgn0028980)	-1400	FBgn0266990	FBgn0266990	FBtr0345907						NA
ManzF3Heat_REP1.mLb.clN_peak_6965	chr3R	4975493	4975732	+	11	NA	Intergenic	Intergenic	-6653	FBgn0263455	FBgn0263455	FBtr0309311						NA
ManzF3Heat_REP1.mLb.clN_peak_4912	chr3L	4866485	4866607	+	11	NA	exon (FBgn0035581, exon 11 of 52)	-exon (FBgn0035581, exon 11 of 52)	5242	FBgn0035581	FBgn0035581	FBtr0289982						NA
ManzF3Heat_REP1.mLb.clN_peak_3395	chr2R	16713319	16713521	+	11	NA	intron (FBgn0050463, intron 1 of 10)	-intron (FBgn0050463, intron 2 of 11)	22398	FBgn0013763	FBgn0013763	FBtr0340066						NA
ManzF3Heat_REP1.mLb.clN_peak_4902	chr3L	4731277	4731603	+	11	NA	intron (FBgn0035574, intron 2 of 9)	-intron (FBgn0035574, intron 2 of 10)	-13510	FBgn0267645	FBgn0267645	FBtr0347101						NA
ManzF3Heat_REP1.mLb.clN_peak_5210	chr3L	8106735	8106860	+	11	NA	exon (FBgn0262579, exon 9 of 10)	-exon (FBgn0262579, exon 9 of 10)	-2335	FBgn0028379	FBgn0028379	FBtr0076683						NA
ManzF3Heat_REP1.mLb.clN_peak_808	chr2L	8861202	8861367	+	11	NA	Intergenic	Intergenic	-1492	FBgn0052986	FBgn0052986	FBtr0079734						NA
ManzF3Heat_REP1.mLb.clN_peak_2839	chr2R	11557566	11557692	+	11	NA	Intergenic	Intergenic	-29746	FBgn0000577	FBgn0000577	FBtr0088095						NA
ManzF3Heat_REP1.mLb.clN_peak_948	chr2L	10940756	10940932	+	11	NA	intron (FBgn0261871, intron 2 of 7)	-intron (FBgn0261871, intron 2 of 7)	2105	FBgn0265685	FBgn0265685	FBtr0340556						NA
ManzF3Heat_REP1.mLb.clN_peak_9910	chrX	1612006	1612227	+	11	NA	promoter-TSS (FBgn0283451)	-promoter-TSS (FBgn0283451)	-10192	FBgn0283451	FBgn0283451	FBtr0070265						NA
ManzF3Heat_REP1.mLb.clN_peak_2807	chr2R	11261667	11261986	+	11	NA	promoter-TSS (FBgn0033601)	-promoter-TSS (FBgn0033601)	-20	FBgn0033601	FBgn0033601	FBtr0088188						NA
ManzF3Heat_REP1.mLb.clN_peak_939	chr2L	10796506	10796771	+	11	NA	intron (FBgn0051869, intron 2 of 7)	-intron (FBgn0051869, intron 1 of 6)	4471	FBgn0051869	FBgn0051869	FBtr0290246						NA
ManzF3Heat_REP1.mLb.clN_peak_1646	chr2L	19714801	19715345	+	11	NA	intron (FBgn0267964, intron 10 of 17)	-intron (FBgn0000464, intron 8 of 16)	-14105	FBgn0005590	FBgn0005590	FBtr0343860						NA
ManzF3Heat_REP1.mLb.clN_peak_11242	chrX	15496790	15497184	+	11	NA	TTS (FBgn0266182)	-TTS (FBgn0266182)	875	FBgn0266182	FBgn0266182	FBtr0343766						NA
ManzF3Heat_REP1.mLb.clN_peak_10918	chrX	12162020	12162193	+	11	NA	intron (FBgn0267001, intron 3 of 19)	-intron (FBgn0267001, intron 2 of 18)	16520	FBgn0030377	FBgn0030377	FBtr0073634						NA
ManzF3Heat_REP1.mLb.clN_peak_1581	chr2L	19041834	19042287	+	11	NA	TTS (FBgn0086442)	-TTS (FBgn0086442)	198	FBgn0002022	FBgn0002022	FBtr0081143						NA
ManzF3Heat_REP1.mLb.clN_peak_9739	chrX	449799	449928	+	11	NA	intron (FBgn0052816, intron 1 of 2)	-intron (FBgn0052816, intron 1 of 2)	-10884	FBgn0000137	FBgn0000137	FBtr0070075						NA
ManzF3Heat_REP1.mLb.clN_peak_8447	chr3R	20512469	20512595	+	11	NA	promoter-TSS (FBgn0038799)	-promoter-TSS (FBgn0038799)	-2185	FBgn0038799	FBgn0038799	FBtr0083888						NA
ManzF3Heat_REP1.mLb.clN_peak_10325	chrX	5398543	5398812	+	11	NA	exon (FBgn0029761, exon 12 of 13)	-exon (FBgn0029761, exon 12 of 13)	12172	FBgn0029762	FBgn0029762	FBtr0070797						NA
ManzF3Heat_REP1.mLb.clN_peak_6948	chr3R	4813547	4813670	+	11	NA	promoter-TSS (FBgn0037279)	-promoter-TSS (FBgn0037279)	-1512	FBgn0260794	FBgn0260794	FBtr0344030						NA
ManzF3Heat_REP1.mLb.clN_peak_556	chr2L	6297405	6297534	+	11	NA	intron (FBgn0053531, intron 10 of 16)	-intron (FBgn0053531, intron 10 of 16)	11282	FBgn0264543	FBgn0264543	FBtr0333243						NA
ManzF3Heat_REP1.mLb.clN_peak_7565	chr3R	10248388	10248723	+	11	NA	exon (FBgn0261928, exon 10 of 10)	-exon (FBgn0261928, exon 10 of 10)	-2963	FBgn0037801	FBgn0037801	FBtr0082225						NA
ManzF3Heat_REP1.mLb.clN_peak_7583	chr3R	10464255	10464471	+	11	NA	exon (FBgn0266260, exon 1 of 1)	-exon (FBgn0266260, exon 1 of 1)	615	FBgn0266260	FBgn0266260	FBtr0343910						NA
ManzF3Heat_REP1.mLb.clN_peak_6237	chr3L	19069793	19069941	+	11	NA	exon (FBgn0036844, exon 3 of 5)	-exon (FBgn0036844, exon 3 of 5)	6702	FBgn0036843	FBgn0036843	FBtr0075025						NA
ManzF3Heat_REP1.mLb.clN_peak_9236	chr3R	29687780	29688077	+	11	NA	intron (FBgn0039682, intron 1 of 1)	-intron (FBgn0039682, intron 1 of 1)	1383	FBgn0039682	FBgn0039682	FBtr0333199						NA
ManzF3Heat_REP1.mLb.clN_peak_7416	chr3R	8652855	8653119	+	11	NA	promoter-TSS (FBgn0037603)	-promoter-TSS (FBgn0037603)	-71	FBgn0000447	FBgn0000447	FBtr0300442						NA
ManzF3Heat_REP1.mLb.clN_peak_773	chr2L	8523581	8523970	+	11	NA	exon (FBgn0016122, exon 3 of 4)	-exon (FBgn0016122, exon 3 of 4)	1842	FBgn0016122	FBgn0016122	FBtr0333416						NA
ManzF3Heat_REP1.mLb.clN_peak_9736	chrX	426693	426964	+	11	NA	intron (FBgn0052816, intron 1 of 2)	-intron (FBgn0052816, intron 1 of 2)	10620	FBgn0011822	FBgn0011822	FBtr0070100						NA
ManzF3Heat_REP1.mLb.clN_peak_3016	chr2R	13178238	13178361	+	11	NA	exon (FBgn0033802, exon 4 of 4)	-exon (FBgn0033802, exon 4 of 4)	2904	FBgn0053137	FBgn0053137	FBtr0310497						NA
ManzF3Heat_REP1.mLb.clN_peak_10242	chrX	4510131	4510470	+	11	NA	intron (FBgn0052773, intron 2 of 4)	-intron (FBgn0052773, intron 2 of 4)	-19931	FBgn0029708	FBgn0029708	FBtr0308916						NA
ManzF3Heat_REP1.mLb.clN_peak_7649	chr3R	11407848	11408112	+	11	NA	promoter-TSS (FBgn0037892)	-promoter-TSS (FBgn0037892)	62	FBgn0037892	FBgn0037892	FBtr0082384						NA
ManzF3Heat_REP1.mLb.clN_peak_3118	chr2R	14069326	14069820	+	11	NA	intron (FBgn0040752, intron 6 of 10)	-intron (FBgn0040752, intron 6 of 11)	-20752	FBgn0259183	FBgn0259183	FBtr0299667						NA
ManzF3Heat_REP1.mLb.clN_peak_6423	chr3L	20884681	20884896	+	11	NA	intron (FBgn0052432, intron 1 of 18)	-intron (FBgn0052432, intron 1 of 19)	400	FBgn0052432	FBgn0052432	FBtr0333372						NA
ManzF3Heat_REP1.mLb.clN_peak_10983	chrX	12959172	12959690	+	11	NA	exon (FBgn0052642, exon 1 of 3)	-exon (FBgn0052642, exon 1 of 3)	211	FBgn0052642	FBgn0052642	FBtr0346281						NA
ManzF3Heat_REP1.mLb.clN_peak_4159	chr2R	23470648	23471126	+	11	NA	intron (FBgn0034865, intron 1 of 2)	-intron (FBgn0034865, intron 1 of 2)	888	FBgn0034865	FBgn0034865	FBtr0072021						NA
ManzF3Heat_REP1.mLb.clN_peak_9942	chrX	1811353	1811571	+	11	NA	intron (FBgn0283741, intron 2 of 3)	-intron (FBgn0283741, intron 2 of 3)	8879	FBgn0029589	FBgn0029589	FBtr0309971						NA
ManzF3Heat_REP1.mLb.clN_peak_11912	chrX	21575897	21576024	+	11	NA	Intergenic	Intergenic	-7842	FBgn0265922	FBgn0265922	FBtr0342860						NA
ManzF3Heat_REP1.mLb.clN_peak_2272	chr2R	7119653	7119895	+	11	NA	intron (FBgn0263934, intron 3 of 6)	-intron (FBgn0263934, intron 3 of 6)	10034	FBgn0015038	FBgn0015038	FBtr0089056						NA
ManzF3Heat_REP1.mLb.clN_peak_375	chr2L	4234909	4235373	+	11	NA	Intergenic	Intergenic	5679	FBgn0267284	FBgn0267284	FBtr0346503						NA
ManzF3Heat_REP1.mLb.clN_peak_1909	chr2L	22282032	22282415	+	11	NA	Intergenic	Intergenic	32347	FBgn0032988	FBgn0032988	FBtr0085955						NA
ManzF3Heat_REP1.mLb.clN_peak_7954	chr3R	14608730	14609085	+	11	NA	promoter-TSS (FBgn0038246)	-promoter-TSS (FBgn0038246)	-735	FBgn0038246	FBgn0038246	FBtr0082960						NA
ManzF3Heat_REP1.mLb.clN_peak_1468	chr2L	17620362	17620486	+	11	NA	Intergenic	Intergenic	5266	FBgn0265586	FBgn0265586	FBtr0340252						NA
ManzF3Heat_REP1.mLb.clN_peak_1179	chr2L	13974500	13975238	+	11	NA	exon (FBgn0259896, exon 2 of 2)	-exon (FBgn0259896, exon 2 of 2)	1385	FBgn0259896	FBgn0259896	FBtr0080615						NA
ManzF3Heat_REP1.mLb.clN_peak_11484	chrX	17961565	17961714	+	11	NA	exon (FBgn0003380, exon 2 of 13)	-exon (FBgn0003380, exon 2 of 13)	45967	FBgn0030886	FBgn0030886	FBtr0074539						NA
ManzF3Heat_REP1.mLb.clN_peak_5888	chr3L	15194389	15195338	+	11	NA	Intergenic	Intergenic	4423	FBgn0265755	FBgn0265755	FBtr0340717						NA
ManzF3Heat_REP1.mLb.clN_peak_4672	chr3L	2534168	2534297	+	11	NA	intron (FBgn0010905, intron 3 of 13)	-intron (FBgn0010905, intron 3 of 15)	-7259	FBgn0260480	FBgn0260480	FBtr0072962						NA
ManzF3Heat_REP1.mLb.clN_peak_9035	chr3R	27051893	27052053	+	11	NA	TTS (FBgn0029170)	-TTS (FBgn0029170)	2753	FBgn0029170	FBgn0029170	FBtr0085101						NA
ManzF3Heat_REP1.mLb.clN_peak_3500	chr2R	17742491	17742607	+	11	NA	exon (FBgn0034271, exon 8 of 10)	-exon (FBgn0034271, exon 8 of 10)	-1552	FBgn0034272	FBgn0034272	FBtr0086865						NA
ManzF3Heat_REP1.mLb.clN_peak_621	chr2L	7065675	7065907	+	11	NA	promoter-TSS (FBgn0031886)	-promoter-TSS (FBgn0031886)	46	FBgn0031886	FBgn0031886	FBtr0079424						NA
ManzF3Heat_REP1.mLb.clN_peak_11175	chrX	14912335	14912664	+	11	NA	exon (FBgn0030596, exon 2 of 2)	-exon (FBgn0030596, exon 2 of 2)	1313	FBgn0030596	FBgn0030596	FBtr0073976						NA
ManzF3Heat_REP1.mLb.clN_peak_2743	chr2R	10802526	10802700	+	11	NA	exon (FBgn0027499, exon 3 of 5)	-exon (FBgn0027499, exon 3 of 5)	-3904	FBgn0053144	FBgn0053144	FBtr0302517						NA
ManzF3Heat_REP1.mLb.clN_peak_4773	chr3L	3571877	3572000	+	11	NA	intron (FBgn0005640, intron 2 of 10)	-intron (FBgn0005640, intron 2 of 10)	-15639	FBgn0267470	FBgn0267470	FBtr0346841						NA
ManzF3Heat_REP1.mLb.clN_peak_3986	chr2R	22142729	22142947	+	11	NA	intron (FBgn0000008, intron 2 of 8)	-intron (FBgn0000008, intron 2 of 9)	2903	FBgn0029084	FBgn0029084	FBtr0071766						NA
ManzF3Heat_REP1.mLb.clN_peak_4858	chr3L	4390810	4391200	+	11	NA	exon (FBgn0035539, exon 2 of 5)	-exon (FBgn0035539, exon 2 of 5)	6563	FBgn0035539	FBgn0035539	FBtr0073292						NA
ManzF3Heat_REP1.mLb.clN_peak_10291	chrX	5003328	5003844	+	11	NA	intron (FBgn0266096, intron 3 of 3)	-intron (FBgn0266096, intron 3 of 3)	6145	FBgn0029740	FBgn0029740	FBtr0343530						NA
ManzF3Heat_REP1.mLb.clN_peak_5892	chr3L	15209530	15209790	+	11	NA	Intergenic	Intergenic	1816	FBgn0036490	FBgn0036490	FBtr0075644						NA
ManzF3Heat_REP1.mLb.clN_peak_2837	chr2R	11544736	11544871	+	11	NA	Intergenic	Intergenic	-16920	FBgn0000577	FBgn0000577	FBtr0088095						NA
ManzF3Heat_REP1.mLb.clN_peak_821	chr2L	9058330	9058459	+	11	NA	intron (FBgn0051708, intron 6 of 9)	-intron (FBgn0051708, intron 6 of 9)	-12638	FBgn0265676	FBgn0265676	FBtr0340591						NA
ManzF3Heat_REP1.mLb.clN_peak_3006	chr2R	13067655	13067777	+	11	NA	exon (FBgn0033791, exon 5 of 11)	-exon (FBgn0033791, exon 5 of 11)	11823	FBgn0033791	FBgn0033791	FBtr0339747						NA
ManzF3Heat_REP1.mLb.clN_peak_7668	chr3R	11574447	11574618	+	11	NA	exon (FBgn0263316, exon 7 of 8)	-exon (FBgn0263316, exon 7 of 8)	4213	FBgn0037915	FBgn0037915	FBtr0082460						NA
ManzF3Heat_REP1.mLb.clN_peak_2227	chr2R	6797717	6798099	+	11	NA	intron (FBgn0085421, intron 1 of 19)	-intron (FBgn0085421, intron 1 of 19)	-9718	FBgn0014028	FBgn0014028	FBtr0086156						NA
ManzF3Heat_REP1.mLb.clN_peak_10722	chrX	9928670	9928947	+	11	NA	exon (FBgn0026415, exon 4 of 4)	-exon (FBgn0026415, exon 4 of 4)	1198	FBgn0086044	FBgn0086044	FBtr0114320						NA
ManzF3Heat_REP1.mLb.clN_peak_7779	chr3R	12644959	12645432	+	11	NA	TTS (FBgn0286031)	-TTS (FBgn0286031)	882	FBgn0286031	FBgn0286031	FBtr0473375						NA
ManzF3Heat_REP1.mLb.clN_peak_8765	chr3R	24020133	24020288	+	11	NA	intron (FBgn0020647, intron 1 of 9)	-intron (FBgn0020647, intron 2 of 11)	11617	FBgn0020647	FBgn0020647	FBtr0084508						NA
ManzF3Heat_REP1.mLb.clN_peak_4320	chr2R	24922212	24922508	+	11	NA	TTS (FBgn0085434)	-TTS (FBgn0085434)	1236	FBgn0060296	FBgn0060296	FBtr0333813						NA
ManzF3Heat_REP1.mLb.clN_peak_7130	chr3R	6174621	6174740	+	11	NA	exon (FBgn0037406, exon 3 of 3)	-exon (FBgn0037406, exon 3 of 3)	1131	FBgn0037406	FBgn0037406	FBtr0078588						NA
ManzF3Heat_REP1.mLb.clN_peak_8265	chr3R	18431800	18431962	+	11	NA	exon (FBgn0004652, exon 6 of 6)	-exon (FBgn0004652, exon 6 of 6)	-19007	FBgn0051122	FBgn0051122	FBtr0474142						NA
ManzF3Heat_REP1.mLb.clN_peak_8818	chr3R	24788698	24788924	+	11	NA	exon (FBgn0039224, exon 2 of 2)	-exon (FBgn0039224, exon 2 of 2)	757	FBgn0039225	FBgn0039225	FBtr0339254						NA
ManzF3Heat_REP1.mLb.clN_peak_3816	chr2R	20681670	20682097	+	11	NA	Intergenic	Intergenic	5027	FBgn0041240	FBgn0041240	FBtr0086241						NA
ManzF3Heat_REP1.mLb.clN_peak_11537	chrX	18436177	18436315	+	11	NA	exon (FBgn0052548, exon 2 of 2)	-exon (FBgn0052548, exon 2 of 2)	1054	FBgn0052548	FBgn0052548	FBtr0074568						NA
ManzF3Heat_REP1.mLb.clN_peak_395	chr2L	4513216	4513566	+	11	NA	intron (FBgn0053196, intron 28 of 66)	-intron (FBgn0053196, intron 38 of 46)	-36369	FBgn0011603	FBgn0011603	FBtr0077448						NA
