PeakID (cmd=annotatePeaks.pl ManzF3Ctrl_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Ctrl_REP1.mLb.clN_peak_6774	chr2R	21450521	21450638	+	12	NA	intron (FBgn0010415, intron 2 of 6)	-intron (FBgn0010415, intron 2 of 6)	30597	FBgn0010415	FBgn0010415	FBtr0474169						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5820	chr2R	16511652	16512173	+	12	NA	intron (FBgn0011260, intron 2 of 14)	-intron (FBgn0011260, intron 2 of 14)	-4542	FBgn0011260	FBgn0011260	FBtr0087088						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16557	chrX	1665726	1666091	+	12	NA	exon (FBgn0000482, exon 2 of 5)	-exon (FBgn0000482, exon 2 of 5)	856	FBgn0000482	FBgn0000482	FBtr0070269						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9532	chr3L	12473608	12473871	+	12	NA	TTS (FBgn0036287)	-TTS (FBgn0036287)	2011	FBgn0036286	FBgn0036286	FBtr0346569						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5937	chr2R	17104491	17104803	+	12	NA	exon (FBgn0287632, exon 1 of 2)	-exon (FBgn0287632, exon 1 of 2)	326	FBgn0287632	FBgn0287632	FBtr0480000						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5520	chr2R	15000839	15001102	+	12	NA	Intergenic	Intergenic	6411	FBgn0264378	FBgn0264378	FBtr0339988						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12155	chr3R	7910444	7910756	+	12	NA	TTS (FBgn0024909)	-TTS (FBgn0024909)	1179	FBgn0004901	FBgn0004901	FBtr0304705						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5376	chr2R	14343292	14343477	+	12	NA	intron (FBgn0085408, intron 1 of 3)	-intron (FBgn0085408, intron 7 of 9)	-8847	FBgn0033924	FBgn0033924	FBtr0087546						NA
ManzF3Ctrl_REP1.mLb.clN_peak_11060	chr3L	22298255	22298761	+	12	NA	exon (FBgn0004449, exon 8 of 9)	-exon (FBgn0004449, exon 8 of 9)	9843	FBgn0027086	FBgn0027086	FBtr0078500						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16500	chrX	1409267	1409755	+	12	NA	exon (FBgn0259108, exon 1 of 9)	-exon (FBgn0259108, exon 1 of 9)	442	FBgn0259108	FBgn0259108	FBtr0307597						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17329	chrX	6186777	6187212	+	12	NA	intron (FBgn0264386, intron 2 of 26)	-intron (FBgn0264386, intron 2 of 25)	5489	FBgn0264386	FBgn0264386	FBtr0334984						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18349	chrX	11914970	11915496	+	12	NA	intron (FBgn0250871, intron 1 of 7)	-intron (FBgn0250871, intron 1 of 6)	2027	FBgn0250871	FBgn0250871	FBtr0305609						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5636	chr2R	15575522	15575699	+	12	NA	Intergenic	Intergenic	-1848	FBgn0034033	FBgn0034033	FBtr0087349						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9593	chr3L	12813618	12813808	+	12	NA	promoter-TSS (FBgn0260965)	-promoter-TSS (FBgn0260965)	306	FBgn0036314	FBgn0036314	FBtr0075944						NA
ManzF3Ctrl_REP1.mLb.clN_peak_60	chr2L	339157	339439	+	12	NA	exon (FBgn0004611, exon 10 of 17)	-exon (FBgn0004611, exon 10 of 17)	-6963	FBgn0051921	FBgn0051921	FBtr0078096						NA
ManzF3Ctrl_REP1.mLb.clN_peak_19913	chrX	22681169	22681291	+	12	NA	intron (FBgn0266348, intron 1 of 3)	-intron (FBgn0266348, intron 1 of 3)	23906	FBgn0266348	FBgn0266348	FBtr0344073						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7289	chr2R	23881969	23882209	+	12	NA	intron (FBgn0025336, intron 2 of 3)	-intron (FBgn0025336, intron 1 of 2)	838	FBgn0025336	FBgn0025336	FBtr0343290						NA
ManzF3Ctrl_REP1.mLb.clN_peak_11448	chr3R	3876366	3876543	+	12	NA	Intergenic	Intergenic	29725	FBgn0039955	FBgn0039955	FBtr0113989						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13544	chr3R	16486583	16487003	+	12	NA	exon (FBgn0038439, exon 8 of 12)	-exon (FBgn0038439, exon 8 of 12)	-2570	FBgn0038438	FBgn0038438	FBtr0083307						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8157	chr3L	3321021	3321425	+	12	NA	TTS (FBgn0035437)	-TTS (FBgn0035437)	886	FBgn0035436	FBgn0035436	FBtr0073064						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9632	chr3L	13120379	13120578	+	12	NA	Intergenic	Intergenic	6207	FBgn0010452	FBgn0010452	FBtr0330075						NA
ManzF3Ctrl_REP1.mLb.clN_peak_11730	chr3R	5409574	5409702	+	12	NA	exon (FBgn0037324, exon 2 of 7)	-exon (FBgn0037324, exon 2 of 7)	2768	FBgn0037324	FBgn0037324	FBtr0113193						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15864	chr3R	31530530	31530807	+	12	NA	Intergenic	Intergenic	-7390	FBgn0267133	FBgn0267133	FBtr0346231						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8611	chr3L	6590291	6590698	+	12	NA	intron (FBgn0042185, intron 4 of 8)	-intron (FBgn0042185, intron 3 of 7)	-1015	FBgn0263973	FBgn0263973	FBtr0307514						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5124	chr2R	13327268	13327845	+	12	NA	Intergenic	Intergenic	17252	FBgn0265104	FBgn0265104	FBtr0346953						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15933	chr3R	31868690	31868913	+	12	NA	intron (FBgn0011224, intron 6 of 13)	-intron (FBgn0011224, intron 6 of 13)	56192	FBgn0039883	FBgn0039883	FBtr0343538						NA
ManzF3Ctrl_REP1.mLb.clN_peak_11686	chr3R	5214372	5214483	+	12	NA	intron (FBgn0259212, intron 1 of 16)	-intron (FBgn0259212, intron 1 of 16)	3029	FBgn0259212	FBgn0259212	FBtr0299709						NA
ManzF3Ctrl_REP1.mLb.clN_peak_10816	chr3L	21132055	21132160	+	12	NA	promoter-TSS (FBgn0020294)	-promoter-TSS (FBgn0020294)	388	FBgn0037050	FBgn0037050	FBtr0305500						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5707	chr2R	15938400	15938525	+	12	NA	exon (FBgn0034051, exon 3 of 4)	-exon (FBgn0034051, exon 3 of 4)	1605	FBgn0034051	FBgn0034051	FBtr0302149						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6627	chr2R	20721114	20721547	+	12	NA	intron (FBgn0040726, intron 1 of 7)	-intron (FBgn0040726, intron 1 of 7)	-1265	FBgn0265871	FBgn0265871	FBtr0342720						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7732	chr3L	818814	818958	+	12	NA	Intergenic	Intergenic	-1873	FBgn0264475	FBgn0264475	FBtr0332751						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17861	chrX	9206502	9206799	+	12	NA	exon (FBgn0030102, exon 2 of 2)	-exon (FBgn0030102, exon 2 of 2)	4237	FBgn0030102	FBgn0030102	FBtr0340494						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6660	chr2R	20871510	20871780	+	12	NA	TTS (FBgn0067905)	-TTS (FBgn0067905)	1253	FBgn0067905	FBgn0067905	FBtr0100038						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18739	chrX	14748997	14749770	+	12	NA	promoter-TSS (FBgn0015774)	-promoter-TSS (FBgn0015774)	-373	FBgn0015774	FBgn0015774	FBtr0304875						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3407	chr2R	5892686	5892887	+	12	NA	Intergenic	Intergenic	-1109	FBgn0263109	FBgn0263109	FBtr0307307						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14336	chr3R	21667912	21668096	+	12	NA	exon (FBgn0259113, exon 4 of 6)	-exon (FBgn0259113, exon 4 of 6)	3615	FBgn0038894	FBgn0038894	FBtr0084113						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17606	chrX	7774251	7774546	+	12	NA	Intergenic	Intergenic	-3807	FBgn0052718	FBgn0052718	FBtr0332491						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17354	chrX	6305587	6306092	+	12	NA	intron (FBgn0029863, intron 3 of 4)	-intron (FBgn0029863, intron 3 of 4)	1864	FBgn0029863	FBgn0029863	FBtr0070900						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13033	chr3R	13395186	13395375	+	12	NA	promoter-TSS (FBgn0038147)	-promoter-TSS (FBgn0038147)	1860	FBgn0040553	FBgn0040553	FBtr0082761						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13602	chr3R	17005228	17005773	+	12	NA	exon (FBgn0038465, exon 6 of 11)	-exon (FBgn0038465, exon 6 of 11)	2625	FBgn0038465	FBgn0038465	FBtr0337060						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3447	chr2R	6064957	6065116	+	12	NA	exon (FBgn0033058, exon 4 of 8)	-exon (FBgn0033058, exon 4 of 8)	-3759	FBgn0264980	FBgn0264980	FBtr0335287						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2435	chr2L	18964378	18964487	+	12	NA	exon (FBgn0015772, exon 5 of 8)	-exon (FBgn0015772, exon 5 of 8)	4312	FBgn0015772	FBgn0015772	FBtr0340326						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9284	chr3L	10864001	10864131	+	12	NA	intron (FBgn0026160, intron 1 of 10)	-intron (FBgn0026160, intron 1 of 10)	-13376	FBgn0266679	FBgn0266679	FBtr0345044						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9746	chr3L	14104611	14104837	+	12	NA	exon (FBgn0036411, exon 3 of 3)	-exon (FBgn0036411, exon 3 of 3)	3394	FBgn0036411	FBgn0036411	FBtr0330178						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9799	chr3L	14512387	14512789	+	12	NA	exon (FBgn0087007, exon 3 of 9)	-exon (FBgn0087007, exon 3 of 9)	-5237	FBgn0036426	FBgn0036426	FBtr0290282						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8015	chr3L	2465368	2465558	+	12	NA	TTS (FBgn0266696)	-TTS (FBgn0266696)	10151	FBgn0035343	FBgn0035343	FBtr0072968						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14065	chr3R	19974050	19974216	+	12	NA	exon (FBgn0051213, exon 3 of 9)	-exon (FBgn0051213, exon 3 of 9)	1235	FBgn0051213	FBgn0051213	FBtr0335242						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8047	chr3L	2593063	2593169	+	12	NA	exon (FBgn0016794, exon 3 of 7)	-exon (FBgn0016794, exon 3 of 7)	-2665	FBgn0062517	FBgn0062517	FBtr0072928						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16793	chrX	2799546	2799667	+	12	NA	intron (FBgn0028369, intron 2 of 10)	-intron (FBgn0028369, intron 2 of 12)	-3140	FBgn0003996	FBgn0003996	FBtr0070490						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12082	chr3R	7286438	7286591	+	12	NA	promoter-TSS (FBgn0265421)	-promoter-TSS (FBgn0265421)	552	FBgn0045843	FBgn0045843	FBtr0081580						NA
ManzF3Ctrl_REP1.mLb.clN_peak_1028	chr2L	7223599	7223754	+	12	NA	promoter-TSS (FBgn0263133)	-promoter-TSS (FBgn0263133)	-595	FBgn0263133	FBgn0263133	FBtr0079413						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14407	chr3R	22037672	22037863	+	12	NA	exon (FBgn0266581, exon 5 of 6)	-exon (FBgn0266581, exon 5 of 6)	1424	FBgn0261455	FBgn0261455	FBtr0309756						NA
ManzF3Ctrl_REP1.mLb.clN_peak_958	chr2L	6758539	6758800	+	12	NA	exon (FBgn0031856, exon 1 of 1)	-exon (FBgn0031856, exon 1 of 1)	959	FBgn0031856	FBgn0031856	FBtr0290242						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17673	chrX	8151284	8151789	+	12	NA	TTS (FBgn0030010)	-TTS (FBgn0030010)	739	FBgn0030011	FBgn0030011	FBtr0071189						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13194	chr3R	14359024	14359138	+	12	NA	exon (FBgn0051320, exon 1 of 1)	-exon (FBgn0051320, exon 1 of 1)	2705	FBgn0051320	FBgn0051320	FBtr0082943						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5790	chr2R	16319788	16320334	+	12	NA	TTS (FBgn0050096)	-TTS (FBgn0050096)	671	FBgn0034113	FBgn0034113	FBtr0087178						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17662	chrX	8101799	8102089	+	12	NA	promoter-TSS (FBgn0029997)	-promoter-TSS (FBgn0029997)	-490	FBgn0029997	FBgn0029997	FBtr0071111						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13161	chr3R	14141025	14141321	+	12	NA	Intergenic	Intergenic	-9101	FBgn0038207	FBgn0038207	FBtr0082908						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2054	chr2L	14602374	14602761	+	12	NA	intron (FBgn0003016, intron 6 of 11)	-intron (FBgn0003016, intron 6 of 10)	2893	FBgn0028910	FBgn0028910	FBtr0080647						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9047	chr3L	9034208	9034588	+	12	NA	Intergenic	Intergenic	6531	FBgn0287462	FBgn0287462	FBtr0479709						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6067	chr2R	17786491	17786735	+	12	NA	exon (FBgn0026309, exon 2 of 3)	-exon (FBgn0026309, exon 2 of 3)	478	FBgn0026309	FBgn0026309	FBtr0089549						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17022	chrX	4280695	4281031	+	12	NA	Intergenic	Intergenic	-2902	FBgn0040905	FBgn0040905	FBtr0070659						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17621	chrX	7906136	7906783	+	12	NA	intron (FBgn0029974, intron 4 of 6)	-intron (FBgn0029974, intron 2 of 4)	1827	FBgn0029974	FBgn0029974	FBtr0307270						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8726	chr3L	7432072	7432227	+	12	NA	TTS (FBgn0014011)	-TTS (FBgn0014011)	3041	FBgn0014011	FBgn0014011	FBtr0332800						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7835	chr3L	1430149	1430259	+	12	NA	intron (FBgn0267487, intron 3 of 7)	-intron (FBgn0267487, intron 3 of 7)	-6733	FBgn0035218	FBgn0035218	FBtr0072720						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12610	chr3R	10358280	10358868	+	12	NA	exon (FBgn0015396, exon 2 of 3)	-exon (FBgn0015396, exon 2 of 3)	8392	FBgn0015396	FBgn0015396	FBtr0082237						NA
ManzF3Ctrl_REP1.mLb.clN_peak_11121	chr3L	22647374	22647660	+	12	NA	promoter-TSS (FBgn0053769)	-promoter-TSS (FBgn0053769)	354	FBgn0053768	FBgn0053768	FBtr0473608						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15656	chr3R	30258991	30259254	+	12	NA	Intergenic	Intergenic	5940	FBgn0039761	FBgn0039761	FBtr0085618						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8607	chr3L	6566720	6566921	+	12	NA	exon (FBgn0263973, exon 5 of 7)	-exon (FBgn0263973, exon 5 of 7)	16081	FBgn0042185	FBgn0042185	FBtr0076970						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16839	chrX	3236342	3236472	+	12	NA	exon (FBgn0040393, exon 1 of 1)	-exon (FBgn0040393, exon 1 of 1)	279	FBgn0040393	FBgn0040393	FBtr0070541						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2507	chr2L	19382644	19382752	+	12	NA	TTS (FBgn0032773)	-TTS (FBgn0032773)	1768	FBgn0032772	FBgn0032772	FBtr0081199						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16032	chr4	378191	378376	+	12	NA	intron (FBgn0262636, intron 5 of 8)	-intron (FBgn0262636, intron 6 of 9)	-2441	FBgn0266618	FBgn0266618	FBtr0344901						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5420	chr2R	14560915	14561210	+	12	NA	intron (FBgn0265974, intron 2 of 9)	-intron (FBgn0265974, intron 2 of 9)	-6753	FBgn0264540	FBgn0264540	FBtr0333167						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6722	chr2R	21173643	21173746	+	12	NA	exon (FBgn0261850, exon 8 of 8)	-exon (FBgn0261850, exon 8 of 8)	2693	FBgn0261850	FBgn0261850	FBtr0071576						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6305	chr2R	18975354	18975683	+	12	NA	exon (FBgn0267351, exon 3 of 4)	-exon (FBgn0267351, exon 3 of 4)	-1996	FBgn0034411	FBgn0034411	FBtr0302494						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12022	chr3R	6909403	6909837	+	12	NA	exon (FBgn0260642, exon 3 of 5)	-exon (FBgn0260642, exon 3 of 5)	-4938	FBgn0262897	FBgn0262897	FBtr0344599						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6060	chr2R	17754855	17756013	+	12	NA	exon (FBgn0034276, exon 1 of 3)	-exon (FBgn0034276, exon 1 of 3)	988	FBgn0034276	FBgn0034276	FBtr0089560						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18433	chrX	12648465	12649050	+	12	NA	exon (FBgn0030412, exon 14 of 23)	-exon (FBgn0030412, exon 14 of 23)	-5642	FBgn0015024	FBgn0015024	FBtr0073680						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9319	chr3L	11085876	11086072	+	12	NA	intron (FBgn0020412, intron 2 of 7)	-intron (FBgn0020412, intron 2 of 8)	7219	FBgn0020412	FBgn0020412	FBtr0332707						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15713	chr3R	30584588	30585067	+	12	NA	exon (FBgn0039789, exon 4 of 4)	-exon (FBgn0039789, exon 4 of 4)	-1130	FBgn0039788	FBgn0039788	FBtr0085680						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6945	chr2R	22309866	22309983	+	12	NA	promoter-TSS (FBgn0034718)	-promoter-TSS (FBgn0034718)	-2952	FBgn0265979	FBgn0265979	FBtr0342996						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14487	chr3R	22458404	22459026	+	12	NA	exon (FBgn0085405, exon 3 of 3)	-exon (FBgn0085405, exon 3 of 3)	3339	FBgn0028688	FBgn0028688	FBtr0084294						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8658	chr3L	6937047	6937219	+	12	NA	exon (FBgn0266963, exon 1 of 1)	-exon (FBgn0266963, exon 1 of 1)	566	FBgn0266963	FBgn0266963	FBtr0345860						NA
ManzF3Ctrl_REP1.mLb.clN_peak_10660	chr3L	20347655	20347815	+	12	NA	promoter-TSS (FBgn0036974)	-promoter-TSS (FBgn0036974)	207	FBgn0036973	FBgn0036973	FBtr0078242						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6978	chr2R	22467754	22469220	+	12	NA	intron (FBgn0034731, intron 4 of 7)	-intron (FBgn0034731, intron 4 of 7)	7827	FBgn0266432	FBgn0266432	FBtr0344423						NA
ManzF3Ctrl_REP1.mLb.clN_peak_10330	chr3L	18046787	18046967	+	12	NA	intron (FBgn0000568, intron 3 of 7)	-intron (FBgn0000568, intron 1 of 5)	4144	FBgn0259739	FBgn0259739	FBtr0300044						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14770	chr3R	24186307	24186875	+	12	NA	intron (FBgn0029503, intron 1 of 3)	-intron (FBgn0029503, intron 1 of 3)	232	FBgn0029503	FBgn0029503	FBtr0084554						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17186	chrX	5231017	5231302	+	12	NA	intron (FBgn0029746, intron 17 of 31)	-intron (FBgn0029746, intron 14 of 28)	-42362	FBgn0266097	FBgn0266097	FBtr0343543						NA
ManzF3Ctrl_REP1.mLb.clN_peak_1495	chr2L	10263071	10263263	+	12	NA	promoter-TSS (FBgn0032202)	-promoter-TSS (FBgn0032202)	387	FBgn0011305	FBgn0011305	FBtr0333411						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16133	chr4	812463	812640	+	12	NA	intron (FBgn0039938, intron 3 of 4)	-intron (FBgn0039938, intron 3 of 4)	-5204	FBgn0039938	FBgn0039938	FBtr0100600						NA
ManzF3Ctrl_REP1.mLb.clN_peak_4831	chr2R	11927306	11927452	+	12	NA	Intergenic	Intergenic	2417	FBgn0265371	FBgn0265371	FBtr0339584						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17321	chrX	6096269	6096599	+	12	NA	exon (FBgn0029843, exon 2 of 9)	-exon (FBgn0029843, exon 2 of 9)	-4963	FBgn0026060	FBgn0026060	FBtr0070884						NA
ManzF3Ctrl_REP1.mLb.clN_peak_10369	chr3L	18486775	18487116	+	12	NA	exon (FBgn0036789, exon 4 of 4)	-exon (FBgn0036789, exon 4 of 4)	8123	FBgn0265884	FBgn0265884	FBtr0342752						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7098	chr2R	22985974	22986095	+	12	NA	promoter-TSS (FBgn0052833)	-promoter-TSS (FBgn0052833)	305	FBgn0034807	FBgn0034807	FBtr0475136						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3401	chr2R	5879743	5879847	+	12	NA	exon (FBgn0265631, exon 2 of 2)	-exon (FBgn0265631, exon 2 of 2)	600	FBgn0265631	FBgn0265631	FBtr0340497						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16575	chrX	1759388	1760090	+	12	NA	Intergenic	Intergenic	-5674	FBgn0025391	FBgn0025391	FBtr0302174						NA
ManzF3Ctrl_REP1.mLb.clN_peak_4844	chr2R	11995375	11995956	+	12	NA	exon (FBgn0266857, exon 1 of 1)	-exon (FBgn0266857, exon 1 of 1)	430	FBgn0266858	FBgn0266858	FBtr0345659						NA
ManzF3Ctrl_REP1.mLb.clN_peak_1674	chr2L	11366908	11367336	+	12	NA	exon (FBgn0000287, exon 2 of 7)	-exon (FBgn0000287, exon 2 of 7)	8249	FBgn0000287	FBgn0000287	FBtr0307093						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13657	chr3R	17387102	17387563	+	12	NA	exon (FBgn0262871, exon 2 of 5)	-exon (FBgn0262871, exon 2 of 5)	1441	FBgn0262871	FBgn0262871	FBtr0330037						NA
ManzF3Ctrl_REP1.mLb.clN_peak_11143	chr3L	22730912	22731119	+	12	NA	TTS (FBgn0037186)	-TTS (FBgn0037186)	1249	FBgn0260481	FBgn0260481	FBtr0078529						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2611	chr2L	19980593	19980696	+	12	NA	TTS (FBgn0263611)	-TTS (FBgn0263611)	1815	FBgn0263611	FBgn0263611	FBtr0309973						NA
ManzF3Ctrl_REP1.mLb.clN_peak_11434	chr3R	3632197	3632338	+	12	NA	Intergenic	Intergenic	9124	FBgn0086378	FBgn0086378	FBtr0301810						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2462	chr2L	19096361	19096543	+	12	NA	intron (FBgn0002023, intron 1 of 6)	-intron (FBgn0002023, intron 2 of 7)	-5592	FBgn0263982	FBgn0263982	FBtr0330018						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9231	chr3L	10545103	10545207	+	12	NA	intron (FBgn0052062, intron 2 of 13)	-intron (FBgn0052062, intron 2 of 14)	7537	FBgn0286730	FBgn0286730	FBtr0474085						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17089	chrX	4601422	4601635	+	12	NA	intron (FBgn0052773, intron 1 of 4)	-intron (FBgn0052773, intron 1 of 4)	9857	FBgn0052773	FBgn0052773	FBtr0344480						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2928	chr2L	21910498	21910794	+	12	NA	Intergenic	Intergenic	4357	FBgn0032967	FBgn0032967	FBtr0085929						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8865	chr3L	8173124	8173869	+	12	NA	exon (FBgn0040290, exon 2 of 6)	-exon (FBgn0040290, exon 2 of 6)	2482	FBgn0040290	FBgn0040290	FBtr0076729						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3804	chr2R	7510893	7511049	+	12	NA	promoter-TSS (FBgn0033184)	-promoter-TSS (FBgn0033184)	-614	FBgn0033184	FBgn0033184	FBtr0088981						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18574	chrX	13521033	13521519	+	12	NA	intron (FBgn0265416, intron 12 of 12)	-intron (FBgn0265416, intron 12 of 12)	-6730	FBgn0030492	FBgn0030492	FBtr0073782						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5818	chr2R	16498164	16498414	+	12	NA	exon (FBgn0285943, exon 2 of 2)	-exon (FBgn0285943, exon 2 of 2)	1140	FBgn0285943	FBgn0285943	FBtr0087126						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3107	chr2R	2523432	2523991	+	12	NA	intron (FBgn0058263, intron 2 of 5)	-intron (FBgn0058263, intron 2 of 4)	41674	FBgn0058263	FBgn0058263	FBtr0334936						NA
ManzF3Ctrl_REP1.mLb.clN_peak_19468	chrX	19115859	19116019	+	12	NA	Intergenic	Intergenic	8449	FBgn0030983	FBgn0030983	FBtr0074703						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9086	chr3L	9349342	9349638	+	12	NA	promoter-TSS (FBgn0035977)	-promoter-TSS (FBgn0035977)	-119	FBgn0035977	FBgn0035977	FBtr0076439						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7224	chr2R	23593790	23593969	+	12	NA	intron (FBgn0015903, intron 2 of 5)	-intron (FBgn0015903, intron 1 of 4)	-2713	FBgn0015903	FBgn0015903	FBtr0332926						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13666	chr3R	17444929	17445224	+	12	NA	exon (FBgn0038511, exon 7 of 10)	-exon (FBgn0038511, exon 7 of 10)	3782	FBgn0000564	FBgn0000564	FBtr0334930						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7077	chr2R	22878553	22878744	+	12	NA	exon (FBgn0034789, exon 12 of 14)	-exon (FBgn0034789, exon 12 of 14)	-3476	FBgn0267025	FBgn0267025	FBtr0345978						NA
ManzF3Ctrl_REP1.mLb.clN_peak_10363	chr3L	18281283	18281534	+	12	NA	Intergenic	Intergenic	12854	FBgn0036784	FBgn0036784	FBtr0075132						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5324	chr2R	14111773	14112398	+	12	NA	intron (FBgn0040752, intron 2 of 9)	-intron (FBgn0040752, intron 2 of 11)	21054	FBgn0259184	FBgn0259184	FBtr0307217						NA
ManzF3Ctrl_REP1.mLb.clN_peak_636	chr2L	4795119	4795271	+	12	NA	exon (FBgn0031628, exon 2 of 5)	-exon (FBgn0031628, exon 2 of 5)	646	FBgn0031628	FBgn0031628	FBtr0077381						NA
ManzF3Ctrl_REP1.mLb.clN_peak_1101	chr2L	7744242	7744485	+	12	NA	exon (FBgn0031940, exon 2 of 2)	-exon (FBgn0031940, exon 2 of 2)	476	FBgn0031940	FBgn0031940	FBtr0079499						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17667	chrX	8118623	8118812	+	12	NA	TTS (FBgn0030000)	-TTS (FBgn0030000)	1705	FBgn0029999	FBgn0029999	FBtr0339695						NA
