PeakID (cmd=annotatePeaks.pl ManzF6Ctrl_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6Ctrl_REP1.mLb.clN_peak_5616	chr2R	22564136	22564694	+	13	NA	exon (FBgn0260866, exon 4 of 4)	-exon (FBgn0260866, exon 4 of 4)	2108	FBgn0034737	FBgn0034737	FBtr0071836						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9962	chr3R	10298350	10298689	+	13	NA	exon (FBgn0262617, exon 11 of 12)	-exon (FBgn0262617, exon 11 of 12)	13094	FBgn0037807	FBgn0037807	FBtr0337051						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4862	chr2R	17512723	17513463	+	13	NA	exon (FBgn0034229, exon 4 of 4)	-exon (FBgn0034229, exon 4 of 4)	863	FBgn0034229	FBgn0034229	FBtr0086937						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10233	chr3R	12963755	12964107	+	13	NA	TTS (FBgn0087021)	-TTS (FBgn0087021)	140	FBgn0038095	FBgn0038095	FBtr0082691						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1541	chr2L	13821497	13821686	+	13	NA	exon (FBgn0000153, exon 1 of 3)	-exon (FBgn0000153, exon 1 of 3)	343	FBgn0000153	FBgn0000153	FBtr0309960						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3468	chr2R	9705199	9705407	+	13	NA	promoter-TSS (FBgn0033439)	-promoter-TSS (FBgn0033439)	919	FBgn0260474	FBgn0260474	FBtr0302050						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10178	chr3R	12329225	12329426	+	13	NA	promoter-TSS (FBgn0267143)	-promoter-TSS (FBgn0267143)	5	FBgn0267143	FBgn0267143	FBtr0346251						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5026	chr2R	18563401	18563683	+	13	NA	intron (FBgn0050115, intron 1 of 8)	-intron (FBgn0050115, intron 1 of 7)	19775	FBgn0050115	FBgn0050115	FBtr0310055						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12185	chr3R	29989421	29990276	+	13	NA	exon (FBgn0039728, exon 7 of 7)	-exon (FBgn0039728, exon 7 of 7)	3428	FBgn0000032	FBgn0000032	FBtr0085609						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11937	chr3R	27553451	27553823	+	13	NA	intron (FBgn0004387, intron 2 of 10)	-intron (FBgn0004387, intron 2 of 11)	5508	FBgn0004387	FBgn0004387	FBtr0304671						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1952	chr2L	19563217	19563489	+	13	NA	promoter-TSS (FBgn0032809)	-promoter-TSS (FBgn0032809)	-577	FBgn0032809	FBgn0032809	FBtr0081256						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14220	chrX	9322552	9323173	+	13	NA	exon (FBgn0040234, exon 5 of 7)	-exon (FBgn0040234, exon 5 of 7)	3503	FBgn0040234	FBgn0040234	FBtr0334929						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15164	chrX	16913076	16913383	+	13	NA	promoter-TSS (FBgn0027556)	-promoter-TSS (FBgn0027556)	-505	FBgn0265967	FBgn0265967	FBtr0342975						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9079	chr3R	3866981	3867320	+	13	NA	exon (FBgn0039955, exon 6 of 7)	-exon (FBgn0039955, exon 6 of 7)	20421	FBgn0039955	FBgn0039955	FBtr0113989						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6899	chr3L	6570079	6571025	+	13	NA	exon (FBgn0263973, exon 5 of 8)	-exon (FBgn0263973, exon 5 of 8)	18927	FBgn0263973	FBgn0263973	FBtr0307514						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12328	chr3R	31154477	31154703	+	13	NA	intron (FBgn0013973, intron 13 of 17)	-intron (FBgn0013973, intron 13 of 17)	14516	FBgn0086704	FBgn0086704	FBtr0085781						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5105	chr2R	18923009	18923199	+	13	NA	intron (FBgn0034408, intron 3 of 6)	-intron (FBgn0034408, intron 4 of 7)	-11209	FBgn0028669	FBgn0028669	FBtr0086602						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7169	chr3L	8799903	8800151	+	13	NA	exon (FBgn0035928, exon 3 of 5)	-exon (FBgn0035928, exon 3 of 5)	505	FBgn0035928	FBgn0035928	FBtr0076590						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12308	chr3R	30875440	30875927	+	13	NA	exon (FBgn0039807, exon 1 of 1)	-exon (FBgn0039807, exon 1 of 1)	503	FBgn0039807	FBgn0039807	FBtr0085718						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2375	chr2R	1079513	1079823	+	13	NA	intron (FBgn0003256, intron 4 of 8)	-intron (FBgn0003256, intron 3 of 7)	7693	FBgn0003256	FBgn0003256	FBtr0345337						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11968	chr3R	27964800	27966795	+	13	NA	exon (FBgn0039566, exon 6 of 7)	-exon (FBgn0039566, exon 6 of 7)	2382	FBgn0039566	FBgn0039566	FBtr0085257						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9732	chr3R	8833696	8834630	+	13	NA	exon (FBgn0262614, exon 8 of 10)	-exon (FBgn0262614, exon 8 of 10)	9752	FBgn0037638	FBgn0037638	FBtr0081922						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11651	chr3R	25020827	25020963	+	13	NA	exon (FBgn0039257, exon 6 of 7)	-exon (FBgn0039257, exon 6 of 7)	-2361	FBgn0039258	FBgn0039258	FBtr0084755						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6617	chr3L	3677085	3677319	+	13	NA	Intergenic	Intergenic	-11584	FBgn0263495	FBgn0263495	FBtr0309509						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5176	chr2R	19377292	19378384	+	13	NA	exon (FBgn0034439, exon 4 of 10)	-exon (FBgn0034439, exon 4 of 10)	1123	FBgn0034439	FBgn0034439	FBtr0334006						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12884	chrX	412721	413473	+	13	NA	intron (FBgn0052816, intron 2 of 2)	-intron (FBgn0052816, intron 2 of 2)	3376	FBgn0002561	FBgn0002561	FBtr0070074						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15368	chrX	18496621	18496761	+	13	NA	exon (FBgn0030930, exon 3 of 3)	-exon (FBgn0030930, exon 3 of 3)	1972	FBgn0267187	FBgn0267187	FBtr0346319						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14044	chrX	8084443	8085001	+	13	NA	exon (FBgn0029995, exon 3 of 5)	-exon (FBgn0029995, exon 3 of 5)	466	FBgn0267091	FBgn0267091	FBtr0346106						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2835	chr2R	6532169	6533250	+	13	NA	exon (FBgn0264506, exon 1 of 1)	-exon (FBgn0264506, exon 1 of 1)	886	FBgn0264506	FBgn0264506	FBtr0332951						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4582	chr2R	15773769	15774009	+	13	NA	exon (FBgn0265991, exon 11 of 16)	-exon (FBgn0265991, exon 11 of 16)	-20111	FBgn0034046	FBgn0034046	FBtr0308814						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2192	chr2L	21374286	21375523	+	13	NA	exon (FBgn0032945, exon 2 of 3)	-exon (FBgn0032945, exon 2 of 3)	3677	FBgn0032945	FBgn0032945	FBtr0081517						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12278	chr3R	30669984	30670135	+	13	NA	Intergenic	Intergenic	5281	FBgn0266701	FBgn0266701	FBtr0345125						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1344	chr2L	11318076	11318288	+	13	NA	promoter-TSS (FBgn0265794)	-promoter-TSS (FBgn0265794)	-762	FBgn0265794	FBgn0265794	FBtr0342587						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3930	chr2R	11983698	11984150	+	13	NA	promoter-TSS (FBgn0053145)	-promoter-TSS (FBgn0053145)	-968	FBgn0053145	FBgn0053145	FBtr0088048						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8071	chr3L	17343094	17343404	+	13	NA	exon (FBgn0036712, exon 3 of 4)	-exon (FBgn0036712, exon 3 of 4)	1447	FBgn0036712	FBgn0036712	FBtr0331846						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2866	chr2R	6678313	6678759	+	13	NA	exon (FBgn0259977, exon 2 of 3)	-exon (FBgn0259977, exon 2 of 3)	-1610	FBgn0033092	FBgn0033092	FBtr0086121						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4607	chr2R	15916413	15917142	+	13	NA	TTS (FBgn0265511)	-TTS (FBgn0265511)	782	FBgn0265511	FBgn0265511	FBtr0340012						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9174	chr3R	4627028	4627439	+	13	NA	intron (FBgn0087012, intron 3 of 7)	-intron (FBgn0087012, intron 3 of 6)	-7742	FBgn0267233	FBgn0267233	FBtr0346413						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14149	chrX	8886292	8886599	+	13	NA	intron (FBgn0011661, intron 1 of 6)	-intron (FBgn0011661, intron 1 of 6)	11887	FBgn0011661	FBgn0011661	FBtr0331601						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8368	chr3L	19695126	19695417	+	13	NA	promoter-TSS (FBgn0261341)	-promoter-TSS (FBgn0261341)	-11	FBgn0261341	FBgn0261341	FBtr0345145						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15468	chrX	19232587	19233051	+	13	NA	exon (FBgn0031001, exon 2 of 3)	-exon (FBgn0031001, exon 2 of 3)	9021	FBgn0031002	FBgn0031002	FBtr0074691						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5879	chr2R	24111300	24111714	+	13	NA	exon (FBgn0034976, exon 2 of 8)	-exon (FBgn0034976, exon 2 of 8)	2785	FBgn0034976	FBgn0034976	FBtr0072285						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4228	chr2R	13701566	13701897	+	13	NA	intron (FBgn0000633, intron 2 of 11)	-intron (FBgn0000633, intron 3 of 12)	-8362	FBgn0033865	FBgn0033865	FBtr0087650						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11941	chr3R	27569513	27569665	+	13	NA	intron (FBgn0027492, intron 1 of 8)	-intron (FBgn0027492, intron 1 of 8)	-8270	FBgn0039525	FBgn0039525	FBtr0085210						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5247	chr2R	19986404	19986563	+	13	NA	Intergenic	Intergenic	7241	FBgn0034479	FBgn0034479	FBtr0305677						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3990	chr2R	12352051	12352515	+	13	NA	TTS (FBgn0266111)	-TTS (FBgn0266111)	490	FBgn0050047	FBgn0050047	FBtr0087905						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3279	chr2R	8680255	8680457	+	13	NA	promoter-TSS (FBgn0050355)	-promoter-TSS (FBgn0050355)	-403	FBgn0050355	FBgn0050355	FBtr0088726						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6913	chr3L	6760251	6760789	+	13	NA	exon (FBgn0052392, exon 1 of 4)	-exon (FBgn0052392, exon 1 of 4)	594	FBgn0052392	FBgn0052392	FBtr0076947						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9265	chr3R	5054813	5055040	+	13	NA	Intergenic	Intergenic	-1188	FBgn0267148	FBgn0267148	FBtr0346246						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13039	chrX	1142315	1142555	+	13	NA	Intergenic	Intergenic	-3209	FBgn0040365	FBgn0040365	FBtr0070180						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10315	chr3R	13755256	13755643	+	13	NA	exon (FBgn0085412, exon 6 of 14)	-exon (FBgn0085412, exon 6 of 14)	-10307	FBgn0038179	FBgn0038179	FBtr0082825						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8712	chr3L	22015393	22015646	+	13	NA	Intergenic	Intergenic	12806	FBgn0037147	FBgn0037147	FBtr0114546						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10280	chr3R	13409693	13410211	+	13	NA	exon (FBgn0041711, exon 3 of 3)	-exon (FBgn0041711, exon 3 of 3)	-2954	FBgn0038151	FBgn0038151	FBtr0302576						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14731	chrX	13513427	13513560	+	13	NA	intron (FBgn0265416, intron 10 of 12)	-intron (FBgn0265416, intron 10 of 10)	-14513	FBgn0030492	FBgn0030492	FBtr0073782						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2433	chr2R	2795585	2796222	+	13	NA	intron (FBgn0085638, intron 3 of 3)	-intron (FBgn0085638, intron 2 of 2)	50758	FBgn0085638	FBgn0085638	FBtr0301792						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3283	chr2R	8694097	8695018	+	13	NA	exon (FBgn0033320, exon 3 of 3)	-exon (FBgn0033320, exon 3 of 3)	1240	FBgn0033320	FBgn0033320	FBtr0339344						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15607	chrX	20348796	20348952	+	13	NA	Intergenic	Intergenic	-10878	FBgn0267741	FBgn0267741	FBtr0347301						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5584	chr2R	22381105	22381771	+	13	NA	exon (FBgn0025878, exon 3 of 5)	-exon (FBgn0025878, exon 3 of 5)	-1696	FBgn0034723	FBgn0034723	FBtr0342989						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1760	chr2L	16832412	16832872	+	13	NA	TTS (FBgn0051739)	-TTS (FBgn0051739)	1860	FBgn0032612	FBgn0032612	FBtr0331624						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1313	chr2L	11051522	11052416	+	13	NA	intron (FBgn0032330, intron 2 of 6)	-intron (FBgn0032330, intron 2 of 6)	5495	FBgn0032330	FBgn0032330	FBtr0343624						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8902	chr3L	23668642	23668821	+	13	NA	intron (FBgn0250816, intron 7 of 7)	-intron (FBgn0250816, intron 7 of 7)	22937	FBgn0266684	FBgn0266684	FBtr0345051						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15813	chrX	22874833	22875048	+	13	NA	exon (FBgn0263829, exon 1 of 1)	-exon (FBgn0263829, exon 1 of 1)	2128	FBgn0263829	FBgn0263829	FBtr0112536						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15203	chrX	17191663	17192107	+	13	NA	exon (FBgn0000163, exon 5 of 8)	-exon (FBgn0000163, exon 5 of 8)	-8643	FBgn0264818	FBgn0264818	FBtr0334466						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1174	chr2L	10166370	10166502	+	13	NA	intron (FBgn0265002, intron 2 of 20)	-intron (FBgn0265002, intron 2 of 20)	-6266	FBgn0032188	FBgn0032188	FBtr0301684						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13012	chrX	1005958	1006590	+	13	NA	Intergenic	Intergenic	5369	FBgn0040338	FBgn0040338	FBtr0070184						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14293	chrX	10040747	10040973	+	13	NA	exon (FBgn0263132, exon 12 of 15)	-exon (FBgn0263132, exon 12 of 15)	7296	FBgn0267495	FBgn0267495	FBtr0345084						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3294	chr2R	8753593	8753934	+	13	NA	exon (FBgn0027585, exon 2 of 8)	-exon (FBgn0027585, exon 2 of 8)	-9387	FBgn0265304	FBgn0265304	FBtr0339340						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13851	chrX	6647235	6647427	+	13	NA	intron (FBgn0029881, intron 6 of 9)	-intron (FBgn0029881, intron 6 of 9)	6917	FBgn0029882	FBgn0029882	FBtr0070993						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13923	chrX	7044747	7045143	+	13	NA	intron (FBgn0029930, intron 1 of 5)	-intron (FBgn0029930, intron 1 of 5)	4342	FBgn0029931	FBgn0029931	FBtr0071010						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11191	chr3R	21416806	21417225	+	13	NA	intron (FBgn0008651, intron 1 of 3)	-intron (FBgn0008651, intron 1 of 2)	7892	FBgn0051438	FBgn0051438	FBtr0084090						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4450	chr2R	14974238	14975107	+	13	NA	intron (FBgn0033987, intron 2 of 5)	-intron (FBgn0033987, intron 2 of 5)	-1250	FBgn0033987	FBgn0033987	FBtr0345947						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1259	chr2L	10678421	10678555	+	13	NA	exon (FBgn0040496, exon 2 of 3)	-exon (FBgn0040496, exon 2 of 3)	671	FBgn0040496	FBgn0040496	FBtr0336846						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4058	chr2R	12733217	12733565	+	13	NA	intron (FBgn0261545, intron 2 of 8)	-intron (FBgn0261545, intron 2 of 7)	19545	FBgn0033773	FBgn0033773	FBtr0087865						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5313	chr2R	20604964	20605323	+	13	NA	exon (FBgn0267791, exon 6 of 8)	-exon (FBgn0267791, exon 6 of 8)	11258	FBgn0267791	FBgn0267791	FBtr0336730						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4556	chr2R	15587565	15588329	+	13	NA	Intergenic	Intergenic	-14185	FBgn0034033	FBgn0034033	FBtr0087349						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4763	chr2R	16895253	16895487	+	13	NA	intron (FBgn0025833, intron 1 of 5)	-intron (FBgn0025833, intron 1 of 5)	282	FBgn0025833	FBgn0025833	FBtr0087071						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10778	chr3R	17728347	17728487	+	13	NA	exon (FBgn0016650, exon 2 of 17)	-exon (FBgn0016650, exon 2 of 17)	2640	FBgn0016650	FBgn0016650	FBtr0083510						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3578	chr2R	10259258	10259399	+	13	NA	exon (FBgn0033501, exon 2 of 5)	-exon (FBgn0033501, exon 2 of 5)	2642	FBgn0033501	FBgn0033501	FBtr0339454						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10938	chr3R	19244292	19244738	+	13	NA	exon (FBgn0038693, exon 7 of 28)	-exon (FBgn0038693, exon 7 of 28)	1615	FBgn0038693	FBgn0038693	FBtr0344553						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10454	chr3R	14829572	14829960	+	13	NA	intron (FBgn0266756, intron 1 of 11)	-intron (FBgn0266756, intron 1 of 11)	11594	FBgn0267688	FBgn0267688	FBtr0347180						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7308	chr3L	9869099	9869629	+	13	NA	intron (FBgn0027567, intron 6 of 7)	-intron (FBgn0027567, intron 6 of 7)	4725	FBgn0027567	FBgn0027567	FBtr0076340						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9504	chr3R	6752079	6752490	+	13	NA	TTS (FBgn0004053)	-TTS (FBgn0004053)	1910	FBgn0004053	FBgn0004053	FBtr0081670						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3835	chr2R	11558845	11559023	+	13	NA	Intergenic	Intergenic	29397	FBgn0082993	FBgn0082993	FBtr0113499						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4965	chr2R	18234071	18234686	+	13	NA	exon (FBgn0000658, exon 1 of 1)	-exon (FBgn0000658, exon 1 of 1)	1617	FBgn0000658	FBgn0000658	FBtr0086754						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14201	chrX	9218700	9218885	+	13	NA	exon (FBgn0086367, exon 6 of 8)	-exon (FBgn0086367, exon 6 of 8)	1920	FBgn0030105	FBgn0030105	FBtr0346164						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14911	chrX	15098138	15098400	+	13	NA	exon (FBgn0030613, exon 8 of 19)	-exon (FBgn0030613, exon 8 of 19)	-2227	FBgn0030614	FBgn0030614	FBtr0074029						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12834	chrX	146823	147678	+	13	NA	exon (FBgn0025835, exon 2 of 11)	-exon (FBgn0025835, exon 2 of 11)	1176	FBgn0025835	FBgn0025835	FBtr0340051						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13947	chrX	7232165	7232426	+	13	NA	intron (FBgn0029939, intron 1 of 3)	-intron (FBgn0029939, intron 3 of 5)	5840	FBgn0029939	FBgn0029939	FBtr0474234						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3539	chr2R	10059089	10059291	+	13	NA	intron (FBgn0262169, intron 2 of 9)	-intron (FBgn0262169, intron 2 of 10)	-4614	FBgn0010385	FBgn0010385	FBtr0088432						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7508	chr3L	11962225	11962646	+	13	NA	exon (FBgn0028573, exon 6 of 9)	-exon (FBgn0028573, exon 6 of 9)	3696	FBgn0028573	FBgn0028573	FBtr0076064						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11603	chr3R	24619471	24619736	+	13	NA	exon (FBgn0263490, exon 3 of 6)	-exon (FBgn0263490, exon 3 of 6)	5959	FBgn0039212	FBgn0039212	FBtr0084670						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7761	chr3L	14598218	14598399	+	13	NA	exon (FBgn0040318, exon 1 of 4)	-exon (FBgn0040318, exon 1 of 4)	1232	FBgn0040318	FBgn0040318	FBtr0479865						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4620	chr2R	15983436	15983604	+	13	NA	exon (FBgn0265045, exon 7 of 27)	-exon (FBgn0265045, exon 7 of 27)	-3926	FBgn0266379	FBgn0266379	FBtr0344193						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13554	chrX	4317976	4318186	+	13	NA	promoter-TSS (FBgn0002707)	-promoter-TSS (FBgn0002707)	46	FBgn0002707	FBgn0002707	FBtr0070656						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6950	chr3L	7270542	7270861	+	13	NA	exon (FBgn0035756, exon 11 of 13)	-exon (FBgn0035756, exon 11 of 13)	-6781	FBgn0035755	FBgn0035755	FBtr0309299						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8744	chr3L	22295609	22296437	+	13	NA	exon (FBgn0004449, exon 9 of 9)	-exon (FBgn0004449, exon 9 of 9)	7358	FBgn0027086	FBgn0027086	FBtr0078500						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8819	chr3L	22840958	22841152	+	13	NA	exon (FBgn0267219, exon 1 of 1)	-exon (FBgn0267219, exon 1 of 1)	762	FBgn0267219	FBgn0267219	FBtr0346387						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4722	chr2R	16631434	16632131	+	13	NA	exon (FBgn0040505, exon 7 of 9)	-exon (FBgn0040505, exon 7 of 9)	8229	FBgn0040505	FBgn0040505	FBtr0331926						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13665	chrX	5004308	5004646	+	13	NA	intron (FBgn0266096, intron 3 of 3)	-intron (FBgn0266096, intron 3 of 3)	7036	FBgn0029740	FBgn0029740	FBtr0343530						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5011	chr2R	18459971	18460805	+	13	NA	exon (FBgn0028496, exon 18 of 18)	-exon (FBgn0028496, exon 18 of 18)	-5926	FBgn0034352	FBgn0034352	FBtr0086722						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8624	chr3L	21474633	21474765	+	13	NA	exon (FBgn0014143, exon 1 of 1)	-exon (FBgn0014143, exon 1 of 1)	1780	FBgn0014143	FBgn0014143	FBtr0078395						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11841	chr3R	26656922	26657625	+	13	NA	exon (FBgn0243586, exon 2 of 2)	-exon (FBgn0243586, exon 2 of 2)	833	FBgn0243586	FBgn0243586	FBtr0085036						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10667	chr3R	16423539	16423930	+	13	NA	Intergenic	Intergenic	1326	FBgn0051497	FBgn0051497	FBtr0083317						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10047	chr3R	11343037	11343464	+	13	NA	intron (FBgn0004595, intron 2 of 7)	-intron (FBgn0004595, intron 2 of 7)	-6943	FBgn0267672	FBgn0267672	FBtr0347164						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3374	chr2R	9159450	9159725	+	13	NA	exon (FBgn0033387, exon 3 of 8)	-exon (FBgn0033387, exon 3 of 8)	1849	FBgn0033387	FBgn0033387	FBtr0114598						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5201	chr2R	19512407	19512588	+	13	NA	exon (FBgn0034458, exon 1 of 1)	-exon (FBgn0034458, exon 1 of 1)	1074	FBgn0034458	FBgn0034458	FBtr0086497						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15794	chrX	22578384	22578627	+	13	NA	Intergenic	Intergenic	31408	FBgn0031197	FBgn0031197	FBtr0077361						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9275	chr3R	5102145	5102542	+	13	NA	Intergenic	Intergenic	6835	FBgn0262605	FBgn0262605	FBtr0305279						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4090	chr2R	12948852	12949962	+	13	NA	TTS (FBgn0265185)	-TTS (FBgn0265185)	802	FBgn0265186	FBgn0265186	FBtr0339106						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4089	chr2R	12943360	12943637	+	13	NA	exon (FBgn0004512, exon 5 of 8)	-exon (FBgn0004512, exon 5 of 8)	890	FBgn0004512	FBgn0004512	FBtr0087801						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10058	chr3R	11443229	11443626	+	13	NA	intron (FBgn0051374, intron 1 of 7)	-intron (FBgn0046225, intron 1 of 1)	7577	FBgn0037902	FBgn0037902	FBtr0082391						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1239	chr2L	10448432	10449175	+	13	NA	exon (FBgn0032252, exon 9 of 11)	-exon (FBgn0032252, exon 9 of 11)	3593	FBgn0065110	FBgn0065110	FBtr0100097						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8833	chr3L	22902036	22902579	+	13	NA	exon (FBgn0037205, exon 1 of 1)	-exon (FBgn0037205, exon 1 of 1)	395	FBgn0037205	FBgn0037205	FBtr0078559						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2713	chr2R	5916836	5917102	+	13	NA	intron (FBgn0263109, intron 2 of 3)	-intron (FBgn0263109, intron 2 of 3)	-20431	FBgn0264957	FBgn0264957	FBtr0335265						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12481	chr3R	31968091	31968340	+	13	NA	intron (FBgn0011224, intron 2 of 13)	-intron (FBgn0011224, intron 3 of 13)	-18634	FBgn0039886	FBgn0039886	FBtr0085871						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15614	chrX	20439474	20439607	+	13	NA	exon (FBgn0031116, exon 2 of 7)	-exon (FBgn0031116, exon 2 of 7)	5590	FBgn0031116	FBgn0031116	FBtr0332936						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4299	chr2R	14117077	14117324	+	13	NA	intron (FBgn0040752, intron 1 of 9)	-intron (FBgn0040752, intron 1 of 11)	23702	FBgn0040752	FBgn0040752	FBtr0339765						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14756	chrX	13711225	13711516	+	13	NA	exon (FBgn0265726, exon 5 of 10)	-exon (FBgn0265726, exon 5 of 10)	6915	FBgn0030512	FBgn0030512	FBtr0073845						NA
