PeakID (cmd=annotatePeaks.pl ManzF6HSan_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6HSan_REP2.mLb.clN_peak_6450	chr3L	601506	601761	+	11	NA	TTS (FBgn0267457)	-TTS (FBgn0267457)	2234	FBgn0267457	FBgn0267457	FBtr0346828						NA
ManzF6HSan_REP2.mLb.clN_peak_13783	chrX	4377683	4378134	+	11	NA	exon (FBgn0288701, exon 7 of 12)	-exon (FBgn0288701, exon 7 of 12)	-4437	FBgn0263589	FBgn0263589	FBtr0309825						NA
ManzF6HSan_REP2.mLb.clN_peak_715	chr2L	6197692	6198106	+	11	NA	intron (FBgn0085409, intron 5 of 12)	-intron (FBgn0085409, intron 5 of 12)	18766	FBgn0085409	FBgn0085409	FBtr0329980						NA
ManzF6HSan_REP2.mLb.clN_peak_10895	chr3R	15399608	15399777	+	11	NA	exon (FBgn0262483, exon 19 of 19)	-exon (FBgn0262483, exon 19 of 19)	-3290	FBgn0267725	FBgn0267725	FBtr0347273						NA
ManzF6HSan_REP2.mLb.clN_peak_4939	chr2R	16383691	16383953	+	11	NA	exon (FBgn0262816, exon 3 of 3)	-exon (FBgn0262816, exon 3 of 3)	-2702	FBgn0264273	FBgn0264273	FBtr0329991						NA
ManzF6HSan_REP2.mLb.clN_peak_232	chr2L	2059911	2060045	+	11	NA	exon (FBgn0053516, exon 8 of 8)	-exon (FBgn0053516, exon 8 of 8)	5389	FBgn0026396	FBgn0026396	FBtr0077826						NA
ManzF6HSan_REP2.mLb.clN_peak_13128	chrX	539565	540107	+	11	NA	intron (FBgn0000108, intron 2 of 10)	-intron (FBgn0000108, intron 2 of 11)	9335	FBgn0000108	FBgn0000108	FBtr0307294						NA
ManzF6HSan_REP2.mLb.clN_peak_378	chr2L	3318260	3319030	+	11	NA	exon (FBgn0031519, exon 5 of 7)	-exon (FBgn0031519, exon 5 of 7)	1227	FBgn0031519	FBgn0031519	FBtr0331372						NA
ManzF6HSan_REP2.mLb.clN_peak_3914	chr2R	11061264	11061519	+	11	NA	intron (FBgn0040765, intron 2 of 4)	-intron (FBgn0040765, intron 2 of 4)	-24195	FBgn0262817	FBgn0262817	FBtr0306049						NA
ManzF6HSan_REP2.mLb.clN_peak_2604	chr2R	4246746	4247155	+	11	NA	Intergenic	Intergenic	-4016	FBgn0262117	FBgn0262117	FBtr0111268						NA
ManzF6HSan_REP2.mLb.clN_peak_6334	chr3L	24342	24659	+	11	NA	exon (FBgn0052475, exon 1 of 6)	-exon (FBgn0052475, exon 1 of 6)	2072	FBgn0052475	FBgn0052475	FBtr0329896						NA
ManzF6HSan_REP2.mLb.clN_peak_1319	chr2L	10937655	10938008	+	11	NA	TTS (FBgn0032318)	-TTS (FBgn0032318)	1169	FBgn0032318	FBgn0032318	FBtr0306115						NA
ManzF6HSan_REP2.mLb.clN_peak_8050	chr3L	13933618	13933765	+	11	NA	exon (FBgn0001108, exon 4 of 4)	-exon (FBgn0001108, exon 4 of 4)	4304	FBgn0001108	FBgn0001108	FBtr0075756						NA
ManzF6HSan_REP2.mLb.clN_peak_15475	chrX	16607673	16608074	+	11	NA	intron (FBgn0061200, intron 7 of 8)	-intron (FBgn0061200, intron 6 of 7)	-2812	FBgn0025743	FBgn0025743	FBtr0074285						NA
ManzF6HSan_REP2.mLb.clN_peak_4660	chr2R	14884774	14885130	+	11	NA	TTS (FBgn0288232)	-TTS (FBgn0288232)	1995	FBgn0288232	FBgn0288232	FBtr0087456						NA
ManzF6HSan_REP2.mLb.clN_peak_10980	chr3R	16188235	16188589	+	11	NA	exon (FBgn0024491, exon 1 of 2)	-exon (FBgn0024491, exon 1 of 2)	1152	FBgn0024491	FBgn0024491	FBtr0347201						NA
ManzF6HSan_REP2.mLb.clN_peak_5715	chr2R	21692651	21692791	+	11	NA	TTS (FBgn0050290)	-TTS (FBgn0050290)	1426	FBgn0260222	FBgn0260222	FBtr0342958						NA
ManzF6HSan_REP2.mLb.clN_peak_12972	chr4	1009615	1009815	+	11	NA	TTS (FBgn0025741)	-TTS (FBgn0025741)	17386	FBgn0025741	FBgn0025741	FBtr0089224						NA
ManzF6HSan_REP2.mLb.clN_peak_14206	chrX	7270615	7271029	+	11	NA	intron (FBgn0265457, intron 3 of 4)	-intron (FBgn0265457, intron 3 of 3)	3918	FBgn0029940	FBgn0029940	FBtr0071046						NA
ManzF6HSan_REP2.mLb.clN_peak_7976	chr3L	12972854	12973009	+	11	NA	promoter-TSS (FBgn0036327)	-promoter-TSS (FBgn0036327)	457	FBgn0036328	FBgn0036328	FBtr0075871						NA
ManzF6HSan_REP2.mLb.clN_peak_9842	chr3R	6260841	6261316	+	11	NA	intron (FBgn0037416, intron 2 of 2)	-intron (FBgn0037416, intron 2 of 2)	867	FBgn0037416	FBgn0037416	FBtr0078599						NA
ManzF6HSan_REP2.mLb.clN_peak_4373	chr2R	13461721	13461917	+	11	NA	intron (FBgn0000119, intron 2 of 6)	-intron (FBgn0000119, intron 2 of 6)	11233	FBgn0086757	FBgn0086757	FBtr0309887						NA
ManzF6HSan_REP2.mLb.clN_peak_2010	chr2L	19311515	19311720	+	11	NA	Intergenic	Intergenic	-11321	FBgn0267264	FBgn0267264	FBtr0346479						NA
ManzF6HSan_REP2.mLb.clN_peak_15818	chrX	19078098	19078294	+	11	NA	exon (FBgn0030980, exon 2 of 2)	-exon (FBgn0030980, exon 2 of 2)	476	FBgn0030980	FBgn0030980	FBtr0074664						NA
ManzF6HSan_REP2.mLb.clN_peak_16052	chrX	21238901	21239033	+	11	NA	intron (FBgn0052521, intron 1 of 4)	-intron (FBgn0052521, intron 2 of 4)	6876	FBgn0011954	FBgn0011954	FBtr0077184						NA
ManzF6HSan_REP2.mLb.clN_peak_7013	chr3L	4515805	4516044	+	11	NA	intron (FBgn0014073, intron 2 of 5)	-intron (FBgn0014073, intron 2 of 5)	-7491	FBgn0261526	FBgn0261526	FBtr0333587						NA
ManzF6HSan_REP2.mLb.clN_peak_4975	chr2R	16648164	16648513	+	11	NA	exon (FBgn0024232, exon 10 of 10)	-exon (FBgn0024232, exon 10 of 10)	4361	FBgn0020506	FBgn0020506	FBtr0087117						NA
ManzF6HSan_REP2.mLb.clN_peak_12360	chr3R	29111410	29111586	+	11	NA	exon (FBgn0039634, exon 3 of 6)	-exon (FBgn0039634, exon 3 of 6)	1324	FBgn0039634	FBgn0039634	FBtr0085416						NA
ManzF6HSan_REP2.mLb.clN_peak_227	chr2L	2028770	2028947	+	11	NA	exon (FBgn0031384, exon 6 of 9)	-exon (FBgn0031384, exon 6 of 9)	-2834	FBgn0011860	FBgn0011860	FBtr0077821						NA
ManzF6HSan_REP2.mLb.clN_peak_2513	chr2R	1994749	1995011	+	11	NA	exon (FBgn0263780, exon 8 of 8)	-exon (FBgn0263780, exon 8 of 8)	-123614	FBgn0287618	FBgn0287618	FBtr0479969						NA
ManzF6HSan_REP2.mLb.clN_peak_14791	chrX	11448919	11449408	+	11	NA	intron (FBgn0262740, intron 1 of 8)	-intron (FBgn0262740, intron 1 of 8)	5175	FBgn0262740	FBgn0262740	FBtr0300733						NA
ManzF6HSan_REP2.mLb.clN_peak_2956	chr2R	6604483	6604646	+	11	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-3586	FBgn0033076	FBgn0033076	FBtr0305958						NA
ManzF6HSan_REP2.mLb.clN_peak_8120	chr3L	14507844	14508099	+	11	NA	exon (FBgn0087007, exon 4 of 9)	-exon (FBgn0087007, exon 4 of 9)	-9854	FBgn0036426	FBgn0036426	FBtr0290282						NA
ManzF6HSan_REP2.mLb.clN_peak_10588	chr3R	12676131	12676306	+	11	NA	promoter-TSS (FBgn0263621)	-promoter-TSS (FBgn0263621)	42	FBgn0263621	FBgn0263621	FBtr0309980						NA
ManzF6HSan_REP2.mLb.clN_peak_10840	chr3R	15101335	15101903	+	11	NA	exon (FBgn0261859, exon 4 of 10)	-exon (FBgn0261859, exon 4 of 10)	-5988	FBgn0038286	FBgn0038286	FBtr0344380						NA
ManzF6HSan_REP2.mLb.clN_peak_1757	chr2L	16254520	16254654	+	11	NA	intron (FBgn0024734, intron 1 of 5)	-intron (FBgn0024734, intron 1 of 5)	1568	FBgn0024734	FBgn0024734	FBtr0080856						NA
ManzF6HSan_REP2.mLb.clN_peak_13456	chrX	2166258	2166703	+	11	NA	promoter-TSS (FBgn0023540)	-promoter-TSS (FBgn0023540)	4284	FBgn0023540	FBgn0023540	FBtr0310501						NA
ManzF6HSan_REP2.mLb.clN_peak_4573	chr2R	14438584	14438763	+	11	NA	intron (FBgn0288433, intron 1 of 5)	-intron (FBgn0288433, intron 1 of 5)	2774	FBgn0288433	FBgn0288433	FBtr0302927						NA
ManzF6HSan_REP2.mLb.clN_peak_15928	chrX	19677907	19678377	+	11	NA	exon (FBgn0043903, exon 3 of 3)	-exon (FBgn0043903, exon 3 of 3)	-2251	FBgn0031055	FBgn0031055	FBtr0308571						NA
ManzF6HSan_REP2.mLb.clN_peak_4280	chr2R	12957892	12958053	+	11	NA	Intergenic	Intergenic	4860	FBgn0033787	FBgn0033787	FBtr0345371						NA
ManzF6HSan_REP2.mLb.clN_peak_5024	chr2R	16959502	16959874	+	11	NA	TTS (FBgn0034172)	-TTS (FBgn0034172)	507	FBgn0034173	FBgn0034173	FBtr0087067						NA
ManzF6HSan_REP2.mLb.clN_peak_8960	chr3L	21047895	21048231	+	11	NA	promoter-TSS (FBgn0026179)	-promoter-TSS (FBgn0026179)	-163	FBgn0026179	FBgn0026179	FBtr0301602						NA
ManzF6HSan_REP2.mLb.clN_peak_6961	chr3L	4208121	4208317	+	11	NA	exon (FBgn0035510, exon 2 of 2)	-exon (FBgn0035510, exon 2 of 2)	959	FBgn0035510	FBgn0035510	FBtr0073254						NA
ManzF6HSan_REP2.mLb.clN_peak_11113	chr3R	17567108	17567992	+	11	NA	exon (FBgn0264005, exon 3 of 3)	-exon (FBgn0264005, exon 3 of 3)	8620	FBgn0264005	FBgn0264005	FBtr0330386						NA
ManzF6HSan_REP2.mLb.clN_peak_11989	chr3R	25014741	25014892	+	11	NA	exon (FBgn0039257, exon 6 of 7)	-exon (FBgn0039257, exon 6 of 7)	-8440	FBgn0039258	FBgn0039258	FBtr0084755						NA
ManzF6HSan_REP2.mLb.clN_peak_10826	chr3R	14880465	14881284	+	11	NA	intron (FBgn0038268, intron 3 of 5)	-intron (FBgn0038268, intron 2 of 4)	1417	FBgn0038268	FBgn0038268	FBtr0344378						NA
ManzF6HSan_REP2.mLb.clN_peak_12838	chr4	493956	494380	+	11	NA	Intergenic	Intergenic	-5174	FBgn0039908	FBgn0039908	FBtr0344869						NA
ManzF6HSan_REP2.mLb.clN_peak_3546	chr2R	9380557	9380702	+	11	NA	intron (FBgn0033405, intron 1 of 7)	-intron (FBgn0033405, intron 1 of 7)	7625	FBgn0033405	FBgn0033405	FBtr0332996						NA
ManzF6HSan_REP2.mLb.clN_peak_1643	chr2L	14045750	14045914	+	11	NA	intron (FBgn0028875, intron 2 of 13)	-intron (FBgn0028875, intron 2 of 13)	-1750	FBgn0260011	FBgn0260011	FBtr0080592						NA
ManzF6HSan_REP2.mLb.clN_peak_14069	chrX	6382047	6382425	+	11	NA	Intergenic	Intergenic	-1984	FBgn0053664	FBgn0053664	FBtr0302417						NA
ManzF6HSan_REP2.mLb.clN_peak_11446	chr3R	20812597	20812913	+	11	NA	exon (FBgn0038827, exon 11 of 14)	-exon (FBgn0038827, exon 11 of 14)	3435	FBgn0038827	FBgn0038827	FBtr0083995						NA
ManzF6HSan_REP2.mLb.clN_peak_2380	chr2L	22099497	22099656	+	11	NA	Intergenic	Intergenic	4825	FBgn0051703	FBgn0051703	FBtr0085946						NA
ManzF6HSan_REP2.mLb.clN_peak_5784	chr2R	22203924	22204214	+	11	NA	exon (FBgn0034710, exon 3 of 4)	-exon (FBgn0034710, exon 3 of 4)	1524	FBgn0034710	FBgn0034710	FBtr0071783						NA
ManzF6HSan_REP2.mLb.clN_peak_10495	chr3R	11790522	11790658	+	11	NA	exon (FBgn0025802, exon 7 of 10)	-exon (FBgn0025802, exon 7 of 10)	3414	FBgn0037950	FBgn0037950	FBtr0082470						NA
ManzF6HSan_REP2.mLb.clN_peak_4624	chr2R	14678669	14679045	+	11	NA	promoter-TSS (FBgn0050480)	-promoter-TSS (FBgn0050480)	-721	FBgn0050479	FBgn0050479	FBtr0332468						NA
ManzF6HSan_REP2.mLb.clN_peak_9668	chr3R	5136120	5136259	+	11	NA	TTS (FBgn0040684)	-TTS (FBgn0040684)	2800	FBgn0040684	FBgn0040684	FBtr0339317						NA
ManzF6HSan_REP2.mLb.clN_peak_6182	chr2R	24454135	24454441	+	11	NA	Intergenic	Intergenic	-1004	FBgn0035010	FBgn0035010	FBtr0330230						NA
ManzF6HSan_REP2.mLb.clN_peak_6801	chr3L	3130549	3130853	+	11	NA	exon (FBgn0035400, exon 3 of 8)	-exon (FBgn0035400, exon 3 of 8)	-2977	FBgn0026189	FBgn0026189	FBtr0479933						NA
ManzF6HSan_REP2.mLb.clN_peak_15851	chrX	19251117	19251303	+	11	NA	TTS (FBgn0031006)	-TTS (FBgn0031006)	2571	FBgn0031005	FBgn0031005	FBtr0332533						NA
ManzF6HSan_REP2.mLb.clN_peak_14734	chrX	11072295	11072460	+	11	NA	exon (FBgn0003366, exon 11 of 12)	-exon (FBgn0003366, exon 11 of 12)	5825	FBgn0030261	FBgn0030261	FBtr0346297						NA
ManzF6HSan_REP2.mLb.clN_peak_8094	chr3L	14237295	14237899	+	11	NA	exon (FBgn0036417, exon 2 of 3)	-exon (FBgn0036417, exon 2 of 3)	962	FBgn0036417	FBgn0036417	FBtr0321257						NA
ManzF6HSan_REP2.mLb.clN_peak_2948	chr2R	6573512	6573714	+	11	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	27365	FBgn0033076	FBgn0033076	FBtr0305958						NA
ManzF6HSan_REP2.mLb.clN_peak_11029	chr3R	16479346	16479474	+	11	NA	exon (FBgn0038436, exon 2 of 2)	-exon (FBgn0038436, exon 2 of 2)	1440	FBgn0267693	FBgn0267693	FBtr0347203						NA
ManzF6HSan_REP2.mLb.clN_peak_9703	chr3R	5292646	5293337	+	11	NA	intron (FBgn0013576, intron 8 of 12)	-intron (FBgn0013576, intron 14 of 18)	4525	FBgn0013576	FBgn0013576	FBtr0273431						NA
ManzF6HSan_REP2.mLb.clN_peak_8343	chr3L	16426613	16427187	+	11	NA	exon (FBgn0261799, exon 2 of 5)	-exon (FBgn0261799, exon 2 of 5)	7303	FBgn0053158	FBgn0053158	FBtr0075390						NA
ManzF6HSan_REP2.mLb.clN_peak_11881	chr3R	24148728	24148883	+	11	NA	TTS (FBgn0267339)	-TTS (FBgn0267339)	162	FBgn0051133	FBgn0051133	FBtr0084583						NA
ManzF6HSan_REP2.mLb.clN_peak_9250	chr3L	22927279	22927545	+	11	NA	Intergenic	Intergenic	16921	FBgn0037206	FBgn0037206	FBtr0331398						NA
ManzF6HSan_REP2.mLb.clN_peak_4120	chr2R	12083504	12083668	+	11	NA	Intergenic	Intergenic	2310	FBgn0033680	FBgn0033680	FBtr0087981						NA
ManzF6HSan_REP2.mLb.clN_peak_2547	chr2R	2777919	2778279	+	11	NA	intron (FBgn0085638, intron 3 of 3)	-intron (FBgn0085638, intron 2 of 2)	68562	FBgn0085638	FBgn0085638	FBtr0301792						NA
ManzF6HSan_REP2.mLb.clN_peak_11160	chr3R	18162050	18162355	+	11	NA	exon (FBgn0038569, exon 3 of 3)	-exon (FBgn0038569, exon 3 of 3)	2195	FBgn0038569	FBgn0038569	FBtr0344646						NA
ManzF6HSan_REP2.mLb.clN_peak_3487	chr2R	9104700	9105070	+	11	NA	exon (FBgn0015838, exon 2 of 2)	-exon (FBgn0015838, exon 2 of 2)	1647	FBgn0015838	FBgn0015838	FBtr0330624						NA
ManzF6HSan_REP2.mLb.clN_peak_3759	chr2R	10358446	10358664	+	11	NA	intron (FBgn0261698, intron 1 of 27)	-intron (FBgn0261698, intron 2 of 28)	-1658	FBgn0263270	FBgn0263270	FBtr0308492						NA
ManzF6HSan_REP2.mLb.clN_peak_11777	chr3R	23323399	23323629	+	11	NA	intron (FBgn0003118, intron 3 of 8)	-intron (FBgn0003118, intron 3 of 8)	10289	FBgn0267759	FBgn0267759	FBtr0347323						NA
ManzF6HSan_REP2.mLb.clN_peak_13334	chrX	1542811	1543379	+	11	NA	intron (FBgn0025390, intron 7 of 7)	-intron (FBgn0025390, intron 7 of 7)	15305	FBgn0065095	FBgn0065095	FBtr0091687						NA
ManzF6HSan_REP2.mLb.clN_peak_4877	chr2R	16023252	16023430	+	11	NA	exon (FBgn0034067, exon 5 of 8)	-exon (FBgn0034067, exon 5 of 8)	4702	FBgn0034068	FBgn0034068	FBtr0087260						NA
ManzF6HSan_REP2.mLb.clN_peak_6419	chr3L	461470	461614	+	11	NA	intron (FBgn0001316, intron 2 of 12)	-intron (FBgn0001316, intron 6 of 18)	-23768	FBgn0001316	FBgn0001316	FBtr0333850						NA
ManzF6HSan_REP2.mLb.clN_peak_1593	chr2L	13506237	13506371	+	11	NA	exon (FBgn0023407, exon 7 of 7)	-exon (FBgn0023407, exon 7 of 7)	-21537	FBgn0053640	FBgn0053640	FBtr0332506						NA
ManzF6HSan_REP2.mLb.clN_peak_15423	chrX	16266208	16266423	+	11	NA	TTS (FBgn0040207)	-TTS (FBgn0040207)	222	FBgn0030729	FBgn0030729	FBtr0290087						NA
ManzF6HSan_REP2.mLb.clN_peak_5459	chr2R	19697990	19698361	+	11	NA	TTS (FBgn0046880)	-TTS (FBgn0046880)	452	FBgn0034468	FBgn0034468	FBtr0086476						NA
ManzF6HSan_REP2.mLb.clN_peak_2554	chr2R	2843068	2843489	+	11	NA	intron (FBgn0085638, intron 1 of 2)	-intron (FBgn0085638, intron 1 of 2)	3383	FBgn0085638	FBgn0085638	FBtr0301792						NA
ManzF6HSan_REP2.mLb.clN_peak_12549	chr3R	30694014	30694195	+	11	NA	TTS (FBgn0039796)	-TTS (FBgn0039796)	1394	FBgn0039796	FBgn0039796	FBtr0335455						NA
ManzF6HSan_REP2.mLb.clN_peak_11962	chr3R	24800652	24800843	+	11	NA	exon (FBgn0039227, exon 4 of 4)	-exon (FBgn0039227, exon 4 of 4)	-1170	FBgn0039226	FBgn0039226	FBtr0331699						NA
ManzF6HSan_REP2.mLb.clN_peak_12783	chr4	283070	283262	+	11	NA	intron (FBgn0039900, intron 4 of 8)	-intron (FBgn0039900, intron 4 of 9)	6643	FBgn0264793	FBgn0264793	FBtr0334476						NA
ManzF6HSan_REP2.mLb.clN_peak_3206	chr2R	7733332	7733703	+	11	NA	intron (FBgn0042135, intron 1 of 12)	-intron (FBgn0042135, intron 1 of 12)	2105	FBgn0042135	FBgn0042135	FBtr0088935						NA
ManzF6HSan_REP2.mLb.clN_peak_15319	chrX	15571217	15571775	+	11	NA	TTS (FBgn0030655)	-TTS (FBgn0030655)	653	FBgn0030654	FBgn0030654	FBtr0340349						NA
ManzF6HSan_REP2.mLb.clN_peak_28	chr2L	118545	119035	+	11	NA	exon (FBgn0031220, exon 7 of 10)	-exon (FBgn0031220, exon 7 of 10)	1841	FBgn0031220	FBgn0031220	FBtr0078156						NA
ManzF6HSan_REP2.mLb.clN_peak_4788	chr2R	15523356	15523535	+	11	NA	exon (FBgn0019968, exon 10 of 17)	-exon (FBgn0019968, exon 10 of 17)	8814	FBgn0019968	FBgn0019968	FBtr0346265						NA
ManzF6HSan_REP2.mLb.clN_peak_10668	chr3R	13655187	13655799	+	11	NA	TTS (FBgn0015778)	-TTS (FBgn0015778)	901	FBgn0010258	FBgn0010258	FBtr0082853						NA
ManzF6HSan_REP2.mLb.clN_peak_15408	chrX	16119354	16119509	+	11	NA	exon (FBgn0285879, exon 5 of 5)	-exon (FBgn0285879, exon 5 of 5)	4901	FBgn0285879	FBgn0285879	FBtr0310301						NA
ManzF6HSan_REP2.mLb.clN_peak_8359	chr3L	16563685	16564215	+	11	NA	exon (FBgn0026061, exon 6 of 6)	-exon (FBgn0026061, exon 6 of 6)	-2800	FBgn0262842	FBgn0262842	FBtr0306084						NA
ManzF6HSan_REP2.mLb.clN_peak_389	chr2L	3406756	3406952	+	11	NA	exon (FBgn0031530, exon 6 of 8)	-exon (FBgn0031530, exon 6 of 8)	-3706	FBgn0031531	FBgn0031531	FBtr0077590						NA
ManzF6HSan_REP2.mLb.clN_peak_660	chr2L	5860803	5861104	+	11	NA	exon (FBgn0031745, exon 4 of 4)	-exon (FBgn0031745, exon 4 of 4)	18545	FBgn0031745	FBgn0031745	FBtr0342620						NA
ManzF6HSan_REP2.mLb.clN_peak_7242	chr3L	7273155	7273348	+	11	NA	exon (FBgn0035756, exon 9 of 13)	-exon (FBgn0035756, exon 9 of 13)	-9331	FBgn0035755	FBgn0035755	FBtr0309299						NA
ManzF6HSan_REP2.mLb.clN_peak_11412	chr3R	20564026	20564268	+	11	NA	promoter-TSS (FBgn0038804)	-promoter-TSS (FBgn0038804)	-80	FBgn0038804	FBgn0038804	FBtr0083950						NA
ManzF6HSan_REP2.mLb.clN_peak_188	chr2L	1694907	1695197	+	11	NA	exon (FBgn0086758, exon 5 of 7)	-exon (FBgn0086758, exon 5 of 7)	-10079	FBgn0011570	FBgn0011570	FBtr0331630						NA
ManzF6HSan_REP2.mLb.clN_peak_12858	chr4	578714	579584	+	11	NA	exon (FBgn0040324, exon 5 of 5)	-exon (FBgn0040324, exon 5 of 5)	-3959	FBgn0039911	FBgn0039911	FBtr0089080						NA
ManzF6HSan_REP2.mLb.clN_peak_14659	chrX	10594139	10594279	+	11	NA	exon (FBgn0001206, exon 2 of 5)	-exon (FBgn0001206, exon 2 of 5)	1646	FBgn0001206	FBgn0001206	FBtr0071511						NA
ManzF6HSan_REP2.mLb.clN_peak_7744	chr3L	11110300	11110907	+	11	NA	exon (FBgn0036133, exon 3 of 7)	-exon (FBgn0036133, exon 3 of 7)	913	FBgn0036133	FBgn0036133	FBtr0076210						NA
ManzF6HSan_REP2.mLb.clN_peak_15796	chrX	18872898	18873202	+	11	NA	exon (FBgn0085430, exon 5 of 8)	-exon (FBgn0085430, exon 5 of 8)	9100	FBgn0085430	FBgn0085430	FBtr0474175						NA
ManzF6HSan_REP2.mLb.clN_peak_13807	chrX	4546319	4546744	+	11	NA	exon (FBgn0029711, exon 2 of 2)	-exon (FBgn0029711, exon 2 of 2)	2263	FBgn0029711	FBgn0029711	FBtr0308917						NA
ManzF6HSan_REP2.mLb.clN_peak_587	chr2L	5186739	5186892	+	11	NA	promoter-TSS (FBgn0082990)	-promoter-TSS (FBgn0082990)	-963	FBgn0082990	FBgn0082990	FBtr0113537						NA
ManzF6HSan_REP2.mLb.clN_peak_2753	chr2R	5617525	5617967	+	11	NA	Intergenic	Intergenic	9111	FBgn0039970	FBgn0039970	FBtr0086071						NA
ManzF6HSan_REP2.mLb.clN_peak_83	chr2L	443675	443975	+	11	NA	exon (FBgn0004583, exon 5 of 6)	-exon (FBgn0004583, exon 5 of 6)	4286	FBgn0263870	FBgn0263870	FBtr0329833						NA
ManzF6HSan_REP2.mLb.clN_peak_941	chr2L	8056801	8057110	+	11	NA	exon (FBgn0011230, exon 11 of 13)	-exon (FBgn0011230, exon 11 of 13)	13484	FBgn0031981	FBgn0031981	FBtr0344789						NA
ManzF6HSan_REP2.mLb.clN_peak_15681	chrX	18035918	18036108	+	11	NA	intron (FBgn0003380, intron 3 of 8)	-intron (FBgn0003380, intron 3 of 13)	-7978	FBgn0030889	FBgn0030889	FBtr0479777						NA
ManzF6HSan_REP2.mLb.clN_peak_7564	chr3L	9465779	9466127	+	11	NA	intron (FBgn0266101, intron 1 of 3)	-intron (FBgn0266101, intron 2 of 4)	2635	FBgn0266101	FBgn0266101	FBtr0343559						NA
ManzF6HSan_REP2.mLb.clN_peak_15809	chrX	19006980	19007228	+	11	NA	intron (FBgn0264090, intron 3 of 5)	-intron (FBgn0264090, intron 4 of 6)	-43338	FBgn0085358	FBgn0085358	FBtr0344305						NA
ManzF6HSan_REP2.mLb.clN_peak_12692	chr3R	31880393	31880560	+	11	NA	intron (FBgn0011224, intron 2 of 10)	-intron (FBgn0011224, intron 5 of 13)	67867	FBgn0039883	FBgn0039883	FBtr0343538						NA
ManzF6HSan_REP2.mLb.clN_peak_5954	chr2R	23161159	23161337	+	11	NA	exon (FBgn0034829, exon 5 of 6)	-exon (FBgn0034829, exon 5 of 6)	-3063	FBgn0034828	FBgn0034828	FBtr0306080						NA
ManzF6HSan_REP2.mLb.clN_peak_11759	chr3R	23184572	23184862	+	11	NA	TTS (FBgn0262975)	-TTS (FBgn0262975)	2872	FBgn0265042	FBgn0265042	FBtr0336479						NA
ManzF6HSan_REP2.mLb.clN_peak_1352	chr2L	11111238	11111401	+	11	NA	TTS (FBgn0261983)	-TTS (FBgn0261983)	1742	FBgn0032343	FBgn0032343	FBtr0080229						NA
ManzF6HSan_REP2.mLb.clN_peak_14873	chrX	11874095	11874830	+	11	NA	TTS (FBgn0030348)	-TTS (FBgn0030348)	1021	FBgn0030347	FBgn0030347	FBtr0331588						NA
ManzF6HSan_REP2.mLb.clN_peak_10671	chr3R	13668138	13668565	+	11	NA	exon (FBgn0038165, exon 9 of 9)	-exon (FBgn0038165, exon 9 of 9)	6191	FBgn0038165	FBgn0038165	FBtr0334492						NA
ManzF6HSan_REP2.mLb.clN_peak_152	chr2L	1084465	1085098	+	11	NA	exon (FBgn0031298, exon 5 of 5)	-exon (FBgn0031298, exon 5 of 5)	3870	FBgn0031298	FBgn0031298	FBtr0332569						NA
ManzF6HSan_REP2.mLb.clN_peak_11785	chr3R	23380579	23381118	+	11	NA	exon (FBgn0039075, exon 4 of 12)	-exon (FBgn0039075, exon 4 of 12)	3929	FBgn0039075	FBgn0039075	FBtr0339617						NA
ManzF6HSan_REP2.mLb.clN_peak_13174	chrX	744954	745586	+	11	NA	exon (FBgn0021764, exon 11 of 15)	-exon (FBgn0021764, exon 11 of 15)	-5077	FBgn0040383	FBgn0040383	FBtr0343759						NA
ManzF6HSan_REP2.mLb.clN_peak_15399	chrX	16011461	16011629	+	11	NA	exon (FBgn0052580, exon 3 of 14)	-exon (FBgn0052580, exon 3 of 14)	2431	FBgn0052580	FBgn0052580	FBtr0074205						NA
ManzF6HSan_REP2.mLb.clN_peak_5039	chr2R	17067856	17068733	+	11	NA	exon (FBgn0050460, exon 4 of 5)	-exon (FBgn0050460, exon 4 of 5)	-2292	FBgn0286740	FBgn0286740	FBtr0474094						NA
ManzF6HSan_REP2.mLb.clN_peak_13508	chrX	2393026	2393171	+	11	NA	Intergenic	Intergenic	-5434	FBgn0264598	FBgn0264598	FBtr0333533						NA
ManzF6HSan_REP2.mLb.clN_peak_4861	chr2R	15923448	15923845	+	11	NA	exon (FBgn0034049, exon 8 of 8)	-exon (FBgn0034049, exon 8 of 8)	-1528	FBgn0264089	FBgn0264089	FBtr0330734						NA
ManzF6HSan_REP2.mLb.clN_peak_10110	chr3R	8783159	8783320	+	11	NA	exon (FBgn0046874, exon 7 of 12)	-exon (FBgn0046874, exon 7 of 12)	-2450	FBgn0053189	FBgn0053189	FBtr0081940						NA
