PeakID (cmd=annotatePeaks.pl AkaaF6Ctrl_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6Ctrl_REP3.mLb.clN_peak_3208	chr2R	6816264	6816479	+	12	NA	exon (FBgn0265003, exon 5 of 7)	-exon (FBgn0265003, exon 5 of 7)	4583	FBgn0265003	FBgn0265003	FBtr0335514						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16550	chrX	17675846	17676135	+	12	NA	exon (FBgn0263258, exon 7 of 9)	-exon (FBgn0263258, exon 7 of 9)	-4102	FBgn0030859	FBgn0030859	FBtr0074479						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15774	chrX	11996722	11997062	+	12	NA	exon (FBgn0001083, exon 5 of 15)	-exon (FBgn0001083, exon 5 of 15)	-4124	FBgn0030359	FBgn0030359	FBtr0073581						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10110	chr3R	5140313	5140599	+	12	NA	Intergenic	Intergenic	-1467	FBgn0040684	FBgn0040684	FBtr0339317						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4447	chr2R	12838312	12839196	+	12	NA	TTS (FBgn0265646)	-TTS (FBgn0265646)	1096	FBgn0265646	FBgn0265646	FBtr0340512						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12887	chr3R	26925030	26925165	+	12	NA	exon (FBgn0285963, exon 3 of 12)	-exon (FBgn0285963, exon 3 of 12)	1455	FBgn0285963	FBgn0285963	FBtr0472700						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11938	chr3R	19605003	19605155	+	12	NA	exon (FBgn0038716, exon 4 of 6)	-exon (FBgn0038716, exon 4 of 6)	1704	FBgn0038716	FBgn0038716	FBtr0304745						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14156	chrX	1528960	1529203	+	12	NA	intron (FBgn0025390, intron 7 of 7)	-intron (FBgn0025390, intron 7 of 7)	-16278	FBgn0025393	FBgn0025393	FBtr0070285						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_592	chr2L	4871935	4872191	+	12	NA	exon (FBgn0051660, exon 10 of 14)	-exon (FBgn0051660, exon 10 of 14)	11044	FBgn0000286	FBgn0000286	FBtr0089649						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16832	chrX	19531096	19531441	+	12	NA	TTS (FBgn0261573)	-TTS (FBgn0261573)	474	FBgn0031026	FBgn0031026	FBtr0074779						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3661	chr2R	8970174	8970745	+	12	NA	exon (FBgn0286782, exon 5 of 7)	-exon (FBgn0286782, exon 5 of 7)	-2275	FBgn0033358	FBgn0033358	FBtr0088671						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14504	chrX	3592019	3592437	+	12	NA	intron (FBgn0266429, intron 1 of 9)	-intron (FBgn0266429, intron 1 of 10)	17692	FBgn0266429	FBgn0266429	FBtr0333798						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14901	chrX	6132932	6133174	+	12	NA	intron (FBgn0264386, intron 7 of 25)	-intron (FBgn0264386, intron 7 of 25)	-41582	FBgn0026060	FBgn0026060	FBtr0070884						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12987	chr3R	28350557	28350890	+	12	NA	Intergenic	Intergenic	-1519	FBgn0039582	FBgn0039582	FBtr0347602						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3336	chr2R	7358154	7358421	+	12	NA	exon (FBgn0033159, exon 6 of 24)	-exon (FBgn0033159, exon 6 of 24)	14942	FBgn0264880	FBgn0264880	FBtr0334802						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_8327	chr3L	12671525	12671711	+	12	NA	Intergenic	Intergenic	9792	FBgn0265745	FBgn0265745	FBtr0340702						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9587	chr3L	22222323	22222624	+	12	NA	intron (FBgn0037153, intron 4 of 10)	-intron (FBgn0037153, intron 4 of 10)	3405	FBgn0266395	FBgn0266395	FBtr0344307						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11872	chr3R	19249714	19249968	+	12	NA	Intergenic	Intergenic	-1705	FBgn0038694	FBgn0038694	FBtr0083741						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2620	chr2L	21864891	21865113	+	12	NA	TTS (FBgn0266223)	-TTS (FBgn0266223)	1289	FBgn0266223	FBgn0266223	FBtr0343887						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13774	chr4	1014275	1014746	+	12	NA	exon (FBgn0025741, exon 9 of 10)	-exon (FBgn0025741, exon 9 of 10)	12591	FBgn0025741	FBgn0025741	FBtr0089224						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5048	chr2R	15812101	15812241	+	12	NA	intron (FBgn0265991, intron 1 of 10)	-intron (FBgn0265991, intron 1 of 15)	2746	FBgn0265991	FBgn0265991	FBtr0392918						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11441	chr3R	15670606	15670823	+	12	NA	intron (FBgn0053207, intron 1 of 4)	-intron (FBgn0053207, intron 1 of 4)	2736	FBgn0264431	FBgn0264431	FBtr0332551						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5159	chr2R	16459706	16460199	+	12	NA	Intergenic	Intergenic	-6757	FBgn0261292	FBgn0261292	FBtr0091520						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14334	chrX	2413210	2413368	+	12	NA	Intergenic	Intergenic	-2388	FBgn0040385	FBgn0040385	FBtr0070462						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2300	chr2L	19605483	19605671	+	12	NA	promoter-TSS (FBgn0000464)	-promoter-TSS (FBgn0000464)	-87	FBgn0266313	FBgn0266313	FBtr0344043						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5275	chr2R	17146802	17146952	+	12	NA	Intergenic	Intergenic	1260	FBgn0065047	FBgn0065047	FBtr0091605						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3395	chr2R	7640958	7641094	+	12	NA	exon (FBgn0263077, exon 11 of 13)	-exon (FBgn0263077, exon 11 of 13)	1909	FBgn0263077	FBgn0263077	FBtr0331952						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16042	chrX	14150150	14150393	+	12	NA	Intergenic	Intergenic	1735	FBgn0040871	FBgn0040871	FBtr0073869						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9671	chr3L	22686169	22686671	+	12	NA	promoter-TSS (FBgn0037176)	-promoter-TSS (FBgn0037176)	667	FBgn0037175	FBgn0037175	FBtr0331777						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1707	chr2L	13635779	13635935	+	12	NA	exon (FBgn0259984, exon 11 of 13)	-exon (FBgn0259984, exon 11 of 13)	-2691	FBgn0263329	FBgn0263329	FBtr0308752						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16700	chrX	18780284	18780476	+	12	NA	TTS (FBgn0030956)	-TTS (FBgn0030956)	3114	FBgn0030956	FBgn0030956	FBtr0074661						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2505	chr2L	21080471	21080647	+	12	NA	TTS (FBgn0053511)	-TTS (FBgn0053511)	1935	FBgn0053511	FBgn0053511	FBtr0346727						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_120	chr2L	645767	646258	+	12	NA	intron (FBgn0284247, intron 10 of 11)	-intron (FBgn0284247, intron 10 of 11)	17283	FBgn0266909	FBgn0266909	FBtr0345777						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6232	chr2R	23476340	23476540	+	12	NA	promoter-TSS (FBgn0034867)	-promoter-TSS (FBgn0034867)	-22	FBgn0034867	FBgn0034867	FBtr0072019						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12325	chr3R	22329781	22330336	+	12	NA	exon (FBgn0038941, exon 2 of 2)	-exon (FBgn0038941, exon 2 of 2)	758	FBgn0038941	FBgn0038941	FBtr0084203						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13084	chr3R	29089600	29090199	+	12	NA	intron (FBgn0039633, intron 1 of 7)	-intron (FBgn0039633, intron 2 of 8)	-5469	FBgn0266390	FBgn0266390	FBtr0344329						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9843	chr3L	27280562	27280722	+	12	NA	intron (FBgn0024804, intron 2 of 9)	-intron (FBgn0024804, intron 2 of 9)	1326	FBgn0024804	FBgn0024804	FBtr0331782						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2387	chr2L	20386397	20387360	+	12	NA	exon (FBgn0032857, exon 2 of 2)	-exon (FBgn0032857, exon 2 of 2)	-4522	FBgn0032856	FBgn0032856	FBtr0081371						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2693	chr2L	22514820	22514982	+	12	NA	Intergenic	Intergenic	20692	FBgn0082980	FBgn0082980	FBtr0309749						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9525	chr3L	21911493	21911709	+	12	NA	intron (FBgn0262737, intron 2 of 10)	-intron (FBgn0262737, intron 2 of 8)	-6739	FBgn0267621	FBgn0267621	FBtr0347072						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9649	chr3L	22540788	22540994	+	12	NA	Intergenic	Intergenic	-7546	FBgn0037169	FBgn0037169	FBtr0331778						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1405	chr2L	10467192	10467349	+	12	NA	intron (FBgn0051719, intron 2 of 9)	-intron (FBgn0051719, intron 2 of 10)	7079	FBgn0051719	FBgn0051719	FBtr0337008						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1342	chr2L	10193360	10193549	+	12	NA	exon (FBgn0028675, exon 9 of 23)	-exon (FBgn0028675, exon 9 of 23)	-1958	FBgn0051874	FBgn0051874	FBtr0079964						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15526	chrX	10493571	10493795	+	12	NA	promoter-TSS (FBgn0085443)	-promoter-TSS (FBgn0085443)	-6478	FBgn0052687	FBgn0052687	FBtr0336901						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1894	chr2L	15462372	15462554	+	12	NA	promoter-TSS (FBgn0266157)	-promoter-TSS (FBgn0266157)	-791	FBgn0266157	FBgn0266157	FBtr0343733						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16493	chrX	17275339	17275476	+	12	NA	promoter-TSS (FBgn0262111)	-promoter-TSS (FBgn0262111)	-107	FBgn0262111	FBgn0262111	FBtr0344942						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4655	chr2R	13860687	13861076	+	12	NA	TTS (FBgn0263697)	-TTS (FBgn0263697)	1049	FBgn0033883	FBgn0033883	FBtr0087622						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_8934	chr3L	17870727	17871326	+	12	NA	TTS (FBgn0262532)	-TTS (FBgn0262532)	2286	FBgn0262532	FBgn0262532	FBtr0345000						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1019	chr2L	7688450	7688762	+	12	NA	TTS (FBgn0031929)	-TTS (FBgn0031929)	2455	FBgn0031929	FBgn0031929	FBtr0335489						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10783	chr3R	9901674	9902001	+	12	NA	intron (FBgn0287598, intron 1 of 6)	-intron (FBgn0267336, intron 1 of 6)	-23339	FBgn0266389	FBgn0266389	FBtr0344328						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13491	chr3R	31915183	31915382	+	12	NA	intron (FBgn0011224, intron 4 of 13)	-intron (FBgn0011224, intron 4 of 13)	-71567	FBgn0039886	FBgn0039886	FBtr0085871						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11445	chr3R	15754518	15754771	+	12	NA	Intergenic	Intergenic	-8471	FBgn0038356	FBgn0038356	FBtr0083169						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13684	chr4	710678	710937	+	12	NA	intron (FBgn0005558, intron 2 of 8)	-intron (FBgn0005558, intron 1 of 7)	6156	FBgn0005558	FBgn0005558	FBtr0100396						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11476	chr3R	15980942	15981103	+	12	NA	exon (FBgn0022787, exon 5 of 7)	-exon (FBgn0022787, exon 5 of 7)	4457	FBgn0022787	FBgn0022787	FBtr0344471						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5811	chr2R	20782564	20782914	+	12	NA	exon (FBgn0265877, exon 1 of 2)	-exon (FBgn0265877, exon 1 of 2)	477	FBgn0265877	FBgn0265877	FBtr0474747						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1504	chr2L	11382469	11382691	+	12	NA	Intergenic	Intergenic	9718	FBgn0263764	FBgn0263764	FBtr0344212						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4767	chr2R	14319151	14319812	+	12	NA	intron (FBgn0085408, intron 2 of 9)	-intron (FBgn0085408, intron 2 of 9)	11339	FBgn0085408	FBgn0085408	FBtr0339991						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3610	chr2R	8701228	8701530	+	12	NA	promoter-TSS (FBgn0033323)	-promoter-TSS (FBgn0033323)	415	FBgn0033322	FBgn0033322	FBtr0088724						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11787	chr3R	18649278	18649501	+	12	NA	TTS (FBgn0051224)	-TTS (FBgn0051224)	-7932	FBgn0038632	FBgn0038632	FBtr0290199						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5809	chr2R	20779020	20779329	+	12	NA	TTS (FBgn0265877)	-TTS (FBgn0265877)	313	FBgn0263850	FBgn0263850	FBtr0321315						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12103	chr3R	20974662	20975423	+	12	NA	TTS (FBgn0002921)	-TTS (FBgn0002921)	12894	FBgn0263400	FBgn0263400	FBtr0309177						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14113	chrX	1313584	1313946	+	12	NA	intron (FBgn0025641, intron 2 of 11)	-intron (FBgn0025641, intron 2 of 11)	8597	FBgn0025641	FBgn0025641	FBtr0342731						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3747	chr2R	9342504	9343150	+	12	NA	intron (FBgn0033403, intron 2 of 3)	-intron (FBgn0033403, intron 2 of 3)	-2522	FBgn0033404	FBgn0033404	FBtr0088503						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11993	chr3R	19965322	19965543	+	12	NA	intron (FBgn0038755, intron 2 of 5)	-intron (FBgn0038755, intron 2 of 5)	-7466	FBgn0051213	FBgn0051213	FBtr0335242						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1015	chr2L	7613633	7614444	+	12	NA	exon (FBgn0031926, exon 2 of 6)	-exon (FBgn0031926, exon 2 of 6)	5649	FBgn0031926	FBgn0031926	FBtr0079472						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12113	chr3R	21026968	21027109	+	12	NA	exon (FBgn0013812, exon 25 of 28)	-exon (FBgn0013812, exon 25 of 28)	-2875	FBgn0046763	FBgn0046763	FBtr0084047						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_132	chr2L	729154	729553	+	12	NA	exon (FBgn0011244, exon 1 of 1)	-exon (FBgn0011244, exon 1 of 1)	991	FBgn0011244	FBgn0011244	FBtr0078000						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4293	chr2R	11944666	11945067	+	12	NA	intron (FBgn0033668, intron 1 of 9)	-intron (FBgn0033668, intron 1 of 9)	5309	FBgn0033668	FBgn0033668	FBtr0088040						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6160	chr2R	22984789	22984992	+	12	NA	promoter-TSS (FBgn0261706)	-promoter-TSS (FBgn0261706)	444	FBgn0052833	FBgn0052833	FBtr0071990						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1200	chr2L	8898590	8898799	+	12	NA	promoter-TSS (FBgn0085427)	-promoter-TSS (FBgn0085427)	-92	FBgn0085427	FBgn0085427	FBtr0303889						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2133	chr2L	18659736	18660835	+	12	NA	exon (FBgn0032694, exon 4 of 4)	-exon (FBgn0032694, exon 4 of 4)	-4847	FBgn0086200	FBgn0086200	FBtr0347030						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6609	chr3L	239383	240112	+	12	NA	exon (FBgn0000541, exon 6 of 13)	-exon (FBgn0000541, exon 6 of 13)	-6396	FBgn0085482	FBgn0085482	FBtr0299518						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_469	chr2L	3625394	3625530	+	12	NA	intron (FBgn0000721, intron 2 of 6)	-intron (FBgn0000721, intron 5 of 9)	-3758	FBgn0031554	FBgn0031554	FBtr0446100						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_834	chr2L	6349953	6350862	+	12	NA	exon (FBgn0031801, exon 2 of 3)	-exon (FBgn0031801, exon 2 of 3)	627	FBgn0031801	FBgn0031801	FBtr0079282						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15363	chrX	9380947	9381191	+	12	NA	intron (FBgn0261260, intron 4 of 14)	-intron (FBgn0261260, intron 4 of 14)	24435	FBgn0026149	FBgn0026149	FBtr0071358						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15205	chrX	8249580	8250292	+	12	NA	exon (FBgn0017566, exon 4 of 6)	-exon (FBgn0017566, exon 4 of 6)	1515	FBgn0017566	FBgn0017566	FBtr0071180						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2650	chr2L	22056027	22056944	+	12	NA	Intergenic	Intergenic	-2183	FBgn0085202	FBgn0085202	FBtr0112364						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14195	chrX	1711908	1712442	+	12	NA	Intergenic	Intergenic	-1993	FBgn0025378	FBgn0025378	FBtr0344154						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7532	chr3L	6954279	6954711	+	12	NA	exon (FBgn0035720, exon 3 of 5)	-exon (FBgn0035720, exon 3 of 5)	1017	FBgn0035720	FBgn0035720	FBtr0076940						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_270	chr2L	1927218	1927761	+	12	NA	promoter-TSS (FBgn0031374)	-promoter-TSS (FBgn0031374)	10670	FBgn0011859	FBgn0011859	FBtr0077872						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13530	chr4	38900	39247	+	12	NA	exon (FBgn0025740, exon 2 of 5)	-exon (FBgn0025740, exon 2 of 5)	-3701	FBgn0266617	FBgn0266617	FBtr0344900						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3673	chr2R	9014060	9015057	+	12	NA	exon (FBgn0033363, exon 6 of 6)	-exon (FBgn0033363, exon 6 of 6)	2637	FBgn0033363	FBgn0033363	FBtr0088666						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_395	chr2L	3042158	3042388	+	12	NA	promoter-TSS (FBgn0031501)	-promoter-TSS (FBgn0031501)	-278	FBgn0031501	FBgn0031501	FBtr0335385						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_227	chr2L	1591734	1592349	+	12	NA	intron (FBgn0261509, intron 2 of 9)	-intron (FBgn0261509, intron 2 of 9)	-4886	FBgn0031347	FBgn0031347	FBtr0077917						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15809	chrX	12514683	12515282	+	12	NA	exon (FBgn0030396, exon 2 of 4)	-exon (FBgn0030396, exon 2 of 4)	17281	FBgn0086047	FBgn0086047	FBtr0114323						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3917	chr2R	10190601	10190779	+	12	NA	intron (FBgn0033494, intron 1 of 16)	-intron (FBgn0033494, intron 1 of 16)	9021	FBgn0085250	FBgn0085250	FBtr0345476						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14987	chrX	6787722	6788767	+	12	NA	exon (FBgn0259228, exon 4 of 14)	-exon (FBgn0259228, exon 4 of 14)	-8585	FBgn0003390	FBgn0003390	FBtr0340090						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3330	chr2R	7329330	7329792	+	12	NA	exon (FBgn0033159, exon 15 of 24)	-exon (FBgn0033159, exon 15 of 24)	3665	FBgn0266622	FBgn0266622	FBtr0344906						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4200	chr2R	11541450	11541688	+	12	NA	Intergenic	Intergenic	-13686	FBgn0000577	FBgn0000577	FBtr0088095						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16103	chrX	14783643	14784046	+	12	NA	TTS (FBgn0015010)	-TTS (FBgn0015010)	208	FBgn0020508	FBgn0020508	FBtr0073938						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11607	chr3R	17005344	17005591	+	12	NA	exon (FBgn0038465, exon 6 of 11)	-exon (FBgn0038465, exon 6 of 11)	2592	FBgn0038465	FBgn0038465	FBtr0337060						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11391	chr3R	15316511	15316941	+	12	NA	exon (FBgn0038315, exon 1 of 2)	-exon (FBgn0038315, exon 1 of 2)	255	FBgn0038315	FBgn0038315	FBtr0273405						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1165	chr2L	8588067	8588765	+	12	NA	intron (FBgn0011259, intron 3 of 20)	-intron (FBgn0011259, intron 3 of 21)	6073	FBgn0264437	FBgn0264437	FBtr0332518						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16325	chrX	16154991	16155489	+	12	NA	Intergenic	Intergenic	-30908	FBgn0285879	FBgn0285879	FBtr0310301						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4196	chr2R	11519485	11519648	+	12	NA	Intergenic	Intergenic	8317	FBgn0000577	FBgn0000577	FBtr0088095						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1185	chr2L	8774472	8775490	+	12	NA	exon (FBgn0032068, exon 4 of 5)	-exon (FBgn0032068, exon 4 of 5)	1282	FBgn0032068	FBgn0032068	FBtr0345752						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15368	chrX	9447823	9448009	+	12	NA	intron (FBgn0261260, intron 2 of 14)	-intron (FBgn0261260, intron 2 of 14)	-1704	FBgn0266050	FBgn0266050	FBtr0343372						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1435	chr2L	10807359	10807724	+	12	NA	exon (FBgn0011676, exon 15 of 19)	-exon (FBgn0011676, exon 15 of 19)	-4740	FBgn0265792	FBgn0265792	FBtr0342585						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16093	chrX	14683744	14683907	+	12	NA	Intergenic	Intergenic	4257	FBgn0030575	FBgn0030575	FBtr0290021						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14163	chrX	1561324	1561740	+	12	NA	intron (FBgn0025390, intron 4 of 8)	-intron (FBgn0025390, intron 3 of 7)	-3132	FBgn0065095	FBgn0065095	FBtr0091687						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7458	chr3L	6285454	6285909	+	12	NA	Intergenic	Intergenic	9894	FBgn0262787	FBgn0262787	FBtr0305900						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1577	chr2L	12298886	12299277	+	12	NA	exon (FBgn0000114, exon 7 of 12)	-exon (FBgn0000114, exon 7 of 12)	17041	FBgn0266820	FBgn0266820	FBtr0345546						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9605	chr3L	22327730	22329084	+	12	NA	intron (FBgn0004449, intron 2 of 11)	-intron (FBgn0004449, intron 2 of 8)	-1371	FBgn0052450	FBgn0052450	FBtr0078501						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9721	chr3L	22954787	22955834	+	12	NA	promoter-TSS (FBgn0052461)	-promoter-TSS (FBgn0052461)	-8	FBgn0052461	FBgn0052461	FBtr0078567						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7432	chr3L	6043075	6043211	+	12	NA	Intergenic	Intergenic	3988	FBgn0250815	FBgn0250815	FBtr0077040						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13307	chr3R	30839384	30839909	+	12	NA	exon (FBgn0039804, exon 3 of 4)	-exon (FBgn0039804, exon 3 of 4)	11827	FBgn0039804	FBgn0039804	FBtr0335414						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13683	chr4	709848	710037	+	12	NA	intron (FBgn0005558, intron 2 of 8)	-intron (FBgn0005558, intron 1 of 7)	5291	FBgn0005558	FBgn0005558	FBtr0100396						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14660	chrX	4502554	4502696	+	12	NA	intron (FBgn0052773, intron 2 of 4)	-intron (FBgn0052773, intron 2 of 4)	-27606	FBgn0029708	FBgn0029708	FBtr0308916						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10566	chr3R	8365217	8366209	+	12	NA	TTS (FBgn0266801)	-TTS (FBgn0266801)	2887	FBgn0037584	FBgn0037584	FBtr0301759						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_17050	chrX	21491907	21492057	+	12	NA	Intergenic	Intergenic	-8463	FBgn0267067	FBgn0267067	FBtr0346051						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4382	chr2R	12490230	12490465	+	12	NA	exon (FBgn0045063, exon 3 of 6)	-exon (FBgn0045063, exon 3 of 6)	-2956	FBgn0085263	FBgn0085263	FBtr0473609						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4356	chr2R	12355656	12355995	+	12	NA	TTS (FBgn0050047)	-TTS (FBgn0050047)	154	FBgn0050049	FBgn0050049	FBtr0087906						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12795	chr3R	26194234	26194645	+	12	NA	promoter-TSS (FBgn0265379)	-promoter-TSS (FBgn0265379)	-811	FBgn0265379	FBgn0265379	FBtr0339611						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5701	chr2R	20078772	20078955	+	12	NA	Intergenic	Intergenic	-2369	FBgn0287213	FBgn0287213	FBtr0475313						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10266	chr3R	5979841	5980138	+	12	NA	Intergenic	Intergenic	-3172	FBgn0010403	FBgn0010403	FBtr0078655						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2642	chr2L	21980220	21980383	+	12	NA	intron (FBgn0032969, intron 1 of 3)	-intron (FBgn0032969, intron 1 of 3)	12632	FBgn0032969	FBgn0032969	FBtr0347504						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12165	chr3R	21339696	21340036	+	12	NA	intron (FBgn0038881, intron 2 of 14)	-intron (FBgn0038881, intron 2 of 14)	9735	FBgn0038881	FBgn0038881	FBtr0343807						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6138	chr2R	22833506	22833717	+	12	NA	exon (FBgn0050265, exon 3 of 4)	-exon (FBgn0050265, exon 3 of 4)	1006	FBgn0050265	FBgn0050265	FBtr0343180						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9746	chr3L	23258415	23259206	+	12	NA	intron (FBgn0266347, intron 5 of 11)	-intron (FBgn0266347, intron 5 of 11)	20360	FBgn0287606	FBgn0287606	FBtr0479977						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6932	chr3L	2137463	2137976	+	12	NA	exon (FBgn0052311, exon 8 of 20)	-exon (FBgn0052311, exon 8 of 20)	13981	FBgn0052311	FBgn0052311	FBtr0332120						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9952	chr3R	4421319	4421730	+	12	NA	TTS (FBgn0037248)	-TTS (FBgn0037248)	-1946	FBgn0052944	FBgn0052944	FBtr0339973						NA
