PeakID (cmd=annotatePeaks.pl AkaaF6HSan_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6HSan_REP1.mLb.clN_peak_10067	chr3R	23445933	23446529	+	15	NA	intron (FBgn0039078, intron 2 of 3)	-intron (FBgn0039078, intron 2 of 3)	13362	FBgn0288809	FBgn0288809	FBtr0481705						NA
AkaaF6HSan_REP1.mLb.clN_peak_11097	chr4	522648	523451	+	15	NA	exon (FBgn0004607, exon 4 of 14)	-exon (FBgn0004607, exon 4 of 14)	21239	FBgn0004607	FBgn0004607	FBtr0307167						NA
AkaaF6HSan_REP1.mLb.clN_peak_7663	chr3L	21963506	21963694	+	15	NA	exon (FBgn0029091, exon 4 of 10)	-exon (FBgn0029091, exon 4 of 10)	1199	FBgn0029091	FBgn0029091	FBtr0334089						NA
AkaaF6HSan_REP1.mLb.clN_peak_13439	chrX	17235081	17235352	+	15	NA	intron (FBgn0262111, intron 1 of 12)	-intron (FBgn0262111, intron 1 of 12)	-4172	FBgn0030832	FBgn0030832	FBtr0273221						NA
AkaaF6HSan_REP1.mLb.clN_peak_1046	chr2L	9061838	9063143	+	15	NA	exon (FBgn0051708, exon 3 of 10)	-exon (FBgn0051708, exon 3 of 10)	-8542	FBgn0265676	FBgn0265676	FBtr0340591						NA
AkaaF6HSan_REP1.mLb.clN_peak_7987	chr3R	3842964	3843159	+	15	NA	Intergenic	Intergenic	-3668	FBgn0039955	FBgn0039955	FBtr0113989						NA
AkaaF6HSan_REP1.mLb.clN_peak_4782	chr2R	22163166	22163652	+	15	NA	TTS (FBgn0085235)	-TTS (FBgn0085235)	1185	FBgn0085235	FBgn0085235	FBtr0112399						NA
AkaaF6HSan_REP1.mLb.clN_peak_137	chr2L	952454	952873	+	15	NA	exon (FBgn0028481, exon 5 of 11)	-exon (FBgn0028481, exon 5 of 11)	29870	FBgn0028481	FBgn0028481	FBtr0305064						NA
AkaaF6HSan_REP1.mLb.clN_peak_11364	chrX	710239	710515	+	15	NA	intron (FBgn0021764, intron 2 of 13)	-intron (FBgn0021764, intron 2 of 14)	23543	FBgn0021764	FBgn0021764	FBtr0340197						NA
AkaaF6HSan_REP1.mLb.clN_peak_3737	chr2R	13816637	13817141	+	15	NA	exon (FBgn0261041, exon 19 of 21)	-exon (FBgn0261041, exon 19 of 21)	7664	FBgn0000662	FBgn0000662	FBtr0087648						NA
AkaaF6HSan_REP1.mLb.clN_peak_7280	chr3L	19153859	19154961	+	15	NA	intron (FBgn0016797, intron 2 of 2)	-intron (FBgn0016797, intron 2 of 2)	-15435	FBgn0036851	FBgn0036851	FBtr0346533						NA
AkaaF6HSan_REP1.mLb.clN_peak_2959	chr2R	8089407	8089879	+	15	NA	TTS (FBgn0028562)	-TTS (FBgn0028562)	161	FBgn0028561	FBgn0028561	FBtr0332247						NA
AkaaF6HSan_REP1.mLb.clN_peak_11303	chrX	389841	390733	+	15	NA	intron (FBgn0052816, intron 2 of 2)	-intron (FBgn0052816, intron 2 of 2)	2940	FBgn0265966	FBgn0265966	FBtr0342970						NA
AkaaF6HSan_REP1.mLb.clN_peak_2198	chr2L	21028089	21028246	+	15	NA	intron (FBgn0250867, intron 3 of 6)	-intron (FBgn0250867, intron 1 of 1)	-6608	FBgn0286733	FBgn0286733	FBtr0474087						NA
AkaaF6HSan_REP1.mLb.clN_peak_8583	chr3R	9008411	9008637	+	15	NA	promoter-TSS (FBgn0037654)	-promoter-TSS (FBgn0037654)	54	FBgn0037654	FBgn0037654	FBtr0336754						NA
AkaaF6HSan_REP1.mLb.clN_peak_4947	chr2R	23490614	23490901	+	15	NA	exon (FBgn0264339, exon 14 of 14)	-exon (FBgn0264339, exon 14 of 14)	-8894	FBgn0034869	FBgn0034869	FBtr0072056						NA
AkaaF6HSan_REP1.mLb.clN_peak_10016	chr3R	22833957	22834242	+	15	NA	Intergenic	Intergenic	-6839	FBgn0265450	FBgn0265450	FBtr0339806						NA
AkaaF6HSan_REP1.mLb.clN_peak_13550	chrX	18292057	18292273	+	15	NA	promoter-TSS (FBgn0030911)	-promoter-TSS (FBgn0030911)	-215	FBgn0030911	FBgn0030911	FBtr0346331						NA
AkaaF6HSan_REP1.mLb.clN_peak_12012	chrX	4718229	4718570	+	15	NA	intron (FBgn0029723, intron 1 of 7)	-intron (FBgn0029723, intron 2 of 8)	9651	FBgn0029723	FBgn0029723	FBtr0070714						NA
AkaaF6HSan_REP1.mLb.clN_peak_6577	chr3L	12575536	12575680	+	15	NA	Intergenic	Intergenic	-3066	FBgn0036302	FBgn0036302	FBtr0332042						NA
AkaaF6HSan_REP1.mLb.clN_peak_2060	chr2L	19810666	19810809	+	15	NA	promoter-TSS (FBgn0003931)	-promoter-TSS (FBgn0003931)	3	FBgn0003931	FBgn0003931	FBtr0081292						NA
AkaaF6HSan_REP1.mLb.clN_peak_8479	chr3R	8057614	8058015	+	15	NA	Intergenic	Intergenic	-1471	FBgn0037546	FBgn0037546	FBtr0344726						NA
AkaaF6HSan_REP1.mLb.clN_peak_1167	chr2L	9993381	9994633	+	15	NA	exon (FBgn0000180, exon 5 of 5)	-exon (FBgn0000180, exon 5 of 5)	8729	FBgn0051755	FBgn0051755	FBtr0308122						NA
AkaaF6HSan_REP1.mLb.clN_peak_559	chr2L	5080113	5081009	+	15	NA	intron (FBgn0031681, intron 1 of 8)	-intron (FBgn0031681, intron 2 of 9)	-9452	FBgn0266843	FBgn0266843	FBtr0345571						NA
AkaaF6HSan_REP1.mLb.clN_peak_1883	chr2L	18375144	18375561	+	15	NA	intron (FBgn0000636, intron 1 of 6)	-intron (FBgn0000636, intron 1 of 7)	-3239	FBgn0085200	FBgn0085200	FBtr0305066						NA
AkaaF6HSan_REP1.mLb.clN_peak_1028	chr2L	8869195	8869913	+	15	NA	TTS (FBgn0265587)	-TTS (FBgn0265587)	1679	FBgn0265587	FBgn0265587	FBtr0340257						NA
AkaaF6HSan_REP1.mLb.clN_peak_4986	chr2R	23721197	23721976	+	15	NA	promoter-TSS (FBgn0266864)	-promoter-TSS (FBgn0266864)	-579	FBgn0266864	FBgn0266864	FBtr0345698						NA
AkaaF6HSan_REP1.mLb.clN_peak_11175	chr4	910233	910398	+	14	NA	intron (FBgn0025726, intron 1 of 27)	-intron (FBgn0025726, intron 1 of 27)	2016	FBgn0025726	FBgn0025726	FBtr0344971						NA
AkaaF6HSan_REP1.mLb.clN_peak_12695	chrX	10238670	10239597	+	14	NA	exon (FBgn0263220, exon 13 of 13)	-exon (FBgn0263220, exon 13 of 13)	5447	FBgn0263220	FBgn0263220	FBtr0307881						NA
AkaaF6HSan_REP1.mLb.clN_peak_9927	chr3R	22046668	22046983	+	14	NA	intron (FBgn0264491, intron 2 of 8)	-intron (FBgn0264491, intron 2 of 8)	4634	FBgn0264491	FBgn0264491	FBtr0301401						NA
AkaaF6HSan_REP1.mLb.clN_peak_8946	chr3R	12630474	12630664	+	14	NA	promoter-TSS (FBgn0260444)	-promoter-TSS (FBgn0260444)	-78	FBgn0260444	FBgn0260444	FBtr0445304						NA
AkaaF6HSan_REP1.mLb.clN_peak_5120	chr2R	24615976	24616200	+	14	NA	promoter-TSS (FBgn0035040)	-promoter-TSS (FBgn0035040)	4206	FBgn0035039	FBgn0035039	FBtr0343487						NA
AkaaF6HSan_REP1.mLb.clN_peak_12386	chrX	7837360	7837570	+	14	NA	exon (FBgn0029962, exon 5 of 8)	-exon (FBgn0029962, exon 5 of 8)	11268	FBgn0029962	FBgn0029962	FBtr0343348						NA
AkaaF6HSan_REP1.mLb.clN_peak_8411	chr3R	7440746	7441254	+	14	NA	exon (FBgn0037503, exon 2 of 2)	-exon (FBgn0037503, exon 2 of 2)	1240	FBgn0037503	FBgn0037503	FBtr0081534						NA
AkaaF6HSan_REP1.mLb.clN_peak_8363	chr3R	6828335	6828570	+	14	NA	intron (FBgn0003339, intron 2 of 2)	-intron (FBgn0003339, intron 2 of 2)	-4911	FBgn0267561	FBgn0267561	FBtr0346970						NA
AkaaF6HSan_REP1.mLb.clN_peak_4343	chr2R	18545729	18545874	+	14	NA	intron (FBgn0085419, intron 4 of 6)	-intron (FBgn0085419, intron 4 of 6)	4657	FBgn0283428	FBgn0283428	FBtr0445172						NA
AkaaF6HSan_REP1.mLb.clN_peak_3701	chr2R	13515727	13516199	+	14	NA	exon (FBgn0033848, exon 2 of 2)	-exon (FBgn0033848, exon 2 of 2)	704	FBgn0033848	FBgn0033848	FBtr0087671						NA
AkaaF6HSan_REP1.mLb.clN_peak_2684	chr2R	6206462	6206884	+	14	NA	TTS (FBgn0033072)	-TTS (FBgn0033072)	2795	FBgn0033072	FBgn0033072	FBtr0086001						NA
AkaaF6HSan_REP1.mLb.clN_peak_388	chr2L	3530143	3530432	+	14	NA	promoter-TSS (FBgn0031550)	-promoter-TSS (FBgn0031550)	30	FBgn0031549	FBgn0031549	FBtr0301590						NA
AkaaF6HSan_REP1.mLb.clN_peak_10411	chr3R	26957233	26957471	+	14	NA	intron (FBgn0039464, intron 1 of 5)	-intron (FBgn0039464, intron 1 of 5)	-4098	FBgn0039464	FBgn0039464	FBtr0085084						NA
AkaaF6HSan_REP1.mLb.clN_peak_9391	chr3R	17330939	17331146	+	14	NA	exon (FBgn0038498, exon 4 of 7)	-exon (FBgn0038498, exon 4 of 7)	15291	FBgn0038498	FBgn0038498	FBtr0083453						NA
AkaaF6HSan_REP1.mLb.clN_peak_1409	chr2L	12124830	12125069	+	14	NA	exon (FBgn0032414, exon 2 of 6)	-exon (FBgn0032414, exon 2 of 6)	8462	FBgn0032415	FBgn0032415	FBtr0342604						NA
AkaaF6HSan_REP1.mLb.clN_peak_6735	chr3L	14418292	14418946	+	14	NA	intron (FBgn0087007, intron 4 of 8)	-intron (FBgn0087007, intron 4 of 8)	2675	FBgn0267696	FBgn0267696	FBtr0347206						NA
AkaaF6HSan_REP1.mLb.clN_peak_12028	chrX	4873925	4874073	+	14	NA	TTS (FBgn0263506)	-TTS (FBgn0263506)	383	FBgn0263506	FBgn0263506	FBtr0309526						NA
AkaaF6HSan_REP1.mLb.clN_peak_6813	chr3L	15072239	15072840	+	14	NA	promoter-TSS (FBgn0086690)	-promoter-TSS (FBgn0086690)	5908	FBgn0036474	FBgn0036474	FBtr0310278						NA
AkaaF6HSan_REP1.mLb.clN_peak_6343	chr3L	10581743	10581942	+	14	NA	exon (FBgn0052062, exon 11 of 17)	-exon (FBgn0052062, exon 11 of 17)	22667	FBgn0267932	FBgn0267932	FBtr0347507						NA
AkaaF6HSan_REP1.mLb.clN_peak_5088	chr2R	24427300	24427690	+	14	NA	intron (FBgn0259210, intron 1 of 17)	-intron (FBgn0259210, intron 1 of 15)	892	FBgn0259210	FBgn0259210	FBtr0343482						NA
AkaaF6HSan_REP1.mLb.clN_peak_13959	chrX	22860200	22861185	+	14	NA	intron (FBgn0259677, intron 1 of 5)	-intron (FBgn0259677, intron 1 of 5)	-5498	FBgn0000719	FBgn0000719	FBtr0333181						NA
AkaaF6HSan_REP1.mLb.clN_peak_12824	chrX	11400999	11401168	+	14	NA	intron (FBgn0001624, intron 10 of 13)	-intron (FBgn0001624, intron 10 of 13)	-8864	FBgn0030296	FBgn0030296	FBtr0309222						NA
AkaaF6HSan_REP1.mLb.clN_peak_776	chr2L	6776910	6777585	+	14	NA	exon (FBgn0031858, exon 4 of 7)	-exon (FBgn0031858, exon 4 of 7)	1535	FBgn0031858	FBgn0031858	FBtr0332335						NA
AkaaF6HSan_REP1.mLb.clN_peak_12742	chrX	10624419	10625399	+	14	NA	intron (FBgn0030222, intron 4 of 5)	-intron (FBgn0030222, intron 4 of 5)	-1684	FBgn0030221	FBgn0030221	FBtr0071507						NA
AkaaF6HSan_REP1.mLb.clN_peak_3634	chr2R	12968369	12968724	+	14	NA	exon (FBgn0005624, exon 5 of 5)	-exon (FBgn0005624, exon 5 of 5)	12448	FBgn0005624	FBgn0005624	FBtr0345375						NA
AkaaF6HSan_REP1.mLb.clN_peak_2093	chr2L	20301523	20301901	+	14	NA	Intergenic	Intergenic	-4413	FBgn0263333	FBgn0263333	FBtr0308760						NA
AkaaF6HSan_REP1.mLb.clN_peak_7112	chr3L	17795503	17797146	+	14	NA	exon (FBgn0261998, exon 3 of 11)	-exon (FBgn0261998, exon 3 of 11)	1270	FBgn0261998	FBgn0261998	FBtr0307890						NA
AkaaF6HSan_REP1.mLb.clN_peak_12351	chrX	7559267	7559872	+	14	NA	Intergenic	Intergenic	3791	FBgn0265694	FBgn0265694	FBtr0340606						NA
AkaaF6HSan_REP1.mLb.clN_peak_13680	chrX	19312874	19313566	+	14	NA	exon (FBgn0259834, exon 4 of 5)	-exon (FBgn0259834, exon 4 of 5)	-7921	FBgn0031012	FBgn0031012	FBtr0074683						NA
AkaaF6HSan_REP1.mLb.clN_peak_2110	chr2L	20480051	20480212	+	14	NA	intron (FBgn0266315, intron 1 of 1)	-intron (FBgn0266315, intron 1 of 1)	-1211	FBgn0262879	FBgn0262879	FBtr0344576						NA
AkaaF6HSan_REP1.mLb.clN_peak_11418	chrX	989229	989875	+	14	NA	promoter-TSS (FBgn0042146)	-promoter-TSS (FBgn0042146)	-966	FBgn0042146	FBgn0042146	FBtr0070171						NA
AkaaF6HSan_REP1.mLb.clN_peak_11446	chrX	1107523	1107745	+	14	NA	intron (FBgn0040397, intron 1 of 4)	-intron (FBgn0040397, intron 1 of 4)	27262	FBgn0040397	FBgn0040397	FBtr0331340						NA
AkaaF6HSan_REP1.mLb.clN_peak_2475	chr2R	4192618	4193042	+	14	NA	Intergenic	Intergenic	-4703	FBgn0262116	FBgn0262116	FBtr0334986						NA
AkaaF6HSan_REP1.mLb.clN_peak_652	chr2L	5881256	5882146	+	14	NA	Intergenic	Intergenic	-2040	FBgn0265785	FBgn0265785	FBtr0342613						NA
AkaaF6HSan_REP1.mLb.clN_peak_5097	chr2R	24471400	24472137	+	14	NA	promoter-TSS (FBgn0035007)	-promoter-TSS (FBgn0035007)	-944	FBgn0035007	FBgn0035007	FBtr0072294						NA
AkaaF6HSan_REP1.mLb.clN_peak_11678	chrX	2500992	2501227	+	14	NA	intron (FBgn0284408, intron 3 of 41)	-intron (FBgn0284408, intron 9 of 42)	-31066	FBgn0040388	FBgn0040388	FBtr0334883						NA
AkaaF6HSan_REP1.mLb.clN_peak_8620	chr3R	9339035	9339927	+	14	NA	promoter-TSS (FBgn0266410)	-promoter-TSS (FBgn0266410)	511	FBgn0262993	FBgn0262993	FBtr0306834						NA
AkaaF6HSan_REP1.mLb.clN_peak_2585	chr2R	5717300	5717605	+	14	NA	exon (FBgn0267978, exon 3 of 8)	-exon (FBgn0267978, exon 3 of 8)	10073	FBgn0267978	FBgn0267978	FBtr0335274						NA
AkaaF6HSan_REP1.mLb.clN_peak_130	chr2L	865806	866153	+	14	NA	promoter-TSS (FBgn0029095)	-promoter-TSS (FBgn0029095)	-118	FBgn0029095	FBgn0029095	FBtr0078031						NA
AkaaF6HSan_REP1.mLb.clN_peak_12089	chrX	5360714	5361177	+	14	NA	intron (FBgn0029761, intron 1 of 12)	-intron (FBgn0029761, intron 3 of 10)	20709	FBgn0029761	FBgn0029761	FBtr0331604						NA
AkaaF6HSan_REP1.mLb.clN_peak_12076	chrX	5228289	5228520	+	14	NA	exon (FBgn0029746, exon 12 of 29)	-exon (FBgn0029746, exon 12 of 29)	-39607	FBgn0266097	FBgn0266097	FBtr0343543						NA
AkaaF6HSan_REP1.mLb.clN_peak_12588	chrX	9329287	9329691	+	14	NA	exon (FBgn0085479, exon 1 of 1)	-exon (FBgn0085479, exon 1 of 1)	998	FBgn0085479	FBgn0085479	FBtr0112756						NA
AkaaF6HSan_REP1.mLb.clN_peak_6690	chr3L	13977085	13977467	+	14	NA	TTS (FBgn0036391)	-TTS (FBgn0036391)	3215	FBgn0001216	FBgn0001216	FBtr0075763						NA
AkaaF6HSan_REP1.mLb.clN_peak_821	chr2L	7195744	7195947	+	14	NA	exon (FBgn0031896, exon 5 of 6)	-exon (FBgn0031896, exon 5 of 6)	-1257	FBgn0031895	FBgn0031895	FBtr0302948						NA
AkaaF6HSan_REP1.mLb.clN_peak_2291	chr2L	21727109	21727253	+	14	NA	exon (FBgn0051619, exon 17 of 19)	-exon (FBgn0051619, exon 17 of 19)	30285	FBgn0086779	FBgn0086779	FBtr0085910						NA
AkaaF6HSan_REP1.mLb.clN_peak_1202	chr2L	10272035	10272830	+	14	NA	promoter-TSS (FBgn0003751)	-promoter-TSS (FBgn0003751)	-108	FBgn0003751	FBgn0003751	FBtr0080078						NA
AkaaF6HSan_REP1.mLb.clN_peak_12640	chrX	9771126	9771743	+	14	NA	Intergenic	Intergenic	-7308	FBgn0030151	FBgn0030151	FBtr0474138						NA
AkaaF6HSan_REP1.mLb.clN_peak_11950	chrX	4434813	4434980	+	14	NA	intron (FBgn0000179, intron 2 of 7)	-intron (FBgn0000179, intron 2 of 7)	21434	FBgn0000179	FBgn0000179	FBtr0331162						NA
AkaaF6HSan_REP1.mLb.clN_peak_13923	chrX	22509016	22509543	+	14	NA	Intergenic	Intergenic	5612	FBgn0264677	FBgn0264677	FBtr0345927						NA
AkaaF6HSan_REP1.mLb.clN_peak_11544	chrX	1676898	1677087	+	14	NA	exon (FBgn0023531, exon 17 of 18)	-exon (FBgn0023531, exon 17 of 18)	-4574	FBgn0029587	FBgn0029587	FBtr0308320						NA
AkaaF6HSan_REP1.mLb.clN_peak_9123	chr3R	14688856	14689029	+	14	NA	intron (FBgn0265140, intron 1 of 6)	-intron (FBgn0265140, intron 1 of 7)	8350	FBgn0265140	FBgn0265140	FBtr0301499						NA
AkaaF6HSan_REP1.mLb.clN_peak_10501	chr3R	28540346	28540871	+	14	NA	promoter-TSS (FBgn0003137)	-promoter-TSS (FBgn0003137)	-284	FBgn0003137	FBgn0003137	FBtr0301839						NA
AkaaF6HSan_REP1.mLb.clN_peak_1672	chr2L	14761205	14761498	+	14	NA	promoter-TSS (FBgn0266152)	-promoter-TSS (FBgn0266152)	584	FBgn0028870	FBgn0028870	FBtr0080670						NA
AkaaF6HSan_REP1.mLb.clN_peak_1735	chr2L	16095283	16095632	+	14	NA	exon (FBgn0028520, exon 1 of 1)	-exon (FBgn0028520, exon 1 of 1)	460	FBgn0028520	FBgn0028520	FBtr0080815						NA
AkaaF6HSan_REP1.mLb.clN_peak_4219	chr2R	17513133	17513375	+	14	NA	promoter-TSS (FBgn0034230)	-promoter-TSS (FBgn0034230)	-963	FBgn0034230	FBgn0034230	FBtr0340216						NA
AkaaF6HSan_REP1.mLb.clN_peak_11414	chrX	960281	961028	+	14	NA	Intergenic	Intergenic	8087	FBgn0267032	FBgn0267032	FBtr0346000						NA
AkaaF6HSan_REP1.mLb.clN_peak_7789	chr3L	22663973	22664356	+	14	NA	Intergenic	Intergenic	5364	FBgn0262951	FBgn0262951	FBtr0306851						NA
AkaaF6HSan_REP1.mLb.clN_peak_1978	chr2L	19136580	19137078	+	14	NA	intron (FBgn0010300, intron 1 of 4)	-intron (FBgn0010300, intron 1 of 3)	-1596	FBgn0086447	FBgn0086447	FBtr0336628						NA
AkaaF6HSan_REP1.mLb.clN_peak_5993	chr3L	7561016	7561694	+	14	NA	Intergenic	Intergenic	-1255	FBgn0035798	FBgn0035798	FBtr0331840						NA
AkaaF6HSan_REP1.mLb.clN_peak_3284	chr2R	10520375	10521117	+	14	NA	exon (FBgn0283521, exon 6 of 6)	-exon (FBgn0283521, exon 6 of 6)	15914	FBgn0263466	FBgn0263466	FBtr0309765						NA
AkaaF6HSan_REP1.mLb.clN_peak_2321	chr2L	21927064	21927380	+	14	NA	Intergenic	Intergenic	-1842	FBgn0266873	FBgn0266873	FBtr0345727						NA
AkaaF6HSan_REP1.mLb.clN_peak_13545	chrX	18264896	18265440	+	14	NA	Intergenic	Intergenic	-5651	FBgn0030905	FBgn0030905	FBtr0346294						NA
AkaaF6HSan_REP1.mLb.clN_peak_4838	chr2R	22555757	22556717	+	14	NA	exon (FBgn0003175, exon 3 of 14)	-exon (FBgn0003175, exon 3 of 14)	5828	FBgn0003175	FBgn0003175	FBtr0479816						NA
AkaaF6HSan_REP1.mLb.clN_peak_1430	chr2L	12399373	12399712	+	14	NA	exon (FBgn0041195, exon 2 of 9)	-exon (FBgn0041195, exon 2 of 9)	1268	FBgn0041195	FBgn0041195	FBtr0080365						NA
AkaaF6HSan_REP1.mLb.clN_peak_8613	chr3R	9245831	9246093	+	14	NA	promoter-TSS (FBgn0260935)	-promoter-TSS (FBgn0260935)	-93	FBgn0260935	FBgn0260935	FBtr0333666						NA
AkaaF6HSan_REP1.mLb.clN_peak_3416	chr2R	11460858	11461647	+	14	NA	exon (FBgn0000581, exon 11 of 11)	-exon (FBgn0000581, exon 11 of 11)	9209	FBgn0000581	FBgn0000581	FBtr0330623						NA
AkaaF6HSan_REP1.mLb.clN_peak_10321	chr3R	26075647	26075867	+	14	NA	TTS (FBgn0039411)	-TTS (FBgn0039411)	-4179	FBgn0266255	FBgn0266255	FBtr0343922						NA
AkaaF6HSan_REP1.mLb.clN_peak_7268	chr3L	19073362	19073679	+	14	NA	intron (FBgn0036844, intron 1 of 4)	-intron (FBgn0036844, intron 1 of 4)	10355	FBgn0036843	FBgn0036843	FBtr0075025						NA
AkaaF6HSan_REP1.mLb.clN_peak_8129	chr3R	4941359	4942464	+	14	NA	exon (FBgn0265082, exon 11 of 13)	-exon (FBgn0265082, exon 11 of 13)	-4167	FBgn0266698	FBgn0266698	FBtr0345154						NA
AkaaF6HSan_REP1.mLb.clN_peak_3939	chr2R	15233868	15234063	+	14	NA	exon (FBgn0259878, exon 5 of 9)	-exon (FBgn0259878, exon 5 of 9)	7027	FBgn0265508	FBgn0265508	FBtr0340009						NA
AkaaF6HSan_REP1.mLb.clN_peak_9169	chr3R	15136259	15136995	+	14	NA	promoter-TSS (FBgn0038291)	-promoter-TSS (FBgn0038291)	377	FBgn0038290	FBgn0038290	FBtr0083038						NA
AkaaF6HSan_REP1.mLb.clN_peak_197	chr2L	1694647	1695261	+	14	NA	exon (FBgn0086758, exon 5 of 7)	-exon (FBgn0086758, exon 5 of 7)	-10177	FBgn0011570	FBgn0011570	FBtr0331630						NA
AkaaF6HSan_REP1.mLb.clN_peak_1673	chr2L	14813479	14813844	+	14	NA	Intergenic	Intergenic	2900	FBgn0053309	FBgn0053309	FBtr0080674						NA
AkaaF6HSan_REP1.mLb.clN_peak_1738	chr2L	16184627	16184908	+	14	NA	exon (FBgn0001991, exon 28 of 32)	-exon (FBgn0001991, exon 28 of 32)	-5579	FBgn0264350	FBgn0264350	FBtr0346760						NA
AkaaF6HSan_REP1.mLb.clN_peak_6341	chr3L	10562755	10563134	+	14	NA	intron (FBgn0052062, intron 2 of 13)	-intron (FBgn0052062, intron 2 of 14)	-3862	FBgn0036085	FBgn0036085	FBtr0344999						NA
AkaaF6HSan_REP1.mLb.clN_peak_11557	chrX	1796360	1798158	+	14	NA	intron (FBgn0283741, intron 2 of 3)	-intron (FBgn0283741, intron 2 of 3)	7693	FBgn0052806	FBgn0052806	FBtr0070301						NA
AkaaF6HSan_REP1.mLb.clN_peak_13185	chrX	14917940	14918959	+	14	NA	TTS (FBgn0030598)	-TTS (FBgn0030598)	351	FBgn0030597	FBgn0030597	FBtr0073975						NA
AkaaF6HSan_REP1.mLb.clN_peak_5937	chr3L	6907760	6908307	+	14	NA	Intergenic	Intergenic	5931	FBgn0041194	FBgn0041194	FBtr0076945						NA
AkaaF6HSan_REP1.mLb.clN_peak_7392	chr3L	20162572	20164465	+	14	NA	exon (FBgn0261556, exon 4 of 15)	-exon (FBgn0261556, exon 4 of 15)	3528	FBgn0267604	FBgn0267604	FBtr0347050						NA
AkaaF6HSan_REP1.mLb.clN_peak_1926	chr2L	18737427	18737625	+	14	NA	Intergenic	Intergenic	1778	FBgn0265994	FBgn0265994	FBtr0343111						NA
AkaaF6HSan_REP1.mLb.clN_peak_12903	chrX	11930447	11930923	+	14	NA	TTS (FBgn0263111)	-TTS (FBgn0263111)	165	FBgn0030358	FBgn0030358	FBtr0073590						NA
AkaaF6HSan_REP1.mLb.clN_peak_12112	chrX	5638891	5639258	+	14	NA	intron (FBgn0259994, intron 5 of 13)	-intron (FBgn0259994, intron 5 of 13)	9413	FBgn0259994	FBgn0259994	FBtr0336690						NA
AkaaF6HSan_REP1.mLb.clN_peak_196	chr2L	1687125	1687319	+	14	NA	intron (FBgn0086758, intron 3 of 7)	-intron (FBgn0086758, intron 2 of 6)	-17909	FBgn0011570	FBgn0011570	FBtr0331630						NA
AkaaF6HSan_REP1.mLb.clN_peak_1620	chr2L	14398267	14398709	+	14	NA	intron (FBgn0004858, intron 1 of 2)	-intron (FBgn0004858, intron 1 of 2)	11061	FBgn0004858	FBgn0004858	FBtr0342915						NA
AkaaF6HSan_REP1.mLb.clN_peak_12673	chrX	10059731	10060760	+	14	NA	intron (FBgn0030174, intron 5 of 6)	-intron (FBgn0030174, intron 5 of 5)	-1382	FBgn0052693	FBgn0052693	FBtr0071420						NA
AkaaF6HSan_REP1.mLb.clN_peak_2602	chr2R	5811376	5812405	+	14	NA	intron (FBgn0085414, intron 1 of 7)	-intron (FBgn0085414, intron 1 of 9)	7178	FBgn0085414	FBgn0085414	FBtr0335273						NA
AkaaF6HSan_REP1.mLb.clN_peak_603	chr2L	5341834	5342351	+	14	NA	exon (FBgn0031703, exon 1 of 3)	-exon (FBgn0031703, exon 1 of 3)	142	FBgn0031703	FBgn0031703	FBtr0079077						NA
AkaaF6HSan_REP1.mLb.clN_peak_5959	chr3L	7238461	7238765	+	14	NA	promoter-TSS (FBgn0261111)	-promoter-TSS (FBgn0261111)	71	FBgn0261111	FBgn0261111	FBtr0076834						NA
AkaaF6HSan_REP1.mLb.clN_peak_4528	chr2R	19882208	19882514	+	14	NA	Intergenic	Intergenic	-1441	FBgn0034477	FBgn0034477	FBtr0086341						NA
AkaaF6HSan_REP1.mLb.clN_peak_13528	chrX	18028761	18028997	+	14	NA	TTS (FBgn0030887)	-TTS (FBgn0030887)	5009	FBgn0030887	FBgn0030887	FBtr0089574						NA
AkaaF6HSan_REP1.mLb.clN_peak_12577	chrX	9265442	9265687	+	14	NA	intron (FBgn0052703, intron 2 of 8)	-intron (FBgn0052703, intron 2 of 8)	2134	FBgn0052703	FBgn0052703	FBtr0302966						NA
AkaaF6HSan_REP1.mLb.clN_peak_1501	chr2L	13116839	13117060	+	14	NA	Intergenic	Intergenic	2185	FBgn0265087	FBgn0265087	FBtr0475223						NA
AkaaF6HSan_REP1.mLb.clN_peak_4693	chr2R	21436971	21437385	+	14	NA	intron (FBgn0010415, intron 2 of 6)	-intron (FBgn0010415, intron 2 of 6)	43998	FBgn0010415	FBgn0010415	FBtr0474169						NA
AkaaF6HSan_REP1.mLb.clN_peak_3456	chr2R	11722147	11723208	+	14	NA	exon (FBgn0033649, exon 3 of 5)	-exon (FBgn0033649, exon 3 of 5)	10414	FBgn0033649	FBgn0033649	FBtr0113070						NA
AkaaF6HSan_REP1.mLb.clN_peak_4135	chr2R	16933940	16934108	+	14	NA	intron (FBgn0003091, intron 5 of 13)	-intron (FBgn0003091, intron 6 of 14)	-3573	FBgn0264329	FBgn0264329	FBtr0331961						NA
