PeakID (cmd=annotatePeaks.pl AkaaF3Heat_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Heat_REP2.mLb.clN_peak_6126	chr3L	16996513	16996698	+	15	NA	exon (FBgn0036684, exon 6 of 8)	-exon (FBgn0036684, exon 6 of 8)	5755	FBgn0036684	FBgn0036684	FBtr0321285						NA
AkaaF3Heat_REP2.mLb.clN_peak_6751	chr3L	22388620	22389232	+	15	NA	intron (FBgn0267624, intron 1 of 1)	-intron (FBgn0004449, intron 1 of 8)	18621	FBgn0267624	FBgn0267624	FBtr0347077						NA
AkaaF3Heat_REP2.mLb.clN_peak_6162	chr3L	17394794	17394939	+	15	NA	Intergenic	Intergenic	-5910	FBgn0036717	FBgn0036717	FBtr0306800						NA
AkaaF3Heat_REP2.mLb.clN_peak_3216	chr2R	13794541	13794730	+	15	NA	promoter-TSS (FBgn0033869)	-promoter-TSS (FBgn0033869)	-142	FBgn0033869	FBgn0033869	FBtr0087630						NA
AkaaF3Heat_REP2.mLb.clN_peak_9753	chr4	239252	240017	+	15	NA	intron (FBgn0039897, intron 6 of 11)	-intron (FBgn0039897, intron 7 of 10)	8208	FBgn0039897	FBgn0039897	FBtr0333671						NA
AkaaF3Heat_REP2.mLb.clN_peak_5174	chr3L	6530881	6531595	+	15	NA	exon (FBgn0052396, exon 2 of 2)	-exon (FBgn0052396, exon 2 of 2)	509	FBgn0052396	FBgn0052396	FBtr0076969						NA
AkaaF3Heat_REP2.mLb.clN_peak_11870	chrX	18627626	18627878	+	15	NA	intron (FBgn0030941, intron 3 of 5)	-intron (FBgn0030941, intron 3 of 4)	-5046	FBgn0265916	FBgn0265916	FBtr0342844						NA
AkaaF3Heat_REP2.mLb.clN_peak_3389	chr2R	15355088	15355294	+	15	NA	intron (FBgn0034013, intron 2 of 10)	-intron (FBgn0034013, intron 1 of 9)	14719	FBgn0034013	FBgn0034013	FBtr0339998						NA
AkaaF3Heat_REP2.mLb.clN_peak_2316	chr2R	6553093	6553276	+	15	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-19589	FBgn0264506	FBgn0264506	FBtr0332951						NA
AkaaF3Heat_REP2.mLb.clN_peak_2945	chr2R	11399762	11399994	+	15	NA	promoter-TSS (FBgn0050506)	-promoter-TSS (FBgn0050506)	-37	FBgn0050506	FBgn0050506	FBtr0088145						NA
AkaaF3Heat_REP2.mLb.clN_peak_2980	chr2R	11662840	11663014	+	15	NA	intron (FBgn0044020, intron 3 of 3)	-intron (FBgn0044020, intron 2 of 2)	-2292	FBgn0011916	FBgn0011916	FBtr0088086						NA
AkaaF3Heat_REP2.mLb.clN_peak_10401	chrX	3819628	3820027	+	15	NA	TTS (FBgn0052785)	-TTS (FBgn0052785)	128	FBgn0052785	FBgn0052785	FBtr0070603						NA
AkaaF3Heat_REP2.mLb.clN_peak_3082	chr2R	12596335	12596461	+	15	NA	promoter-TSS (FBgn0264510)	-promoter-TSS (FBgn0264510)	-749	FBgn0264510	FBgn0264510	FBtr0333104						NA
AkaaF3Heat_REP2.mLb.clN_peak_8635	chr3R	20679625	20679741	+	15	NA	TTS (FBgn0263406)	-TTS (FBgn0263406)	1500	FBgn0263406	FBgn0263406	FBtr0309185						NA
AkaaF3Heat_REP2.mLb.clN_peak_11639	chrX	16562428	16562538	+	15	NA	exon (FBgn0267912, exon 2 of 2)	-exon (FBgn0267912, exon 2 of 2)	-2467	FBgn0011826	FBgn0011826	FBtr0309793						NA
AkaaF3Heat_REP2.mLb.clN_peak_10847	chrX	8131664	8132290	+	15	NA	promoter-TSS (FBgn0030004)	-promoter-TSS (FBgn0030004)	-308	FBgn0030004	FBgn0030004	FBtr0071153						NA
AkaaF3Heat_REP2.mLb.clN_peak_4252	chr2R	23299315	23299480	+	15	NA	Intergenic	Intergenic	-8020	FBgn0266010	FBgn0266010	FBtr0343200						NA
AkaaF3Heat_REP2.mLb.clN_peak_6798	chr3L	22643848	22644231	+	15	NA	exon (FBgn0266930, exon 1 of 1)	-exon (FBgn0266930, exon 1 of 1)	158	FBgn0266930	FBgn0266930	FBtr0345823						NA
AkaaF3Heat_REP2.mLb.clN_peak_3254	chr2R	14063194	14063580	+	15	NA	exon (FBgn0040752, exon 12 of 12)	-exon (FBgn0040752, exon 12 of 12)	-26938	FBgn0259183	FBgn0259183	FBtr0299667						NA
AkaaF3Heat_REP2.mLb.clN_peak_1976	chr2L	21796649	21797057	+	15	NA	Intergenic	Intergenic	-1406	FBgn0051612	FBgn0051612	FBtr0085908						NA
AkaaF3Heat_REP2.mLb.clN_peak_10476	chrX	4517433	4517599	+	15	NA	intron (FBgn0052773, intron 2 of 4)	-intron (FBgn0052773, intron 2 of 4)	-12715	FBgn0029708	FBgn0029708	FBtr0308916						NA
AkaaF3Heat_REP2.mLb.clN_peak_3055	chr2R	12336388	12336762	+	15	NA	promoter-TSS (FBgn0011877)	-promoter-TSS (FBgn0011877)	157	FBgn0011878	FBgn0011878	FBtr0087900						NA
AkaaF3Heat_REP2.mLb.clN_peak_794	chr2L	8543232	8543367	+	15	NA	promoter-TSS (FBgn0011259)	-promoter-TSS (FBgn0011259)	-31	FBgn0011259	FBgn0011259	FBtr0329930						NA
AkaaF3Heat_REP2.mLb.clN_peak_11053	chrX	10388620	10388978	+	15	NA	exon (FBgn0000711, exon 2 of 6)	-exon (FBgn0000711, exon 2 of 6)	2839	FBgn0000711	FBgn0000711	FBtr0474146						NA
AkaaF3Heat_REP2.mLb.clN_peak_9650	chr3R	31484718	31484873	+	15	NA	Intergenic	Intergenic	-6283	FBgn0267132	FBgn0267132	FBtr0346229						NA
AkaaF3Heat_REP2.mLb.clN_peak_8400	chr3R	17978722	17979058	+	15	NA	intron (FBgn0263995, intron 3 of 11)	-intron (FBgn0263995, intron 3 of 11)	34784	FBgn0263995	FBgn0263995	FBtr0330271						NA
AkaaF3Heat_REP2.mLb.clN_peak_11159	chrX	11520381	11520494	+	15	NA	intron (FBgn0052666, intron 1 of 4)	-intron (FBgn0052666, intron 2 of 5)	26618	FBgn0052666	FBgn0052666	FBtr0340295						NA
AkaaF3Heat_REP2.mLb.clN_peak_4406	chr2R	24680245	24680726	+	15	NA	intron (FBgn0035049, intron 2 of 6)	-intron (FBgn0035049, intron 2 of 5)	6892	FBgn0035049	FBgn0035049	FBtr0304007						NA
AkaaF3Heat_REP2.mLb.clN_peak_8743	chr3R	21940776	21941100	+	15	NA	Intergenic	Intergenic	27191	FBgn0038919	FBgn0038919	FBtr0084150						NA
AkaaF3Heat_REP2.mLb.clN_peak_7416	chr3R	7363387	7363612	+	15	NA	TTS (FBgn0004174)	-TTS (FBgn0004174)	274	FBgn0004175	FBgn0004175	FBtr0081588						NA
AkaaF3Heat_REP2.mLb.clN_peak_10481	chrX	4558011	4558142	+	15	NA	promoter-TSS (FBgn0029716)	-promoter-TSS (FBgn0029716)	4	FBgn0029716	FBgn0029716	FBtr0070679						NA
AkaaF3Heat_REP2.mLb.clN_peak_1644	chr2L	18621412	18621768	+	15	NA	intron (FBgn0032694, intron 1 of 2)	-intron (FBgn0032694, intron 1 of 3)	4334	FBgn0032694	FBgn0032694	FBtr0329971						NA
AkaaF3Heat_REP2.mLb.clN_peak_8461	chr3R	18804968	18805333	+	15	NA	exon (FBgn0038653, exon 3 of 3)	-exon (FBgn0038653, exon 3 of 3)	-9981	FBgn0038652	FBgn0038652	FBtr0339167						NA
AkaaF3Heat_REP2.mLb.clN_peak_8945	chr3R	24404757	24404942	+	15	NA	exon (FBgn0000036, exon 8 of 10)	-exon (FBgn0000036, exon 8 of 10)	11960	FBgn0039200	FBgn0039200	FBtr0084618						NA
AkaaF3Heat_REP2.mLb.clN_peak_8455	chr3R	18733739	18733862	+	15	NA	TTS (FBgn0038647)	-TTS (FBgn0038647)	1119	FBgn0038647	FBgn0038647	FBtr0083673						NA
AkaaF3Heat_REP2.mLb.clN_peak_9281	chr3R	28207657	28207787	+	15	NA	intron (FBgn0085383, intron 3 of 8)	-intron (FBgn0085383, intron 3 of 8)	30848	FBgn0266401	FBgn0266401	FBtr0344313						NA
AkaaF3Heat_REP2.mLb.clN_peak_6334	chr3L	18909468	18909655	+	15	NA	TTS (FBgn0036828)	-TTS (FBgn0036828)	1621	FBgn0036829	FBgn0036829	FBtr0309798						NA
AkaaF3Heat_REP2.mLb.clN_peak_4895	chr3L	3610794	3612456	+	15	NA	promoter-TSS (FBgn0035452)	-promoter-TSS (FBgn0035452)	-567	FBgn0035452	FBgn0035452	FBtr0290290						NA
AkaaF3Heat_REP2.mLb.clN_peak_2653	chr2R	8893579	8893795	+	15	NA	promoter-TSS (FBgn0033339)	-promoter-TSS (FBgn0033339)	74	FBgn0033339	FBgn0033339	FBtr0345224						NA
AkaaF3Heat_REP2.mLb.clN_peak_7886	chr3R	12232217	12232348	+	15	NA	TTS (FBgn0038005)	-TTS (FBgn0038005)	447	FBgn0011270	FBgn0011270	FBtr0082620						NA
AkaaF3Heat_REP2.mLb.clN_peak_12417	chrX	23317152	23317426	+	15	NA	Intergenic	Intergenic	25589	FBgn0267524	FBgn0267524	FBtr0346898						NA
AkaaF3Heat_REP2.mLb.clN_peak_3807	chr2R	19594088	19594328	+	15	NA	exon (FBgn0034459, exon 1 of 5)	-exon (FBgn0034459, exon 1 of 5)	418	FBgn0034459	FBgn0034459	FBtr0300829						NA
AkaaF3Heat_REP2.mLb.clN_peak_911	chr2L	9807332	9807443	+	15	NA	exon (FBgn0032151, exon 8 of 14)	-exon (FBgn0032151, exon 8 of 14)	-14280	FBgn0032150	FBgn0032150	FBtr0331285						NA
AkaaF3Heat_REP2.mLb.clN_peak_1526	chr2L	17049857	17049977	+	15	NA	Intergenic	Intergenic	-1636	FBgn0032625	FBgn0032625	FBtr0332011						NA
AkaaF3Heat_REP2.mLb.clN_peak_2068	chr2R	1243438	1243813	+	15	NA	Intergenic	Intergenic	-21413	FBgn0058191	FBgn0058191	FBtr0113826						NA
AkaaF3Heat_REP2.mLb.clN_peak_4908	chr3L	3673957	3674102	+	15	NA	Intergenic	Intergenic	-14757	FBgn0263495	FBgn0263495	FBtr0309509						NA
AkaaF3Heat_REP2.mLb.clN_peak_2510	chr2R	7899961	7900155	+	15	NA	intron (FBgn0050377, intron 1 of 3)	-intron (FBgn0050377, intron 2 of 4)	10033	FBgn0050377	FBgn0050377	FBtr0339121						NA
AkaaF3Heat_REP2.mLb.clN_peak_2649	chr2R	8860300	8860455	+	15	NA	promoter-TSS (FBgn0011286)	-promoter-TSS (FBgn0011286)	13	FBgn0011286	FBgn0011286	FBtr0308083						NA
AkaaF3Heat_REP2.mLb.clN_peak_9833	chr4	754933	755809	+	15	NA	exon (FBgn0005666, exon 30 of 41)	-exon (FBgn0005666, exon 30 of 41)	21775	FBgn0266727	FBgn0266727	FBtr0345200						NA
AkaaF3Heat_REP2.mLb.clN_peak_9944	chrX	423309	424148	+	15	NA	intron (FBgn0052816, intron 1 of 2)	-intron (FBgn0052816, intron 1 of 2)	13720	FBgn0011822	FBgn0011822	FBtr0070100						NA
AkaaF3Heat_REP2.mLb.clN_peak_4425	chr2R	24864321	24864680	+	15	NA	Intergenic	Intergenic	5240	FBgn0266087	FBgn0266087	FBtr0343499						NA
AkaaF3Heat_REP2.mLb.clN_peak_3847	chr2R	19909486	19909671	+	15	NA	TTS (FBgn0265766)	-TTS (FBgn0265766)	1917	FBgn0265766	FBgn0265766	FBtr0340728						NA
AkaaF3Heat_REP2.mLb.clN_peak_162	chr2L	1450427	1450567	+	15	NA	Intergenic	Intergenic	7870	FBgn0263321	FBgn0263321	FBtr0343842						NA
AkaaF3Heat_REP2.mLb.clN_peak_8246	chr3R	16190507	16190828	+	15	NA	intron (FBgn0086370, intron 1 of 1)	-intron (FBgn0086370, intron 1 of 1)	-1103	FBgn0024491	FBgn0024491	FBtr0347201						NA
AkaaF3Heat_REP2.mLb.clN_peak_6442	chr3L	19945394	19945574	+	15	NA	intron (FBgn0004852, intron 1 of 20)	-intron (FBgn0004852, intron 1 of 19)	5651	FBgn0052219	FBgn0052219	FBtr0074914						NA
AkaaF3Heat_REP2.mLb.clN_peak_6698	chr3L	22017413	22017893	+	15	NA	Intergenic	Intergenic	10672	FBgn0037147	FBgn0037147	FBtr0114546						NA
AkaaF3Heat_REP2.mLb.clN_peak_7720	chr3R	10392817	10393125	+	15	NA	intron (FBgn0259938, intron 1 of 2)	-intron (FBgn0259938, intron 1 of 3)	4713	FBgn0259938	FBgn0259938	FBtr0305152						NA
AkaaF3Heat_REP2.mLb.clN_peak_3824	chr2R	19786833	19786954	+	15	NA	exon (FBgn0266766, exon 1 of 1)	-exon (FBgn0266766, exon 1 of 1)	2599	FBgn0266766	FBgn0266766	FBtr0345374						NA
AkaaF3Heat_REP2.mLb.clN_peak_11565	chrX	15582869	15583202	+	15	NA	promoter-TSS (FBgn0030660)	-promoter-TSS (FBgn0030660)	-124	FBgn0030660	FBgn0030660	FBtr0340344						NA
AkaaF3Heat_REP2.mLb.clN_peak_12166	chrX	21097129	21097256	+	15	NA	intron (FBgn0031155, intron 2 of 2)	-intron (FBgn0031155, intron 2 of 2)	3348	FBgn0288700	FBgn0288700	FBtr0481676						NA
AkaaF3Heat_REP2.mLb.clN_peak_4240	chr2R	23216954	23217352	+	15	NA	Intergenic	Intergenic	-5614	FBgn0034834	FBgn0034834	FBtr0072052						NA
AkaaF3Heat_REP2.mLb.clN_peak_12395	chrX	23151987	23152136	+	15	NA	Intergenic	Intergenic	46058	FBgn0039946	FBgn0039946	FBtr0301978						NA
AkaaF3Heat_REP2.mLb.clN_peak_6777	chr3L	22527621	22527855	+	15	NA	Intergenic	Intergenic	17472	FBgn0266978	FBgn0266978	FBtr0345879						NA
AkaaF3Heat_REP2.mLb.clN_peak_2278	chr2R	6197532	6197747	+	15	NA	exon (FBgn0050432, exon 1 of 1)	-exon (FBgn0050432, exon 1 of 1)	627	FBgn0050432	FBgn0050432	FBtr0307499						NA
AkaaF3Heat_REP2.mLb.clN_peak_852	chr2L	9190218	9190721	+	15	NA	intron (FBgn0041092, intron 2 of 13)	-intron (FBgn0041092, intron 2 of 14)	23691	FBgn0041092	FBgn0041092	FBtr0304974						NA
AkaaF3Heat_REP2.mLb.clN_peak_6566	chr3L	21082380	21082496	+	15	NA	intron (FBgn0020294, intron 2 of 6)	-intron (FBgn0020294, intron 3 of 7)	6551	FBgn0053285	FBgn0053285	FBtr0078325						NA
AkaaF3Heat_REP2.mLb.clN_peak_10914	chrX	8973111	8973248	+	15	NA	exon (FBgn0030073, exon 2 of 2)	-exon (FBgn0030073, exon 2 of 2)	1076	FBgn0030073	FBgn0030073	FBtr0071263						NA
AkaaF3Heat_REP2.mLb.clN_peak_5498	chr3L	10466571	10466808	+	15	NA	exon (FBgn0045770, exon 2 of 2)	-exon (FBgn0045770, exon 2 of 2)	354	FBgn0045770	FBgn0045770	FBtr0334099						NA
AkaaF3Heat_REP2.mLb.clN_peak_2504	chr2R	7823241	7823454	+	15	NA	TTS (FBgn0050383)	-TTS (FBgn0050383)	222	FBgn0029093	FBgn0029093	FBtr0452080						NA
AkaaF3Heat_REP2.mLb.clN_peak_3482	chr2R	16337987	16338235	+	15	NA	promoter-TSS (FBgn0010611)	-promoter-TSS (FBgn0010611)	1351	FBgn0010611	FBgn0010611	FBtr0340059						NA
AkaaF3Heat_REP2.mLb.clN_peak_5141	chr3L	6292728	6292863	+	15	NA	Intergenic	Intergenic	10566	FBgn0266969	FBgn0266969	FBtr0345867						NA
AkaaF3Heat_REP2.mLb.clN_peak_11223	chrX	12244828	12244937	+	15	NA	intron (FBgn0267001, intron 1 of 13)	-intron (FBgn0267001, intron 1 of 14)	-9005	FBgn0052655	FBgn0052655	FBtr0073633						NA
AkaaF3Heat_REP2.mLb.clN_peak_10090	chrX	1321152	1321820	+	15	NA	intron (FBgn0025641, intron 1 of 10)	-intron (FBgn0025641, intron 1 of 11)	876	FBgn0025641	FBgn0025641	FBtr0342731						NA
AkaaF3Heat_REP2.mLb.clN_peak_877	chr2L	9495463	9495741	+	15	NA	promoter-TSS (FBgn0004868)	-promoter-TSS (FBgn0004868)	128	FBgn0032120	FBgn0032120	FBtr0089853						NA
AkaaF3Heat_REP2.mLb.clN_peak_3532	chr2R	16850418	16850636	+	15	NA	promoter-TSS (FBgn0025830)	-promoter-TSS (FBgn0025830)	90	FBgn0025830	FBgn0025830	FBtr0087036						NA
AkaaF3Heat_REP2.mLb.clN_peak_10655	chrX	6365906	6366487	+	15	NA	promoter-TSS (FBgn0003655)	-promoter-TSS (FBgn0003655)	247	FBgn0029870	FBgn0029870	FBtr0343373						NA
AkaaF3Heat_REP2.mLb.clN_peak_191	chr2L	1856606	1857200	+	15	NA	exon (FBgn0051665, exon 13 of 13)	-exon (FBgn0051665, exon 13 of 13)	-12900	FBgn0031372	FBgn0031372	FBtr0334824						NA
AkaaF3Heat_REP2.mLb.clN_peak_8690	chr3R	21365255	21365570	+	15	NA	promoter-TSS (FBgn0002781)	-promoter-TSS (FBgn0002781)	-122	FBgn0266170	FBgn0266170	FBtr0433519						NA
AkaaF3Heat_REP2.mLb.clN_peak_11480	chrX	14783643	14784152	+	15	NA	TTS (FBgn0015010)	-TTS (FBgn0015010)	155	FBgn0020508	FBgn0020508	FBtr0073938						NA
AkaaF3Heat_REP2.mLb.clN_peak_2065	chr2R	1119213	1119368	+	15	NA	intron (FBgn0003256, intron 7 of 7)	-intron (FBgn0003256, intron 7 of 7)	47315	FBgn0003256	FBgn0003256	FBtr0345337						NA
AkaaF3Heat_REP2.mLb.clN_peak_7283	chr3R	6329794	6330517	+	15	NA	promoter-TSS (FBgn0037428)	-promoter-TSS (FBgn0037428)	-93	FBgn0037428	FBgn0037428	FBtr0078611						NA
AkaaF3Heat_REP2.mLb.clN_peak_11932	chrX	19135474	19135759	+	15	NA	TTS (FBgn0261461)	-TTS (FBgn0261461)	252	FBgn0030985	FBgn0030985	FBtr0074701						NA
AkaaF3Heat_REP2.mLb.clN_peak_1044	chr2L	11712553	11712671	+	15	NA	Intergenic	Intergenic	-8674	FBgn0264992	FBgn0264992	FBtr0335469						NA
AkaaF3Heat_REP2.mLb.clN_peak_11767	chrX	17834737	17834964	+	15	NA	intron (FBgn0030870, intron 1 of 4)	-intron (FBgn0030870, intron 1 of 4)	-3756	FBgn0265902	FBgn0265902	FBtr0342785						NA
AkaaF3Heat_REP2.mLb.clN_peak_6464	chr3L	20189180	20189365	+	15	NA	intron (FBgn0036945, intron 3 of 3)	-intron (FBgn0036945, intron 2 of 2)	750	FBgn0036945	FBgn0036945	FBtr0074821						NA
AkaaF3Heat_REP2.mLb.clN_peak_10079	chrX	1261425	1261563	+	15	NA	intron (FBgn0028550, intron 1 of 4)	-intron (FBgn0028550, intron 1 of 4)	13790	FBgn0028550	FBgn0028550	FBtr0345507						NA
AkaaF3Heat_REP2.mLb.clN_peak_5108	chr3L	5819732	5819933	+	15	NA	intron (FBgn0003984, intron 1 of 5)	-intron (FBgn0003984, intron 1 of 5)	-6739	FBgn0035640	FBgn0035640	FBtr0077113						NA
AkaaF3Heat_REP2.mLb.clN_peak_8398	chr3R	17953521	17953900	+	15	NA	intron (FBgn0263995, intron 2 of 11)	-intron (FBgn0263995, intron 2 of 11)	9604	FBgn0263995	FBgn0263995	FBtr0330271						NA
AkaaF3Heat_REP2.mLb.clN_peak_3260	chr2R	14119836	14120160	+	15	NA	intron (FBgn0040752, intron 1 of 9)	-intron (FBgn0040752, intron 1 of 11)	20904	FBgn0040752	FBgn0040752	FBtr0339765						NA
AkaaF3Heat_REP2.mLb.clN_peak_4797	chr3L	2658338	2658702	+	15	NA	exon (FBgn0264606, exon 16 of 18)	-exon (FBgn0264606, exon 16 of 18)	-1119	FBgn0053233	FBgn0053233	FBtr0273190						NA
AkaaF3Heat_REP2.mLb.clN_peak_8466	chr3R	18852579	18852694	+	15	NA	promoter-TSS (FBgn0051226)	-promoter-TSS (FBgn0051226)	-838	FBgn0051226	FBgn0051226	FBtr0083676						NA
AkaaF3Heat_REP2.mLb.clN_peak_10355	chrX	3491583	3491788	+	15	NA	TTS (FBgn0029666)	-TTS (FBgn0029666)	6035	FBgn0029666	FBgn0029666	FBtr0332285						NA
AkaaF3Heat_REP2.mLb.clN_peak_3372	chr2R	15136384	15136747	+	15	NA	intron (FBgn0015371, intron 1 of 5)	-intron (FBgn0015371, intron 1 of 4)	8954	FBgn0262954	FBgn0262954	FBtr0112379						NA
AkaaF3Heat_REP2.mLb.clN_peak_4743	chr3L	2242957	2244101	+	15	NA	promoter-TSS (FBgn0052301)	-promoter-TSS (FBgn0052301)	-949	FBgn0052301	FBgn0052301	FBtr0301321						NA
AkaaF3Heat_REP2.mLb.clN_peak_675	chr2L	7337056	7337194	+	15	NA	intron (FBgn0031902, intron 1 of 3)	-intron (FBgn0031902, intron 1 of 3)	3411	FBgn0031902	FBgn0031902	FBtr0303251						NA
AkaaF3Heat_REP2.mLb.clN_peak_10929	chrX	9152348	9152504	+	15	NA	TTS (FBgn0030093)	-TTS (FBgn0030093)	3117	FBgn0030093	FBgn0030093	FBtr0071300						NA
AkaaF3Heat_REP2.mLb.clN_peak_11233	chrX	12365917	12366030	+	15	NA	Intergenic	Intergenic	-7145	FBgn0030384	FBgn0030384	FBtr0073643						NA
AkaaF3Heat_REP2.mLb.clN_peak_12169	chrX	21105015	21105188	+	15	NA	exon (FBgn0031157, exon 2 of 2)	-exon (FBgn0031157, exon 2 of 2)	1268	FBgn0031157	FBgn0031157	FBtr0344414						NA
AkaaF3Heat_REP2.mLb.clN_peak_6924	chr3L	27161135	27161607	+	15	NA	Intergenic	Intergenic	-8665	FBgn0262789	FBgn0262789	FBtr0305903						NA
AkaaF3Heat_REP2.mLb.clN_peak_2937	chr2R	11364549	11364783	+	15	NA	Intergenic	Intergenic	2766	FBgn0041241	FBgn0041241	FBtr0088127						NA
AkaaF3Heat_REP2.mLb.clN_peak_1994	chr2L	21925944	21926147	+	15	NA	Intergenic	Intergenic	-3019	FBgn0266873	FBgn0266873	FBtr0345727						NA
AkaaF3Heat_REP2.mLb.clN_peak_7396	chr3R	7204060	7204193	+	15	NA	TTS (FBgn0037483)	-TTS (FBgn0037483)	3156	FBgn0037483	FBgn0037483	FBtr0346144						NA
AkaaF3Heat_REP2.mLb.clN_peak_9632	chr3R	31350061	31350284	+	15	NA	intron (FBgn0085376, intron 2 of 16)	-intron (FBgn0085376, intron 2 of 16)	5033	FBgn0267787	FBgn0267787	FBtr0347353						NA
AkaaF3Heat_REP2.mLb.clN_peak_7544	chr3R	8582451	8582989	+	15	NA	intron (FBgn0261929, intron 1 of 6)	-intron (FBgn0261929, intron 1 of 6)	4515	FBgn0261929	FBgn0261929	FBtr0330144						NA
AkaaF3Heat_REP2.mLb.clN_peak_826	chr2L	8859308	8859476	+	15	NA	Intergenic	Intergenic	-3384	FBgn0052986	FBgn0052986	FBtr0079734						NA
AkaaF3Heat_REP2.mLb.clN_peak_12249	chrX	21670469	21670758	+	15	NA	TTS (FBgn0267704)	-TTS (FBgn0267704)	37177	FBgn0267704	FBgn0267704	FBtr0347227						NA
AkaaF3Heat_REP2.mLb.clN_peak_5634	chr3L	11609205	11609661	+	15	NA	promoter-TSS (FBgn0036180)	-promoter-TSS (FBgn0036180)	32	FBgn0036180	FBgn0036180	FBtr0301145						NA
AkaaF3Heat_REP2.mLb.clN_peak_2558	chr2R	8256310	8256679	+	15	NA	exon (FBgn0033277, exon 3 of 3)	-exon (FBgn0033277, exon 3 of 3)	2271	FBgn0033277	FBgn0033277	FBtr0088794						NA
AkaaF3Heat_REP2.mLb.clN_peak_11369	chrX	13752787	13752976	+	15	NA	intron (FBgn0030520, intron 1 of 3)	-intron (FBgn0030520, intron 1 of 3)	-2441	FBgn0264381	FBgn0264381	FBtr0332276						NA
AkaaF3Heat_REP2.mLb.clN_peak_9775	chr4	382122	382284	+	15	NA	TTS (FBgn0266618)	-TTS (FBgn0266618)	1479	FBgn0266618	FBgn0266618	FBtr0344901						NA
AkaaF3Heat_REP2.mLb.clN_peak_11529	chrX	15179517	15179717	+	15	NA	exon (FBgn0263994, exon 3 of 6)	-exon (FBgn0263994, exon 3 of 6)	4176	FBgn0263994	FBgn0263994	FBtr0330260						NA
AkaaF3Heat_REP2.mLb.clN_peak_7323	chr3R	6609510	6609896	+	14	NA	promoter-TSS (FBgn0250846)	-promoter-TSS (FBgn0250846)	-789	FBgn0250846	FBgn0250846	FBtr0337025						NA
AkaaF3Heat_REP2.mLb.clN_peak_1715	chr2L	19327408	19327708	+	14	NA	exon (FBgn0266796, exon 1 of 1)	-exon (FBgn0266796, exon 1 of 1)	191	FBgn0266796	FBgn0266796	FBtr0345452						NA
AkaaF3Heat_REP2.mLb.clN_peak_3884	chr2R	20134851	20135069	+	14	NA	Intergenic	Intergenic	2202	FBgn0265845	FBgn0265845	FBtr0342689						NA
AkaaF3Heat_REP2.mLb.clN_peak_3548	chr2R	17049060	17049168	+	14	NA	promoter-TSS (FBgn0034184)	-promoter-TSS (FBgn0034184)	56	FBgn0034184	FBgn0034184	FBtr0340125						NA
AkaaF3Heat_REP2.mLb.clN_peak_11724	chrX	17456065	17456320	+	14	NA	TTS (FBgn0263706)	-TTS (FBgn0263706)	-3649	FBgn0030841	FBgn0030841	FBtr0074436						NA
AkaaF3Heat_REP2.mLb.clN_peak_4323	chr2R	23906866	23907329	+	14	NA	promoter-TSS (FBgn0015268)	-promoter-TSS (FBgn0015268)	-86	FBgn0015268	FBgn0015268	FBtr0072219						NA
AkaaF3Heat_REP2.mLb.clN_peak_7049	chr3R	4676199	4676496	+	14	NA	intron (FBgn0263346, intron 2 of 13)	-intron (FBgn0263346, intron 3 of 8)	2370	FBgn0265040	FBgn0265040	FBtr0336463						NA
AkaaF3Heat_REP2.mLb.clN_peak_5210	chr3L	6978565	6978718	+	14	NA	exon (FBgn0047205, exon 3 of 3)	-exon (FBgn0047205, exon 3 of 3)	1403	FBgn0001104	FBgn0001104	FBtr0076934						NA
AkaaF3Heat_REP2.mLb.clN_peak_4660	chr3L	1449097	1449553	+	14	NA	intron (FBgn0267487, intron 3 of 7)	-intron (FBgn0267487, intron 3 of 7)	-11453	FBgn0043865	FBgn0043865	FBtr0301788						NA
AkaaF3Heat_REP2.mLb.clN_peak_4148	chr2R	22323079	22323190	+	14	NA	intron (FBgn0013272, intron 1 of 4)	-intron (FBgn0013272, intron 2 of 5)	-1984	FBgn0013272	FBgn0013272	FBtr0342986						NA
AkaaF3Heat_REP2.mLb.clN_peak_12378	chrX	23032509	23033201	+	14	NA	exon (FBgn0265767, exon 6 of 8)	-exon (FBgn0265767, exon 6 of 8)	-3211	FBgn0040031	FBgn0040031	FBtr0333740						NA
AkaaF3Heat_REP2.mLb.clN_peak_6113	chr3L	16902439	16903046	+	14	NA	exon (FBgn0261565, exon 3 of 4)	-exon (FBgn0261565, exon 3 of 4)	15636	FBgn0261565	FBgn0261565	FBtr0479915						NA
AkaaF3Heat_REP2.mLb.clN_peak_6452	chr3L	20079797	20080303	+	14	NA	intron (FBgn0036934, intron 1 of 2)	-intron (FBgn0036934, intron 1 of 2)	8957	FBgn0036934	FBgn0036934	FBtr0332667						NA
