PeakID (cmd=annotatePeaks.pl ManzF6HSan_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6HSan_REP1.mLb.clN_peak_11305	chr3R	7928904	7929029	+	14	NA	intron (FBgn0000504, intron 4 of 4)	-intron (FBgn0000504, intron 4 of 4)	7014	FBgn0261453	FBgn0261453	FBtr0309754						NA
ManzF6HSan_REP1.mLb.clN_peak_1615	chr2L	12124779	12125144	+	14	NA	exon (FBgn0032414, exon 2 of 6)	-exon (FBgn0032414, exon 2 of 6)	8450	FBgn0032415	FBgn0032415	FBtr0342604						NA
ManzF6HSan_REP1.mLb.clN_peak_14198	chr3R	29525509	29525793	+	14	NA	Intergenic	Intergenic	-8985	FBgn0263588	FBgn0263588	FBtr0309824						NA
ManzF6HSan_REP1.mLb.clN_peak_4065	chr2R	9382718	9383182	+	14	NA	intron (FBgn0033405, intron 1 of 7)	-intron (FBgn0033405, intron 1 of 7)	5304	FBgn0033405	FBgn0033405	FBtr0332996						NA
ManzF6HSan_REP1.mLb.clN_peak_6291	chr2R	20913941	20914091	+	14	NA	Intergenic	Intergenic	-2737	FBgn0020617	FBgn0020617	FBtr0342783						NA
ManzF6HSan_REP1.mLb.clN_peak_10041	chr3L	21070534	21071009	+	14	NA	exon (FBgn0026179, exon 3 of 6)	-exon (FBgn0026179, exon 3 of 6)	4919	FBgn0262482	FBgn0262482	FBtr0304821						NA
ManzF6HSan_REP1.mLb.clN_peak_1451	chr2L	10545440	10546068	+	14	NA	exon (FBgn0051721, exon 1 of 9)	-exon (FBgn0051721, exon 1 of 9)	871	FBgn0051721	FBgn0051721	FBtr0304114						NA
ManzF6HSan_REP1.mLb.clN_peak_724	chr2L	5712808	5713268	+	14	NA	exon (FBgn0031730, exon 3 of 4)	-exon (FBgn0031730, exon 3 of 4)	-2640	FBgn0266065	FBgn0266065	FBtr0343390						NA
ManzF6HSan_REP1.mLb.clN_peak_3159	chr2R	5636378	5636629	+	14	NA	Intergenic	Intergenic	16312	FBgn0033028	FBgn0033028	FBtr0345359						NA
ManzF6HSan_REP1.mLb.clN_peak_14659	chr4	40154	40568	+	14	NA	exon (FBgn0025740, exon 2 of 5)	-exon (FBgn0025740, exon 2 of 5)	-2413	FBgn0266617	FBgn0266617	FBtr0344900						NA
ManzF6HSan_REP1.mLb.clN_peak_15601	chrX	2939880	2940391	+	14	NA	exon (FBgn0029643, exon 2 of 2)	-exon (FBgn0029643, exon 2 of 2)	-1273	FBgn0029644	FBgn0029644	FBtr0070554						NA
ManzF6HSan_REP1.mLb.clN_peak_443	chr2L	3309644	3309818	+	14	NA	intron (FBgn0031517, intron 1 of 4)	-intron (FBgn0031517, intron 1 of 4)	509	FBgn0031517	FBgn0031517	FBtr0077580						NA
ManzF6HSan_REP1.mLb.clN_peak_9586	chr3L	17951707	17951834	+	14	NA	TTS (FBgn0000568)	-TTS (FBgn0000568)	-4070	FBgn0266942	FBgn0266942	FBtr0345835						NA
ManzF6HSan_REP1.mLb.clN_peak_13315	chr3R	22521091	22521572	+	14	NA	exon (FBgn0038981, exon 4 of 6)	-exon (FBgn0038981, exon 4 of 6)	7332	FBgn0038981	FBgn0038981	FBtr0084289						NA
ManzF6HSan_REP1.mLb.clN_peak_7654	chr3L	3394254	3394431	+	14	NA	exon (FBgn0267301, exon 1 of 1)	-exon (FBgn0267301, exon 1 of 1)	254	FBgn0267301	FBgn0267301	FBtr0346556						NA
ManzF6HSan_REP1.mLb.clN_peak_10499	chr3L	24932675	24933031	+	14	NA	Intergenic	Intergenic	5723	FBgn0085736	FBgn0085736	FBtr0302233						NA
ManzF6HSan_REP1.mLb.clN_peak_8597	chr3L	10687844	10688531	+	14	NA	exon (FBgn0010762, exon 8 of 10)	-exon (FBgn0010762, exon 8 of 10)	-2837	FBgn0036099	FBgn0036099	FBtr0076265						NA
ManzF6HSan_REP1.mLb.clN_peak_6344	chr2R	21195885	21196036	+	14	NA	intron (FBgn0034602, intron 1 of 6)	-intron (FBgn0034602, intron 1 of 6)	2389	FBgn0034602	FBgn0034602	FBtr0071583						NA
ManzF6HSan_REP1.mLb.clN_peak_14821	chr4	708996	709163	+	14	NA	intron (FBgn0005558, intron 2 of 8)	-intron (FBgn0005558, intron 1 of 7)	4428	FBgn0005558	FBgn0005558	FBtr0100396						NA
ManzF6HSan_REP1.mLb.clN_peak_4801	chr2R	12566358	12566496	+	14	NA	exon (FBgn0033753, exon 1 of 7)	-exon (FBgn0033753, exon 1 of 7)	242	FBgn0033753	FBgn0033753	FBtr0087824						NA
ManzF6HSan_REP1.mLb.clN_peak_11751	chr3R	10771938	10772476	+	14	NA	TTS (FBgn0266451)	-TTS (FBgn0266451)	-4403	FBgn0010421	FBgn0010421	FBtr0082310						NA
ManzF6HSan_REP1.mLb.clN_peak_17199	chrX	13870720	13871222	+	14	NA	exon (FBgn0267033, exon 6 of 8)	-exon (FBgn0267033, exon 6 of 8)	-32873	FBgn0052626	FBgn0052626	FBtr0309245						NA
ManzF6HSan_REP1.mLb.clN_peak_4946	chr2R	13290846	13291653	+	14	NA	intron (FBgn0052843, intron 1 of 10)	-intron (FBgn0052843, intron 1 of 10)	4678	FBgn0052843	FBgn0052843	FBtr0330736						NA
ManzF6HSan_REP1.mLb.clN_peak_16007	chrX	5777442	5778639	+	14	NA	exon (FBgn0029807, exon 4 of 5)	-exon (FBgn0029807, exon 4 of 5)	-1393	FBgn0259149	FBgn0259149	FBtr0307205						NA
ManzF6HSan_REP1.mLb.clN_peak_17659	chrX	17138418	17139059	+	14	NA	exon (FBgn0002709, exon 5 of 7)	-exon (FBgn0002709, exon 5 of 7)	2856	FBgn0002709	FBgn0002709	FBtr0100640						NA
ManzF6HSan_REP1.mLb.clN_peak_12767	chr3R	18751604	18752086	+	14	NA	exon (FBgn0038651, exon 13 of 15)	-exon (FBgn0038651, exon 13 of 15)	5475	FBgn0260399	FBgn0260399	FBtr0331352						NA
ManzF6HSan_REP1.mLb.clN_peak_7261	chr3L	867533	868330	+	14	NA	intron (FBgn0035171, intron 2 of 6)	-intron (FBgn0035171, intron 2 of 6)	2535	FBgn0035171	FBgn0035171	FBtr0339892						NA
ManzF6HSan_REP1.mLb.clN_peak_4167	chr2R	9823324	9823922	+	14	NA	promoter-TSS (FBgn0050001)	-promoter-TSS (FBgn0050001)	-668	FBgn0050001	FBgn0050001	FBtr0088492						NA
ManzF6HSan_REP1.mLb.clN_peak_10687	chr3R	4328769	4329231	+	14	NA	exon (FBgn0027866, exon 6 of 7)	-exon (FBgn0027866, exon 6 of 7)	2046	FBgn0027866	FBgn0027866	FBtr0078955						NA
ManzF6HSan_REP1.mLb.clN_peak_17469	chrX	15905617	15905922	+	14	NA	TTS (FBgn0003392)	-TTS (FBgn0003392)	3907	FBgn0010315	FBgn0010315	FBtr0300391						NA
ManzF6HSan_REP1.mLb.clN_peak_13282	chr3R	22310821	22311134	+	14	NA	exon (FBgn0263117, exon 8 of 8)	-exon (FBgn0263117, exon 8 of 8)	-3566	FBgn0267994	FBgn0267994	FBtr0347593						NA
ManzF6HSan_REP1.mLb.clN_peak_8539	chr3L	9840673	9841196	+	14	NA	exon (FBgn0004390, exon 5 of 5)	-exon (FBgn0004390, exon 5 of 5)	-2264	FBgn0015618	FBgn0015618	FBtr0076369						NA
ManzF6HSan_REP1.mLb.clN_peak_2810	chr2L	22923325	22923767	+	14	NA	Intergenic	Intergenic	-1249	FBgn0002566	FBgn0002566	FBtr0344082						NA
ManzF6HSan_REP1.mLb.clN_peak_7219	chr3L	696446	696689	+	14	NA	intron (FBgn0035157, intron 1 of 1)	-intron (FBgn0035157, intron 1 of 1)	2577	FBgn0035157	FBgn0035157	FBtr0072606						NA
ManzF6HSan_REP1.mLb.clN_peak_3095	chr2R	5172889	5173352	+	14	NA	Intergenic	Intergenic	28387	FBgn0033010	FBgn0033010	FBtr0086080						NA
ManzF6HSan_REP1.mLb.clN_peak_4394	chr2R	10701262	10701477	+	14	NA	intron (FBgn0024836, intron 2 of 7)	-intron (FBgn0024836, intron 2 of 5)	-23901	FBgn0033542	FBgn0033542	FBtr0088215						NA
ManzF6HSan_REP1.mLb.clN_peak_3819	chr2R	8355899	8356220	+	14	NA	intron (FBgn0261588, intron 2 of 10)	-intron (FBgn0261588, intron 2 of 10)	-2479	FBgn0033283	FBgn0033283	FBtr0088739						NA
ManzF6HSan_REP1.mLb.clN_peak_18280	chrX	21369616	21369784	+	14	NA	promoter-TSS (FBgn0024251)	-promoter-TSS (FBgn0024251)	1086	FBgn0024251	FBgn0024251	FBtr0331745						NA
ManzF6HSan_REP1.mLb.clN_peak_10573	chr3L	27389192	27389427	+	14	NA	intron (FBgn0024804, intron 7 of 9)	-intron (FBgn0024804, intron 8 of 9)	-23319	FBgn0267983	FBgn0267983	FBtr0347580						NA
ManzF6HSan_REP1.mLb.clN_peak_12603	chr3R	17566996	17567599	+	14	NA	exon (FBgn0264005, exon 3 of 3)	-exon (FBgn0264005, exon 3 of 3)	8367	FBgn0264005	FBgn0264005	FBtr0330386						NA
ManzF6HSan_REP1.mLb.clN_peak_3978	chr2R	9022186	9023313	+	14	NA	exon (FBgn0033365, exon 3 of 9)	-exon (FBgn0033365, exon 3 of 9)	4934	FBgn0033364	FBgn0033364	FBtr0088660						NA
ManzF6HSan_REP1.mLb.clN_peak_6398	chr2R	21545441	21545621	+	14	NA	intron (FBgn0003731, intron 1 of 4)	-intron (FBgn0003731, intron 1 of 4)	-1112	FBgn0003731	FBgn0003731	FBtr0071654						NA
ManzF6HSan_REP1.mLb.clN_peak_13262	chr3R	22179439	22179882	+	14	NA	intron (FBgn0051163, intron 4 of 18)	-intron (FBgn0051163, intron 4 of 18)	29817	FBgn0266751	FBgn0266751	FBtr0345327						NA
ManzF6HSan_REP1.mLb.clN_peak_8177	chr3L	7656702	7657080	+	14	NA	exon (FBgn0261788, exon 18 of 19)	-exon (FBgn0261788, exon 18 of 19)	-2139	FBgn0035807	FBgn0035807	FBtr0076821						NA
ManzF6HSan_REP1.mLb.clN_peak_2363	chr2L	19592944	19593223	+	14	NA	intron (FBgn0000464, intron 1 of 17)	-intron (FBgn0000464, intron 1 of 17)	6460	FBgn0000464	FBgn0000464	FBtr0331242						NA
ManzF6HSan_REP1.mLb.clN_peak_180	chr2L	928134	928600	+	14	NA	intron (FBgn0028481, intron 1 of 9)	-intron (FBgn0028481, intron 1 of 10)	5574	FBgn0028481	FBgn0028481	FBtr0305064						NA
ManzF6HSan_REP1.mLb.clN_peak_13325	chr3R	22576942	22577276	+	14	NA	intron (FBgn0053110, intron 5 of 5)	-intron (FBgn0053110, intron 5 of 5)	-3664	FBgn0028837	FBgn0028837	FBtr0084265						NA
ManzF6HSan_REP1.mLb.clN_peak_10337	chr3L	22687288	22687962	+	14	NA	promoter-TSS (FBgn0037175)	-promoter-TSS (FBgn0037175)	403	FBgn0037176	FBgn0037176	FBtr0289975						NA
ManzF6HSan_REP1.mLb.clN_peak_8440	chr3L	9297641	9297916	+	14	NA	Intergenic	Intergenic	-37911	FBgn0035975	FBgn0035975	FBtr0076435						NA
ManzF6HSan_REP1.mLb.clN_peak_12046	chr3R	13131887	13132154	+	14	NA	TTS (FBgn0266578)	-TTS (FBgn0266578)	396	FBgn0260793	FBgn0260793	FBtr0330143						NA
ManzF6HSan_REP1.mLb.clN_peak_3312	chr2R	6182604	6183212	+	14	NA	exon (FBgn0262867, exon 10 of 10)	-exon (FBgn0262867, exon 10 of 10)	-1282	FBgn0033067	FBgn0033067	FBtr0086005						NA
ManzF6HSan_REP1.mLb.clN_peak_7507	chr3L	2491131	2491619	+	14	NA	exon (FBgn0035346, exon 2 of 2)	-exon (FBgn0035346, exon 2 of 2)	775	FBgn0035346	FBgn0035346	FBtr0344219						NA
ManzF6HSan_REP1.mLb.clN_peak_8789	chr3L	12011133	12011778	+	14	NA	exon (FBgn0041096, exon 7 of 8)	-exon (FBgn0041096, exon 7 of 8)	8300	FBgn0036240	FBgn0036240	FBtr0076050						NA
ManzF6HSan_REP1.mLb.clN_peak_6775	chr2R	23724850	23726006	+	14	NA	intron (FBgn0286932, intron 3 of 9)	-intron (FBgn0034897, intron 3 of 9)	-4421	FBgn0266864	FBgn0266864	FBtr0345698						NA
ManzF6HSan_REP1.mLb.clN_peak_18189	chrX	20623593	20623787	+	14	NA	promoter-TSS (FBgn0083981)	-promoter-TSS (FBgn0083981)	83	FBgn0083981	FBgn0083981	FBtr0331160						NA
ManzF6HSan_REP1.mLb.clN_peak_6420	chr2R	21637081	21637251	+	14	NA	exon (FBgn0034643, exon 2 of 2)	-exon (FBgn0034643, exon 2 of 2)	2487	FBgn0034643	FBgn0034643	FBtr0330228						NA
ManzF6HSan_REP1.mLb.clN_peak_8227	chr3L	7893783	7894250	+	14	NA	promoter-TSS (FBgn0035823)	-promoter-TSS (FBgn0035823)	-864	FBgn0035823	FBgn0035823	FBtr0076747						NA
ManzF6HSan_REP1.mLb.clN_peak_11539	chr3R	9373185	9374199	+	14	NA	intron (FBgn0000723, intron 4 of 13)	-intron (FBgn0000723, intron 4 of 12)	-3331	FBgn0000723	FBgn0000723	FBtr0333296						NA
ManzF6HSan_REP1.mLb.clN_peak_5616	chr2R	16631115	16631750	+	14	NA	exon (FBgn0040505, exon 7 of 9)	-exon (FBgn0040505, exon 7 of 9)	8579	FBgn0040505	FBgn0040505	FBtr0331926						NA
ManzF6HSan_REP1.mLb.clN_peak_3316	chr2R	6201389	6201554	+	14	NA	exon (FBgn0033069, exon 2 of 2)	-exon (FBgn0033069, exon 2 of 2)	618	FBgn0033069	FBgn0033069	FBtr0085990						NA
ManzF6HSan_REP1.mLb.clN_peak_13939	chr3R	27033545	27033725	+	14	NA	intron (FBgn0004842, intron 4 of 5)	-intron (FBgn0004842, intron 4 of 7)	-7526	FBgn0039476	FBgn0039476	FBtr0085149						NA
ManzF6HSan_REP1.mLb.clN_peak_16039	chrX	5954326	5954510	+	14	NA	TTS (FBgn0029827)	-TTS (FBgn0029827)	-1211	FBgn0029828	FBgn0029828	FBtr0070864						NA
ManzF6HSan_REP1.mLb.clN_peak_8668	chr3L	11159850	11160275	+	14	NA	exon (FBgn0052082, exon 10 of 12)	-exon (FBgn0052082, exon 10 of 12)	4739	FBgn0264721	FBgn0264721	FBtr0334097						NA
ManzF6HSan_REP1.mLb.clN_peak_14063	chr3R	28582813	28584384	+	14	NA	exon (FBgn0000659, exon 1 of 1)	-exon (FBgn0000659, exon 1 of 1)	1514	FBgn0000659	FBgn0000659	FBtr0345227						NA
ManzF6HSan_REP1.mLb.clN_peak_14836	chr4	749839	750503	+	14	NA	intron (FBgn0005666, intron 26 of 41)	-intron (FBgn0005666, intron 25 of 40)	24815	FBgn0005666	FBgn0005666	FBtr0334483						NA
ManzF6HSan_REP1.mLb.clN_peak_17133	chrX	13562201	13562736	+	14	NA	exon (FBgn0052633, exon 2 of 2)	-exon (FBgn0052633, exon 2 of 2)	797	FBgn0052633	FBgn0052633	FBtr0073800						NA
ManzF6HSan_REP1.mLb.clN_peak_8371	chr3L	8744986	8745521	+	14	NA	promoter-TSS (FBgn0003149)	-promoter-TSS (FBgn0003149)	4473	FBgn0040828	FBgn0040828	FBtr0076592						NA
ManzF6HSan_REP1.mLb.clN_peak_10671	chr3R	4266120	4266252	+	14	NA	promoter-TSS (FBgn0037228)	-promoter-TSS (FBgn0037228)	-766	FBgn0037228	FBgn0037228	FBtr0336481						NA
ManzF6HSan_REP1.mLb.clN_peak_3283	chr2R	6079031	6080413	+	14	NA	exon (FBgn0033061, exon 2 of 2)	-exon (FBgn0033061, exon 2 of 2)	850	FBgn0033061	FBgn0033061	FBtr0086022						NA
ManzF6HSan_REP1.mLb.clN_peak_17891	chrX	18659836	18660103	+	14	NA	TTS (FBgn0030947)	-TTS (FBgn0030947)	2184	FBgn0030947	FBgn0030947	FBtr0074611						NA
ManzF6HSan_REP1.mLb.clN_peak_13141	chr3R	21402836	21403032	+	14	NA	promoter-TSS (FBgn0038887)	-promoter-TSS (FBgn0038887)	-645	FBgn0267713	FBgn0267713	FBtr0347253						NA
ManzF6HSan_REP1.mLb.clN_peak_17362	chrX	15252523	15252800	+	14	NA	Intergenic	Intergenic	-7748	FBgn0030623	FBgn0030623	FBtr0074023						NA
ManzF6HSan_REP1.mLb.clN_peak_3375	chr2R	6548280	6548706	+	14	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-14898	FBgn0264506	FBgn0264506	FBtr0332951						NA
ManzF6HSan_REP1.mLb.clN_peak_9961	chr3L	20545063	20545272	+	14	NA	Intergenic	Intergenic	-4750	FBgn0037012	FBgn0037012	FBtr0078213						NA
ManzF6HSan_REP1.mLb.clN_peak_8164	chr3L	7608762	7609227	+	14	NA	intron (FBgn0035802, intron 1 of 14)	-intron (FBgn0035802, intron 1 of 14)	11764	FBgn0035802	FBgn0035802	FBtr0334064						NA
ManzF6HSan_REP1.mLb.clN_peak_1066	chr2L	8055216	8055859	+	14	NA	exon (FBgn0011230, exon 12 of 13)	-exon (FBgn0011230, exon 12 of 13)	12066	FBgn0031981	FBgn0031981	FBtr0344789						NA
ManzF6HSan_REP1.mLb.clN_peak_5826	chr2R	17977579	17977721	+	14	NA	exon (FBgn0034286, exon 5 of 7)	-exon (FBgn0034286, exon 5 of 7)	-21080	FBgn0003140	FBgn0003140	FBtr0344898						NA
ManzF6HSan_REP1.mLb.clN_peak_9394	chr3L	16640106	16640412	+	14	NA	intron (FBgn0000017, intron 1 of 8)	-intron (FBgn0000017, intron 1 of 7)	7623	FBgn0000017	FBgn0000017	FBtr0345369						NA
ManzF6HSan_REP1.mLb.clN_peak_3380	chr2R	6562541	6562825	+	14	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-29088	FBgn0264506	FBgn0264506	FBtr0332951						NA
ManzF6HSan_REP1.mLb.clN_peak_10450	chr3L	23479754	23480003	+	14	NA	Intergenic	Intergenic	-76047	FBgn0250816	FBgn0250816	FBtr0299882						NA
ManzF6HSan_REP1.mLb.clN_peak_5435	chr2R	15656872	15657014	+	14	NA	TTS (FBgn0023441)	-TTS (FBgn0023441)	8151	FBgn0023441	FBgn0023441	FBtr0087343						NA
ManzF6HSan_REP1.mLb.clN_peak_6348	chr2R	21213481	21214015	+	14	NA	TTS (FBgn0265180)	-TTS (FBgn0265180)	1224	FBgn0027073	FBgn0027073	FBtr0071625						NA
ManzF6HSan_REP1.mLb.clN_peak_16307	chrX	7853090	7854021	+	14	NA	exon (FBgn0029963, exon 1 of 1)	-exon (FBgn0029963, exon 1 of 1)	689	FBgn0029963	FBgn0029963	FBtr0071150						NA
ManzF6HSan_REP1.mLb.clN_peak_5674	chr2R	17009507	17009632	+	14	NA	exon (FBgn0034180, exon 10 of 13)	-exon (FBgn0034180, exon 10 of 13)	4118	FBgn0034179	FBgn0034179	FBtr0306574						NA
ManzF6HSan_REP1.mLb.clN_peak_12638	chr3R	17771682	17772460	+	14	NA	exon (FBgn0262562, exon 11 of 17)	-exon (FBgn0262562, exon 11 of 17)	-8883	FBgn0038542	FBgn0038542	FBtr0346161						NA
ManzF6HSan_REP1.mLb.clN_peak_4829	chr2R	12727528	12728256	+	14	NA	intron (FBgn0261545, intron 2 of 8)	-intron (FBgn0261545, intron 2 of 7)	22720	FBgn0261545	FBgn0261545	FBtr0310576						NA
ManzF6HSan_REP1.mLb.clN_peak_3987	chr2R	9050842	9051100	+	14	NA	exon (FBgn0033368, exon 4 of 11)	-exon (FBgn0033368, exon 4 of 11)	-6262	FBgn0033367	FBgn0033367	FBtr0088663						NA
ManzF6HSan_REP1.mLb.clN_peak_14151	chr3R	29098279	29098469	+	14	NA	exon (FBgn0039633, exon 5 of 9)	-exon (FBgn0039633, exon 5 of 9)	3006	FBgn0266390	FBgn0266390	FBtr0344329						NA
ManzF6HSan_REP1.mLb.clN_peak_7442	chr3L	2106062	2106495	+	14	NA	exon (FBgn0086906, exon 3 of 14)	-exon (FBgn0086906, exon 3 of 14)	9333	FBgn0086906	FBgn0086906	FBtr0332684						NA
ManzF6HSan_REP1.mLb.clN_peak_6703	chr2R	23329145	23329279	+	14	NA	TTS (FBgn0050413)	-TTS (FBgn0050413)	856	FBgn0050413	FBgn0050413	FBtr0072040						NA
ManzF6HSan_REP1.mLb.clN_peak_11263	chr3R	7514075	7514265	+	14	NA	intron (FBgn0015576, intron 1 of 3)	-intron (FBgn0015576, intron 1 of 3)	1500	FBgn0015576	FBgn0015576	FBtr0081553						NA
ManzF6HSan_REP1.mLb.clN_peak_4110	chr2R	9563193	9563690	+	14	NA	exon (FBgn0266819, exon 1 of 1)	-exon (FBgn0266819, exon 1 of 1)	1605	FBgn0266819	FBgn0266819	FBtr0345573						NA
ManzF6HSan_REP1.mLb.clN_peak_15788	chrX	4273468	4273771	+	14	NA	Intergenic	Intergenic	2345	FBgn0267039	FBgn0267039	FBtr0346013						NA
ManzF6HSan_REP1.mLb.clN_peak_11622	chr3R	9815330	9815536	+	14	NA	TTS (FBgn0037762)	-TTS (FBgn0037762)	1272	FBgn0037762	FBgn0037762	FBtr0082144						NA
ManzF6HSan_REP1.mLb.clN_peak_10253	chr3L	22201841	22202100	+	14	NA	intron (FBgn0037153, intron 2 of 10)	-intron (FBgn0037153, intron 2 of 10)	4187	FBgn0267634	FBgn0267634	FBtr0347087						NA
ManzF6HSan_REP1.mLb.clN_peak_16141	chrX	6688731	6689206	+	14	NA	promoter-TSS (FBgn0029892)	-promoter-TSS (FBgn0029892)	-194	FBgn0029892	FBgn0029892	FBtr0070989						NA
ManzF6HSan_REP1.mLb.clN_peak_13918	chr3R	26922246	26922424	+	14	NA	intron (FBgn0285963, intron 2 of 13)	-intron (FBgn0285963, intron 2 of 11)	-1307	FBgn0285963	FBgn0285963	FBtr0472700						NA
ManzF6HSan_REP1.mLb.clN_peak_15957	chrX	5334659	5334822	+	14	NA	TTS (FBgn0010014)	-TTS (FBgn0010014)	2241	FBgn0010014	FBgn0010014	FBtr0308348						NA
ManzF6HSan_REP1.mLb.clN_peak_6155	chr2R	19968435	19968564	+	14	NA	Intergenic	Intergenic	-10743	FBgn0034479	FBgn0034479	FBtr0305677						NA
ManzF6HSan_REP1.mLb.clN_peak_9151	chr3L	14913594	14913847	+	14	NA	intron (FBgn0259099, intron 1 of 10)	-intron (FBgn0259099, intron 1 of 10)	9915	FBgn0259099	FBgn0259099	FBtr0331181						NA
ManzF6HSan_REP1.mLb.clN_peak_15509	chrX	2396375	2396540	+	14	NA	Intergenic	Intergenic	-8793	FBgn0264598	FBgn0264598	FBtr0333533						NA
ManzF6HSan_REP1.mLb.clN_peak_16825	chrX	11239585	11239831	+	14	NA	intron (FBgn0265595, intron 3 of 7)	-intron (FBgn0265595, intron 3 of 7)	-8528	FBgn0030283	FBgn0030283	FBtr0073447						NA
ManzF6HSan_REP1.mLb.clN_peak_4866	chr2R	12930040	12930211	+	14	NA	TTS (FBgn0033783)	-TTS (FBgn0033783)	3920	FBgn0033783	FBgn0033783	FBtr0339738						NA
ManzF6HSan_REP1.mLb.clN_peak_14526	chr3R	31506033	31506744	+	14	NA	exon (FBgn0039851, exon 7 of 7)	-exon (FBgn0039851, exon 7 of 7)	6997	FBgn0039851	FBgn0039851	FBtr0346230						NA
ManzF6HSan_REP1.mLb.clN_peak_4515	chr2R	11302290	11302762	+	14	NA	promoter-TSS (FBgn0033615)	-promoter-TSS (FBgn0033615)	461	FBgn0033614	FBgn0033614	FBtr0088171						NA
ManzF6HSan_REP1.mLb.clN_peak_12956	chr3R	20226511	20226806	+	14	NA	exon (FBgn0083975, exon 11 of 14)	-exon (FBgn0083975, exon 11 of 14)	12433	FBgn0267710	FBgn0267710	FBtr0347250						NA
ManzF6HSan_REP1.mLb.clN_peak_18025	chrX	19377264	19377749	+	14	NA	intron (FBgn0031016, intron 2 of 4)	-intron (FBgn0031016, intron 2 of 5)	24325	FBgn0031016	FBgn0031016	FBtr0309224						NA
ManzF6HSan_REP1.mLb.clN_peak_7055	chr2R	25160684	25160935	+	14	NA	Intergenic	Intergenic	-6850	FBgn0054038	FBgn0054038	FBtr0307197						NA
ManzF6HSan_REP1.mLb.clN_peak_13493	chr3R	23908765	23909109	+	14	NA	intron (FBgn0016754, intron 4 of 8)	-intron (FBgn0016754, intron 4 of 8)	14036	FBgn0016754	FBgn0016754	FBtr0335206						NA
ManzF6HSan_REP1.mLb.clN_peak_4288	chr2R	10317986	10319390	+	14	NA	intron (FBgn0026403, intron 4 of 11)	-intron (FBgn0026403, intron 4 of 11)	1812	FBgn0250822	FBgn0250822	FBtr0112415						NA
ManzF6HSan_REP1.mLb.clN_peak_5376	chr2R	15304821	15305283	+	14	NA	intron (FBgn0265194, intron 2 of 37)	-intron (FBgn0265194, intron 2 of 32)	4316	FBgn0265194	FBgn0265194	FBtr0481669						NA
ManzF6HSan_REP1.mLb.clN_peak_15193	chrX	957103	957738	+	14	NA	Intergenic	Intergenic	-5520	FBgn0040350	FBgn0040350	FBtr0342734						NA
ManzF6HSan_REP1.mLb.clN_peak_13383	chr3R	23112264	23112705	+	14	NA	exon (FBgn0039054, exon 1 of 11)	-exon (FBgn0039054, exon 1 of 11)	246	FBgn0039054	FBgn0039054	FBtr0337028						NA
ManzF6HSan_REP1.mLb.clN_peak_90	chr2L	397637	398176	+	14	NA	exon (FBgn0031251, exon 5 of 5)	-exon (FBgn0031251, exon 5 of 5)	1786	FBgn0263871	FBgn0263871	FBtr0329831						NA
ManzF6HSan_REP1.mLb.clN_peak_17178	chrX	13773183	13773980	+	14	NA	exon (FBgn0003218, exon 10 of 12)	-exon (FBgn0003218, exon 10 of 12)	8589	FBgn0030521	FBgn0030521	FBtr0346091						NA
ManzF6HSan_REP1.mLb.clN_peak_10564	chr3L	27355646	27355874	+	14	NA	intron (FBgn0024804, intron 7 of 11)	-intron (FBgn0024804, intron 7 of 9)	10230	FBgn0267983	FBgn0267983	FBtr0347580						NA
ManzF6HSan_REP1.mLb.clN_peak_17876	chrX	18563324	18563470	+	14	NA	intron (FBgn0265598, intron 1 of 3)	-intron (FBgn0265598, intron 2 of 4)	-2367	FBgn0052546	FBgn0052546	FBtr0074600						NA
ManzF6HSan_REP1.mLb.clN_peak_15417	chrX	2000898	2001241	+	14	NA	exon (FBgn0264562, exon 10 of 12)	-exon (FBgn0264562, exon 10 of 12)	8295	FBgn0023545	FBgn0023545	FBtr0070347						NA
ManzF6HSan_REP1.mLb.clN_peak_7997	chr3L	6097327	6097761	+	14	NA	promoter-TSS (FBgn0005658)	-promoter-TSS (FBgn0005658)	-73	FBgn0005658	FBgn0005658	FBtr0347001						NA
ManzF6HSan_REP1.mLb.clN_peak_11495	chr3R	9126502	9126632	+	14	NA	intron (FBgn0003165, intron 1 of 6)	-intron (FBgn0003165, intron 8 of 12)	31383	FBgn0003165	FBgn0003165	FBtr0081991						NA
ManzF6HSan_REP1.mLb.clN_peak_7440	chr3L	2091330	2091959	+	14	NA	exon (FBgn0086906, exon 13 of 14)	-exon (FBgn0086906, exon 13 of 14)	3478	FBgn0262107	FBgn0262107	FBtr0304032						NA
ManzF6HSan_REP1.mLb.clN_peak_6241	chr2R	20608342	20609623	+	14	NA	exon (FBgn0050147, exon 5 of 9)	-exon (FBgn0050147, exon 5 of 9)	9235	FBgn0050147	FBgn0050147	FBtr0086256						NA
