PeakID (cmd=annotatePeaks.pl AkaaF3Heat_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Heat_REP3.mLb.clN_peak_1710	chr2L	16356587	16356823	+	12	NA	promoter-TSS (FBgn0025678)	-promoter-TSS (FBgn0025678)	30	FBgn0025678	FBgn0025678	FBtr0345544						NA
AkaaF3Heat_REP3.mLb.clN_peak_5371	chr3L	2231886	2232050	+	12	NA	exon (FBgn0035317, exon 5 of 5)	-exon (FBgn0035317, exon 5 of 5)	2322	FBgn0035317	FBgn0035317	FBtr0332661						NA
AkaaF3Heat_REP3.mLb.clN_peak_11998	chrX	5733038	5733187	+	12	NA	exon (FBgn0029795, exon 1 of 2)	-exon (FBgn0029795, exon 1 of 2)	372	FBgn0029795	FBgn0029795	FBtr0070806						NA
AkaaF3Heat_REP3.mLb.clN_peak_373	chr2L	3456898	3457402	+	12	NA	promoter-TSS (FBgn0266670)	-promoter-TSS (FBgn0266670)	-86	FBgn0031536	FBgn0031536	FBtr0077573						NA
AkaaF3Heat_REP3.mLb.clN_peak_8270	chr3R	6252071	6252660	+	12	NA	TTS (FBgn0037414)	-TTS (FBgn0037414)	-2810	FBgn0037415	FBgn0037415	FBtr0078598						NA
AkaaF3Heat_REP3.mLb.clN_peak_5833	chr3L	6287365	6287527	+	12	NA	Intergenic	Intergenic	11659	FBgn0262787	FBgn0262787	FBtr0305900						NA
AkaaF3Heat_REP3.mLb.clN_peak_10273	chr3R	25190388	25190529	+	12	NA	exon (FBgn0039286, exon 2 of 2)	-exon (FBgn0039286, exon 2 of 2)	3318	FBgn0083946	FBgn0083946	FBtr0110797						NA
AkaaF3Heat_REP3.mLb.clN_peak_6799	chr3L	14858448	14858751	+	12	NA	intron (FBgn0036454, intron 3 of 7)	-intron (FBgn0036454, intron 3 of 18)	-26742	FBgn0265913	FBgn0265913	FBtr0342827						NA
AkaaF3Heat_REP3.mLb.clN_peak_5268	chr3L	1370174	1370533	+	12	NA	promoter-TSS (FBgn0003295)	-promoter-TSS (FBgn0003295)	-275	FBgn0003295	FBgn0003295	FBtr0072681						NA
AkaaF3Heat_REP3.mLb.clN_peak_10281	chr3R	25279781	25279945	+	12	NA	promoter-TSS (FBgn0039312)	-promoter-TSS (FBgn0039312)	-17	FBgn0039312	FBgn0039312	FBtr0084864						NA
AkaaF3Heat_REP3.mLb.clN_peak_6166	chr3L	9172889	9173160	+	12	NA	intron (FBgn0004244, intron 2 of 9)	-intron (FBgn0004244, intron 1 of 8)	9125	FBgn0004244	FBgn0004244	FBtr0333836						NA
AkaaF3Heat_REP3.mLb.clN_peak_9084	chr3R	13568586	13569045	+	12	NA	Intergenic	Intergenic	-6010	FBgn0264430	FBgn0264430	FBtr0332550						NA
AkaaF3Heat_REP3.mLb.clN_peak_12402	chrX	9835789	9836647	+	12	NA	intron (FBgn0052698, intron 3 of 8)	-intron (FBgn0052698, intron 3 of 8)	-29015	FBgn0019929	FBgn0019929	FBtr0071387						NA
AkaaF3Heat_REP3.mLb.clN_peak_1186	chr2L	11410213	11410598	+	12	NA	Intergenic	Intergenic	-18107	FBgn0263764	FBgn0263764	FBtr0344212						NA
AkaaF3Heat_REP3.mLb.clN_peak_7704	chr3L	22276162	22276479	+	12	NA	promoter-TSS (FBgn0267622)	-promoter-TSS (FBgn0267622)	-604	FBgn0267622	FBgn0267622	FBtr0347073						NA
AkaaF3Heat_REP3.mLb.clN_peak_6852	chr3L	15367695	15367876	+	12	NA	Intergenic	Intergenic	31093	FBgn0036494	FBgn0036494	FBtr0306308						NA
AkaaF3Heat_REP3.mLb.clN_peak_2670	chr2R	6568948	6569137	+	12	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	31936	FBgn0033076	FBgn0033076	FBtr0305958						NA
AkaaF3Heat_REP3.mLb.clN_peak_359	chr2L	3326132	3326577	+	12	NA	exon (FBgn0053281, exon 5 of 6)	-exon (FBgn0053281, exon 5 of 6)	-1549	FBgn0053282	FBgn0053282	FBtr0113458						NA
AkaaF3Heat_REP3.mLb.clN_peak_7691	chr3L	22165247	22166032	+	12	NA	intron (FBgn0037153, intron 1 of 10)	-intron (FBgn0037153, intron 1 of 10)	11960	FBgn0267633	FBgn0267633	FBtr0347088						NA
AkaaF3Heat_REP3.mLb.clN_peak_13557	chrX	19965457	19965584	+	12	NA	intron (FBgn0031081, intron 5 of 8)	-intron (FBgn0031081, intron 5 of 8)	4223	FBgn0031081	FBgn0031081	FBtr0307555						NA
AkaaF3Heat_REP3.mLb.clN_peak_2792	chr2R	7433901	7434417	+	12	NA	exon (FBgn0003460, exon 7 of 7)	-exon (FBgn0003460, exon 7 of 7)	-1663	FBgn0265099	FBgn0265099	FBtr0344615						NA
AkaaF3Heat_REP3.mLb.clN_peak_8862	chr3R	11538192	11539036	+	12	NA	intron (FBgn0053512, intron 3 of 5)	-intron (FBgn0053512, intron 3 of 5)	3119	FBgn0266416	FBgn0266416	FBtr0344397						NA
AkaaF3Heat_REP3.mLb.clN_peak_9536	chr3R	18047013	18047479	+	12	NA	exon (FBgn0010389, exon 2 of 2)	-exon (FBgn0010389, exon 2 of 2)	2120	FBgn0010389	FBgn0010389	FBtr0083548						NA
AkaaF3Heat_REP3.mLb.clN_peak_13189	chrX	17109644	17109856	+	12	NA	intron (FBgn0260748, intron 1 of 10)	-intron (FBgn0260748, intron 1 of 10)	-3898	FBgn0065032	FBgn0065032	FBtr0074410						NA
AkaaF3Heat_REP3.mLb.clN_peak_2603	chr2R	6145503	6146084	+	12	NA	intron (FBgn0000546, intron 4 of 7)	-intron (FBgn0000546, intron 3 of 6)	-3349	FBgn0011891	FBgn0011891	FBtr0086017						NA
AkaaF3Heat_REP3.mLb.clN_peak_7496	chr3L	20799438	20799728	+	12	NA	promoter-TSS (FBgn0037025)	-promoter-TSS (FBgn0037025)	-827	FBgn0037025	FBgn0037025	FBtr0321284						NA
AkaaF3Heat_REP3.mLb.clN_peak_4402	chr2R	19875605	19875722	+	12	NA	Intergenic	Intergenic	5257	FBgn0034477	FBgn0034477	FBtr0086341						NA
AkaaF3Heat_REP3.mLb.clN_peak_6399	chr3L	11102201	11102311	+	12	NA	promoter-TSS (FBgn0036128)	-promoter-TSS (FBgn0036128)	-558	FBgn0036128	FBgn0036128	FBtr0113161						NA
AkaaF3Heat_REP3.mLb.clN_peak_7213	chr3L	18494494	18494818	+	12	NA	intron (FBgn0036789, intron 1 of 3)	-intron (FBgn0036789, intron 1 of 3)	7901	FBgn0036789	FBgn0036789	FBtr0346968						NA
AkaaF3Heat_REP3.mLb.clN_peak_6376	chr3L	10940571	10940772	+	12	NA	Intergenic	Intergenic	-18560	FBgn0266783	FBgn0266783	FBtr0345409						NA
AkaaF3Heat_REP3.mLb.clN_peak_3212	chr2R	10490101	10490931	+	12	NA	TTS (FBgn0283521)	-TTS (FBgn0283521)	-5264	FBgn0264817	FBgn0264817	FBtr0347596						NA
AkaaF3Heat_REP3.mLb.clN_peak_1652	chr2L	15830902	15831111	+	12	NA	Intergenic	Intergenic	4652	FBgn0028900	FBgn0028900	FBtr0080814						NA
AkaaF3Heat_REP3.mLb.clN_peak_3019	chr2R	9050814	9051301	+	12	NA	exon (FBgn0033368, exon 4 of 11)	-exon (FBgn0033368, exon 4 of 11)	-6348	FBgn0033367	FBgn0033367	FBtr0088663						NA
AkaaF3Heat_REP3.mLb.clN_peak_13321	chrX	18232413	18232669	+	12	NA	Intergenic	Intergenic	-4092	FBgn0267182	FBgn0267182	FBtr0346312						NA
AkaaF3Heat_REP3.mLb.clN_peak_4860	chr2R	23347116	23347256	+	12	NA	exon (FBgn0034846, exon 1 of 1)	-exon (FBgn0034846, exon 1 of 1)	455	FBgn0046253	FBgn0046253	FBtr0273227						NA
AkaaF3Heat_REP3.mLb.clN_peak_13499	chrX	19536595	19536730	+	12	NA	intron (FBgn0052532, intron 5 of 7)	-intron (FBgn0052532, intron 4 of 6)	-4920	FBgn0031026	FBgn0031026	FBtr0074779						NA
AkaaF3Heat_REP3.mLb.clN_peak_2640	chr2R	6322261	6322529	+	12	NA	Intergenic	Intergenic	76883	FBgn0286511	FBgn0286511	FBtr0336520						NA
AkaaF3Heat_REP3.mLb.clN_peak_2493	chr2R	5465673	5465989	+	12	NA	Intergenic	Intergenic	30030	FBgn0050440	FBgn0050440	FBtr0086076						NA
AkaaF3Heat_REP3.mLb.clN_peak_5616	chr3L	4370893	4371220	+	12	NA	exon (FBgn0035538, exon 3 of 5)	-exon (FBgn0035538, exon 3 of 5)	-3598	FBgn0035537	FBgn0035537	FBtr0073338						NA
AkaaF3Heat_REP3.mLb.clN_peak_3754	chr2R	14509141	14509551	+	12	NA	exon (FBgn0261823, exon 8 of 11)	-exon (FBgn0261823, exon 8 of 11)	-4684	FBgn0050197	FBgn0050197	FBtr0087494						NA
AkaaF3Heat_REP3.mLb.clN_peak_3972	chr2R	16403665	16403871	+	12	NA	intron (FBgn0264273, intron 2 of 15)	-intron (FBgn0264273, intron 1 of 13)	15630	FBgn0029154	FBgn0029154	FBtr0301869						NA
AkaaF3Heat_REP3.mLb.clN_peak_8234	chr3R	6038267	6038386	+	12	NA	promoter-TSS (FBgn0267941)	-promoter-TSS (FBgn0267941)	46	FBgn0267941	FBgn0267941	FBtr0347516						NA
AkaaF3Heat_REP3.mLb.clN_peak_9959	chr3R	21861507	21862018	+	12	NA	promoter-TSS (FBgn0267204)	-promoter-TSS (FBgn0267204)	318	FBgn0267205	FBgn0267205	FBtr0346360						NA
AkaaF3Heat_REP3.mLb.clN_peak_10528	chr3R	27410295	27410406	+	12	NA	intron (FBgn0016061, intron 2 of 16)	-intron (FBgn0016061, intron 2 of 16)	-1321	FBgn0267653	FBgn0267653	FBtr0347121						NA
AkaaF3Heat_REP3.mLb.clN_peak_8537	chr3R	8250543	8250918	+	12	NA	TTS (FBgn0040528)	-TTS (FBgn0040528)	233	FBgn0260386	FBgn0260386	FBtr0344714						NA
AkaaF3Heat_REP3.mLb.clN_peak_10047	chr3R	22775016	22775235	+	12	NA	exon (FBgn0039025, exon 3 of 3)	-exon (FBgn0039025, exon 3 of 3)	-3355	FBgn0262541	FBgn0262541	FBtr0304877						NA
AkaaF3Heat_REP3.mLb.clN_peak_1391	chr2L	13674423	13674658	+	12	NA	Intergenic	Intergenic	9015	FBgn0028527	FBgn0028527	FBtr0331332						NA
AkaaF3Heat_REP3.mLb.clN_peak_5246	chr3L	1211150	1211844	+	12	NA	promoter-TSS (FBgn0004427)	-promoter-TSS (FBgn0004427)	-301	FBgn0004427	FBgn0004427	FBtr0072634						NA
AkaaF3Heat_REP3.mLb.clN_peak_9195	chr3R	14677845	14678104	+	12	NA	intron (FBgn0265140, intron 1 of 6)	-intron (FBgn0265140, intron 1 of 7)	14524	FBgn0038252	FBgn0038252	FBtr0082969						NA
AkaaF3Heat_REP3.mLb.clN_peak_1678	chr2L	16057216	16057467	+	12	NA	intron (FBgn0013433, intron 2 of 7)	-intron (FBgn0013433, intron 2 of 7)	7376	FBgn0013433	FBgn0013433	FBtr0343728						NA
AkaaF3Heat_REP3.mLb.clN_peak_8857	chr3R	11485312	11485430	+	12	NA	Intergenic	Intergenic	-1417	FBgn0267141	FBgn0267141	FBtr0346253						NA
AkaaF3Heat_REP3.mLb.clN_peak_4672	chr2R	21929984	21930104	+	12	NA	exon (FBgn0085397, exon 3 of 5)	-exon (FBgn0085397, exon 3 of 5)	6819	FBgn0263999	FBgn0263999	FBtr0334012						NA
AkaaF3Heat_REP3.mLb.clN_peak_4163	chr2R	17988234	17988458	+	12	NA	intron (FBgn0034286, intron 2 of 6)	-intron (FBgn0034286, intron 2 of 6)	-17049	FBgn0265592	FBgn0265592	FBtr0340285						NA
AkaaF3Heat_REP3.mLb.clN_peak_9288	chr3R	15556983	15557099	+	12	NA	Intergenic	Intergenic	-4208	FBgn0038350	FBgn0038350	FBtr0083150						NA
AkaaF3Heat_REP3.mLb.clN_peak_9033	chr3R	13150590	13151666	+	12	NA	intron (FBgn0266578, intron 2 of 2)	-intron (FBgn0038118, intron 11 of 17)	4559	FBgn0266578	FBgn0266578	FBtr0344731						NA
AkaaF3Heat_REP3.mLb.clN_peak_12641	chrX	11928741	11929160	+	12	NA	exon (FBgn0030358, exon 4 of 8)	-exon (FBgn0030358, exon 4 of 8)	1900	FBgn0030358	FBgn0030358	FBtr0073590						NA
AkaaF3Heat_REP3.mLb.clN_peak_11848	chrX	4473647	4473781	+	12	NA	intron (FBgn0052773, intron 2 of 4)	-intron (FBgn0000179, intron 4 of 7)	-56517	FBgn0029708	FBgn0029708	FBtr0308916						NA
AkaaF3Heat_REP3.mLb.clN_peak_10727	chr3R	29192662	29192818	+	12	NA	intron (FBgn0039647, intron 1 of 7)	-intron (FBgn0039647, intron 1 of 6)	2253	FBgn0039647	FBgn0039647	FBtr0334533						NA
AkaaF3Heat_REP3.mLb.clN_peak_11932	chrX	5068350	5068662	+	12	NA	exon (FBgn0003028, exon 3 of 4)	-exon (FBgn0003028, exon 3 of 4)	-4638	FBgn0266096	FBgn0266096	FBtr0343542						NA
AkaaF3Heat_REP3.mLb.clN_peak_4821	chr2R	23057533	23057656	+	12	NA	promoter-TSS (FBgn0265187)	-promoter-TSS (FBgn0265187)	-654	FBgn0265187	FBgn0265187	FBtr0339110						NA
AkaaF3Heat_REP3.mLb.clN_peak_3711	chr2R	14157505	14157877	+	12	NA	promoter-TSS (FBgn0033899)	-promoter-TSS (FBgn0033899)	-71	FBgn0033899	FBgn0033899	FBtr0087519						NA
AkaaF3Heat_REP3.mLb.clN_peak_2064	chr2L	19909863	19910112	+	12	NA	TTS (FBgn0262543)	-TTS (FBgn0262543)	1824	FBgn0262543	FBgn0262543	FBtr0332244						NA
AkaaF3Heat_REP3.mLb.clN_peak_35	chr2L	335967	336603	+	12	NA	intron (FBgn0004611, intron 6 of 16)	-intron (FBgn0004611, intron 6 of 16)	-3950	FBgn0051921	FBgn0051921	FBtr0078096						NA
AkaaF3Heat_REP3.mLb.clN_peak_10744	chr3R	29311044	29311298	+	12	NA	Intergenic	Intergenic	8427	FBgn0015622	FBgn0015622	FBtr0085437						NA
AkaaF3Heat_REP3.mLb.clN_peak_3288	chr2R	11005697	11005864	+	12	NA	intron (FBgn0040765, intron 2 of 4)	-intron (FBgn0040765, intron 2 of 4)	59471	FBgn0266763	FBgn0266763	FBtr0345362						NA
AkaaF3Heat_REP3.mLb.clN_peak_10573	chr3R	27818308	27818500	+	12	NA	intron (FBgn0085382, intron 3 of 12)	-intron (FBgn0085382, intron 3 of 11)	-26685	FBgn0067407	FBgn0067407	FBtr0085225						NA
AkaaF3Heat_REP3.mLb.clN_peak_9912	chr3R	21575502	21575631	+	12	NA	exon (FBgn0283499, exon 13 of 13)	-exon (FBgn0283499, exon 13 of 13)	-6417	FBgn0038892	FBgn0038892	FBtr0084122						NA
AkaaF3Heat_REP3.mLb.clN_peak_7830	chr3L	23031044	23031220	+	12	NA	exon (FBgn0262509, exon 26 of 28)	-exon (FBgn0262509, exon 26 of 28)	32760	FBgn0262509	FBgn0262509	FBtr0333221						NA
AkaaF3Heat_REP3.mLb.clN_peak_13501	chrX	19544112	19544501	+	12	NA	exon (FBgn0052532, exon 2 of 7)	-exon (FBgn0052532, exon 2 of 7)	3176	FBgn0052532	FBgn0052532	FBtr0340420						NA
AkaaF3Heat_REP3.mLb.clN_peak_2812	chr2R	7556941	7557206	+	12	NA	exon (FBgn0033192, exon 4 of 14)	-exon (FBgn0033192, exon 4 of 14)	8509	FBgn0050499	FBgn0050499	FBtr0088954						NA
AkaaF3Heat_REP3.mLb.clN_peak_2672	chr2R	6577903	6578589	+	12	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	22732	FBgn0033076	FBgn0033076	FBtr0305958						NA
AkaaF3Heat_REP3.mLb.clN_peak_412	chr2L	3793831	3793999	+	12	NA	exon (FBgn0031571, exon 4 of 12)	-exon (FBgn0031571, exon 4 of 12)	3929	FBgn0031571	FBgn0031571	FBtr0307052						NA
AkaaF3Heat_REP3.mLb.clN_peak_7604	chr3L	21661370	21661959	+	12	NA	exon (FBgn0264711, exon 3 of 8)	-exon (FBgn0264711, exon 3 of 8)	3442	FBgn0264711	FBgn0264711	FBtr0333974						NA
AkaaF3Heat_REP3.mLb.clN_peak_1790	chr2L	17111199	17111356	+	12	NA	Intergenic	Intergenic	6132	FBgn0267004	FBgn0267004	FBtr0345954						NA
AkaaF3Heat_REP3.mLb.clN_peak_13607	chrX	20375771	20376285	+	12	NA	exon (FBgn0031103, exon 1 of 1)	-exon (FBgn0031103, exon 1 of 1)	494	FBgn0031103	FBgn0031103	FBtr0077332						NA
AkaaF3Heat_REP3.mLb.clN_peak_1158	chr2L	11184633	11185001	+	12	NA	intron (FBgn0287724, intron 2 of 11)	-intron (FBgn0287724, intron 2 of 11)	5785	FBgn0032354	FBgn0032354	FBtr0080202						NA
AkaaF3Heat_REP3.mLb.clN_peak_9233	chr3R	14987622	14987777	+	12	NA	Intergenic	Intergenic	17243	FBgn0267159	FBgn0267159	FBtr0346233						NA
AkaaF3Heat_REP3.mLb.clN_peak_4941	chr2R	23970062	23970242	+	12	NA	promoter-TSS (FBgn0034946)	-promoter-TSS (FBgn0034946)	-79	FBgn0034945	FBgn0034945	FBtr0343289						NA
AkaaF3Heat_REP3.mLb.clN_peak_11967	chrX	5419925	5420193	+	12	NA	promoter-TSS (FBgn0263987)	-promoter-TSS (FBgn0263987)	-1489	FBgn0263987	FBgn0263987	FBtr0070794						NA
AkaaF3Heat_REP3.mLb.clN_peak_5774	chr3L	5684105	5684220	+	12	NA	intron (FBgn0085447, intron 1 of 21)	-intron (FBgn0085447, intron 13 of 33)	5622	FBgn0085447	FBgn0085447	FBtr0481660						NA
AkaaF3Heat_REP3.mLb.clN_peak_4404	chr2R	19888025	19888314	+	12	NA	Intergenic	Intergenic	-7249	FBgn0034477	FBgn0034477	FBtr0086341						NA
AkaaF3Heat_REP3.mLb.clN_peak_2597	chr2R	6115429	6115741	+	12	NA	intron (FBgn0000546, intron 4 of 7)	-intron (FBgn0000546, intron 3 of 6)	16256	FBgn0000546	FBgn0000546	FBtr0086008						NA
AkaaF3Heat_REP3.mLb.clN_peak_7734	chr3L	22445518	22445652	+	12	NA	Intergenic	Intergenic	-8788	FBgn0037162	FBgn0037162	FBtr0078503						NA
AkaaF3Heat_REP3.mLb.clN_peak_8156	chr3R	5400892	5401347	+	12	NA	exon (FBgn0037323, exon 3 of 3)	-exon (FBgn0037323, exon 3 of 3)	-1923	FBgn0037322	FBgn0037322	FBtr0078797						NA
AkaaF3Heat_REP3.mLb.clN_peak_1198	chr2L	11474949	11475241	+	12	NA	Intergenic	Intergenic	8957	FBgn0287465	FBgn0287465	FBtr0479698						NA
AkaaF3Heat_REP3.mLb.clN_peak_666	chr2L	6199117	6199506	+	12	NA	intron (FBgn0085409, intron 5 of 12)	-intron (FBgn0085409, intron 5 of 12)	20178	FBgn0085409	FBgn0085409	FBtr0329980						NA
AkaaF3Heat_REP3.mLb.clN_peak_7515	chr3L	20961725	20962401	+	12	NA	promoter-TSS (FBgn0037038)	-promoter-TSS (FBgn0037038)	492	FBgn0037039	FBgn0037039	FBtr0339891						NA
AkaaF3Heat_REP3.mLb.clN_peak_11679	chrX	3066150	3066407	+	12	NA	TTS (FBgn0029649)	-TTS (FBgn0029649)	1204	FBgn0029649	FBgn0029649	FBtr0070561						NA
AkaaF3Heat_REP3.mLb.clN_peak_8408	chr3R	7276798	7277065	+	12	NA	exon (FBgn0267337, exon 1 of 3)	-exon (FBgn0267337, exon 1 of 3)	5888	FBgn0037493	FBgn0037493	FBtr0481636						NA
AkaaF3Heat_REP3.mLb.clN_peak_1772	chr2L	16886545	16886681	+	12	NA	TTS (FBgn0032618)	-TTS (FBgn0032618)	1353	FBgn0040985	FBgn0040985	FBtr0345447						NA
AkaaF3Heat_REP3.mLb.clN_peak_13837	chrX	22533102	22533249	+	12	NA	exon (FBgn0262866, exon 2 of 2)	-exon (FBgn0262866, exon 2 of 2)	3211	FBgn0262866	FBgn0262866	FBtr0333715						NA
AkaaF3Heat_REP3.mLb.clN_peak_8947	chr3R	12229900	12230531	+	12	NA	exon (FBgn0038003, exon 2 of 2)	-exon (FBgn0038003, exon 2 of 2)	802	FBgn0038003	FBgn0038003	FBtr0082560						NA
AkaaF3Heat_REP3.mLb.clN_peak_8412	chr3R	7295194	7295627	+	12	NA	intron (FBgn0267337, intron 4 of 8)	-intron (FBgn0267337, intron 3 of 7)	-9182	FBgn0260713	FBgn0260713	FBtr0301214						NA
AkaaF3Heat_REP3.mLb.clN_peak_11455	chrX	1434387	1434676	+	12	NA	exon (FBgn0259108, exon 6 of 8)	-exon (FBgn0259108, exon 6 of 8)	-17899	FBgn0265139	FBgn0265139	FBtr0300224						NA
AkaaF3Heat_REP3.mLb.clN_peak_7746	chr3L	22519492	22519948	+	12	NA	Intergenic	Intergenic	9454	FBgn0266978	FBgn0266978	FBtr0345879						NA
AkaaF3Heat_REP3.mLb.clN_peak_7590	chr3L	21557527	21558001	+	12	NA	exon (FBgn0037099, exon 1 of 3)	-exon (FBgn0037099, exon 1 of 3)	462	FBgn0037099	FBgn0037099	FBtr0078380						NA
AkaaF3Heat_REP3.mLb.clN_peak_5413	chr3L	2499966	2500355	+	12	NA	TTS (FBgn0266696)	-TTS (FBgn0266696)	3446	FBgn0035348	FBgn0035348	FBtr0331414						NA
AkaaF3Heat_REP3.mLb.clN_peak_3112	chr2R	9746803	9747180	+	12	NA	exon (FBgn0259678, exon 1 of 9)	-exon (FBgn0259678, exon 1 of 9)	1130	FBgn0259678	FBgn0259678	FBtr0310326						NA
AkaaF3Heat_REP3.mLb.clN_peak_3818	chr2R	15050594	15050815	+	12	NA	promoter-TSS (FBgn0263613)	-promoter-TSS (FBgn0263613)	-349	FBgn0263613	FBgn0263613	FBtr0309977						NA
AkaaF3Heat_REP3.mLb.clN_peak_12964	chrX	14880627	14880742	+	12	NA	intron (FBgn0266434, intron 1 of 2)	-intron (FBgn0264078, intron 2 of 7)	1902	FBgn0266435	FBgn0266435	FBtr0344424						NA
AkaaF3Heat_REP3.mLb.clN_peak_6481	chr3L	11782444	11782605	+	12	NA	exon (FBgn0015278, exon 9 of 17)	-exon (FBgn0015278, exon 9 of 17)	5451	FBgn0036205	FBgn0036205	FBtr0332128						NA
AkaaF3Heat_REP3.mLb.clN_peak_10782	chr3R	29625610	29625890	+	12	NA	Intergenic	Intergenic	6685	FBgn0039674	FBgn0039674	FBtr0085447						NA
AkaaF3Heat_REP3.mLb.clN_peak_7670	chr3L	22020305	22020734	+	12	NA	Intergenic	Intergenic	7806	FBgn0037147	FBgn0037147	FBtr0114546						NA
AkaaF3Heat_REP3.mLb.clN_peak_4753	chr2R	22497847	22498259	+	12	NA	exon (FBgn0003175, exon 14 of 14)	-exon (FBgn0003175, exon 14 of 14)	5856	FBgn0034735	FBgn0034735	FBtr0071834						NA
AkaaF3Heat_REP3.mLb.clN_peak_2167	chr2L	20797605	20797740	+	12	NA	promoter-TSS (FBgn0032886)	-promoter-TSS (FBgn0032886)	2866	FBgn0264995	FBgn0264995	FBtr0335500						NA
AkaaF3Heat_REP3.mLb.clN_peak_10009	chr3R	22329579	22329995	+	12	NA	exon (FBgn0038941, exon 2 of 2)	-exon (FBgn0038941, exon 2 of 2)	487	FBgn0038941	FBgn0038941	FBtr0084203						NA
AkaaF3Heat_REP3.mLb.clN_peak_11602	chrX	2396266	2396727	+	12	NA	Intergenic	Intergenic	-8832	FBgn0264598	FBgn0264598	FBtr0333533						NA
AkaaF3Heat_REP3.mLb.clN_peak_8774	chr3R	10586849	10587116	+	12	NA	intron (FBgn0001235, intron 5 of 5)	-intron (FBgn0001235, intron 5 of 13)	27294	FBgn0001235	FBgn0001235	FBtr0100454						NA
AkaaF3Heat_REP3.mLb.clN_peak_742	chr2L	6971564	6971959	+	12	NA	promoter-TSS (FBgn0016978)	-promoter-TSS (FBgn0016978)	-24	FBgn0016978	FBgn0016978	FBtr0331375						NA
AkaaF3Heat_REP3.mLb.clN_peak_7463	chr3L	20572111	20572232	+	12	NA	Intergenic	Intergenic	13974	FBgn0284412	FBgn0284412	FBtr0452190						NA
AkaaF3Heat_REP3.mLb.clN_peak_11008	chr3R	31518652	31519079	+	12	NA	Intergenic	Intergenic	4413	FBgn0267133	FBgn0267133	FBtr0346231						NA
AkaaF3Heat_REP3.mLb.clN_peak_2499	chr2R	5508782	5509201	+	12	NA	intron (FBgn0050438, intron 1 of 6)	-intron (FBgn0050438, intron 1 of 5)	-1125	FBgn0033027	FBgn0033027	FBtr0302019						NA
AkaaF3Heat_REP3.mLb.clN_peak_9862	chr3R	21034920	21035132	+	12	NA	exon (FBgn0013812, exon 11 of 28)	-exon (FBgn0013812, exon 11 of 28)	7473	FBgn0013812	FBgn0013812	FBtr0336774						NA
AkaaF3Heat_REP3.mLb.clN_peak_10969	chr3R	31267034	31267147	+	12	NA	exon (FBgn0039839, exon 5 of 9)	-exon (FBgn0039839, exon 5 of 9)	1360	FBgn0039839	FBgn0039839	FBtr0085764						NA
AkaaF3Heat_REP3.mLb.clN_peak_12978	chrX	14962183	14962387	+	12	NA	intron (FBgn0000535, intron 2 of 16)	-intron (FBgn0000535, intron 2 of 16)	6808	FBgn0000535	FBgn0000535	FBtr0310016						NA
AkaaF3Heat_REP3.mLb.clN_peak_13425	chrX	19018756	19018902	+	12	NA	intron (FBgn0264090, intron 5 of 5)	-intron (FBgn0264090, intron 6 of 6)	-31613	FBgn0085358	FBgn0085358	FBtr0344305						NA
AkaaF3Heat_REP3.mLb.clN_peak_13030	chrX	15401144	15401264	+	12	NA	intron (FBgn0263257, intron 3 of 17)	-intron (FBgn0263257, intron 3 of 17)	-15763	FBgn0030634	FBgn0030634	FBtr0074012						NA
AkaaF3Heat_REP3.mLb.clN_peak_6718	chr3L	14118469	14119002	+	12	NA	intron (FBgn0042630, intron 3 of 6)	-intron (FBgn0042630, intron 3 of 6)	-10617	FBgn0036411	FBgn0036411	FBtr0330178						NA
AkaaF3Heat_REP3.mLb.clN_peak_12085	chrX	6643179	6643402	+	12	NA	intron (FBgn0029881, intron 3 of 9)	-intron (FBgn0029881, intron 3 of 9)	6167	FBgn0266052	FBgn0266052	FBtr0343376						NA
AkaaF3Heat_REP3.mLb.clN_peak_9507	chr3R	17728201	17728503	+	12	NA	exon (FBgn0016650, exon 2 of 17)	-exon (FBgn0016650, exon 2 of 17)	2575	FBgn0016650	FBgn0016650	FBtr0083510						NA
AkaaF3Heat_REP3.mLb.clN_peak_9184	chr3R	14604258	14604923	+	12	NA	exon (FBgn0020299, exon 2 of 3)	-exon (FBgn0020299, exon 2 of 3)	1107	FBgn0020299	FBgn0020299	FBtr0334957						NA
AkaaF3Heat_REP3.mLb.clN_peak_1973	chr2L	19126989	19127287	+	12	NA	promoter-TSS (FBgn0086445)	-promoter-TSS (FBgn0086445)	-122	FBgn0086445	FBgn0086445	FBtr0081156						NA
AkaaF3Heat_REP3.mLb.clN_peak_6490	chr3L	11888836	11888986	+	12	NA	promoter-TSS (FBgn0036220)	-promoter-TSS (FBgn0036220)	99	FBgn0036220	FBgn0036220	FBtr0473619						NA
