PeakID (cmd=annotatePeaks.pl AkaaF6Ctrl_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6Ctrl_REP1.mLb.clN_peak_9584	chr3R	8625965	8626132	+	15	NA	exon (FBgn0261929, exon 7 of 7)	-exon (FBgn0261929, exon 7 of 7)	9830	FBgn0026399	FBgn0026399	FBtr0310300						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4417	chr2R	14974545	14975132	+	15	NA	intron (FBgn0033987, intron 2 of 5)	-intron (FBgn0033987, intron 2 of 5)	-1084	FBgn0033987	FBgn0033987	FBtr0345947						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4127	chr2R	13376982	13377474	+	15	NA	exon (FBgn0033830, exon 1 of 2)	-exon (FBgn0033830, exon 1 of 2)	503	FBgn0033830	FBgn0033830	FBtr0087720						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11758	chr3R	27081745	27083717	+	15	NA	TTS (FBgn0039480)	-TTS (FBgn0039480)	5047	FBgn0039480	FBgn0039480	FBtr0331703						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14130	chrX	10011557	10012071	+	15	NA	exon (FBgn0288690, exon 2 of 3)	-exon (FBgn0288690, exon 2 of 3)	1333	FBgn0288690	FBgn0288690	FBtr0112971						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6923	chr3L	8073981	8074486	+	15	NA	promoter-TSS (FBgn0262579)	-promoter-TSS (FBgn0262579)	-4273	FBgn0260968	FBgn0260968	FBtr0301743						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9979	chr3R	11909404	11909782	+	15	NA	intron (FBgn0037963, intron 3 of 15)	-intron (FBgn0037963, intron 3 of 15)	12011	FBgn0085336	FBgn0085336	FBtr0301079						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14739	chrX	14886820	14887772	+	15	NA	exon (FBgn0030592, exon 4 of 4)	-exon (FBgn0030592, exon 4 of 4)	-4710	FBgn0266434	FBgn0266434	FBtr0344425						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10091	chr3R	13046092	13046745	+	15	NA	exon (FBgn0001217, exon 2 of 2)	-exon (FBgn0001217, exon 2 of 2)	-1313	FBgn0051157	FBgn0051157	FBtr0334519						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15361	chrX	19145961	19146964	+	15	NA	intron (FBgn0261461, intron 2 of 5)	-intron (FBgn0261461, intron 1 of 4)	-10594	FBgn0030985	FBgn0030985	FBtr0074701						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2881	chr2R	6835594	6836106	+	15	NA	exon (FBgn0033108, exon 6 of 7)	-exon (FBgn0033108, exon 6 of 7)	3094	FBgn0040674	FBgn0040674	FBtr0086210						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2096	chr2L	20054303	20054704	+	15	NA	exon (FBgn0032840, exon 3 of 5)	-exon (FBgn0032840, exon 3 of 5)	6867	FBgn0014127	FBgn0014127	FBtr0343850						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14555	chrX	13305517	13306240	+	15	NA	exon (FBgn0266376, exon 1 of 1)	-exon (FBgn0266376, exon 1 of 1)	1873	FBgn0266376	FBgn0266376	FBtr0344173						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7262	chr3L	10982553	10983243	+	15	NA	exon (FBgn0013469, exon 3 of 3)	-exon (FBgn0013469, exon 3 of 3)	-4596	FBgn0267309	FBgn0267309	FBtr0346564						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12714	chrX	288789	289640	+	15	NA	exon (FBgn0040370, exon 3 of 6)	-exon (FBgn0040370, exon 3 of 6)	5748	FBgn0040370	FBgn0040370	FBtr0070103						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11490	chr3R	24855644	24856110	+	15	NA	TTS (FBgn0039235)	-TTS (FBgn0039235)	366	FBgn0051119	FBgn0051119	FBtr0305045						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1819	chr2L	16754084	16754901	+	15	NA	TTS (FBgn0032600)	-TTS (FBgn0032600)	156	FBgn0032601	FBgn0032601	FBtr0343768						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8494	chr3L	21411966	21412336	+	15	NA	intron (FBgn0261258, intron 2 of 6)	-intron (FBgn0261258, intron 2 of 6)	-1152	FBgn0267616	FBgn0267616	FBtr0347057						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3038	chr2R	7604926	7605364	+	15	NA	intron (FBgn0033196, intron 3 of 10)	-intron (FBgn0033196, intron 3 of 10)	15026	FBgn0261385	FBgn0261385	FBtr0088912						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4393	chr2R	14886621	14887007	+	15	NA	TTS (FBgn0013772)	-TTS (FBgn0013772)	133	FBgn0288232	FBgn0288232	FBtr0087456						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4458	chr2R	15197633	15198195	+	15	NA	Intergenic	Intergenic	3286	FBgn0033995	FBgn0033995	FBtr0087404						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11917	chr3R	28961227	28961758	+	15	NA	intron (FBgn0039617, intron 1 of 10)	-intron (FBgn0039617, intron 1 of 10)	8880	FBgn0039617	FBgn0039617	FBtr0085347						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1105	chr2L	8941314	8941687	+	15	NA	TTS (FBgn0032077)	-TTS (FBgn0032077)	263	FBgn0032076	FBgn0032076	FBtr0299780						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12493	chr4	533479	533669	+	15	NA	exon (FBgn0004607, exon 11 of 14)	-exon (FBgn0004607, exon 11 of 14)	24280	FBgn0026869	FBgn0026869	FBtr0345197						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6047	chr3L	303010	303703	+	15	NA	exon (FBgn0264707, exon 7 of 7)	-exon (FBgn0264707, exon 7 of 7)	3315	FBgn0264707	FBgn0264707	FBtr0333962						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2977	chr2R	7295067	7295316	+	15	NA	intron (FBgn0003174, intron 3 of 10)	-intron (FBgn0003174, intron 2 of 8)	12619	FBgn0003174	FBgn0003174	FBtr0332462						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12148	chr3R	30714819	30715181	+	15	NA	promoter-TSS (FBgn0267939)	-promoter-TSS (FBgn0267939)	-125	FBgn0267939	FBgn0267939	FBtr0347514						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8445	chr3L	21077476	21078192	+	15	NA	exon (FBgn0020294, exon 8 of 8)	-exon (FBgn0020294, exon 8 of 8)	11155	FBgn0053285	FBgn0053285	FBtr0078325						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9325	chr3R	6430321	6430836	+	15	NA	intron (FBgn0264495, intron 1 of 6)	-intron (FBgn0264495, intron 2 of 8)	-21000	FBgn0264787	FBgn0264787	FBtr0334323						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10525	chr3R	16448346	16448582	+	15	NA	intron (FBgn0044826, intron 1 of 1)	-intron (FBgn0044826, intron 1 of 1)	5257	FBgn0038429	FBgn0038429	FBtr0337015						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13350	chrX	3975041	3975307	+	15	NA	Intergenic	Intergenic	-3824	FBgn0029690	FBgn0029690	FBtr0445312						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2683	chr2R	5837085	5837956	+	15	NA	intron (FBgn0085414, intron 2 of 9)	-intron (FBgn0085414, intron 2 of 9)	32808	FBgn0085414	FBgn0085414	FBtr0335273						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10434	chr3R	15913390	15913549	+	15	NA	exon (FBgn0266566, exon 4 of 6)	-exon (FBgn0266566, exon 4 of 6)	3253	FBgn0266566	FBgn0266566	FBtr0345264						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15110	chrX	17458358	17458922	+	15	NA	exon (FBgn0263706, exon 9 of 9)	-exon (FBgn0263706, exon 9 of 9)	-6097	FBgn0030841	FBgn0030841	FBtr0074436						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12445	chr4	364357	364526	+	15	NA	exon (FBgn0039904, exon 7 of 13)	-exon (FBgn0039904, exon 7 of 13)	4503	FBgn0039904	FBgn0039904	FBtr0345284						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5392	chr2R	21531839	21532106	+	15	NA	exon (FBgn0265938, exon 1 of 1)	-exon (FBgn0265938, exon 1 of 1)	223	FBgn0265938	FBgn0265938	FBtr0342902						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3881	chr2R	11939315	11939536	+	15	NA	promoter-TSS (FBgn0033668)	-promoter-TSS (FBgn0033668)	-132	FBgn0033668	FBgn0033668	FBtr0088040						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10834	chr3R	19474592	19474760	+	15	NA	intron (FBgn0260003, intron 2 of 33)	-intron (FBgn0260003, intron 2 of 34)	-11610	FBgn0038708	FBgn0038708	FBtr0083769						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15487	chrX	19773368	19773541	+	15	NA	intron (FBgn0259789, intron 2 of 2)	-intron (FBgn0259789, intron 2 of 2)	-8580	FBgn0031070	FBgn0031070	FBtr0346378						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7247	chr3L	10868953	10869211	+	15	NA	promoter-TSS (FBgn0026160)	-promoter-TSS (FBgn0026160)	9955	FBgn0036104	FBgn0036104	FBtr0076274						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8667	chr3L	22429545	22429905	+	15	NA	Intergenic	Intergenic	-4816	FBgn0267628	FBgn0267628	FBtr0347079						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1775	chr2L	16498772	16499660	+	15	NA	intron (FBgn0032586, intron 2 of 4)	-intron (FBgn0032586, intron 1 of 3)	7676	FBgn0032586	FBgn0032586	FBtr0333487						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10846	chr3R	19590176	19590548	+	15	NA	exon (FBgn0260003, exon 27 of 35)	-exon (FBgn0260003, exon 27 of 35)	4166	FBgn0065080	FBgn0065080	FBtr0091611						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9777	chr3R	9969215	9969568	+	15	NA	intron (FBgn0287598, intron 4 of 6)	-intron (FBgn0267336, intron 4 of 6)	16669	FBgn0037770	FBgn0037770	FBtr0333687						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4220	chr2R	13907752	13908295	+	15	NA	exon (FBgn0013733, exon 2 of 24)	-exon (FBgn0013733, exon 2 of 24)	2923	FBgn0013733	FBgn0013733	FBtr0304850						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4664	chr2R	16424461	16424853	+	15	NA	intron (FBgn0264273, intron 9 of 15)	-intron (FBgn0264273, intron 8 of 13)	-5259	FBgn0029154	FBgn0029154	FBtr0301869						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15551	chrX	20507406	20507779	+	15	NA	intron (FBgn0031118, intron 2 of 14)	-intron (FBgn0031118, intron 2 of 13)	-3952	FBgn0031119	FBgn0031119	FBtr0077312						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8804	chr3L	24324891	24325234	+	15	NA	exon (FBgn0287185, exon 1 of 6)	-exon (FBgn0287185, exon 1 of 6)	196	FBgn0287185	FBgn0287185	FBtr0113473						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4738	chr2R	16957078	16957870	+	15	NA	promoter-TSS (FBgn0034172)	-promoter-TSS (FBgn0034172)	9	FBgn0034172	FBgn0034172	FBtr0087054						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4179	chr2R	13661055	13661304	+	15	NA	TTS (FBgn0033862)	-TTS (FBgn0033862)	2419	FBgn0033862	FBgn0033862	FBtr0087651						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2225	chr2L	21011701	21011927	+	15	NA	intron (FBgn0250867, intron 3 of 5)	-intron (FBgn0250867, intron 1 of 1)	-22961	FBgn0286733	FBgn0286733	FBtr0474087						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8987	chr3R	4631898	4632087	+	15	NA	exon (FBgn0087012, exon 7 of 7)	-exon (FBgn0087012, exon 7 of 7)	-2983	FBgn0267233	FBgn0267233	FBtr0346413						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3420	chr2R	9661151	9661426	+	15	NA	promoter-TSS (FBgn0011921)	-promoter-TSS (FBgn0011921)	63	FBgn0011921	FBgn0011921	FBtr0088465						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5562	chr2R	22540543	22540851	+	15	NA	intron (FBgn0003175, intron 4 of 14)	-intron (FBgn0003175, intron 4 of 13)	-9397	FBgn0034736	FBgn0034736	FBtr0071835						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7548	chr3L	13252686	13253050	+	15	NA	intron (FBgn0023095, intron 3 of 3)	-intron (FBgn0023095, intron 3 of 4)	3321	FBgn0011844	FBgn0011844	FBtr0075834						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11451	chr3R	24575852	24576105	+	15	NA	intron (FBgn0039209, intron 1 of 3)	-intron (FBgn0039209, intron 2 of 4)	2208	FBgn0267763	FBgn0267763	FBtr0347327						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4328	chr2R	14495714	14496440	+	15	NA	exon (FBgn0267824, exon 2 of 4)	-exon (FBgn0267824, exon 2 of 4)	7411	FBgn0024698	FBgn0024698	FBtr0089258						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10389	chr3R	15525231	15525633	+	15	NA	Intergenic	Intergenic	6041	FBgn0051296	FBgn0051296	FBtr0334558						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10822	chr3R	19363429	19363621	+	15	NA	Intergenic	Intergenic	9474	FBgn0262839	FBgn0262839	FBtr0306081						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7684	chr3L	14666837	14667037	+	15	NA	intron (FBgn0041604, intron 3 of 7)	-intron (FBgn0041604, intron 3 of 7)	-4991	FBgn0267548	FBgn0267548	FBtr0346931						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9102	chr3R	5157144	5157871	+	15	NA	intron (FBgn0037295, intron 2 of 6)	-intron (FBgn0037295, intron 2 of 6)	-2105	FBgn0037294	FBgn0037294	FBtr0078773						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_487	chr2L	3918854	3919641	+	15	NA	exon (FBgn0051774, exon 6 of 9)	-exon (FBgn0051774, exon 6 of 9)	-4959	FBgn0051773	FBgn0051773	FBtr0077509						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9653	chr3R	9097929	9098369	+	15	NA	intron (FBgn0003165, intron 8 of 12)	-intron (FBgn0003165, intron 8 of 12)	32966	FBgn0037661	FBgn0037661	FBtr0081971						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3416	chr2R	9628948	9629264	+	15	NA	intron (FBgn0033438, intron 3 of 7)	-intron (FBgn0033438, intron 3 of 7)	8567	FBgn0264879	FBgn0264879	FBtr0334809						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4167	chr2R	13565642	13565810	+	15	NA	Intergenic	Intergenic	7033	FBgn0261989	FBgn0261989	FBtr0346185						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7969	chr3L	17056921	17058288	+	15	NA	exon (FBgn0036698, exon 3 of 4)	-exon (FBgn0036698, exon 3 of 4)	1991	FBgn0036698	FBgn0036698	FBtr0075284						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10868	chr3R	19693243	19693423	+	15	NA	intron (FBgn0051216, intron 3 of 6)	-intron (FBgn0051216, intron 3 of 6)	6423	FBgn0051216	FBgn0051216	FBtr0335415						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4540	chr2R	15655041	15655385	+	15	NA	intron (FBgn0260429, intron 4 of 4)	-intron (FBgn0260429, intron 4 of 4)	9881	FBgn0023441	FBgn0023441	FBtr0087343						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5653	chr2R	23128827	23129122	+	15	NA	promoter-TSS (FBgn0265648)	-promoter-TSS (FBgn0265648)	897	FBgn0265649	FBgn0265649	FBtr0340514						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14976	chrX	16403974	16404402	+	15	NA	promoter-TSS (FBgn0030746)	-promoter-TSS (FBgn0030746)	934	FBgn0030746	FBgn0030746	FBtr0334044						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5757	chr2R	23796445	23796800	+	15	NA	intron (FBgn0034903, intron 1 of 13)	-intron (FBgn0034903, intron 1 of 13)	1773	FBgn0034903	FBgn0034903	FBtr0310330						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1103	chr2L	8925525	8925985	+	15	NA	exon (FBgn0085427, exon 5 of 11)	-exon (FBgn0085427, exon 5 of 11)	-9069	FBgn0032074	FBgn0032074	FBtr0340261						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2038	chr2L	19520986	19521463	+	14	NA	exon (FBgn0032798, exon 4 of 10)	-exon (FBgn0032798, exon 4 of 10)	2285	FBgn0032798	FBgn0032798	FBtr0343771						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14111	chrX	9815369	9815513	+	14	NA	intron (FBgn0052698, intron 2 of 8)	-intron (FBgn0052698, intron 2 of 8)	32218	FBgn0052698	FBgn0052698	FBtr0336923						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14333	chrX	11549844	11551073	+	14	NA	intron (FBgn0052666, intron 1 of 4)	-intron (FBgn0052666, intron 2 of 5)	5980	FBgn0030309	FBgn0030309	FBtr0073543						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14421	chrX	12318327	12318896	+	14	NA	exon (FBgn0267001, exon 13 of 15)	-exon (FBgn0267001, exon 13 of 15)	43976	FBgn0267163	FBgn0267163	FBtr0346284						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1860	chr2L	17507168	17507804	+	14	NA	exon (FBgn0013810, exon 8 of 23)	-exon (FBgn0013810, exon 8 of 23)	6085	FBgn0013810	FBgn0013810	FBtr0479836						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7013	chr3L	8713636	8713863	+	14	NA	Intergenic	Intergenic	6476	FBgn0011509	FBgn0011509	FBtr0333891						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_382	chr2L	2958943	2959093	+	14	NA	promoter-TSS (FBgn0010263)	-promoter-TSS (FBgn0010263)	-129	FBgn0010263	FBgn0010263	FBtr0330213						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14682	chrX	14202484	14203050	+	14	NA	exon (FBgn0026713, exon 1 of 4)	-exon (FBgn0026713, exon 1 of 4)	2589	FBgn0030545	FBgn0030545	FBtr0073899						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1739	chr2L	16038899	16039283	+	14	NA	exon (FBgn0028644, exon 8 of 8)	-exon (FBgn0028644, exon 8 of 8)	-2956	FBgn0266459	FBgn0266459	FBtr0344488						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7550	chr3L	13262055	13262279	+	14	NA	intron (FBgn0023095, intron 3 of 3)	-intron (FBgn0023095, intron 3 of 4)	12620	FBgn0011844	FBgn0011844	FBtr0075834						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8383	chr3L	20692876	20693523	+	14	NA	exon (FBgn0001320, exon 3 of 3)	-exon (FBgn0001320, exon 3 of 3)	1357	FBgn0001320	FBgn0001320	FBtr0078283						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4742	chr2R	16997205	16997924	+	14	NA	promoter-TSS (FBgn0050461)	-promoter-TSS (FBgn0050461)	1030	FBgn0050461	FBgn0050461	FBtr0344460						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_190	chr2L	1136845	1137007	+	14	NA	intron (FBgn0031306, intron 1 of 4)	-intron (FBgn0031306, intron 1 of 4)	2233	FBgn0031306	FBgn0031306	FBtr0332271						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12263	chr3R	31533322	31533563	+	14	NA	Intergenic	Intergenic	-9721	FBgn0039852	FBgn0039852	FBtr0300876						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6703	chr3L	5718944	5719437	+	14	NA	intron (FBgn0085447, intron 7 of 22)	-intron (FBgn0085447, intron 18 of 33)	-1100	FBgn0086073	FBgn0086073	FBtr0114349						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7692	chr3L	14745567	14745745	+	14	NA	exon (FBgn0259175, exon 5 of 10)	-exon (FBgn0259175, exon 5 of 10)	-12139	FBgn0036443	FBgn0036443	FBtr0075709						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14917	chrX	15989687	15989899	+	14	NA	intron (FBgn0284228, intron 3 of 6)	-intron (FBgn0030719, intron 3 of 6)	514	FBgn0030719	FBgn0030719	FBtr0074148						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7876	chr3L	16423765	16424069	+	14	NA	exon (FBgn0261799, exon 5 of 5)	-exon (FBgn0261799, exon 5 of 5)	4320	FBgn0053158	FBgn0053158	FBtr0075390						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2294	chr2L	21359380	21360177	+	14	NA	Intergenic	Intergenic	-1438	FBgn0023090	FBgn0023090	FBtr0081516						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12728	chrX	359709	360496	+	14	NA	exon (FBgn0004034, exon 2 of 2)	-exon (FBgn0004034, exon 2 of 2)	-2297	FBgn0266568	FBgn0266568	FBtr0308360						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7533	chr3L	13080138	13080694	+	14	NA	TTS (FBgn0263661)	-TTS (FBgn0263661)	2236	FBgn0263661	FBgn0263661	FBtr0310106						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4579	chr2R	15883855	15884330	+	14	NA	intron (FBgn0264089, intron 7 of 20)	-intron (FBgn0264089, intron 6 of 19)	-10755	FBgn0287602	FBgn0287602	FBtr0479949						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1931	chr2L	18667114	18667523	+	14	NA	TTS (FBgn0086200)	-TTS (FBgn0086200)	2186	FBgn0086200	FBgn0086200	FBtr0347030						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14820	chrX	15397382	15397660	+	14	NA	exon (FBgn0263257, exon 11 of 18)	-exon (FBgn0263257, exon 11 of 18)	-12080	FBgn0030634	FBgn0030634	FBtr0074012						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12727	chrX	351113	351365	+	14	NA	TTS (FBgn0262810)	-TTS (FBgn0262810)	673	FBgn0262810	FBgn0262810	FBtr0306054						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1312	chr2L	10866907	10867081	+	14	NA	Intergenic	Intergenic	-2297	FBgn0264351	FBgn0264351	FBtr0332028						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12022	chr3R	29786285	29786431	+	14	NA	intron (FBgn0001297, intron 1 of 2)	-intron (FBgn0001297, intron 1 of 2)	-5906	FBgn0039694	FBgn0039694	FBtr0085538						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13140	chrX	2507717	2508015	+	14	NA	intron (FBgn0284408, intron 7 of 31)	-intron (FBgn0284408, intron 7 of 42)	37561	FBgn0284408	FBgn0284408	FBtr0481646						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11609	chr3R	25697441	25697890	+	14	NA	Intergenic	Intergenic	-10295	FBgn0039360	FBgn0039360	FBtr0331359						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5439	chr2R	21800136	21801011	+	14	NA	exon (FBgn0034661, exon 1 of 2)	-exon (FBgn0034661, exon 1 of 2)	331	FBgn0034661	FBgn0034661	FBtr0071743						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7057	chr3L	9004944	9005136	+	14	NA	promoter-TSS (FBgn0035954)	-promoter-TSS (FBgn0035954)	-156	FBgn0035954	FBgn0035954	FBtr0076521						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14107	chrX	9729136	9729467	+	14	NA	promoter-TSS (FBgn0020378)	-promoter-TSS (FBgn0020378)	-347	FBgn0020378	FBgn0020378	FBtr0331335						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4476	chr2R	15269066	15269593	+	14	NA	intron (FBgn0265194, intron 25 of 34)	-intron (FBgn0265194, intron 23 of 32)	10568	FBgn0034005	FBgn0034005	FBtr0087371						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11648	chr3R	26064678	26065163	+	14	NA	Intergenic	Intergenic	-2681	FBgn0039408	FBgn0039408	FBtr0084971						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6025	chr3L	166259	166560	+	14	NA	intron (FBgn0035101, intron 1 of 3)	-intron (FBgn0035101, intron 1 of 3)	5605	FBgn0035101	FBgn0035101	FBtr0301889						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8673	chr3L	22446602	22446859	+	14	NA	Intergenic	Intergenic	-7643	FBgn0037162	FBgn0037162	FBtr0078503						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7722	chr3L	15116691	15117147	+	14	NA	TTS (FBgn0036479)	-TTS (FBgn0036479)	182	FBgn0036480	FBgn0036480	FBtr0303375						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_844	chr2L	6799685	6800563	+	14	NA	TTS (FBgn0051631)	-TTS (FBgn0051631)	380	FBgn0051631	FBgn0051631	FBtr0079338						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11918	chr3R	28964928	28965163	+	14	NA	intron (FBgn0039617, intron 1 of 10)	-intron (FBgn0039617, intron 1 of 10)	5327	FBgn0039617	FBgn0039617	FBtr0085347						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2053	chr2L	19595630	19595830	+	14	NA	intron (FBgn0000464, intron 1 of 17)	-intron (FBgn0000464, intron 1 of 17)	9107	FBgn0000464	FBgn0000464	FBtr0331242						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1017	chr2L	8269592	8270390	+	14	NA	intron (FBgn0003502, intron 4 of 11)	-intron (FBgn0003502, intron 2 of 9)	-17025	FBgn0032010	FBgn0032010	FBtr0332362						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15272	chrX	18625556	18625749	+	14	NA	exon (FBgn0030941, exon 4 of 5)	-exon (FBgn0030941, exon 4 of 5)	-2946	FBgn0265916	FBgn0265916	FBtr0342844						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13460	chrX	4632642	4632894	+	14	NA	intron (FBgn0025388, intron 2 of 4)	-intron (FBgn0025388, intron 2 of 4)	-2248	FBgn0025387	FBgn0025387	FBtr0335037						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3571	chr2R	10412297	10412525	+	14	NA	exon (FBgn0261698, exon 2 of 28)	-exon (FBgn0261698, exon 2 of 28)	-1198	FBgn0053475	FBgn0053475	FBtr0088318						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15335	chrX	18980375	18980561	+	14	NA	intron (FBgn0264090, intron 2 of 6)	-intron (FBgn0264090, intron 2 of 6)	50109	FBgn0264090	FBgn0264090	FBtr0331157						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_305	chr2L	2311388	2311863	+	14	NA	promoter-TSS (FBgn0031414)	-promoter-TSS (FBgn0031414)	-55	FBgn0031414	FBgn0031414	FBtr0344663						NA
