PeakID (cmd=annotatePeaks.pl AkaaF6HSan_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6HSan_REP2.mLb.clN_peak_7435	chr3L	9223978	9224228	+	12	NA	Intergenic	Intergenic	2079	FBgn0266957	FBgn0266957	FBtr0345853						NA
AkaaF6HSan_REP2.mLb.clN_peak_7606	chr3L	10961373	10961805	+	12	NA	promoter-TSS (FBgn0266784)	-promoter-TSS (FBgn0266784)	89	FBgn0266784	FBgn0266784	FBtr0345410						NA
AkaaF6HSan_REP2.mLb.clN_peak_7039	chr3L	6332692	6332818	+	12	NA	exon (FBgn0035699, exon 2 of 4)	-exon (FBgn0035699, exon 2 of 4)	5147	FBgn0041623	FBgn0041623	FBtr0077006						NA
AkaaF6HSan_REP2.mLb.clN_peak_12244	chr3R	26625324	26625516	+	12	NA	TTS (FBgn0039438)	-TTS (FBgn0039438)	232	FBgn0039437	FBgn0039437	FBtr0085056						NA
AkaaF6HSan_REP2.mLb.clN_peak_8153	chr3L	16035779	16036156	+	12	NA	exon (FBgn0036560, exon 2 of 4)	-exon (FBgn0036560, exon 2 of 4)	289	FBgn0036560	FBgn0036560	FBtr0333614						NA
AkaaF6HSan_REP2.mLb.clN_peak_13974	chrX	4377739	4378271	+	12	NA	exon (FBgn0288701, exon 7 of 12)	-exon (FBgn0288701, exon 7 of 12)	-4534	FBgn0263589	FBgn0263589	FBtr0309825						NA
AkaaF6HSan_REP2.mLb.clN_peak_9603	chr3R	4966434	4966630	+	12	NA	intron (FBgn0037290, intron 1 of 3)	-intron (FBgn0037290, intron 1 of 3)	1087	FBgn0037290	FBgn0037290	FBtr0078841						NA
AkaaF6HSan_REP2.mLb.clN_peak_5479	chr2R	21561165	21561330	+	12	NA	exon (FBgn0034636, exon 5 of 5)	-exon (FBgn0034636, exon 5 of 5)	14604	FBgn0003731	FBgn0003731	FBtr0071654						NA
AkaaF6HSan_REP2.mLb.clN_peak_10800	chr3R	13843228	13843727	+	12	NA	Intergenic	Intergenic	-3543	FBgn0051495	FBgn0051495	FBtr0344765						NA
AkaaF6HSan_REP2.mLb.clN_peak_7431	chr3L	9201929	9202059	+	12	NA	Intergenic	Intergenic	4619	FBgn0035968	FBgn0035968	FBtr0332124						NA
AkaaF6HSan_REP2.mLb.clN_peak_9870	chr3R	6564323	6564479	+	12	NA	intron (FBgn0053202, intron 2 of 7)	-intron (FBgn0053202, intron 2 of 7)	-4050	FBgn0037454	FBgn0037454	FBtr0081705						NA
AkaaF6HSan_REP2.mLb.clN_peak_12685	chr3R	30929298	30929618	+	12	NA	exon (FBgn0020912, exon 5 of 5)	-exon (FBgn0020912, exon 5 of 5)	7049	FBgn0039810	FBgn0039810	FBtr0085752						NA
AkaaF6HSan_REP2.mLb.clN_peak_8306	chr3L	16996173	16996617	+	12	NA	exon (FBgn0036684, exon 6 of 8)	-exon (FBgn0036684, exon 6 of 8)	5965	FBgn0036684	FBgn0036684	FBtr0321285						NA
AkaaF6HSan_REP2.mLb.clN_peak_3536	chr2R	9476663	9476814	+	12	NA	exon (FBgn0287478, exon 16 of 19)	-exon (FBgn0287478, exon 16 of 19)	-17428	FBgn0004360	FBgn0004360	FBtr0339383						NA
AkaaF6HSan_REP2.mLb.clN_peak_10386	chr3R	10216958	10217358	+	12	NA	exon (FBgn0004575, exon 11 of 13)	-exon (FBgn0004575, exon 11 of 13)	-4151	FBgn0025879	FBgn0025879	FBtr0082245						NA
AkaaF6HSan_REP2.mLb.clN_peak_1636	chr2L	14544138	14544412	+	12	NA	Intergenic	Intergenic	4834	FBgn0250844	FBgn0250844	FBtr0344772						NA
AkaaF6HSan_REP2.mLb.clN_peak_13245	chrX	440894	441690	+	12	NA	intron (FBgn0052816, intron 1 of 2)	-intron (FBgn0052816, intron 1 of 2)	-3844	FBgn0011822	FBgn0011822	FBtr0070100						NA
AkaaF6HSan_REP2.mLb.clN_peak_12522	chr3R	29657439	29657588	+	12	NA	intron (FBgn0266137, intron 2 of 4)	-intron (FBgn0266137, intron 2 of 4)	2471	FBgn0266137	FBgn0266137	FBtr0330293						NA
AkaaF6HSan_REP2.mLb.clN_peak_2565	chr2R	2531865	2532140	+	12	NA	intron (FBgn0058263, intron 2 of 5)	-intron (FBgn0058263, intron 2 of 4)	33383	FBgn0058263	FBgn0058263	FBtr0334936						NA
AkaaF6HSan_REP2.mLb.clN_peak_3404	chr2R	8832004	8832159	+	12	NA	exon (FBgn0024189, exon 15 of 21)	-exon (FBgn0024189, exon 15 of 21)	5690	FBgn0050350	FBgn0050350	FBtr0088636						NA
AkaaF6HSan_REP2.mLb.clN_peak_13783	chrX	3207866	3208599	+	12	NA	intron (FBgn0000479, intron 2 of 14)	-intron (FBgn0000479, intron 1 of 14)	28454	FBgn0040393	FBgn0040393	FBtr0070541						NA
AkaaF6HSan_REP2.mLb.clN_peak_16331	chrX	21260365	21260951	+	12	NA	intron (FBgn0052521, intron 1 of 4)	-intron (FBgn0052521, intron 2 of 4)	-9510	FBgn0031168	FBgn0031168	FBtr0077237						NA
AkaaF6HSan_REP2.mLb.clN_peak_3257	chr2R	8009387	8009973	+	12	NA	TTS (FBgn0013308)	-TTS (FBgn0013308)	2434	FBgn0013308	FBgn0013308	FBtr0088864						NA
AkaaF6HSan_REP2.mLb.clN_peak_3587	chr2R	9772074	9772389	+	12	NA	exon (FBgn0027589, exon 7 of 9)	-exon (FBgn0027589, exon 7 of 9)	-2879	FBgn0265105	FBgn0265105	FBtr0336932						NA
AkaaF6HSan_REP2.mLb.clN_peak_8155	chr3L	16041339	16041636	+	12	NA	promoter-TSS (FBgn0260635)	-promoter-TSS (FBgn0260635)	-908	FBgn0267549	FBgn0267549	FBtr0346930						NA
AkaaF6HSan_REP2.mLb.clN_peak_15108	chrX	12330276	12330594	+	12	NA	exon (FBgn0267001, exon 15 of 15)	-exon (FBgn0267001, exon 15 of 15)	-42683	FBgn0030384	FBgn0030384	FBtr0073643						NA
AkaaF6HSan_REP2.mLb.clN_peak_10431	chr3R	10521061	10521375	+	12	NA	exon (FBgn0001235, exon 11 of 14)	-exon (FBgn0001235, exon 11 of 14)	-31002	FBgn0267136	FBgn0267136	FBtr0346258						NA
AkaaF6HSan_REP2.mLb.clN_peak_5765	chr2R	23272779	23273085	+	12	NA	exon (FBgn0003009, exon 3 of 7)	-exon (FBgn0003009, exon 3 of 7)	867	FBgn0003009	FBgn0003009	FBtr0072047						NA
AkaaF6HSan_REP2.mLb.clN_peak_12857	chr3R	31991444	31991800	+	12	NA	TTS (FBgn0039886)	-TTS (FBgn0039886)	4773	FBgn0039886	FBgn0039886	FBtr0085871						NA
AkaaF6HSan_REP2.mLb.clN_peak_14257	chrX	6273860	6273990	+	12	NA	exon (FBgn0028982, exon 6 of 6)	-exon (FBgn0028982, exon 6 of 6)	2799	FBgn0029854	FBgn0029854	FBtr0305177						NA
AkaaF6HSan_REP2.mLb.clN_peak_2444	chr2L	22153401	22153640	+	12	NA	promoter-TSS (FBgn0261802)	-promoter-TSS (FBgn0261802)	1766	FBgn0083973	FBgn0083973	FBtr0303249						NA
AkaaF6HSan_REP2.mLb.clN_peak_6336	chr3L	1211671	1211852	+	12	NA	promoter-TSS (FBgn0004427)	-promoter-TSS (FBgn0004427)	-565	FBgn0004427	FBgn0004427	FBtr0072634						NA
AkaaF6HSan_REP2.mLb.clN_peak_3633	chr2R	10017136	10017426	+	12	NA	intron (FBgn0022382, intron 2 of 9)	-intron (FBgn0022382, intron 2 of 9)	8761	FBgn0022382	FBgn0022382	FBtr0112902						NA
AkaaF6HSan_REP2.mLb.clN_peak_316	chr2L	2866974	2867275	+	12	NA	exon (FBgn0031474, exon 6 of 7)	-exon (FBgn0031474, exon 6 of 7)	-2528	FBgn0031476	FBgn0031476	FBtr0077628						NA
AkaaF6HSan_REP2.mLb.clN_peak_11123	chr3R	16436597	16437251	+	12	NA	promoter-TSS (FBgn0038426)	-promoter-TSS (FBgn0038426)	-327	FBgn0038426	FBgn0038426	FBtr0083316						NA
AkaaF6HSan_REP2.mLb.clN_peak_2708	chr2R	5248190	5248388	+	12	NA	intron (FBgn0053554, intron 1 of 19)	-intron (FBgn0053554, intron 1 of 20)	2733	FBgn0053554	FBgn0053554	FBtr0347556						NA
AkaaF6HSan_REP2.mLb.clN_peak_4387	chr2R	14075001	14075569	+	12	NA	intron (FBgn0040752, intron 3 of 9)	-intron (FBgn0040752, intron 3 of 11)	-15040	FBgn0259183	FBgn0259183	FBtr0299667						NA
AkaaF6HSan_REP2.mLb.clN_peak_14052	chrX	4800307	4800460	+	12	NA	exon (FBgn0029728, exon 5 of 9)	-exon (FBgn0029728, exon 5 of 9)	4479	FBgn0029728	FBgn0029728	FBtr0481624						NA
AkaaF6HSan_REP2.mLb.clN_peak_16421	chrX	22509092	22509471	+	12	NA	Intergenic	Intergenic	5610	FBgn0264677	FBgn0264677	FBtr0345927						NA
AkaaF6HSan_REP2.mLb.clN_peak_4629	chr2R	15663320	15663703	+	12	NA	exon (FBgn0023441, exon 9 of 10)	-exon (FBgn0023441, exon 9 of 10)	1583	FBgn0023441	FBgn0023441	FBtr0087343						NA
AkaaF6HSan_REP2.mLb.clN_peak_1662	chr2L	14813483	14813782	+	12	NA	Intergenic	Intergenic	2871	FBgn0053309	FBgn0053309	FBtr0080674						NA
AkaaF6HSan_REP2.mLb.clN_peak_1858	chr2L	18209527	18209656	+	12	NA	promoter-TSS (FBgn0051802)	-promoter-TSS (FBgn0051802)	-354	FBgn0051802	FBgn0051802	FBtr0081058						NA
AkaaF6HSan_REP2.mLb.clN_peak_12554	chr3R	29878409	29878653	+	12	NA	exon (FBgn0051038, exon 2 of 4)	-exon (FBgn0051038, exon 2 of 4)	1472	FBgn0051038	FBgn0051038	FBtr0481731						NA
AkaaF6HSan_REP2.mLb.clN_peak_9287	chr3L	24056098	24056315	+	12	NA	Intergenic	Intergenic	-17974	FBgn0011288	FBgn0011288	FBtr0304625						NA
AkaaF6HSan_REP2.mLb.clN_peak_5009	chr2R	18373925	18374205	+	12	NA	Intergenic	Intergenic	-3422	FBgn0261700	FBgn0261700	FBtr0340530						NA
AkaaF6HSan_REP2.mLb.clN_peak_4268	chr2R	13398360	13399160	+	12	NA	exon (FBgn0033834, exon 1 of 2)	-exon (FBgn0033834, exon 1 of 2)	608	FBgn0033834	FBgn0033834	FBtr0087717						NA
AkaaF6HSan_REP2.mLb.clN_peak_12872	chr4	49527	49654	+	12	NA	exon (FBgn0004859, exon 6 of 6)	-exon (FBgn0004859, exon 6 of 6)	4816	FBgn0265633	FBgn0265633	FBtr0340499						NA
AkaaF6HSan_REP2.mLb.clN_peak_12401	chr3R	28550558	28550798	+	11	NA	Intergenic	Intergenic	-5861	FBgn0039588	FBgn0039588	FBtr0085293						NA
AkaaF6HSan_REP2.mLb.clN_peak_15083	chrX	11964361	11964637	+	11	NA	intron (FBgn0263111, intron 16 of 30)	-intron (FBgn0263111, intron 16 of 31)	19416	FBgn0263111	FBgn0263111	FBtr0307325						NA
AkaaF6HSan_REP2.mLb.clN_peak_6104	chr2R	25167508	25167671	+	11	NA	promoter-TSS (FBgn0054038)	-promoter-TSS (FBgn0054038)	-70	FBgn0054038	FBgn0054038	FBtr0307197						NA
AkaaF6HSan_REP2.mLb.clN_peak_12952	chr4	428362	428558	+	11	NA	intron (FBgn0264794, intron 1 of 1)	-intron (FBgn0264794, intron 1 of 1)	1129	FBgn0264794	FBgn0264794	FBtr0334481						NA
AkaaF6HSan_REP2.mLb.clN_peak_4444	chr2R	14466605	14466803	+	11	NA	TTS (FBgn0288433)	-TTS (FBgn0288433)	-9687	FBgn0265655	FBgn0265655	FBtr0340522						NA
AkaaF6HSan_REP2.mLb.clN_peak_5142	chr2R	19195251	19195438	+	11	NA	intron (FBgn0263395, intron 2 of 13)	-intron (FBgn0263395, intron 2 of 14)	16606	FBgn0263395	FBgn0263395	FBtr0340456						NA
AkaaF6HSan_REP2.mLb.clN_peak_3024	chr2R	6802294	6802826	+	11	NA	Intergenic	Intergenic	-5066	FBgn0014028	FBgn0014028	FBtr0086156						NA
AkaaF6HSan_REP2.mLb.clN_peak_12636	chr3R	30500410	30500602	+	11	NA	promoter-TSS (FBgn0039780)	-promoter-TSS (FBgn0039780)	-180	FBgn0039780	FBgn0039780	FBtr0085688						NA
AkaaF6HSan_REP2.mLb.clN_peak_4198	chr2R	13044843	13045025	+	11	NA	exon (FBgn0033788, exon 1 of 1)	-exon (FBgn0033788, exon 1 of 1)	2322	FBgn0033788	FBgn0033788	FBtr0345360						NA
AkaaF6HSan_REP2.mLb.clN_peak_7307	chr3L	8447549	8447916	+	11	NA	intron (FBgn0035896, intron 1 of 1)	-intron (FBgn0035896, intron 1 of 1)	1645	FBgn0035896	FBgn0035896	FBtr0345602						NA
AkaaF6HSan_REP2.mLb.clN_peak_6324	chr3L	1101235	1101609	+	11	NA	promoter-TSS (FBgn0004870)	-promoter-TSS (FBgn0004870)	-333	FBgn0004870	FBgn0004870	FBtr0333270						NA
AkaaF6HSan_REP2.mLb.clN_peak_10224	chr3R	9128910	9129275	+	11	NA	intron (FBgn0003165, intron 1 of 6)	-intron (FBgn0003165, intron 8 of 12)	28858	FBgn0003165	FBgn0003165	FBtr0081991						NA
AkaaF6HSan_REP2.mLb.clN_peak_10519	chr3R	11555137	11555361	+	11	NA	TTS (FBgn0037910)	-TTS (FBgn0037910)	1104	FBgn0037910	FBgn0037910	FBtr0082409						NA
AkaaF6HSan_REP2.mLb.clN_peak_9797	chr3R	6108342	6108492	+	11	NA	exon (FBgn0046878, exon 2 of 3)	-exon (FBgn0046878, exon 2 of 3)	283	FBgn0046878	FBgn0046878	FBtr0078584						NA
AkaaF6HSan_REP2.mLb.clN_peak_11693	chr3R	21786845	21786983	+	11	NA	promoter-TSS (FBgn0266181)	-promoter-TSS (FBgn0266181)	-706	FBgn0266181	FBgn0266181	FBtr0343762						NA
AkaaF6HSan_REP2.mLb.clN_peak_751	chr2L	6617790	6617945	+	11	NA	TTS (FBgn0031836)	-TTS (FBgn0031836)	-1213	FBgn0266218	FBgn0266218	FBtr0343863						NA
AkaaF6HSan_REP2.mLb.clN_peak_1464	chr2L	13030733	13030960	+	11	NA	exon (FBgn0262160, exon 3 of 7)	-exon (FBgn0262160, exon 3 of 7)	-9534	FBgn0028965	FBgn0028965	FBtr0080427						NA
AkaaF6HSan_REP2.mLb.clN_peak_4645	chr2R	15773955	15775208	+	11	NA	exon (FBgn0265991, exon 10 of 16)	-exon (FBgn0265991, exon 10 of 16)	-19419	FBgn0034046	FBgn0034046	FBtr0308814						NA
AkaaF6HSan_REP2.mLb.clN_peak_15367	chrX	14135936	14136085	+	11	NA	Intergenic	Intergenic	-5719	FBgn0265869	FBgn0265869	FBtr0342715						NA
AkaaF6HSan_REP2.mLb.clN_peak_11763	chr3R	22326011	22327145	+	11	NA	Intergenic	Intergenic	-2484	FBgn0263117	FBgn0263117	FBtr0347067						NA
AkaaF6HSan_REP2.mLb.clN_peak_12823	chr3R	31859422	31859693	+	11	NA	intron (FBgn0011224, intron 10 of 13)	-intron (FBgn0011224, intron 10 of 13)	46948	FBgn0039883	FBgn0039883	FBtr0343538						NA
AkaaF6HSan_REP2.mLb.clN_peak_14980	chrX	11403683	11404117	+	11	NA	intron (FBgn0001624, intron 14 of 17)	-intron (FBgn0001624, intron 9 of 12)	-6047	FBgn0030296	FBgn0030296	FBtr0309222						NA
AkaaF6HSan_REP2.mLb.clN_peak_12505	chr3R	29377291	29377486	+	11	NA	promoter-TSS (FBgn0004369)	-promoter-TSS (FBgn0004369)	8050	FBgn0267106	FBgn0267106	FBtr0346200						NA
AkaaF6HSan_REP2.mLb.clN_peak_7830	chr3L	12733684	12733836	+	11	NA	exon (FBgn0261933, exon 2 of 2)	-exon (FBgn0261933, exon 2 of 2)	851	FBgn0261933	FBgn0261933	FBtr0075952						NA
AkaaF6HSan_REP2.mLb.clN_peak_1939	chr2L	18822278	18822413	+	11	NA	exon (FBgn0027074, exon 6 of 6)	-exon (FBgn0027074, exon 6 of 6)	-1203	FBgn0032713	FBgn0032713	FBtr0308575						NA
AkaaF6HSan_REP2.mLb.clN_peak_12727	chr3R	31345166	31345689	+	11	NA	exon (FBgn0267787, exon 1 of 1)	-exon (FBgn0267787, exon 1 of 1)	288	FBgn0267787	FBgn0267787	FBtr0347353						NA
AkaaF6HSan_REP2.mLb.clN_peak_11864	chr3R	23210741	23211009	+	11	NA	intron (FBgn0262975, intron 2 of 9)	-intron (FBgn0262975, intron 3 of 10)	-6841	FBgn0011596	FBgn0011596	FBtr0084399						NA
AkaaF6HSan_REP2.mLb.clN_peak_16132	chrX	19432524	19432929	+	11	NA	intron (FBgn0031016, intron 4 of 7)	-intron (FBgn0031016, intron 2 of 5)	-42337	FBgn0031018	FBgn0031018	FBtr0074710						NA
AkaaF6HSan_REP2.mLb.clN_peak_14396	chrX	7211308	7211503	+	11	NA	intron (FBgn0029939, intron 1 of 3)	-intron (FBgn0029939, intron 2 of 5)	-15050	FBgn0029939	FBgn0029939	FBtr0474234						NA
AkaaF6HSan_REP2.mLb.clN_peak_13865	chrX	3714280	3714407	+	11	NA	intron (FBgn0015286, intron 1 of 5)	-intron (FBgn0015286, intron 1 of 4)	5292	FBgn0015286	FBgn0015286	FBtr0070584						NA
AkaaF6HSan_REP2.mLb.clN_peak_2831	chr2R	5928194	5928422	+	11	NA	exon (FBgn0263109, exon 4 of 4)	-exon (FBgn0263109, exon 4 of 4)	-9092	FBgn0264957	FBgn0264957	FBtr0335265						NA
AkaaF6HSan_REP2.mLb.clN_peak_10167	chr3R	8838496	8839493	+	11	NA	intron (FBgn0262614, intron 4 of 5)	-intron (FBgn0262614, intron 4 of 9)	14583	FBgn0037638	FBgn0037638	FBtr0081922						NA
AkaaF6HSan_REP2.mLb.clN_peak_6343	chr3L	1265341	1265557	+	11	NA	promoter-TSS (FBgn0035199)	-promoter-TSS (FBgn0035199)	-267	FBgn0035199	FBgn0035199	FBtr0072661						NA
AkaaF6HSan_REP2.mLb.clN_peak_7925	chr3L	13909609	13909951	+	11	NA	intron (FBgn0026376, intron 4 of 6)	-intron (FBgn0026376, intron 4 of 6)	-6544	FBgn0264006	FBgn0264006	FBtr0333021						NA
AkaaF6HSan_REP2.mLb.clN_peak_14046	chrX	4771429	4771791	+	11	NA	promoter-TSS (FBgn0025679)	-promoter-TSS (FBgn0025679)	-22	FBgn0025679	FBgn0025679	FBtr0070735						NA
AkaaF6HSan_REP2.mLb.clN_peak_3586	chr2R	9766641	9766879	+	11	NA	exon (FBgn0027589, exon 9 of 9)	-exon (FBgn0027589, exon 9 of 9)	412	FBgn0265103	FBgn0265103	FBtr0344698						NA
AkaaF6HSan_REP2.mLb.clN_peak_9591	chr3R	4925878	4926083	+	11	NA	exon (FBgn0265082, exon 9 of 13)	-exon (FBgn0265082, exon 9 of 13)	15428	FBgn0265082	FBgn0265082	FBtr0336811						NA
AkaaF6HSan_REP2.mLb.clN_peak_15480	chrX	15113062	15113216	+	11	NA	TTS (FBgn0030615)	-TTS (FBgn0030615)	3403	FBgn0030615	FBgn0030615	FBtr0074028						NA
AkaaF6HSan_REP2.mLb.clN_peak_8822	chr3L	20683109	20683338	+	11	NA	Intergenic	Intergenic	11333	FBgn0001320	FBgn0001320	FBtr0078283						NA
AkaaF6HSan_REP2.mLb.clN_peak_11481	chr3R	19999759	20000104	+	11	NA	intron (FBgn0038755, intron 2 of 5)	-intron (FBgn0038755, intron 2 of 5)	8581	FBgn0038755	FBgn0038755	FBtr0335240						NA
AkaaF6HSan_REP2.mLb.clN_peak_11838	chr3R	22985122	22985312	+	11	NA	intron (FBgn0263390, intron 7 of 10)	-intron (FBgn0263390, intron 6 of 9)	-2064	FBgn0039033	FBgn0039033	FBtr0084341						NA
AkaaF6HSan_REP2.mLb.clN_peak_11239	chr3R	17745755	17745892	+	11	NA	exon (FBgn0038541, exon 5 of 5)	-exon (FBgn0038541, exon 5 of 5)	9212	FBgn0038541	FBgn0038541	FBtr0344630						NA
AkaaF6HSan_REP2.mLb.clN_peak_10319	chr3R	9737796	9738077	+	11	NA	intron (FBgn0037736, intron 5 of 15)	-intron (FBgn0037736, intron 5 of 15)	2043	FBgn0037736	FBgn0037736	FBtr0331695						NA
AkaaF6HSan_REP2.mLb.clN_peak_10413	chr3R	10362495	10362675	+	11	NA	TTS (FBgn0015396)	-TTS (FBgn0015396)	12403	FBgn0015396	FBgn0015396	FBtr0082237						NA
AkaaF6HSan_REP2.mLb.clN_peak_415	chr2L	3695307	3695588	+	11	NA	promoter-TSS (FBgn0031560)	-promoter-TSS (FBgn0031560)	-36	FBgn0031560	FBgn0031560	FBtr0077547						NA
AkaaF6HSan_REP2.mLb.clN_peak_7620	chr3L	11058839	11058971	+	11	NA	TTS (FBgn0036117)	-TTS (FBgn0036117)	1746	FBgn0036116	FBgn0036116	FBtr0076201						NA
AkaaF6HSan_REP2.mLb.clN_peak_10306	chr3R	9625433	9625750	+	11	NA	TTS (FBgn0037720)	-TTS (FBgn0037720)	1339	FBgn0037721	FBgn0037721	FBtr0334619						NA
AkaaF6HSan_REP2.mLb.clN_peak_2874	chr2R	6105137	6105307	+	11	NA	intron (FBgn0000546, intron 4 of 7)	-intron (FBgn0000546, intron 3 of 6)	-19597	FBgn0033062	FBgn0033062	FBtr0310667						NA
AkaaF6HSan_REP2.mLb.clN_peak_6185	chr3L	386365	386550	+	11	NA	intron (FBgn0262139, intron 2 of 12)	-intron (FBgn0262139, intron 2 of 11)	6798	FBgn0266927	FBgn0266927	FBtr0345820						NA
AkaaF6HSan_REP2.mLb.clN_peak_7330	chr3L	8621036	8621592	+	11	NA	TTS (FBgn0035916)	-TTS (FBgn0035916)	1426	FBgn0052351	FBgn0052351	FBtr0076639						NA
AkaaF6HSan_REP2.mLb.clN_peak_4194	chr2R	13032279	13032414	+	11	NA	Intergenic	Intergenic	14910	FBgn0033788	FBgn0033788	FBtr0345360						NA
AkaaF6HSan_REP2.mLb.clN_peak_6968	chr3L	5731636	5732114	+	11	NA	intron (FBgn0284236, intron 23 of 32)	-intron (FBgn0085447, intron 23 of 33)	11585	FBgn0086073	FBgn0086073	FBtr0114349						NA
AkaaF6HSan_REP2.mLb.clN_peak_11686	chr3R	21756769	21757198	+	11	NA	exon (FBgn0051198, exon 4 of 5)	-exon (FBgn0051198, exon 4 of 5)	-1781	FBgn0259237	FBgn0259237	FBtr0344211						NA
AkaaF6HSan_REP2.mLb.clN_peak_13718	chrX	2691131	2691325	+	11	NA	exon (FBgn0003068, exon 5 of 8)	-exon (FBgn0003068, exon 5 of 8)	2658	FBgn0000092	FBgn0000092	FBtr0070504						NA
AkaaF6HSan_REP2.mLb.clN_peak_12818	chr3R	31847691	31848031	+	11	NA	exon (FBgn0011224, exon 14 of 14)	-exon (FBgn0011224, exon 14 of 14)	35252	FBgn0039883	FBgn0039883	FBtr0343538						NA
AkaaF6HSan_REP2.mLb.clN_peak_10704	chr3R	13027545	13027704	+	11	NA	exon (FBgn0283438, exon 5 of 5)	-exon (FBgn0283438, exon 5 of 5)	2683	FBgn0283439	FBgn0283439	FBtr0445184						NA
AkaaF6HSan_REP2.mLb.clN_peak_9594	chr3R	4936503	4936694	+	11	NA	exon (FBgn0265082, exon 12 of 12)	-exon (FBgn0265082, exon 12 of 12)	-9480	FBgn0266698	FBgn0266698	FBtr0345154						NA
AkaaF6HSan_REP2.mLb.clN_peak_15086	chrX	11988462	11988628	+	11	NA	promoter-TSS (FBgn0000808)	-promoter-TSS (FBgn0000808)	403	FBgn0003865	FBgn0003865	FBtr0073582						NA
AkaaF6HSan_REP2.mLb.clN_peak_16043	chrX	18990788	18991012	+	11	NA	intron (FBgn0264090, intron 2 of 5)	-intron (FBgn0264090, intron 3 of 6)	-59542	FBgn0085358	FBgn0085358	FBtr0344305						NA
AkaaF6HSan_REP2.mLb.clN_peak_921	chr2L	8037706	8038023	+	11	NA	exon (FBgn0044323, exon 5 of 5)	-exon (FBgn0044323, exon 5 of 5)	1924	FBgn0031976	FBgn0031976	FBtr0306002						NA
AkaaF6HSan_REP2.mLb.clN_peak_8465	chr3L	18173138	18173335	+	11	NA	exon (FBgn0003997, exon 2 of 4)	-exon (FBgn0003997, exon 2 of 4)	-10714	FBgn0036781	FBgn0036781	FBtr0075134						NA
AkaaF6HSan_REP2.mLb.clN_peak_12754	chr3R	31496225	31496564	+	11	NA	Intergenic	Intergenic	-2997	FBgn0039851	FBgn0039851	FBtr0346230						NA
AkaaF6HSan_REP2.mLb.clN_peak_12930	chr4	372160	372298	+	11	NA	intron (FBgn0039904, intron 12 of 12)	-intron (FBgn0039904, intron 12 of 12)	-8495	FBgn0266618	FBgn0266618	FBtr0344901						NA
AkaaF6HSan_REP2.mLb.clN_peak_13359	chrX	948184	948435	+	11	NA	promoter-TSS (FBgn0040349)	-promoter-TSS (FBgn0040349)	-809	FBgn0040349	FBgn0040349	FBtr0070186						NA
AkaaF6HSan_REP2.mLb.clN_peak_8101	chr3L	15527138	15527347	+	11	NA	promoter-TSS (FBgn0053985)	-promoter-TSS (FBgn0053985)	274	FBgn0261682	FBgn0261682	FBtr0303077						NA
AkaaF6HSan_REP2.mLb.clN_peak_11480	chr3R	19980852	19981231	+	11	NA	intron (FBgn0038755, intron 2 of 5)	-intron (FBgn0038755, intron 2 of 5)	8143	FBgn0051213	FBgn0051213	FBtr0335242						NA
AkaaF6HSan_REP2.mLb.clN_peak_11508	chr3R	20412701	20413188	+	11	NA	intron (FBgn0262869, intron 3 of 20)	-intron (FBgn0262869, intron 2 of 19)	4679	FBgn0038796	FBgn0038796	FBtr0083885						NA
AkaaF6HSan_REP2.mLb.clN_peak_8003	chr3L	14497893	14498033	+	11	NA	intron (FBgn0087007, intron 4 of 8)	-intron (FBgn0087007, intron 4 of 8)	-19862	FBgn0036426	FBgn0036426	FBtr0290282						NA
AkaaF6HSan_REP2.mLb.clN_peak_65	chr2L	328533	329198	+	11	NA	exon (FBgn0264086, exon 1 of 2)	-exon (FBgn0264086, exon 1 of 2)	896	FBgn0264086	FBgn0264086	FBtr0330695						NA
AkaaF6HSan_REP2.mLb.clN_peak_12134	chr3R	25589232	25589467	+	11	NA	promoter-TSS (FBgn0267570)	-promoter-TSS (FBgn0267570)	-170	FBgn0267570	FBgn0267570	FBtr0346981						NA
AkaaF6HSan_REP2.mLb.clN_peak_12568	chr3R	29984139	29984273	+	11	NA	intron (FBgn0039728, intron 1 of 6)	-intron (FBgn0039728, intron 1 of 6)	780	FBgn0039728	FBgn0039728	FBtr0085545						NA
AkaaF6HSan_REP2.mLb.clN_peak_4279	chr2R	13465227	13465625	+	11	NA	intron (FBgn0000119, intron 2 of 6)	-intron (FBgn0000119, intron 2 of 6)	-11916	FBgn0262821	FBgn0262821	FBtr0306064						NA
AkaaF6HSan_REP2.mLb.clN_peak_13455	chrX	1354785	1355296	+	11	NA	exon (FBgn0024364, exon 1 of 1)	-exon (FBgn0024364, exon 1 of 1)	1026	FBgn0024364	FBgn0024364	FBtr0070212						NA
AkaaF6HSan_REP2.mLb.clN_peak_9513	chr3R	4505357	4505660	+	11	NA	exon (FBgn0085454, exon 1 of 1)	-exon (FBgn0085454, exon 1 of 1)	857	FBgn0085454	FBgn0085454	FBtr0112726						NA
